ID,Date,CO,NO2,NOx,O3,PM10,SO2,Year,Month,Month_anomaly_scores,Month_anomaly
0,2021-01-01,459.0,7.5,9.9,41.2,12.0,1.3,2021,1,0.0,1
1,2021-01-02,535.0,15.2,19.5,37.1,16.0,1.6,2021,1,0.0,1
2,2021-01-03,551.0,13.7,17.0,38.9,16.0,1.4,2021,1,0.0,1
3,2021-01-04,649.0,28.2,46.6,17.8,20.0,1.3,2021,1,0.0,1
4,2021-01-05,504.0,13.0,16.9,35.3,12.0,1.0,2021,1,0.0,1
5,2021-01-06,547.0,15.9,20.5,37.4,15.0,1.8,2021,1,0.0,1
6,2021-01-07,578.0,13.811972384559882,19.150422240259733,35.902500555954155,15.912271389639312,3.130862484303013,2021,1,0.0,1
7,2021-01-08,838.0,28.7,68.1,5.5,23.0,1.3,2021,1,0.0,1
8,2021-01-09,710.0,18.9,25.9,15.9,21.0,0.8,2021,1,0.0,1
9,2021-01-10,678.0,18.9,30.3,27.4,22.0,1.0,2021,1,0.0,1
10,2021-01-11,680.0,25.825069129294953,48.787298539893726,20.077233343628308,28.22547201621652,3.0251361957022733,2021,1,0.0,1
11,2021-01-12,526.0,10.5,16.1,22.5,26.0,1.9,2021,1,0.0,1
12,2021-01-13,484.0,16.7,25.3,33.5,20.0,2.2,2021,1,0.0,1
13,2021-01-14,426.0,21.8,32.0,33.3,14.0,2.2,2021,1,0.0,1
14,2021-01-15,458.0,23.6,32.4,30.4,14.0,2.6,2021,1,0.0,1
15,2021-01-16,489.0,21.8,30.6,42.3,19.0,3.2,2021,1,0.0,1
16,2021-01-17,555.0,14.2,18.8,43.3,24.0,3.1,2021,1,0.0,1
17,2021-01-18,555.0,18.6,25.7,42.0,29.0,3.2,2021,1,0.0,1
18,2021-01-19,641.0,15.9,21.6,36.8,29.0,4.1,2021,1,0.0,1
19,2021-01-20,587.0,11.3,15.9,50.6,17.0,6.9,2021,1,0.0,1
20,2021-01-21,480.0,6.2,9.2,63.5,9.0,9.0,2021,1,0.0,1
21,2021-01-22,480.0,5.2,7.9,65.7,8.0,5.2,2021,1,0.0,1
22,2021-01-23,592.0,10.7,14.9,57.7,14.0,3.4,2021,1,0.0,1
23,2021-01-24,683.0,10.5,15.8,45.1,14.0,3.4,2021,1,0.0,1
24,2021-01-25,663.0,18.8,25.4,34.6,13.0,2.9,2021,1,0.0,1
25,2021-01-26,1061.0,30.5,86.4,21.5,33.0,6.0,2021,1,0.0,1
26,2021-01-27,959.0,35.4,76.4,21.8,34.0,6.5,2021,1,0.0,1
27,2021-01-28,605.0,21.4,35.3,39.4,19.0,4.0,2021,1,0.0,1
28,2021-01-29,575.0,12.5,17.3,39.4,13.0,4.4,2021,1,0.0,1
29,2021-01-30,514.0,12.090006150793645,17.91165487776112,42.17602615465674,16.31564221337053,2.746607525877484,2021,1,0.0,1
30,2021-01-31,510.0,13.4,19.9,50.3,16.0,3.8,2021,1,0.0,1
31,2021-02-01,595.0,20.9,28.5,31.9,22.0,3.7,2021,2,0.024384342519180868,1
32,2021-02-02,600.0,16.37984933545381,25.200137036726666,41.467025533858866,19.27015965294944,4.0899774895528545,2021,2,0.024384342519180868,1
33,2021-02-03,576.0,11.3,15.5,38.1,20.0,7.7,2021,2,0.024384342519180868,1
34,2021-02-04,430.0,10.6,14.0,48.5,9.0,3.8,2021,2,0.024384342519180868,1
35,2021-02-05,650.0,27.5,51.6,15.7,23.0,4.2,2021,2,0.024384342519180868,1
36,2021-02-06,563.0,21.7,40.3,22.3,21.0,3.5,2021,2,0.024384342519180868,1
37,2021-02-07,561.0,14.120167050944225,22.322593055555544,36.182617373602014,15.586735515762673,3.6056816877361912,2021,2,0.024384342519180868,1
38,2021-02-08,501.0,16.3,26.1,21.2,15.0,3.6,2021,2,0.024384342519180868,1
39,2021-02-09,411.0,21.3,32.1,23.6,14.0,3.1,2021,2,0.024384342519180868,1
40,2021-02-10,502.0,19.7,27.1,20.9,18.0,3.4,2021,2,0.024384342519180868,1
41,2021-02-11,400.0,16.5,20.8,52.4,32.0,7.1,2021,2,0.024384342519180868,1
42,2021-02-12,281.0,15.211425559379972,22.826258732545174,51.812081055308845,28.622844656391717,4.2369943842870885,2021,2,0.024384342519180868,1
43,2021-02-13,313.0,21.7,27.2,57.0,17.0,5.7,2021,2,0.024384342519180868,1
44,2021-02-14,376.0,25.8,33.8,50.1,19.0,4.8,2021,2,0.024384342519180868,1
45,2021-02-15,443.0,30.4,38.5,48.2,23.0,5.0,2021,2,0.024384342519180868,1
46,2021-02-16,492.0,24.5,35.5,46.5,23.0,5.1,2021,2,0.024384342519180868,1
47,2021-02-17,434.0,19.0,23.5,46.4,23.0,9.9,2021,2,0.024384342519180868,1
48,2021-02-18,745.0,29.6,43.7,23.0,52.0,6.4,2021,2,0.024384342519180868,1
49,2021-02-19,629.0,23.9,30.7,34.3,26.0,6.7,2021,2,0.024384342519180868,1
50,2021-02-20,805.0,28.3,40.3,31.0,32.0,5.1,2021,2,0.024384342519180868,1
51,2021-02-21,705.0,19.3,24.8,39.9,25.0,5.6,2021,2,0.024384342519180868,1
52,2021-02-22,873.0,34.4,74.2,32.4,34.0,6.8,2021,2,0.024384342519180868,1
53,2021-02-23,778.0,35.4,53.8,34.1,34.0,8.4,2021,2,0.024384342519180868,1
54,2021-02-24,1137.0,41.5,105.1,28.0,59.0,5.0,2021,2,0.024384342519180868,1
55,2021-02-25,1214.0,37.2,111.0,29.1,81.0,2.6,2021,2,0.024384342519180868,1
56,2021-02-26,1197.0,38.97172281746032,108.08523829365086,25.57922173965699,66.3572123015873,4.110752038729189,2021,2,0.024384342519180868,1
57,2021-02-27,315.0,13.4,17.1,58.0,14.0,1.4,2021,2,0.024384342519180868,1
58,2021-02-28,348.0,15.405101332675347,20.190696624759763,43.30879676484367,13.878142722436483,2.3523544642244985,2021,2,0.024384342519180868,1
59,2021-03-01,322.0,16.4,22.6,43.1,11.0,0.8,2021,3,0.04846207522737156,1
60,2021-03-02,504.0,25.6,44.8,34.9,24.0,1.2,2021,3,0.04846207522737156,1
61,2021-03-03,614.0,23.5,48.6,37.8,34.0,1.3,2021,3,0.04846207522737156,1
62,2021-03-04,459.0,11.2,14.3,46.1,31.0,5.5,2021,3,0.04846207522737156,1
63,2021-03-05,397.0,13.2,16.8,42.1,19.0,1.0,2021,3,0.04846207522737156,1
64,2021-03-06,542.0,18.1,25.1,55.5,21.0,1.6,2021,3,0.04846207522737156,1
65,2021-03-07,441.0,9.1,12.4,54.3,14.0,1.0,2021,3,0.04846207522737156,1
66,2021-03-08,389.0,12.5,15.9,59.2,21.0,3.0,2021,3,0.04846207522737156,1
67,2021-03-09,331.0,15.1,18.2,66.2,15.0,1.4,2021,3,0.04846207522737156,1
68,2021-03-10,392.0,17.37326049015795,24.470519653353577,57.473317014434045,18.177257662721797,2.0819840072922475,2021,3,0.04846207522737156,1
69,2021-03-11,396.0,12.7,16.9,63.7,26.0,2.5,2021,3,0.04846207522737156,1
70,2021-03-12,453.0,16.5,24.1,52.2,17.0,2.1,2021,3,0.04846207522737156,1
71,2021-03-13,363.0,9.3,11.7,54.8,10.0,1.0,2021,3,0.04846207522737156,1
72,2021-03-14,488.0,14.418481186808362,19.96766167027417,57.75134453533374,17.622099362213593,2.299073224255639,2021,3,0.04846207522737156,1
73,2021-03-15,366.0,10.2,12.2,63.6,8.0,0.8,2021,3,0.04846207522737156,1
74,2021-03-16,351.0,9.2,11.0,67.4,13.0,0.8,2021,3,0.04846207522737156,1
75,2021-03-17,360.0,10.3,12.4,61.8,17.0,0.9,2021,3,0.04846207522737156,1
76,2021-03-18,344.0,9.5,11.9,63.7,12.0,0.9,2021,3,0.04846207522737156,1
77,2021-03-19,377.0,14.975623412698416,19.109835919064583,54.9580114157462,15.36941103839576,1.7664336426489644,2021,3,0.04846207522737156,1
78,2021-03-20,384.0,12.1,14.7,62.5,16.0,1.2,2021,3,0.04846207522737156,1
79,2021-03-21,412.0,14.8,17.8,56.8,17.0,1.0,2021,3,0.04846207522737156,1
80,2021-03-22,420.0,16.6,23.4,49.9,16.0,1.5,2021,3,0.04846207522737156,1
81,2021-03-23,410.0,15.9,20.4,61.1,17.0,2.6,2021,3,0.04846207522737156,1
82,2021-03-24,428.0,18.1,21.4,66.3,15.0,2.1,2021,3,0.04846207522737156,1
83,2021-03-25,550.0,26.372179683851492,43.71439561568238,41.702589708957724,32.35999367626267,3.2291461394528356,2021,3,0.04846207522737156,1
84,2021-03-26,647.0,27.6,43.4,42.9,42.0,2.9,2021,3,0.04846207522737156,1
85,2021-03-27,520.0,16.5,18.8,70.7,32.0,2.7,2021,3,0.04846207522737156,1
86,2021-03-28,497.0,14.3,16.9,66.6,17.0,2.1,2021,3,0.04846207522737156,1
87,2021-03-29,489.0,19.6,24.2,61.5,18.0,2.1,2021,3,0.04846207522737156,1
88,2021-03-30,498.0,19.3,24.3,65.8,25.0,2.3,2021,3,0.04846207522737156,1
89,2021-03-31,645.0,25.7,38.1,41.5,34.0,3.2,2021,3,0.04846207522737156,1
90,2021-04-01,487.0,13.0,16.6,59.6,23.0,2.5,2021,4,0.05972026898200333,1
91,2021-04-02,399.0,11.4,13.2,69.7,10.0,2.1,2021,4,0.05972026898200333,1
92,2021-04-03,374.0,11.3,13.2,68.4,11.0,2.3,2021,4,0.05972026898200333,1
93,2021-04-04,367.0,10.8,12.8,65.8,9.0,1.9,2021,4,0.05972026898200333,1
94,2021-04-05,385.0,9.1,11.5,60.6,12.0,2.5,2021,4,0.05972026898200333,1
95,2021-04-06,418.0,13.5,16.1,55.1,13.0,2.3,2021,4,0.05972026898200333,1
96,2021-04-07,461.0,18.2,25.7,50.8,14.0,2.3,2021,4,0.05972026898200333,1
97,2021-04-08,464.0,16.2,24.0,44.7,11.0,2.1,2021,4,0.05972026898200333,1
98,2021-04-09,513.0,17.14045055513003,24.854137500189417,52.56409989481224,15.62916689288861,2.5665762686453437,2021,4,0.05972026898200333,1
99,2021-04-10,413.0,10.4,12.2,81.4,18.0,3.1,2021,4,0.05972026898200333,1
100,2021-04-11,427.0,12.162781601731597,18.435676857864365,67.6630034639366,24.922234529694407,2.966544727696369,2021,4,0.05972026898200333,1
101,2021-04-12,419.0,13.8,15.6,74.4,27.0,5.2,2021,4,0.05972026898200333,1
102,2021-04-13,417.0,14.2,17.8,51.2,13.0,2.2,2021,4,0.05972026898200333,1
103,2021-04-14,374.0,12.1,14.2,66.3,6.0,1.8,2021,4,0.05972026898200333,1
104,2021-04-15,415.0,14.5,16.9,59.8,7.0,1.9,2021,4,0.05972026898200333,1
105,2021-04-16,410.0,11.1,13.5,47.1,9.0,1.9,2021,4,0.05972026898200333,1
106,2021-04-17,401.0,13.0,15.5,60.5,11.0,1.9,2021,4,0.05972026898200333,1
107,2021-04-18,482.0,12.1,14.1,55.4,14.0,2.1,2021,4,0.05972026898200333,1
108,2021-04-19,366.0,15.4,17.2,52.7,13.0,3.3,2021,4,0.05972026898200333,1
109,2021-04-20,356.0,18.01583449279339,26.05329683231498,61.78757338462209,18.08097314007489,2.4867704778738924,2021,4,0.05972026898200333,1
110,2021-04-21,327.0,18.356819498556995,24.034601106057675,69.2,19.162924638031885,2.2,2021,4,0.05972026898200333,1
111,2021-04-22,303.0,12.1,15.8,82.1,20.134320352907174,2.4,2021,4,0.05972026898200333,1
112,2021-04-23,291.0,13.8,15.7,72.4,20.0,2.8,2021,4,0.05972026898200333,1
113,2021-04-24,390.0,19.7,22.7,65.7,26.0,2.5,2021,4,0.05972026898200333,1
114,2021-04-25,320.0,13.7,15.9,71.1,20.0,2.4,2021,4,0.05972026898200333,1
115,2021-04-26,284.0,13.6,15.4,73.6,13.0,2.4,2021,4,0.05972026898200333,1
116,2021-04-27,316.0,18.7,21.5,73.4,18.0,2.3,2021,4,0.05972026898200333,1
117,2021-04-28,380.0,15.8,18.5,65.5,24.0,2.4,2021,4,0.05972026898200333,1
118,2021-04-29,332.0,9.0,11.9,61.4,14.0,2.9,2021,4,0.05972026898200333,1
119,2021-04-30,440.0,16.5,29.7,49.7,21.0,2.7,2021,4,0.05972026898200333,1
120,2021-05-01,337.0,9.8,14.1,58.1,13.0,2.5,2021,5,0.06256066055521015,1
121,2021-05-02,267.0,6.1,9.6,66.2,16.0,2.5,2021,5,0.06256066055521015,1
122,2021-05-03,244.0,9.9,11.5,70.5,10.0,2.4,2021,5,0.06256066055521015,1
123,2021-05-04,238.0,11.8,14.3,76.4,15.0,2.4,2021,5,0.06256066055521015,1
124,2021-05-05,212.0,8.4,12.0,85.7,19.0,2.2,2021,5,0.06256066055521015,1
125,2021-05-06,203.0,7.7,9.7,69.5,10.0,2.7,2021,5,0.06256066055521015,1
126,2021-05-07,239.0,8.9,11.4,57.7,11.0,3.0,2021,5,0.06256066055521015,1
127,2021-05-08,217.0,10.2,11.9,74.2,9.0,2.4,2021,5,0.06256066055521015,1
128,2021-05-09,253.0,9.624838924963928,14.759241027993026,69.40581879209364,16.733967673729456,2.8415778372303464,2021,5,0.06256066055521015,1
129,2021-05-10,290.0,19.2,23.8,69.1384390867262,18.0,2.8,2021,5,0.06256066055521015,1
130,2021-05-11,340.0,22.6,32.6,62.4,23.0,2.9,2021,5,0.06256066055521015,1
131,2021-05-12,310.0,16.0,23.1,68.47546256865422,25.0,3.3,2021,5,0.06256066055521015,1
132,2021-05-13,272.0,4.3,6.8,75.13956602980352,8.0,2.2,2021,5,0.06256066055521015,1
133,2021-05-14,265.0,8.2,10.8,62.4,8.0,2.2,2021,5,0.06256066055521015,1
134,2021-05-15,257.0,7.4,11.1,74.5,10.0,2.3,2021,5,0.06256066055521015,1
135,2021-05-16,269.0,6.9,9.7,55.8,9.0,2.3,2021,5,0.06256066055521015,1
136,2021-05-17,268.0,7.7,11.4,58.7,9.0,2.9,2021,5,0.06256066055521015,1
137,2021-05-18,338.0,10.6,13.0,54.7,8.0,2.4,2021,5,0.06256066055521015,1
138,2021-05-19,287.0,8.5,13.6,62.6,11.0,2.4,2021,5,0.06256066055521015,1
139,2021-05-20,261.0,13.5,18.3,73.2,12.0,2.5,2021,5,0.06256066055521015,1
140,2021-05-21,260.0,10.8,17.1,85.0,14.0,2.6,2021,5,0.06256066055521015,1
141,2021-05-22,265.0,7.7,13.5,76.0,13.0,3.2,2021,5,0.06256066055521015,1
142,2021-05-23,285.0,11.9,18.6,55.7,10.0,2.5,2021,5,0.06256066055521015,1
143,2021-05-24,267.0,6.5,12.7,65.3,9.0,2.5,2021,5,0.06256066055521015,1
144,2021-05-25,262.0,7.8,15.1,70.6,18.0,4.3,2021,5,0.06256066055521015,1
145,2021-05-26,223.0,13.114895732862879,18.804680955155952,64.50955067968728,19.941169561286298,2.681707555493414,2021,5,0.06256066055521015,1
146,2021-05-27,247.0,15.8,31.1,68.8,16.0,3.7,2021,5,0.06256066055521015,1
147,2021-05-28,216.0,9.8,17.1,80.3,16.0,2.8,2021,5,0.06256066055521015,1
148,2021-05-29,257.0,10.19918921356422,14.958889743117162,70.83776887191055,17.973681717829376,2.933653969683979,2021,5,0.06256066055521015,1
149,2021-05-30,239.0,8.0,13.5,62.3,9.0,2.5,2021,5,0.06256066055521015,1
150,2021-05-31,244.0,14.9,19.9,49.0,10.0,2.5,2021,5,0.06256066055521015,1
151,2021-06-01,184.0,10.8,15.1,61.7,15.0,3.8,2021,6,0.05541212086567604,1
152,2021-06-02,180.0,12.6,17.4,67.5,16.0,3.4,2021,6,0.05541212086567604,1
153,2021-06-03,244.0,18.3,35.9,62.9,21.0,2.9,2021,6,0.05541212086567604,1
154,2021-06-04,239.0,21.9,31.5,67.1,25.0,2.8,2021,6,0.05541212086567604,1
155,2021-06-05,216.0,8.6,12.7,70.5,24.0,2.7,2021,6,0.05541212086567604,1
156,2021-06-06,203.0,12.1,16.9,73.3,14.0,2.4,2021,6,0.05541212086567604,1
157,2021-06-07,218.0,15.5,20.6,67.9,17.0,2.7,2021,6,0.05541212086567604,1
158,2021-06-08,251.0,15.5,23.7,81.6,20.0,2.7,2021,6,0.05541212086567604,1
159,2021-06-09,226.0,10.8,19.8,93.9,21.0,2.8,2021,6,0.05541212086567604,1
160,2021-06-10,225.0,11.8,21.7,85.2,20.0,2.8,2021,6,0.05541212086567604,1
161,2021-06-11,251.0,10.4,20.2,89.9,19.0,2.9,2021,6,0.05541212086567604,1
162,2021-06-12,255.0,7.2,16.3,88.1,18.0,3.1,2021,6,0.05541212086567604,1
163,2021-06-13,220.0,4.5,13.1,71.5,12.0,2.7,2021,6,0.05541212086567604,1
164,2021-06-14,201.0,9.700797258297264,16.882595953346126,73.38080695861852,21.244189657187917,2.7680282552766973,2021,6,0.05541212086567604,1
165,2021-06-15,202.0,9.0,17.9,66.6,13.0,2.7,2021,6,0.05541212086567604,1
166,2021-06-16,198.0,10.4,18.8,77.6,16.0,2.8,2021,6,0.05541212086567604,1
167,2021-06-17,216.0,10.8,18.8,70.3,22.0,2.9,2021,6,0.05541212086567604,1
168,2021-06-18,224.0,10.786029094516596,18.673762475949967,77.10674589954323,18.965918034222483,2.822424107517154,2021,6,0.05541212086567604,1
169,2021-06-19,217.0,6.6,13.6,80.3,17.0,2.7,2021,6,0.05541212086567604,1
170,2021-06-20,218.0,6.0,12.6,72.6,13.0,2.6,2021,6,0.05541212086567604,1
171,2021-06-21,233.0,8.95150137778888,15.676110808589858,78.43554878254749,24.780109418069905,2.8309781059217403,2021,6,0.05541212086567604,1
172,2021-06-22,227.0,8.5,15.1,78.9,40.0,3.3,2021,6,0.05541212086567604,1
173,2021-06-23,228.0,9.7,16.2,82.1,51.0,3.1,2021,6,0.05541212086567604,1
174,2021-06-24,213.0,11.4,17.8,82.9,37.0,2.9,2021,6,0.05541212086567604,1
175,2021-06-25,194.0,6.7,13.5,81.8,42.0,3.7,2021,6,0.05541212086567604,1
176,2021-06-26,168.0,9.0,17.6,74.8,15.0,2.7,2021,6,0.05541212086567604,1
177,2021-06-27,147.0,9.1,15.1,76.6,13.0,2.8,2021,6,0.05541212086567604,1
178,2021-06-28,225.0,10.9,17.0,78.3,19.0,3.1,2021,6,0.05541212086567604,1
179,2021-06-29,245.0,7.5,13.4,86.4,19.0,2.9,2021,6,0.05541212086567604,1
180,2021-06-30,246.0,7.6,13.1,89.2,32.0,3.6,2021,6,0.05541212086567604,1
181,2021-07-01,224.0,7.7,13.1,76.7,16.0,2.9,2021,7,0.061987630837816665,1
182,2021-07-02,222.0,9.3,16.1,64.8,14.0,2.7,2021,7,0.061987630837816665,1
183,2021-07-03,223.0,6.4,12.1,66.6,14.0,2.7,2021,7,0.061987630837816665,1
184,2021-07-04,218.0,9.2,15.4,66.6,17.0,2.9,2021,7,0.061987630837816665,1
185,2021-07-05,251.0,15.8,21.1,65.1,20.0,2.8,2021,7,0.061987630837816665,1
186,2021-07-06,264.0,13.3,19.2,77.4,21.0,2.9,2021,7,0.061987630837816665,1
187,2021-07-07,283.0,14.9,20.5,83.7,25.0,2.9,2021,7,0.061987630837816665,1
188,2021-07-08,252.0,9.2,14.5,73.5,25.0,2.7,2021,7,0.061987630837816665,1
189,2021-07-09,227.0,7.9,13.0,72.5,22.0,2.9,2021,7,0.061987630837816665,1
190,2021-07-10,219.0,7.2929671218487355,13.695564610389603,75.49793618045865,18.395078615786147,2.7462744893152906,2021,7,0.061987630837816665,1
191,2021-07-11,215.0,6.5,12.4,72.5,21.0,2.7,2021,7,0.061987630837816665,1
192,2021-07-12,233.0,7.5,12.9,77.4,26.0,3.2,2021,7,0.061987630837816665,1
193,2021-07-13,252.0,8.8,15.2,78.4,36.0,4.1,2021,7,0.061987630837816665,1
194,2021-07-14,251.0,8.5,15.4,78.7,38.0,3.5,2021,7,0.061987630837816665,1
195,2021-07-15,247.0,10.4,18.2,73.5,32.0,3.0,2021,7,0.061987630837816665,1
196,2021-07-16,223.0,14.1,22.3,62.6,27.0,2.6,2021,7,0.061987630837816665,1
197,2021-07-17,200.0,12.4,19.5,87.7,25.0,2.7,2021,7,0.061987630837816665,1
198,2021-07-18,198.0,10.1,17.4,92.0,32.0,2.7,2021,7,0.061987630837816665,1
199,2021-07-19,171.0,12.0,20.7,69.6,19.0,2.6,2021,7,0.061987630837816665,1
200,2021-07-20,146.0,8.9,15.8,60.5,17.0,2.4,2021,7,0.061987630837816665,1
201,2021-07-21,143.0,10.081878138528138,17.347269975620133,73.05723383457462,19.51155490076102,2.817789519167034,2021,7,0.061987630837816665,1
202,2021-07-22,132.0,11.4,19.4,67.4,21.0,2.7,2021,7,0.061987630837816665,1
203,2021-07-23,164.0,10.7,17.9,67.9,21.0,2.5,2021,7,0.061987630837816665,1
204,2021-07-24,176.0,8.6,14.6,72.4,20.0,2.5,2021,7,0.061987630837816665,1
205,2021-07-25,193.0,7.732448545802854,13.294970836108337,76.65660546079755,17.96566828629397,2.7841965341431605,2021,7,0.061987630837816665,1
206,2021-07-26,243.0,9.0,16.2,88.4,36.0,4.3,2021,7,0.061987630837816665,1
207,2021-07-27,278.0,9.6,16.8,80.0,38.0,3.7,2021,7,0.061987630837816665,1
208,2021-07-28,249.0,9.740750955988451,15.745508679971344,81.47507498411505,31.97909874314637,3.3257504301257717,2021,7,0.061987630837816665,1
209,2021-07-29,230.0,7.9,15.1,79.7,27.0,2.6,2021,7,0.061987630837816665,1
210,2021-07-30,259.0,11.3,19.5,75.1,27.0,2.4,2021,7,0.061987630837816665,1
211,2021-07-31,273.0,11.2,20.3,73.2,25.0,3.0,2021,7,0.061987630837816665,1
212,2021-08-01,251.0,8.5,17.7,50.6,21.0,2.4,2021,8,0.06005175536577634,1
213,2021-08-02,187.0,8.2,16.8,18.0,13.0,4.1,2021,8,0.06005175536577634,1
214,2021-08-03,202.0,12.4,20.7,45.3,18.0,2.3,2021,8,0.06005175536577634,1
215,2021-08-04,207.0,9.9,18.1,68.9,23.0,2.7,2021,8,0.06005175536577634,1
216,2021-08-05,224.0,10.3,20.5,66.3,20.0,2.5,2021,8,0.06005175536577634,1
217,2021-08-06,190.0,8.9,17.0,58.4,10.0,2.2,2021,8,0.06005175536577634,1
218,2021-08-07,211.0,7.5,13.2,60.8,14.0,2.4,2021,8,0.06005175536577634,1
219,2021-08-08,233.0,9.5,16.2,55.2,20.0,3.9,2021,8,0.06005175536577634,1
220,2021-08-09,315.0,12.2,20.2,40.3,15.0,2.3,2021,8,0.06005175536577634,1
221,2021-08-10,338.0,16.6,24.1,64.13704649742162,21.0,2.6,2021,8,0.06005175536577634,1
222,2021-08-11,292.0,13.289036541362595,18.320546351285927,71.75383155889513,19.845490958810995,2.64642550983444,2021,8,0.06005175536577634,1
223,2021-08-12,258.0,12.0,21.1,87.0,14.0,2.7,2021,8,0.06005175536577634,1
224,2021-08-13,279.0,12.3,21.0,94.7,22.0,2.7,2021,8,0.06005175536577634,1
225,2021-08-14,284.0,8.5,17.8,102.2,23.0,2.6,2021,8,0.06005175536577634,1
226,2021-08-15,322.0,9.9,16.8,92.1,24.0,2.5,2021,8,0.06005175536577634,1
227,2021-08-16,322.0,10.4,16.2,111.8,19.0,3.3,2021,8,0.06005175536577634,1
228,2021-08-17,289.0,11.1,17.5,72.1,15.0,2.3,2021,8,0.06005175536577634,1
229,2021-08-18,261.0,13.9,23.8,58.3,15.0,2.3,2021,8,0.06005175536577634,1
230,2021-08-19,279.0,15.1,28.0,61.0,16.0,2.4,2021,8,0.06005175536577634,1
231,2021-08-20,277.0,13.1,22.7,70.7,15.0,2.2,2021,8,0.06005175536577634,1
232,2021-08-21,320.0,23.9,40.1,61.9,19.0,2.4,2021,8,0.06005175536577634,1
233,2021-08-22,325.0,9.7,18.3,76.5,17.0,2.3,2021,8,0.06005175536577634,1
234,2021-08-23,371.0,10.3,18.8,78.3,21.0,2.5,2021,8,0.06005175536577634,1
235,2021-08-24,323.0,5.6,12.0,67.6,12.0,2.2,2021,8,0.06005175536577634,1
236,2021-08-25,313.0,14.4,22.6,52.7,12.0,2.3,2021,8,0.06005175536577634,1
237,2021-08-26,300.0,11.106900503826244,18.62918211595464,61.20981531752727,16.2918573032096,2.476807885050025,2021,8,0.06005175536577634,1
238,2021-08-27,341.0,15.6,23.5,46.4,15.0,2.2,2021,8,0.06005175536577634,1
239,2021-08-28,301.0,11.3,23.1,52.3,13.0,2.1,2021,8,0.06005175536577634,1
240,2021-08-29,297.0,7.9,16.0,54.7,12.0,2.2,2021,8,0.06005175536577634,1
241,2021-08-30,339.0,11.4,19.7,43.8,13.0,2.1,2021,8,0.06005175536577634,1
242,2021-08-31,298.0,9.5,17.8,50.8,14.0,2.2,2021,8,0.06005175536577634,1
243,2021-09-01,307.0,7.6,14.1,54.4,11.0,2.1,2021,9,0.05624688158186819,1
244,2021-09-02,395.0,25.491221717171715,38.479631105310425,46.04661231510304,25.133805983478606,3.020829467208051,2021,9,0.05624688158186819,1
245,2021-09-03,360.0,17.4,33.9,47.1,18.0,2.6,2021,9,0.05624688158186819,1
246,2021-09-04,363.0,16.3,21.9,63.0,20.0,2.4,2021,9,0.05624688158186819,1
247,2021-09-05,296.0,7.8,10.7,65.8,10.0,2.3,2021,9,0.05624688158186819,1
248,2021-09-06,337.0,28.3,56.1,51.8,18.0,2.7,2021,9,0.05624688158186819,1
249,2021-09-07,353.0,17.1,24.8,65.9,21.0,2.7,2021,9,0.05624688158186819,1
250,2021-09-08,338.0,18.9,22.9,69.6,19.0,2.5,2021,9,0.05624688158186819,1
251,2021-09-09,373.0,28.0,35.2,67.2,25.0,2.5,2021,9,0.05624688158186819,1
252,2021-09-10,381.0,23.0,30.4,67.3,25.0,2.7,2021,9,0.05624688158186819,1
253,2021-09-11,406.0,28.4,37.2,68.0,23.0,2.7,2021,9,0.05624688158186819,1
254,2021-09-12,450.0,32.2,58.9,56.6,24.0,3.0,2021,9,0.05624688158186819,1
255,2021-09-13,426.0,20.923918109668097,27.805657305194828,65.1,30.0,2.8,2021,9,0.05624688158186819,1
256,2021-09-14,389.0,19.289691247641247,24.411531212170743,67.0,21.0,2.5,2021,9,0.05624688158186819,1
257,2021-09-15,406.0,19.54408888888888,25.137769500125483,75.8,30.0,2.5,2021,9,0.05624688158186819,1
258,2021-09-16,346.0,19.619808928571423,23.911517425810903,79.6,33.0,5.1,2021,9,0.05624688158186819,1
259,2021-09-17,339.0,18.317564109264534,25.544339041374236,55.72280545789164,15.47250354097435,2.5342661804310906,2021,9,0.05624688158186819,1
260,2021-09-18,314.0,16.772445328282835,23.734751307026315,54.6,9.0,2.5,2021,9,0.05624688158186819,1
261,2021-09-19,316.0,16.857427669552678,24.74153704906205,39.2,9.0,2.4,2021,9,0.05624688158186819,1
262,2021-09-20,263.0,34.6,53.7,50.1,11.0,2.4,2021,9,0.05624688158186819,1
263,2021-09-21,253.0,20.3,33.0,46.0,15.0,2.7,2021,9,0.05624688158186819,1
264,2021-09-22,265.0,16.8,24.2,44.4,13.0,2.5,2021,9,0.05624688158186819,1
265,2021-09-23,265.0,13.3,18.5,55.0,15.0,2.7,2021,9,0.05624688158186819,1
266,2021-09-24,330.0,15.2,21.3,51.2,22.0,2.7,2021,9,0.05624688158186819,1
267,2021-09-25,416.0,18.6,28.6,44.4,26.0,2.8,2021,9,0.05624688158186819,1
268,2021-09-26,341.0,11.1,19.9,66.6,19.0,2.6,2021,9,0.05624688158186819,1
269,2021-09-27,409.0,22.2,54.3,43.9,20.0,2.7,2021,9,0.05624688158186819,1
270,2021-09-28,334.0,19.4,34.7,34.7,21.0,2.7,2021,9,0.05624688158186819,1
271,2021-09-29,363.0,12.6,24.9,21.6,17.0,2.5,2021,9,0.05624688158186819,1
272,2021-09-30,365.0,13.9,22.0,26.4,13.0,2.5,2021,9,0.05624688158186819,1
