,Station1_CO,Station1_NO2,Station1_NOx,Station1_PM10,Station1_SO2,Station2_CO,Station2_NO2,Station2_NOx,Station2_O3,Station2_PM10,Station2_SO2,temp,humidity,precip,precipcover,cloudcover,windspeed,visibility,is_heating_season,is_work_day,winddir_sin,winddir_cos,Date,year,month,day
1808,620.0,47.8,130.28,26.0,2.0,638.0,31.8,84.6,13.9,27.0,1.3,-1.1,82.7,0.0,0.0,43.0,24.7,8.6,1,1,0.61977903179514,0.784776370533083,2018-12-14,2018,12,14
1809,462.0,37.02,78.02000000000001,16.0,2.3,595.0,24.7,48.9,20.2,17.0,0.7,-0.1,89.6,0.322,70.83,99.7,24.9,4.1,1,0,0.8191520442889918,0.573576436351046,2018-12-15,2018,12,15
1810,609.0,31.7,73.7,27.0,2.5,674.0,22.6,33.0,17.3,32.0,0.9,-0.7,94.0,2.244,50.0,99.4,7.3,2.9,1,0,-0.9191353392552344,-0.393941909590951,2018-12-16,2018,12,16
1811,551.0,29.4,51.6,27.0,3.1,671.0,29.5,38.2,21.6,33.0,2.1,-1.6,91.0,0.003,8.33,99.6,10.7,3.7,1,0,-0.8211492091337039,0.5707135676844318,2018-12-17,2018,12,17
1812,864.0,48.7,121.5,45.0,3.5,923.0,39.3,59.7,16.3,54.0,2.7,-6.2,86.6,0.001,4.17,74.8,10.7,4.5,1,1,-0.9945218953682734,0.1045284632676529,2018-12-18,2018,12,18
1813,672.8,36.0,87.6,41.0,2.6,906.0,30.7,38.9,23.7,44.0,1.1,-6.8,89.4,0.0,0.0,95.5,7.2,1.6,1,1,0.9438009515832294,0.330514392713223,2018-12-19,2018,12,19
1814,750.4,44.2,109.0,42.0,3.1,944.0,29.9,42.5,30.3,48.0,1.8,-4.8,91.2,0.003,4.17,95.2,10.6,3.5,1,1,0.9515944038794382,-0.3073566177998071,2018-12-20,2018,12,20
1815,706.4,51.1,129.3,41.0,7.2,694.0,27.5,36.3,34.3,39.0,10.0,0.2,88.9,0.0,0.0,92.6,17.9,6.6,1,1,-0.0505929400767131,-0.9987193571841864,2018-12-21,2018,12,21
1816,621.4,44.4,97.5,23.0,4.3,497.0,15.7,19.8,40.6,25.0,4.2,3.7,87.0,0.54,37.5,93.6,32.2,8.8,1,0,-0.4273578633871923,-0.9040825496607784,2018-12-22,2018,12,22
1817,427.0,39.4,123.7,15.0,3.1,480.0,22.6,38.6,25.2,13.0,1.4,4.4,84.8,0.003,12.5,83.5,18.2,23.3,1,0,-0.8821268660176679,-0.4710118812194099,2018-12-23,2018,12,23
1818,509.4,15.9,30.6,9.0,2.4,389.0,11.3,14.8,41.9,7.0,1.0,3.3,81.5,9.786,58.33,70.2,35.2,15.0,1,0,0.0575640269595672,0.9983418166140284,2018-12-24,2018,12,24
1819,450.6,22.3,43.6,12.0,2.3,342.0,15.6,23.0,29.6,12.0,0.7,-0.4,76.3,0.0,0.0,55.1,17.9,20.0,1,1,-0.99888987496197,0.0471064507096422,2018-12-25,2018,12,25
1820,480.6,21.5,62.6,16.0,2.3,456.0,13.2,19.8,16.7,15.0,0.7,0.3,90.3,0.002,4.17,87.1,18.0,9.7,1,1,-0.1097343110910454,-0.9939609554551796,2018-12-26,2018,12,26
1821,426.2,32.3,110.8,20.0,2.7,468.0,13.1,19.6,19.7,18.0,1.0,1.0,89.1,0.001,4.17,89.4,18.1,7.4,1,1,-0.2655561174868088,-0.96409540423411,2018-12-27,2018,12,27
1822,669.4,24.3,83.2,27.0,2.4,706.0,18.5,28.9,11.9,29.0,0.9,3.1,92.4,2.959,41.67,98.7,18.0,3.6,1,1,-0.2130303862749768,-0.9770455744352636,2018-12-28,2018,12,28
1823,894.6,25.6,74.8,21.0,2.4,815.0,22.8,42.6,9.0,24.0,1.0,2.6,92.3,0.126,4.17,90.0,10.8,5.9,1,0,-0.9348256763960144,0.3551069624081373,2018-12-29,2018,12,29
1824,554.2,20.2,60.2,22.0,2.3,584.0,14.9,21.2,11.5,21.0,1.0,3.1,90.3,0.002,8.33,98.2,16.6,5.0,1,0,-0.1322563902571225,-0.9912155402515416,2018-12-30,2018,12,30
1825,685.4,16.9,31.0,17.0,2.0,604.0,19.0,26.3,22.0,21.0,0.9,3.2,86.8,0.114,16.67,97.1,17.7,7.0,1,0,-0.041875653729199,0.9991228300988584,2018-12-31,2018,12,31
1826,465.4,25.3,62.2,18.0,2.2,463.0,14.7,19.5,40.9,20.0,1.0,1.9,81.9,0.591,16.67,89.7,32.4,14.0,1,1,-0.5692795234308441,-0.8221440410307375,2019-01-01,2019,1,1
1827,447.0,24.1,40.2,10.0,2.0,413.0,15.4,19.1,43.3,10.0,0.8,2.3,78.7,2.99,37.5,83.1,28.8,16.3,1,1,-0.9859960370705048,-0.1667687467161026,2019-01-02,2019,1,2
1828,483.2,21.5,38.0,10.0,2.3,449.0,21.5,28.3,44.7,15.0,1.2,-0.7,62.1,0.005,8.33,49.8,18.2,24.9,1,1,-0.2722802470405743,0.9622179935292854,2019-01-03,2019,1,3
1829,462.0,31.7,77.1,19.0,2.9,612.0,24.2,32.1,34.3,25.0,1.2,-3.6,79.9,0.001,4.17,72.1,17.8,16.2,1,1,-0.3056953049631061,0.9521293927421386,2019-01-04,2019,1,4
1830,562.2,26.5,56.4,22.0,3.7,553.0,12.3,16.4,38.9,25.0,1.7,-4.3,86.1,0.02,29.17,86.5,32.1,6.5,1,0,-0.1287955965775626,-0.9916711623830904,2019-01-05,2019,1,5
1831,578.0,17.2,35.6,18.0,2.7,631.0,17.5,23.9,41.4,23.0,1.8,-2.8,72.4,0.02,8.33,88.2,28.5,12.2,1,0,0.1633259622416222,0.9865721616069694,2019-01-06,2019,1,6
1832,706.0,35.6,84.0,29.0,4.0,886.0,29.2,52.2,33.1,40.0,2.5,-4.7,67.6,0.001,4.17,26.3,21.5,17.7,1,0,0.133986185418292,0.9909831997148364,2019-01-07,2019,1,7
1833,798.0,38.1,98.2,36.0,5.6,776.0,20.6,30.0,34.5,37.0,3.8,-7.7,84.1,0.229,16.67,73.3,24.8,6.0,1,1,0.1890954429898915,-0.9819587126964436,2019-01-08,2019,1,8
1834,704.0,38.3,100.6,42.0,5.1,725.0,30.7,49.3,33.0,43.0,6.8,-2.0,89.0,0.573,41.67,97.2,17.9,3.0,1,1,0.1753667260919869,-0.9845031799744368,2019-01-09,2019,1,9
1835,717.0,30.1,64.6,38.0,3.5,762.0,30.1,44.5,33.8,45.0,4.4,-2.0,82.2,0.049,8.33,51.6,28.2,7.7,1,1,0.3859060423243186,0.9225380894562464,2019-01-10,2019,1,10
1836,825.4,43.0,97.6,47.0,6.1,710.0,32.3,45.7,36.5,56.0,7.6,-4.9,73.2,0.0,0.0,50.9,24.8,8.2,1,1,0.1512608202472192,0.9884938868086836,2019-01-11,2019,1,11
1837,528.0,34.8,72.8,29.0,3.8,511.0,18.1,23.4,43.5,27.0,2.2,-3.8,87.4,0.109,16.67,94.8,21.6,6.0,1,0,-0.0871557427476579,-0.9961946980917455,2019-01-12,2019,1,12
1838,514.6,28.8,59.2,23.0,3.3,491.0,13.0,17.1,46.2,21.0,2.2,-0.1,90.3,0.149,20.83,97.4,25.3,5.9,1,0,-0.2198462043528374,-0.9755345439458566,2019-01-13,2019,1,13
1839,531.0,39.16,90.1,19.0,3.7,525.0,27.3,37.4,40.2,20.0,2.4,1.6,84.1,0.777,45.83,81.3,32.4,14.1,1,0,-0.546101961014429,-0.8377187166204388,2019-01-14,2019,1,14
1840,378.4,46.8,104.5,13.0,2.3,332.0,22.0,28.9,46.1,13.0,1.1,-1.8,73.6,0.005,8.33,63.3,21.7,20.4,1,1,-0.9238795325112868,-0.3826834323650895,2019-01-15,2019,1,15
1841,512.6,38.9,106.0,14.0,2.1,359.0,17.7,23.5,39.2,13.0,1.1,2.0,81.0,0.006,25.0,79.7,28.6,13.4,1,1,-0.6870875108044232,-0.7265746709709757,2019-01-16,2019,1,16
1842,386.4,44.9,101.4,21.0,4.2,406.0,12.7,16.5,57.0,21.0,4.8,2.1,78.5,0.0,0.0,43.5,25.3,12.2,1,1,-0.133986185418292,-0.9909831997148364,2019-01-17,2019,1,17
1843,516.6,46.7,136.9,21.0,3.4,479.0,26.1,34.6,34.9,20.0,3.1,2.0,85.3,0.456,37.5,89.0,24.6,12.9,1,1,-0.2739592186924324,-0.9617413095492112,2019-01-18,2019,1,18
1844,566.6,27.7,33.9,21.0,1.9,458.0,33.7,52.1,33.5,22.0,2.9,-1.2,80.2,0.008,12.5,59.9,17.8,14.4,1,0,0.6441236297613865,0.7649214009184319,2019-01-19,2019,1,19
1845,722.8,28.3,34.1,38.0,1.5,700.0,29.1,37.5,30.3,40.0,1.7,-0.7,89.6,0.938,62.5,89.0,10.6,2.7,1,0,0.2554457579357905,0.9668233886044594,2019-01-20,2019,1,20
1846,545.4,41.0,57.6,47.0,3.7,692.0,43.1,61.3,32.7,45.0,8.4,-2.5,73.5,0.014,8.33,69.4,17.6,7.5,1,0,0.4226182617406994,0.90630778703665,2019-01-21,2019,1,21
1847,694.8,41.2,59.6,68.0,2.5,859.0,46.3,68.1,28.5,65.0,2.3,-3.6,88.2,0.617,50.0,89.0,17.6,1.5,1,1,0.6115270401858311,0.79122353296749,2019-01-22,2019,1,22
1848,473.6,36.8,55.8,45.0,2.6,611.0,42.2,62.2,31.6,38.0,2.9,-2.0,87.9,0.122,33.33,87.8,21.4,2.6,1,1,0.6374239897486897,0.7705132427757891,2019-01-23,2019,1,23
1849,621.4,28.9,40.3,29.0,4.4,497.0,31.7,46.8,34.2,32.0,6.8,-1.8,85.1,1.245,45.83,96.3,31.9,4.0,1,1,0.5548444274479993,0.8319541221304826,2019-01-24,2019,1,24
1850,686.8,39.2,78.3,43.0,4.2,735.0,34.0,54.1,29.6,50.0,8.0,-1.4,86.5,1.074,29.17,93.3,24.8,4.7,1,1,0.540240320477655,0.8415107819453062,2019-01-25,2019,1,25
1851,474.4,36.8,52.0,33.0,4.7,457.0,16.5,19.8,58.8,38.0,6.4,-3.0,71.2,0.016,16.67,85.2,24.9,8.5,1,0,-0.5075383629607042,0.8616291604415257,2019-01-26,2019,1,26
1852,448.2,32.9,42.8,29.0,2.3,472.0,16.4,18.1,63.3,30.0,2.5,-1.4,83.7,0.01,4.17,87.0,21.4,6.1,1,0,0.3616245700820921,-0.9323238012155124,2019-01-27,2019,1,27
1853,735.8,61.3,133.3,39.0,2.0,879.0,54.4,84.0,26.1,42.0,2.5,0.9,81.3,0.704,12.5,91.9,14.5,8.6,1,0,0.8964864303834406,0.4430711908241796,2019-01-28,2019,1,28
1854,710.2,54.5,126.5,43.0,1.9,803.0,34.9,47.2,32.0,45.0,1.9,0.1,89.7,0.599,4.17,77.4,14.3,3.9,1,1,-0.2923717047227367,-0.9563047559630354,2019-01-29,2019,1,29
1855,878.8,47.4,103.1,52.0,1.9,880.0,45.5,68.4,21.3,56.0,2.5,0.1,90.8,0.296,20.83,89.4,10.7,1.9,1,1,0.3826834323650898,0.9238795325112868,2019-01-30,2019,1,30
1856,939.0,61.9,165.2,64.0,2.2,1062.0,47.9,93.7,15.4,64.0,2.7,0.7,89.5,0.001,4.17,89.6,8.6,2.2,1,1,-0.997915618272179,-0.0645323082529576,2019-01-31,2019,1,31
1857,586.6,45.6,95.5,31.0,2.9,625.0,22.3,27.0,39.9,30.0,5.4,2.5,84.7,0.208,12.5,88.1,17.7,7.7,1,1,0.6921431738704068,-0.7217602280983622,2019-02-01,2019,2,1
1858,502.4,41.6,62.6,19.0,2.0,476.0,27.4,30.8,40.4,16.0,3.4,7.3,71.6,0.201,8.33,94.5,18.2,15.2,1,0,0.773840209726506,-0.6333808726275504,2019-02-02,2019,2,2
1859,528.2,33.0,50.4,26.0,1.8,531.0,32.7,50.6,32.6,28.0,2.7,8.2,71.0,0.0,0.0,79.2,17.9,16.3,1,0,0.9225380894562464,0.3859060423243187,2019-02-03,2019,2,3
1860,502.0,26.2,59.3,15.0,1.7,489.0,19.7,26.7,21.6,12.0,1.8,3.8,78.4,0.0,0.0,74.9,21.4,14.7,1,0,-0.9935718556765876,-0.1132032137679069,2019-02-04,2019,2,4
1861,534.8,28.2,42.9,18.0,1.5,513.0,28.1,37.0,17.5,20.0,2.3,2.8,80.0,0.417,16.67,91.4,17.7,8.7,1,1,0.1856666153855772,0.9826127965436152,2019-02-05,2019,2,5
1862,447.0,27.7,35.3,19.0,1.7,413.0,23.2,27.8,45.3,19.0,2.3,2.5,67.9,0.0,0.0,20.8,34.6,17.8,1,1,0.2554457579357905,0.9668233886044594,2019-02-06,2019,2,6
1863,595.4,49.7,131.8,35.0,2.4,579.0,34.1,56.9,31.4,35.0,2.0,-0.2,77.1,0.0,0.0,21.4,14.4,12.0,1,1,0.3939419095909509,-0.9191353392552344,2019-02-07,2019,2,7
1864,747.4,56.2,147.0,44.0,2.0,784.0,39.2,74.8,18.9,45.0,2.7,1.8,78.2,0.0,0.0,90.5,7.2,9.7,1,1,0.9918944425900296,0.1270646086013503,2019-02-08,2019,2,8
1865,578.0,49.2,92.7,33.0,1.7,606.0,23.9,38.1,41.8,33.0,2.3,2.1,71.1,0.0,0.0,80.1,14.1,12.6,1,0,0.2923717047227366,-0.9563047559630355,2019-02-09,2019,2,9
1866,482.2,33.4,47.9,35.0,2.9,524.0,20.2,26.4,43.0,35.0,5.0,2.3,73.1,0.0,0.0,62.4,25.1,9.9,1,0,0.5045276238150194,-0.8633955506067716,2019-02-10,2019,2,10
1867,358.6,37.3,69.3,20.0,2.9,370.0,17.0,21.2,49.7,14.0,3.9,6.3,74.5,1.382,33.33,92.9,32.1,11.0,1,0,-0.5150380749100542,-0.8571673007021123,2019-02-11,2019,2,11
1868,445.6,21.5,27.1,12.0,1.3,364.0,21.0,28.7,44.8,14.0,1.7,3.0,63.2,0.0,0.0,74.7,29.2,14.7,1,1,-0.2907021935982521,0.9568135840576076,2019-02-12,2019,2,12
1869,478.4,42.4,73.5,20.0,1.8,398.0,22.1,32.3,39.1,18.0,2.2,1.6,66.2,0.0,0.0,40.0,16.0,12.2,1,1,-0.9983418166140284,-0.0575640269595674,2019-02-13,2019,2,13
1870,500.4,38.7,101.3,26.0,1.9,493.0,24.2,36.6,27.1,26.0,2.2,3.1,75.7,0.0,0.0,71.1,12.4,10.1,1,1,-0.9245460336123132,-0.3810703763502739,2019-02-14,2019,2,14
1871,637.4,56.8,191.1,42.0,2.2,788.0,38.3,104.9,37.6,46.0,2.5,5.5,61.0,0.0,0.0,40.0,24.4,12.5,1,1,0.5090414157503713,0.8607420270039436,2019-02-15,2019,2,15
1872,772.4,65.0,208.9,67.0,2.5,1242.0,34.2,99.6,25.2,67.0,2.9,2.9,76.4,0.0,0.0,0.4,10.8,11.3,1,0,-0.0575640269595675,-0.9983418166140284,2019-02-16,2019,2,16
1873,1287.8,61.6,190.7,74.0,2.4,1176.0,36.3,91.4,27.7,68.0,2.9,4.1,77.2,0.0,0.0,0.0,13.7,8.7,1,0,0.3139924559674051,-0.9494254776419038,2019-02-17,2019,2,17
1874,955.0,73.8,229.8,90.0,2.8,1281.0,45.8,126.6,27.7,75.0,3.2,4.3,75.8,0.0,0.0,3.3,7.3,7.2,1,0,0.9460853588275452,0.3239174181981495,2019-02-18,2019,2,18
1875,1175.0,87.3,303.6,105.0,3.6,1493.0,48.0,142.9,30.1,105.0,5.1,4.7,73.9,0.0,0.0,9.2,10.8,9.0,1,1,0.9857034690888536,-0.1684893795650026,2019-02-19,2019,2,19
1876,955.0,70.0,206.6,83.0,2.9,1280.0,43.7,107.8,22.9,84.0,3.4,3.6,74.3,0.0,0.0,27.2,14.2,7.8,1,1,-0.9472102777460288,0.3206129905856762,2019-02-20,2019,2,20
1877,648.8,68.1,208.3,39.0,2.5,769.0,30.8,71.9,30.2,39.0,2.4,3.9,66.9,0.0,0.0,63.5,22.0,11.9,1,1,-0.6832737736807989,-0.7301622766207526,2019-02-21,2019,2,21
1878,351.8,27.9,47.5,13.0,1.9,280.0,21.9,28.9,46.3,13.0,1.4,2.5,67.2,3.878,41.67,52.0,46.2,11.1,1,1,0.1287955965775628,0.9916711623830904,2019-02-22,2019,2,22
1879,382.6,19.2,22.0,14.0,2.9,272.0,17.8,25.9,57.6,14.0,1.7,-2.1,44.0,0.0,0.0,6.7,25.4,18.0,1,0,0.3272178989791039,0.9449489121575309,2019-02-23,2019,2,23
1880,323.2,25.6,28.8,22.0,2.8,344.0,24.5,31.6,48.1,21.0,3.4,-1.4,45.9,0.0,0.0,78.1,14.2,18.1,1,0,0.2890317969444716,0.9573194975320672,2019-02-24,2019,2,24
1881,372.8,62.1,129.5,36.0,3.1,481.0,24.6,32.0,44.4,33.8,3.9,1.6,51.6,0.0,0.0,72.1,14.3,17.3,1,0,-0.6073758397232868,-0.794414620535418,2019-02-25,2019,2,25
1882,444.6,55.3,153.9,45.0,2.8,544.0,27.9,44.4,37.9,41.0,2.5,3.0,61.2,0.0,0.0,44.4,21.3,12.8,1,1,-0.5562956155003048,-0.8309844692743282,2019-02-26,2019,2,26
1883,523.6,43.1,101.6,29.0,1.9,542.0,27.8,51.3,52.6,32.0,2.3,6.3,56.5,0.0,0.0,41.9,24.8,19.3,1,1,0.1097343110910452,0.9939609554551796,2019-02-27,2019,2,27
1884,447.0,45.9,93.5,31.0,2.2,413.0,21.0,28.6,42.0,28.0,2.0,7.7,56.2,0.0,0.0,28.5,49.8,18.3,1,1,-0.7325428987873787,-0.6807208689589179,2019-02-28,2019,2,28
1885,435.4,52.9,110.2,34.0,2.3,515.0,33.7,59.5,29.9,37.0,2.5,7.3,60.1,0.0,0.0,77.0,17.6,11.3,0,1,-0.9284858268809136,0.3713678355502349,2019-03-01,2019,3,1
1886,542.6,30.7,45.7,21.0,1.6,454.0,22.0,28.4,56.1,24.0,2.2,4.3,51.7,0.003,8.33,55.7,28.7,18.0,0,0,0.3907311284892737,0.9205048534524404,2019-03-02,2019,3,2
1887,402.4,35.3,49.5,20.0,1.6,416.0,14.2,18.2,48.7,21.0,1.9,4.9,55.1,0.0,0.0,59.4,21.3,17.2,0,0,-0.0697564737441252,-0.9975640502598242,2019-03-03,2019,3,3
1888,497.0,49.2,85.3,25.0,4.4,425.0,9.8,13.1,67.9,23.0,6.7,10.3,51.5,0.0,0.0,65.1,37.8,16.4,0,0,-0.2215484976194675,-0.9751493543055632,2019-03-04,2019,3,4
1889,477.0,34.1,46.0,16.0,1.7,324.0,10.6,13.3,67.7,14.0,1.6,10.1,41.7,0.004,16.67,39.2,39.2,22.3,0,1,-0.9770455744352636,-0.2130303862749767,2019-03-05,2019,3,5
1890,514.6,51.6,74.0,15.0,1.6,491.0,21.2,27.8,55.7,15.0,2.1,6.8,63.0,2.298,12.5,33.2,21.5,20.6,0,1,-0.0575640269595675,-0.9983418166140284,2019-03-06,2019,3,6
1891,431.8,46.6,73.6,23.0,3.7,365.0,10.4,12.6,65.6,23.0,4.5,11.7,46.3,0.0,0.0,67.0,47.4,15.6,0,1,-0.1374445460371468,-0.9905094632383088,2019-03-07,2019,3,7
1892,351.8,60.6,159.5,29.0,3.7,399.0,19.2,24.5,36.2,26.0,2.9,9.9,62.7,0.097,8.33,82.9,21.8,17.0,0,1,-0.7205511116803304,-0.693401828275813,2019-03-08,2019,3,8
1893,308.0,40.1,63.9,12.0,2.6,303.0,11.3,13.6,52.2,13.0,1.4,10.2,59.0,0.0,0.0,81.8,32.3,20.4,0,0,-0.8048937973559143,-0.5934188866037012,2019-03-09,2019,3,9
1894,414.8,27.7,38.3,11.0,2.6,283.0,6.2,7.0,65.0,12.0,1.4,9.5,64.5,2.06,20.83,78.6,32.0,21.7,0,0,-0.7986355100472928,-0.6018150231520483,2019-03-10,2019,3,10
1895,314.2,26.6,34.3,9.0,2.3,207.0,8.3,9.7,70.5,9.0,1.1,9.0,46.2,0.0,0.0,55.7,42.6,23.9,0,0,-0.9997426093226984,-0.0226873335727819,2019-03-11,2019,3,11
1896,456.4,39.1,58.6,18.0,2.4,443.0,27.2,37.1,47.6,23.0,2.0,4.1,53.2,0.0,0.0,35.6,14.2,18.1,0,1,-0.1443562010009733,0.9895257890689696,2019-03-12,2019,3,12
1897,449.4,55.6,120.7,20.0,3.1,296.0,13.3,15.9,58.7,18.0,2.3,4.5,47.0,0.0,0.0,67.7,22.3,14.1,0,1,-0.18395135061272,-0.9829353491495544,2019-03-13,2019,3,13
1898,379.0,55.0,111.6,21.0,2.9,311.0,16.8,19.8,50.5,18.0,2.0,6.3,55.7,0.003,4.17,80.3,25.0,25.3,0,1,-0.7890840848346907,-0.6142852000989432,2019-03-14,2019,3,14
1899,340.0,26.4,35.6,13.0,2.9,270.0,8.5,10.2,59.1,17.0,2.3,6.9,61.4,0.007,16.67,82.2,28.8,24.6,0,1,-0.6045991148623747,-0.7965299180241964,2019-03-15,2019,3,15
1900,326.2,22.2,28.3,8.0,2.2,218.0,6.7,7.7,69.0,8.0,1.3,8.5,70.1,0.837,41.67,86.8,39.2,20.8,0,0,-0.9211854055657211,-0.3891239501402064,2019-03-16,2019,3,16
1901,328.0,25.6,34.2,15.0,3.0,274.0,6.8,8.0,70.5,17.0,3.6,12.9,61.5,0.0,0.0,50.3,28.8,26.8,0,0,-0.1529858362840381,-0.9882283814465528,2019-03-17,2019,3,17
1902,396.8,41.0,67.8,17.0,2.9,278.0,9.8,11.4,65.5,19.0,2.7,11.1,61.4,0.003,4.17,52.3,25.0,25.3,0,0,-0.8498926929868638,-0.5269557954966778,2019-03-18,2019,3,18
1903,362.2,23.0,28.1,15.0,2.5,281.0,12.6,15.0,69.1,16.0,3.0,8.8,53.4,0.388,12.5,87.8,24.8,24.9,0,1,-0.0209424198833567,0.9997806834748456,2019-03-19,2019,3,19
1904,371.6,26.2,32.2,22.0,2.5,282.0,14.7,17.1,69.4,24.0,2.9,8.4,43.7,0.0,0.0,23.9,21.4,23.3,0,1,0.0488497697956132,0.998806137341434,2019-03-20,2019,3,20
1905,509.4,51.0,75.9,32.0,3.06,389.0,32.9,44.0,53.9,38.0,3.4,7.0,43.7,0.0,0.0,55.8,14.3,26.8,0,1,-0.2283508701106558,0.9735789028731604,2019-03-21,2019,3,21
1906,627.0,55.0,130.7,37.0,2.78,583.0,39.1,75.8,42.2,41.0,2.9,9.2,57.3,0.0,0.0,21.2,17.8,12.9,0,1,0.3971478906347805,0.9177546256839813,2019-03-22,2019,3,22
1907,534.8,42.2,159.1,37.0,2.14,573.0,29.4,69.5,48.6,38.0,3.0,11.1,50.7,0.0,0.0,6.1,24.7,11.0,0,0,0.3272178989791039,0.9449489121575309,2019-03-23,2019,3,23
1908,544.8,67.9,159.9,51.0,2.9800000000000004,633.0,25.9,43.7,53.3,48.0,3.1,11.2,51.9,0.0,0.0,11.9,11.3,11.1,0,0,0.3288666467385829,-0.9443763702374812,2019-03-24,2019,3,24
1909,352.6,41.1,69.4,27.0,4.02,299.0,15.8,18.8,55.8,29.0,2.2,10.4,60.1,0.029,4.17,71.8,28.5,11.1,0,0,-0.981627183447664,-0.1908089953765446,2019-03-25,2019,3,25
1910,437.4,35.3,49.6,15.0,2.12,250.0,12.8,14.8,67.6,14.0,2.0,7.0,51.9,0.0,0.0,45.8,24.8,11.3,0,1,-0.0871557427476583,0.9961946980917455,2019-03-26,2019,3,26
1911,474.4,42.1,89.9,32.0,3.2,457.0,34.0,61.7,49.1,33.0,2.4,5.2,40.6,0.0,0.0,12.8,25.1,11.4,0,1,0.4194520824461771,0.9077774785329088,2019-03-27,2019,3,27
1912,741.4,56.9,124.7,45.0,2.4000000000000004,732.0,46.1,111.3,45.3,45.0,3.6,6.1,43.3,0.0,0.0,11.7,17.8,11.1,0,1,0.2571327931546962,0.9663760793213292,2019-03-28,2019,3,28
1913,550.4,46.1,73.8,31.0,4.08,427.0,34.0,64.8,52.6,28.0,4.5,9.6,55.6,0.0,0.0,18.0,24.9,11.1,0,1,0.2554457579357905,0.9668233886044594,2019-03-29,2019,3,29
1914,472.6,34.1,51.5,31.0,3.4,435.0,34.2,48.7,56.5,31.0,5.3,11.3,54.1,0.0,0.0,14.0,17.6,11.1,0,0,0.0488497697956132,0.998806137341434,2019-03-30,2019,3,30
1915,513.2,64.6,123.8,45.0,2.78,545.0,35.3,67.7,61.1,34.0,2.9,11.4,49.5,0.0,0.0,0.0,11.1,11.3,0,0,-0.968583161128631,-0.2486898871648553,2019-03-31,2019,3,31
1916,306.0,21.9,31.4,36.0,4.2,264.0,17.3,20.7,77.3,38.0,3.5,13.3,44.9,0.0,0.0,1.7,35.5,11.3,0,0,0.335451569750255,0.9420574527872968,2019-04-01,2019,4,1
1917,400.6,47.7,63.8,33.0,4.460000000000001,265.0,19.3,25.3,75.8,30.0,3.2,11.7,41.5,0.0,0.0,13.8,28.3,11.3,0,1,0.7193398003386511,0.6946583704589973,2019-04-02,2019,4,2
1918,499.2,64.9,114.4,45.0,2.9800000000000004,404.0,27.7,36.1,61.3,41.0,3.1,11.5,46.8,0.0,0.0,36.3,14.2,11.3,0,1,0.931691227585549,-0.3632512304729782,2019-04-03,2019,4,3
1919,414.8,58.8,84.8,46.0,3.06,349.0,20.9,23.0,74.0,49.0,3.4,12.4,45.9,0.0,0.0,37.7,24.9,11.3,0,1,0.5877852522924732,-0.8090169943749473,2019-04-04,2019,4,4
1920,397.6,52.7,80.6,35.0,2.78,313.0,17.9,20.0,75.9,43.0,2.9,15.7,41.9,0.0,0.0,63.2,17.8,10.9,0,1,0.9975640502598242,-0.0697564737441253,2019-04-05,2019,4,5
1921,398.4,28.0,33.9,18.0,3.2,379.0,16.9,19.1,64.2,24.0,2.4,11.0,81.3,1.161,25.0,88.4,17.8,10.3,0,0,-0.493941866584231,0.869494929505219,2019-04-06,2019,4,6
1922,566.8,25.8,34.5,27.0,4.460000000000001,388.0,33.9,43.4,59.9,33.0,3.2,13.0,70.8,0.004,4.17,23.6,17.8,10.1,0,0,0.7944146205354181,0.6073758397232867,2019-04-07,2019,4,7
1923,310.4,45.4,69.5,28.0,3.2,362.0,23.9,32.8,71.8,34.0,2.4,14.8,60.3,0.012,4.17,56.5,14.5,10.5,0,0,0.810041640445796,0.5863723567357894,2019-04-08,2019,4,8
1924,350.2,31.2,55.6,20.0,2.4000000000000004,268.0,19.6,23.7,79.8,28.0,3.6,17.0,53.8,0.0,0.0,50.4,22.5,11.3,0,1,0.4273578633871924,0.9040825496607784,2019-04-09,2019,4,9
1925,355.0,39.08,77.5,28.0,3.26,337.0,24.9,36.3,59.6,35.0,4.1,15.1,61.0,1.002,16.67,54.3,21.2,10.6,0,1,0.5165333288666418,0.8562670846003282,2019-04-10,2019,4,10
1926,447.0,22.84,61.7,44.0,3.2,413.0,14.7,19.3,61.2,52.0,2.4,11.7,57.9,0.097,4.17,60.7,38.8,10.6,0,1,0.2990407922560866,0.9542403285162768,2019-04-11,2019,4,11
1927,563.2,36.2,107.22,27.0,4.02,423.0,22.9,32.3,51.9,32.0,2.2,9.2,65.0,1.992,29.17,71.3,34.0,9.6,0,1,0.3534748437792571,0.9354440308298672,2019-04-12,2019,4,12
1928,476.0,28.4,55.6,21.0,2.4799999999999995,487.0,18.5,23.7,43.9,21.0,2.3,8.6,80.5,3.526,37.5,86.1,18.9,6.5,0,0,0.1616038211033611,0.9868557164068072,2019-04-13,2019,4,13
1929,685.0,33.17999999999999,96.88,17.0,2.64,492.0,31.1,44.3,54.6,18.0,2.1,11.2,62.6,0.008,8.33,72.9,24.8,6.9,0,0,0.6908824110768584,0.7229671459095681,2019-04-14,2019,4,14
1930,405.6,45.4,58.42,25.0,3.06,393.0,19.9,25.3,82.2,28.0,3.4,11.4,36.8,0.0,0.0,31.3,28.1,11.1,0,0,0.4446351791849274,0.8957117602394129,2019-04-15,2019,4,15
