,Station1_CO,Station1_NO2,Station1_NOx,Station1_PM10,Station1_SO2,Station2_CO,Station2_NO2,Station2_NOx,Station2_O3,Station2_PM10,Station2_SO2,temp,humidity,precip,precipcover,cloudcover,windspeed,visibility,is_heating_season,is_work_day,winddir_sin,winddir_cos,Date,year,month,day
0,1057.0,31.3,67.6,56.0,6.959999999999999,1121.0,19.9,27.5,9.3,42.0,8.5,1.7,91.5,0.0,0.0,58.3,7.3,2.6,1,1,0.9792228106217656,-0.2027872953565126,2014-01-01,2014,1,1
1,1030.0,37.0,89.1,60.0,11.12,1212.0,25.9,44.4,9.9,52.0,13.5,2.9,83.0,0.0,0.0,60.4,10.9,6.4,1,1,0.6858183529273764,-0.7277727576572104,2014-01-02,2014,1,2
2,1319.0,49.1,196.1,69.0,10.18,1292.0,26.3,60.5,7.5,56.0,12.6,3.7,82.9,0.0,0.0,61.5,14.3,11.0,1,1,0.0680152906652484,-0.9976842788356052,2014-01-03,2014,1,3
3,1001.0,36.9,94.8,46.0,11.66,952.0,21.6,27.3,7.6,35.0,14.7,6.4,88.5,0.398,4.17,83.2,17.9,8.0,1,0,0.4320857488019821,-0.9018325264051138,2014-01-04,2014,1,4
4,1155.0,37.3,102.6,39.0,9.32,1001.0,23.4,36.6,12.5,28.0,12.0,8.6,79.0,0.3,12.5,92.1,21.4,18.0,1,0,0.4368017883677022,-0.8995577789551803,2014-01-05,2014,1,5
5,1624.0,49.6,204.2,65.0,8.819999999999999,1153.0,25.6,97.0,6.6,42.0,11.6,7.3,88.5,0.788,8.33,63.4,14.2,10.2,1,0,-0.3810703763502741,-0.9245460336123132,2014-01-06,2014,1,6
6,1005.0,31.9,103.8,38.0,5.28,775.0,18.1,25.8,4.9,27.0,7.5,5.5,96.7,0.0,0.0,94.7,10.7,2.0,1,1,0.2419218955996677,-0.9702957262759964,2014-01-07,2014,1,7
7,939.0,28.0,84.2,27.0,3.630814332247557,740.0,14.7,23.5,4.9,21.0,3.306286472148541,4.4,96.9,0.0,0.0,87.0,10.9,0.3,1,1,-0.3272178989791039,-0.9449489121575309,2014-01-08,2014,1,8
8,708.0,29.8,80.1,23.0,3.630814332247557,776.0,13.8,18.1,4.9,19.0,3.306286472148541,3.5,96.5,0.099,8.33,98.1,14.3,3.3,1,1,0.3189593092980698,-0.9477684100095858,2014-01-09,2014,1,9
9,430.0,29.4,85.0,17.0,3.630814332247557,767.0,12.9,17.6,4.9,15.0,3.306286472148541,3.1,92.5,0.0,0.0,62.7,25.1,3.3,1,1,-0.8396198645344132,-0.5431744499506707,2014-01-10,2014,1,10
10,714.0,45.2,143.8,32.0,3.630814332247557,1238.0,26.3,49.7,4.9,39.0,3.306286472148541,2.0,90.4,0.0,0.0,68.9,14.5,11.6,1,0,-0.2940403252323039,-0.95579301479833,2014-01-11,2014,1,11
11,304.0,17.8,30.7,17.0,3.630814332247557,686.0,11.3,14.8,4.9,12.0,3.306286472148541,3.8,73.9,0.098,4.17,31.4,28.8,20.5,1,0,-0.99888987496197,-0.0471064507096425,2014-01-12,2014,1,12
12,1266.0,54.9,237.6,67.0,3.630814332247557,1427.0,27.7,73.3,4.9,49.0,3.306286472148541,0.3,77.5,0.0,0.0,57.1,21.6,20.3,1,0,-0.1942343512199716,-0.9809551553491916,2014-01-13,2014,1,13
13,675.0,39.7,100.1,46.0,3.630814332247557,1091.0,27.5,35.3,4.9,33.0,3.306286472148541,3.7,66.8,0.0,0.0,57.9,14.4,20.1,1,1,0.9991228300988584,-0.0418756537291996,2014-01-14,2014,1,14
14,704.0,40.1,132.0,36.0,3.630814332247557,1001.0,24.9,39.5,4.9,29.0,3.306286472148541,3.3,85.9,1.381,8.33,97.6,14.5,6.6,1,1,-0.4399391698559151,-0.8980275757606156,2014-01-15,2014,1,15
15,781.0,36.8,126.2,38.0,3.630814332247557,1051.0,22.8,38.2,4.9,27.0,3.306286472148541,2.5,89.4,0.001,4.17,73.4,18.0,8.0,1,1,0.0261769483078734,-0.9996573249755571,2014-01-16,2014,1,16
16,624.0,41.3,117.5,31.0,3.630814332247557,893.0,15.5,20.0,4.9,18.0,3.306286472148541,5.0,79.8,0.009,4.17,89.2,25.0,13.2,1,1,-0.0314107590781284,-0.9995065603657316,2014-01-17,2014,1,17
17,718.0,44.6,113.7,29.0,8.9,1147.0,23.9,31.1,4.9,27.0,5.04,7.9,89.7,0.396,12.5,97.8,21.5,12.6,1,0,0.0888942968664414,-0.9960410654107696,2014-01-18,2014,1,18
18,595.0,34.220000000000006,47.02,25.0,9.0,990.0,16.8,19.4,4.9,21.0,8.14,9.5,80.3,0.108,12.5,94.4,17.9,14.8,1,0,0.8110638189893266,-0.5849576749872155,2014-01-19,2014,1,19
19,619.0,32.54,72.18,24.0,5.7,914.0,18.8,22.0,4.9,17.0,3.28,9.9,86.5,8.824,12.5,87.7,18.0,11.5,1,0,0.7922896433551907,-0.6101451639012676,2014-01-20,2014,1,20
20,1033.0,50.32,82.46000000000001,42.0,6.4,1211.0,37.1,58.2,4.9,32.0,3.56,8.6,92.4,3.999,16.67,97.2,11.2,8.8,1,1,0.8668967489356029,-0.4984877397538302,2014-01-21,2014,1,21
21,685.0,29.32,88.74,19.0,9.3,945.0,22.7,38.9,4.9,16.0,7.779999999999999,2.5,84.9,1.975,4.17,99.0,25.0,10.6,1,1,0.387515586452103,0.9218631515885004,2014-01-22,2014,1,22
22,805.2,32.46,73.56,31.0,10.8,902.0,25.5,34.7,4.9,25.0,10.2,-2.5,78.3,0.423,4.17,96.8,17.8,6.8,1,1,0.47101188121941,0.8821268660176678,2014-01-23,2014,1,23
23,813.2,28.74,70.74,39.0,6.3,817.0,26.5,43.2,4.9,31.0,4.4,-3.2,75.4,0.0,0.0,92.2,28.6,9.3,1,1,0.605988400265711,0.7954734808548959,2014-01-24,2014,1,24
24,289.0,42.68,66.74000000000001,27.0,7.1,553.0,21.7,30.8,4.9,29.0,9.3,-6.6,85.1,0.999,12.5,96.7,32.1,3.7,1,0,0.4786918579406068,0.8779829754279805,2014-01-25,2014,1,25
25,475.0,34.22,74.96000000000001,43.0,7.7,874.0,27.2,31.5,4.9,39.0,9.5,-5.9,84.4,1.489,8.33,87.6,10.8,4.2,1,0,-0.4555449072335156,0.8902128046111265,2014-01-26,2014,1,26
26,733.0,50.74,83.28,68.0,9.0,1060.0,39.1,47.1,4.9,59.0,11.3,-5.6,85.8,0.0,0.0,90.4,10.8,3.4,1,0,-0.9472102777460288,0.3206129905856762,2014-01-27,2014,1,27
27,889.0,47.28,93.22,85.0,11.4,1103.0,27.7,32.0,4.9,69.0,14.4,-3.5,87.6,0.111,8.33,78.3,14.2,2.5,1,1,-0.300705799504273,-0.9537169507482268,2014-01-28,2014,1,28
28,929.0,48.86,87.28,82.0,7.4,1248.0,35.4,42.9,4.9,72.0,9.4,-3.1,89.6,0.2,8.33,72.6,21.3,2.0,1,1,0.7847763705330829,0.6197790317951402,2014-01-29,2014,1,29
29,893.0,48.86,77.64000000000001,67.0,9.0,1105.0,35.4,43.9,4.9,51.0,10.3,-0.8,86.0,0.297,4.17,78.0,21.5,6.7,1,1,0.9735789028731602,0.2283508701106558,2014-01-30,2014,1,30
30,1139.0,47.35999999999999,181.92,66.0,5.8,1311.0,63.1,101.6,4.9,57.0,6.5,-0.8,77.5,0.0,0.0,57.6,14.2,6.9,1,1,0.6678325554710466,0.744311546231154,2014-01-31,2014,1,31
31,1400.0,34.1,110.76,117.0,8.2,1668.0,61.4,79.8,4.9,96.0,8.2,-3.0,84.3,0.0,0.0,57.2,10.7,2.3,1,0,0.3826834323650898,0.9238795325112868,2014-02-01,2014,2,1
32,2261.0,54.220000000000006,132.24,140.0,6.4,2121.0,72.0,109.8,4.9,111.0,8.0,-2.5,80.6,0.0,0.0,70.3,10.7,3.3,1,0,0.0697564737441253,0.9975640502598242,2014-02-02,2014,2,2
33,3453.0,51.32000000000001,252.66,248.0,7.4,3022.0,94.6,226.8,4.9,186.0,7.0,-5.0,81.8,0.0,0.0,2.4,9.5,2.6,1,0,-0.3354515697502552,0.9420574527872966,2014-02-03,2014,2,3
34,1814.0,47.24,140.86,125.0,7.7,2096.0,58.3,112.2,4.9,121.0,7.5,-6.6,85.9,0.0,0.0,2.7,11.0,3.7,1,1,0.3023698907504446,-0.9531906677929468,2014-02-04,2014,2,4
35,1699.0,51.32000000000001,133.32,128.0,8.7,1865.0,79.4,110.4,4.9,110.0,10.3,-3.8,76.8,0.0,0.0,26.1,10.7,4.2,1,1,0.9563047559630354,0.2923717047227367,2014-02-05,2014,2,5
36,1412.0,41.78,128.48,91.0,8.92,1208.0,50.1,64.4,4.9,65.0,14.2,1.2,79.0,0.494,8.33,81.8,7.6,6.9,1,1,0.949425477641904,0.3139924559674049,2014-02-06,2014,2,6
37,959.0,44.48,89.78,62.0,13.78,700.0,29.9,35.7,45.1,38.0,19.4,3.0,88.0,0.0,0.0,85.8,21.5,5.1,1,1,0.1114689322063257,-0.9937679191605964,2014-02-07,2014,2,7
38,938.0,45.4,101.4,45.0,7.92,640.0,25.9,31.5,34.8,31.0,11.3,4.3,89.3,0.108,4.17,87.2,22.3,8.8,1,0,0.1114689322063257,-0.9937679191605964,2014-02-08,2014,2,8
39,888.0,36.4,81.8,33.0,8.819999999999999,546.0,22.8,28.3,43.2,21.0,11.6,7.6,85.4,0.396,4.17,84.1,18.0,16.0,1,0,0.2453073858788023,-0.969445349895139,2014-02-09,2014,2,9
40,620.0,31.4,67.6,18.0,2.72,269.0,12.5,14.8,55.4,7.0,3.8,6.0,81.2,0.805,8.33,76.2,28.7,23.9,1,0,-0.5835412113561174,-0.8120835268918064,2014-02-10,2014,2,10
41,801.0,39.6,83.0,28.0,6.140000000000001,389.0,28.1,37.3,34.9,18.0,6.1,8.0,79.7,0.605,8.33,85.9,18.2,21.6,1,1,0.9128341772330428,-0.4083304603813849,2014-02-11,2014,2,11
42,997.0,41.1,119.5,55.0,5.279999999999999,621.0,35.6,59.7,25.8,38.0,5.6,8.5,78.8,0.098,4.17,92.8,17.6,17.2,1,1,0.8754645270000179,0.4832823832550023,2014-02-12,2014,2,12
43,967.0,40.3,113.1,33.0,4.460000000000001,511.0,19.7,34.7,36.8,18.0,3.2,3.4,87.9,0.002,4.17,83.4,21.5,9.5,1,1,-0.1822355254921474,-0.9832549075639546,2014-02-13,2014,2,13
44,797.0,33.0,68.0,29.0,6.1,490.0,22.9,28.7,36.6,19.0,4.2,2.8,81.7,0.001,4.17,73.7,14.4,11.3,1,1,-0.5075383629607042,-0.8616291604415257,2014-02-14,2014,2,14
45,1047.0,36.2,71.3,42.0,5.279999999999999,868.0,24.0,35.5,38.1,33.0,5.6,2.5,86.9,0.0,0.0,69.5,14.4,5.6,1,0,0.3939419095909509,-0.9191353392552344,2014-02-15,2014,2,15
46,1239.0,37.3,97.8,49.0,8.32,1116.0,22.6,50.9,52.5,45.0,7.7,7.6,74.3,0.0,0.0,77.9,21.6,19.6,1,0,-0.5431744499506708,-0.8396198645344132,2014-02-16,2014,2,16
47,833.0,33.0,53.5,21.0,5.1,578.0,32.6,42.8,34.3,15.0,4.6,6.4,87.5,4.251,8.33,93.6,14.4,11.8,1,0,-0.0331551783885262,0.9994502159417572,2014-02-17,2014,2,17
48,1075.0,45.5,113.3,40.0,5.28,760.0,25.4,48.0,39.2,29.0,7.5,6.2,85.2,0.0,0.0,81.6,10.8,10.0,1,1,-0.5606389945632415,-0.8280603346224946,2014-02-18,2014,2,18
49,1040.0,42.4,97.0,53.0,7.92,848.0,28.6,46.3,31.9,43.0,11.3,8.4,84.0,0.002,4.17,91.9,25.1,8.4,1,1,-0.3056953049631057,-0.9521293927421388,2014-02-19,2014,2,19
50,1308.0,40.5,112.3,55.0,4.82,1100.0,34.0,84.1,33.3,40.0,6.3,7.4,80.3,3.933,8.33,66.3,10.9,10.1,1,1,0.1512608202472192,0.9884938868086836,2014-02-20,2014,2,20
51,778.0,33.0,73.0,51.0,13.7,1109.0,34.2,58.2,23.4,40.0,5.9,4.5,88.9,0.001,4.17,62.2,10.8,5.8,1,1,0.8616291604415257,0.5075383629607042,2014-02-21,2014,2,21
52,720.0,33.8,80.1,40.0,13.8,945.0,27.2,47.4,24.0,32.0,9.1,6.8,95.0,12.105,16.67,96.7,7.6,1.7,1,0,0.8069603121438019,0.5906056676199254,2014-02-22,2014,2,22
53,322.0,13.4,19.8,20.0,11.9,564.0,16.5,22.4,47.6,16.0,5.7,7.7,80.5,1.003,4.17,93.9,25.0,13.7,1,0,0.3810703763502741,0.9245460336123132,2014-02-23,2014,2,23
54,514.0,28.9,73.8,31.0,11.3,788.0,24.0,46.2,32.3,28.0,4.3,6.5,80.8,0.0,0.0,85.0,21.4,13.7,1,0,0.6032079877452825,0.7975839288252285,2014-02-24,2014,2,24
55,702.0,39.0,126.2,52.0,14.7,872.0,21.5,41.9,23.4,36.0,10.4,5.0,91.9,0.0,0.0,87.5,14.4,3.4,1,1,-0.661311865323652,-0.7501110696304595,2014-02-25,2014,2,25
56,766.0,39.7,91.0,51.0,16.1,926.0,25.3,43.2,34.7,40.0,10.7,5.0,81.9,0.0,0.0,34.6,9.5,12.0,1,1,0.2973748740777863,-0.9547607995027974,2014-02-26,2014,2,26
57,1073.0,48.4,127.1,75.0,12.0,1091.0,41.2,66.1,24.7,58.0,6.1,4.0,85.7,0.0,0.0,73.5,8.0,8.7,1,1,0.9857034690888536,0.1684893795650027,2014-02-27,2014,2,27
58,720.0,48.9,102.8,53.0,13.5,710.0,26.3,35.1,47.1,43.0,11.8,8.1,76.6,0.0,0.0,90.8,14.3,9.7,1,1,0.2266513074368551,-0.9739759672790516,2014-02-28,2014,2,28
59,740.0,38.8,68.1,45.0,14.6,644.0,21.6,28.0,62.5,36.0,12.9,7.9,70.4,0.59,4.17,29.5,21.4,16.2,0,0,0.4863353804234905,-0.8737722230354652,2014-03-01,2014,3,1
60,497.0,14.9,21.7,28.0,7.3,523.0,24.6,36.6,59.5,24.0,4.6,6.7,67.1,0.0,0.0,74.7,25.0,15.5,0,0,0.8813034520649922,0.472550764869054,2014-03-02,2014,3,2
61,579.0,34.4,69.7,28.0,6.9,490.0,26.1,32.6,45.3,19.0,6.3,7.4,73.4,0.0,0.0,86.4,18.0,19.2,0,0,0.924546033612313,0.3810703763502742,2014-03-03,2014,3,3
62,607.0,28.7,64.2,23.0,4.7,551.0,25.5,35.1,37.9,20.0,3.9,6.8,81.6,1.968,8.33,85.9,14.3,13.9,0,1,0.8763066800438637,0.4817536741017151,2014-03-04,2014,3,4
63,508.0,15.2,32.8,20.0,4.6,464.0,17.1,29.2,28.4,18.0,4.2,7.6,79.0,0.0,0.0,79.2,28.6,14.1,0,1,0.4019477766559601,0.9156625933395612,2014-03-05,2014,3,5
64,447.0,13.0,27.8,17.0,8.1,560.0,14.7,24.1,30.9,17.0,4.1,7.8,70.0,0.0,0.0,84.6,35.9,20.6,0,1,0.40354529635239,0.9149596678498249,2014-03-06,2014,3,6
65,451.0,19.3,39.6,17.0,11.8,906.0,20.1,31.3,28.0,17.0,3.9,7.4,68.9,0.0,0.0,79.7,32.1,21.4,0,1,0.4368017883677021,0.8995577789551803,2014-03-07,2014,3,7
66,391.0,15.1,24.6,20.0,10.8,866.0,15.8,22.7,39.4,20.0,3.5,7.9,69.4,0.0,0.0,19.0,28.6,19.4,0,0,0.2990407922560866,0.9542403285162768,2014-03-08,2014,3,8
67,349.0,11.4,17.1,21.0,9.8,795.0,29.3,43.7,47.5,19.0,3.0,8.3,59.3,0.0,0.0,3.6,32.3,21.8,0,0,0.6586894601186805,0.7524149088957244,2014-03-09,2014,3,9
68,802.0,42.7,87.6,44.0,10.9,1157.0,36.4,67.1,54.2,37.0,3.7,6.9,40.6,0.0,0.0,56.2,28.5,27.5,0,0,0.9149596678498249,0.40354529635239,2014-03-10,2014,3,10
69,515.0,34.2,50.1,35.0,9.3,1011.0,34.7,53.1,64.7,35.0,4.5,8.4,34.0,0.0,0.0,8.7,17.8,21.7,0,1,0.4694715627858908,0.882947592858927,2014-03-11,2014,3,11
70,448.0,22.9,32.9,39.0,9.9,877.0,19.9,24.8,80.2,37.0,6.0,10.1,39.5,0.0,0.0,2.1,28.7,19.8,0,1,0.2840153447039226,0.958819734868193,2014-03-12,2014,3,12
71,673.0,41.6,97.7,39.0,9.2,1078.0,31.7,57.9,65.4,38.0,4.6,9.0,41.3,0.0,0.0,0.4,17.9,20.0,0,1,0.5692795234308442,0.8221440410307375,2014-03-13,2014,3,13
72,1065.0,76.3,167.5,78.0,10.0,1234.0,34.8,52.7,68.7,57.0,5.5,8.4,52.9,0.0,0.0,0.4,14.3,18.2,0,1,-0.4477590878387695,-0.8941542368393682,2014-03-14,2014,3,14
73,457.0,20.9,29.3,40.0,6.5,828.0,11.2,14.2,72.9,29.0,3.8,8.4,61.1,0.989,4.17,42.9,43.2,9.3,0,0,-0.9408807689542256,-0.3387379202452913,2014-03-15,2014,3,15
74,345.0,12.5,20.2,10.0,5.4,730.0,8.2,11.9,48.0,7.0,2.7,7.5,74.4,0.0,0.0,89.8,53.7,28.7,0,0,-0.9694453498951388,-0.2453073858788024,2014-03-16,2014,3,16
75,387.0,20.8,44.9,16.0,4.0,671.0,10.8,15.1,56.1,8.0,2.1,11.3,61.9,0.002,4.17,27.7,39.5,21.3,0,0,-0.999194395114446,0.0401317925325597,2014-03-17,2014,3,17
76,551.0,43.0,107.4,47.0,4.2,640.0,15.1,21.7,48.7,18.0,3.1,9.5,62.2,0.0,0.0,59.3,25.1,15.3,0,1,-0.6691306063588582,-0.7431448254773942,2014-03-18,2014,3,18
77,668.0,39.1,92.1,72.0,3.8,638.0,18.4,22.9,47.5,19.0,3.3,10.5,65.9,0.003,8.33,74.6,36.1,19.8,0,1,-0.5591929034707467,-0.8290375725550418,2014-03-19,2014,3,19
78,550.0,41.2,101.5,81.0,4.3,619.0,13.4,17.6,49.7,15.0,4.0,9.7,63.5,0.0,0.0,32.6,28.7,19.4,0,1,-0.7313537016191703,-0.6819983600624986,2014-03-20,2014,3,20
79,591.0,58.9,137.2,102.0,6.8,484.8,23.9,62.14,49.7,98.0,5.5200000000000005,12.4,54.4,0.0,0.0,49.1,21.5,22.2,0,1,0.078459095727845,-0.996917333733128,2014-03-21,2014,3,21
80,526.0,40.8,67.8,68.0,7.0,452.0,13.9,18.0,72.8,24.0,7.4,13.2,47.9,0.0,0.0,24.2,32.3,26.0,0,0,-0.0975828997591494,-0.9952273999818312,2014-03-22,2014,3,22
81,480.0,28.8,44.8,40.0,7.5,444.0,10.6,13.7,72.7,27.0,9.2,13.9,56.2,0.0,0.0,83.7,25.2,23.5,0,0,0.0261769483078734,-0.9996573249755571,2014-03-23,2014,3,23
82,479.0,33.8,72.0,30.0,4.6,450.0,11.2,14.6,58.1,13.0,4.8,10.4,76.8,7.139,12.5,79.7,25.2,18.5,0,0,-0.7466381822853915,-0.6652303546543606,2014-03-24,2014,3,24
83,818.0,43.2,121.5,86.0,5.3,811.0,19.0,37.9,40.1,27.0,4.2,5.1,81.9,0.209,8.33,66.6,14.4,10.1,0,1,-0.2044960518417903,-0.978867388761685,2014-03-25,2014,3,25
84,797.0,37.0,67.5,70.0,5.1,808.0,36.4,59.9,41.1,27.0,6.1,7.1,71.1,0.0,0.0,52.5,14.4,16.3,0,1,0.7826081568524139,0.6225146366376195,2014-03-26,2014,3,26
85,482.0,23.1,38.6,52.0,3.3,486.0,20.8,26.9,56.8,18.0,4.9,9.6,62.5,0.0,0.0,74.9,25.0,18.9,0,1,0.7454759996828623,0.6665324702494524,2014-03-27,2014,3,27
86,316.0,20.8,35.4,45.0,4.4,460.0,21.3,30.6,62.8,24.0,5.0,12.3,55.4,0.0,0.0,29.4,28.6,18.2,0,1,0.6142852000989432,0.7890840848346907,2014-03-28,2014,3,28
87,257.0,20.2,28.9,43.0,5.4,447.0,18.6,23.8,84.3,29.0,5.7,13.0,47.7,0.0,0.0,5.9,25.2,21.8,0,0,0.4131044298245417,0.9106836608061772,2014-03-29,2014,3,29
88,421.0,39.9,82.6,40.0,5.5,598.0,25.4,40.9,72.9,39.0,5.8,11.1,43.6,0.0,0.0,4.0,12.5,20.1,0,0,-0.2907021935982526,-0.9568135840576072,2014-03-30,2014,3,30
89,800.0,72.4,184.2,81.0,5.8,949.0,37.2,75.3,57.5,54.0,6.0,11.3,56.4,0.0,0.0,37.1,21.4,18.3,0,0,-0.4477590878387695,-0.8941542368393682,2014-03-31,2014,3,31
90,412.0,39.9,62.3,44.0,4.1,312.8,22.660000000000004,29.340000000000003,57.5,37.2,4.72,12.7,49.2,0.0,0.0,49.3,21.6,18.7,0,1,0.3485720473218152,0.9372819894918916,2014-04-01,2014,4,1
91,439.0,34.9,51.1,43.0,4.5,631.0,44.2,61.9,69.9,40.0,6.2,12.0,49.6,0.0,0.0,43.9,17.9,22.1,0,1,0.705871570678681,0.7083398377245289,2014-04-02,2014,4,2
92,482.0,62.1,127.4,53.0,6.4,409.4,32.62,52.67999999999999,69.9,40.4,3.56,12.5,60.9,0.003,4.17,66.4,28.7,18.3,0,1,-0.1702094991660329,-0.98540789848349,2014-04-03,2014,4,3
93,454.0,45.3,94.5,51.0,4.2,659.0,25.2,31.8,55.4,40.0,7.4,13.2,70.2,0.0,0.0,89.0,14.4,17.2,0,1,0.6374239897486895,-0.7705132427757894,2014-04-04,2014,4,4
94,342.0,22.8,32.4,36.0,3.2,643.0,32.0,43.9,69.7,31.0,6.4,14.5,68.6,0.0,0.0,78.3,21.6,16.4,0,0,0.985996037070505,0.1667687467161021,2014-04-05,2014,4,5
95,428.0,29.6,51.9,20.0,2.7,531.0,11.2,13.9,58.5,17.0,4.6,10.4,88.3,2.005,8.33,94.6,18.0,11.9,0,0,-0.0157073173118209,-0.9998766324816606,2014-04-06,2014,4,6
96,601.0,42.6,108.3,34.0,3.7,761.0,24.5,42.2,57.9,27.0,5.1,12.2,74.2,2.01,4.17,60.7,14.4,17.3,0,0,0.9819587126964436,0.1890954429898915,2014-04-07,2014,4,7
97,771.0,73.9,161.4,54.0,4.0,889.0,21.0,40.6,67.5,35.0,5.2,12.7,68.0,0.0,0.0,34.5,17.9,18.5,0,1,-0.0941083133185145,-0.99556196460308,2014-04-08,2014,4,8
98,464.0,40.4,79.6,19.0,3.6,613.0,21.8,29.3,49.0,19.0,4.2,9.3,84.3,9.914,8.33,84.5,25.3,16.7,0,1,-0.4051415867798625,0.9142539552342636,2014-04-09,2014,4,9
99,476.0,35.5,88.7,20.0,5.2,606.0,18.4,34.0,56.7,13.0,4.0,8.0,77.0,0.0,0.0,41.7,17.9,23.4,0,1,-0.6197790317951402,-0.7847763705330829,2014-04-10,2014,4,10
100,190.0,21.8,38.8,14.0,5.0,537.0,18.4,24.5,54.5,14.0,4.4,8.4,73.3,0.393,4.17,65.9,25.1,22.1,0,1,0.335451569750255,0.9420574527872968,2014-04-11,2014,4,11
101,256.0,19.1,29.5,16.0,5.1,504.0,16.7,24.1,47.9,16.0,5.0,9.1,69.8,0.098,4.17,78.2,10.9,18.7,0,0,-0.2588190451025207,0.9659258262890684,2014-04-12,2014,4,12
102,437.0,36.7,69.8,28.0,5.5,653.0,21.0,32.6,47.4,24.0,5.6,9.5,75.1,0.0,0.0,67.6,14.4,16.5,0,0,-0.8902128046111265,-0.4555449072335156,2014-04-13,2014,4,13
103,308.0,39.2,72.7,25.0,4.6,480.0,19.4,25.0,62.4,18.0,5.2,12.0,76.1,0.693,8.33,94.8,25.4,15.8,0,0,-0.7431448254773944,-0.6691306063588581,2014-04-14,2014,4,14
104,278.0,28.9,48.5,13.0,4.1,504.0,23.9,30.4,55.4,13.0,4.1,7.7,75.2,1.966,4.17,76.9,21.3,26.6,0,1,-0.161603821103361,0.9868557164068072,2014-04-15,2014,4,15
105,249.0,17.4,29.1,31.0,4.3,466.0,15.1,21.2,58.9,38.0,4.4,8.6,69.2,0.0,0.0,75.8,36.3,27.2,0,1,0.2588190451025207,0.9659258262890684,2014-04-16,2014,4,16
106,236.0,17.5,28.4,22.0,4.3,513.0,22.9,32.1,62.2,25.0,4.6,12.3,58.9,0.0,0.0,83.1,35.7,27.3,0,1,0.5635260489375714,0.8260982944957639,2014-04-17,2014,4,17
107,312.0,26.9,38.5,23.0,3.8,595.0,36.2,54.5,62.8,24.0,4.7,15.2,59.4,0.0,0.0,82.2,17.9,23.1,0,1,0.7826081568524139,0.6225146366376195,2014-04-18,2014,4,18
108,275.0,18.7,25.8,23.0,3.6,544.0,15.5,20.0,83.3,24.0,4.8,15.6,52.1,0.005,8.33,76.7,35.6,23.8,0,0,0.9731788727770884,0.2300497371881044,2014-04-19,2014,4,19
109,337.0,20.6,30.9,12.0,3.7,499.0,9.7,12.8,78.3,10.0,4.2,12.8,65.3,0.199,8.33,71.7,21.4,24.9,0,0,0.9472102777460288,-0.3206129905856763,2014-04-20,2014,4,20
110,388.0,22.6,32.3,13.0,3.9,570.0,12.4,15.1,68.1,12.0,5.1,15.3,69.8,0.595,4.17,62.3,14.3,23.1,0,0,0.9857034690888536,-0.1684893795650026,2014-04-21,2014,4,21
111,438.0,43.0,77.0,22.0,4.0,515.0,19.8,28.4,55.7,18.0,5.1,14.7,78.4,0.0,0.0,75.5,21.5,23.3,0,1,-0.1374445460371468,-0.9905094632383088,2014-04-22,2014,4,22
112,400.0,35.7,62.2,22.0,3.7,488.0,22.4,30.0,57.2,16.0,3.9,16.3,77.3,0.0,0.0,69.8,10.7,22.3,0,1,0.997314477224458,0.0732381971276318,2014-04-23,2014,4,23
113,365.0,28.9,45.5,19.0,3.2,508.0,18.3,26.1,54.9,16.0,3.7,17.1,70.2,0.0,0.0,94.6,24.8,25.1,0,1,0.9205048534524404,0.3907311284892737,2014-04-24,2014,4,24
114,367.0,29.5,48.2,17.0,3.2,573.0,9.8,12.5,57.4,13.0,4.1,16.7,75.6,0.0,0.0,95.7,21.4,22.7,0,1,0.9785089851017784,0.2062041853966296,2014-04-25,2014,4,25
115,416.0,26.8,45.2,17.0,3.6,634.0,15.4,20.7,43.2,13.0,4.0,15.9,83.1,0.106,12.5,83.7,14.4,16.2,0,0,0.9727758782093964,0.2317479034941575,2014-04-26,2014,4,26
116,379.0,16.1,25.3,22.0,3.3,692.0,12.0,14.9,51.0,18.0,4.7,16.1,79.4,0.0,0.0,56.2,17.8,13.9,0,0,0.6101451639012676,0.7922896433551907,2014-04-27,2014,4,27
117,457.0,30.1,54.7,24.0,3.1,724.0,19.7,31.1,51.0,20.0,4.9,16.2,65.7,0.0,0.0,39.3,21.4,20.7,0,0,0.8367643134589616,0.5475632234925503,2014-04-28,2014,4,28
118,542.0,41.9,78.6,24.0,3.2,758.0,25.6,32.6,49.8,19.0,4.7,15.0,77.5,11.895,8.33,69.7,14.3,21.7,0,1,0.7169106076504828,0.6971651028545646,2014-04-29,2014,4,29
119,576.0,46.7,82.3,24.0,3.1,750.0,26.8,33.6,60.9,18.0,4.0,15.4,71.6,0.02,4.17,78.4,17.8,27.6,0,1,0.997440782930944,-0.0714974443326858,2014-04-30,2014,4,30
120,570.0,40.1,62.7,23.0,3.0,806.0,18.8,23.1,60.9,20.0,4.5,15.1,76.4,2.949,4.17,49.7,10.8,21.4,0,1,-0.0314107590781284,-0.9995065603657316,2014-05-01,2014,5,1
121,522.0,33.7,51.1,22.0,2.7,748.0,17.1,24.8,67.6,17.0,4.3,15.0,77.2,1.966,4.17,62.2,21.3,20.6,0,1,0.9989705697907147,-0.0453629881292535,2014-05-02,2014,5,2
122,495.0,19.7,28.5,20.0,3.1,705.0,14.0,18.1,67.7,16.0,7.9,15.6,74.2,0.227,8.33,89.4,28.4,18.1,0,0,0.6129070536529764,0.7901550123756904,2014-05-03,2014,5,3
