Date;"CO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)";"SO2 (ug/m3)"
"Limit values";10000;100;;-;250
"2016-01-01 00:00:00";3343;60,7;315,4;198;5,6
"2016-01-01 01:00:00";4953;57,3;381,3;209;5,2
"2016-01-01 02:00:00";3898;57,7;318,4;329;8,1
"2016-01-01 03:00:00";2081;66,3;290,7;139;5,6
"2016-01-01 04:00:00";1619;57,7;235,1;87;6,5
"2016-01-01 05:00:00";1484;44,6;132,6;85;5,3
"2016-01-01 06:00:00";1640;41,2;168,3;96;5,5
"2016-01-01 07:00:00";1345;37,6;137,7;83;6,4
"2016-01-01 08:00:00";1183;36,7;137,0;76;7,2
"2016-01-01 09:00:00";996;29,8;80,4;61;10,1
"2016-01-01 10:00:00";889;28,9;78,6;52;8,2
"2016-01-01 11:00:00";770;22,5;51,2;42;7,3
"2016-01-01 12:00:00";515;18,2;39,7;37;6,0
"2016-01-01 13:00:00";440;16,8;32,7;36;9,0
"2016-01-01 14:00:00";506;23,1;45,8;45;10,1
"2016-01-01 15:00:00";465;22,7;41,9;39;12,9
"2016-01-01 16:00:00";575;33,4;60,1;38;14,2
"2016-01-01 17:00:00";552;43,9;67,0;36;8,6
"2016-01-01 18:00:00";825;51,7;85,5;39;6,4
"2016-01-01 19:00:00";1617;82,7;437,3;67;7,5
"2016-01-01 20:00:00";2757;81,8;436,7;92;7,1
"2016-01-01 21:00:00";5525;78,1;379,0;222;11,9
"2016-01-01 22:00:00";4746;68,3;309,3;301;8,2
"2016-01-01 23:00:00";4155;65,3;265,5;277;6,7
"2016-01-02 00:00:00";3031;53,9;178,2;221;4,8
"2016-01-02 01:00:00";2601;49,2;120,2;167;7,3
"2016-01-02 02:00:00";1517;37,7;52,6;129;5,7
"2016-01-02 03:00:00";1201;33,1;40,7;107;3,8
"2016-01-02 04:00:00";1123;32,7;43,4;86;3,0
"2016-01-02 05:00:00";1232;28,8;43,5;90;3,0
"2016-01-02 06:00:00";1222;29,5;48,3;91;5,0
"2016-01-02 07:00:00";1147;28,6;45,2;85;3,6
"2016-01-02 08:00:00";1249;34,1;56,4;90;2,2
"2016-01-02 09:00:00";1290;28,9;49,1;101;5,0
"2016-01-02 10:00:00";1335;24,8;41,0;99;4,4
"2016-01-02 11:00:00";1521;30,6;55,2;110;5,5
"2016-01-02 12:00:00";1396;31,8;57,9;115;7,7
"2016-01-02 13:00:00";1028;28,5;48,3;117;5,8
"2016-01-02 14:00:00";589;23,2;37,4;54;6,5
"2016-01-02 15:00:00";742;23,2;39,9;50;4,2
"2016-01-02 16:00:00";684;24,0;45,0;51;4,7
"2016-01-02 17:00:00";797;26,1;42,3;48;4,8
"2016-01-02 18:00:00";852;29,0;45,8;49;6,8
"2016-01-02 19:00:00";1217;41,6;69,9;57;7,6
"2016-01-02 20:00:00";1088;37,0;58,8;59;3,8
"2016-01-02 21:00:00";997;30,0;44,2;69;5,6
"2016-01-02 22:00:00";983;24,9;38,0;59;3,9
"2016-01-02 23:00:00";901;21,5;31,0;65;3,9
"2016-01-03 00:00:00";875;18,8;26,2;54;3,0
"2016-01-03 01:00:00";886;17,5;24,7;46;3,8
"2016-01-03 02:00:00";816;12,2;16,5;40;3,4
"2016-01-03 03:00:00";672;8,9;13,2;27;3,3
"2016-01-03 04:00:00";640;8,7;14,0;28;4,5
"2016-01-03 05:00:00";626;9,0;15,4;23;4,2
"2016-01-03 06:00:00";606;9,3;17,2;19;3,0
"2016-01-03 07:00:00";566;10,8;21,2;18;3,5
"2016-01-03 08:00:00";606;8,7;15,8;21;3,7
"2016-01-03 09:00:00";628;9,1;19,0;22;4,2
"2016-01-03 10:00:00";647;11,8;26,0;24;5,0
"2016-01-03 11:00:00";658;12,3;26,5;20;4,8
"2016-01-03 12:00:00";641;10,4;22,7;25;4,1
"2016-01-03 13:00:00";650;10,5;21,3;29;4,0
"2016-01-03 14:00:00";618;14,6;30,6;28;3,9
