Date;"CO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)";"SO2 (ug/m3)"
"Limit values";10000;100;;-;250
"2019-01-01 00:00:00";;14,2;22,9;19;2,2
"2019-01-01 01:00:00";;15,7;24,2;36;1,9
"2019-01-01 02:00:00";;14,3;22,5;24;2,0
"2019-01-01 03:00:00";;25,3;35,4;22;1,8
"2019-01-01 04:00:00";;32,8;46,5;18;2,0
"2019-01-01 05:00:00";;33,8;47,5;22;2,0
"2019-01-01 06:00:00";;47,6;158,1;25;2,8
"2019-01-01 07:00:00";;49,8;232,7;26;2,9
"2019-01-01 08:00:00";;50,1;248,8;24;3,2
"2019-01-01 09:00:00";;46,6;166,1;19;2,5
"2019-01-01 10:00:00";;30,8;61,1;18;2,1
"2019-01-01 11:00:00";;20,4;30,6;9;2,3
"2019-01-01 12:00:00";;19,3;34,6;16;2,6
"2019-01-01 13:00:00";;16,2;27,2;18;2,2
"2019-01-01 14:00:00";;13,5;24,7;20;2,3
"2019-01-01 15:00:00";;19,4;33,4;20;2,5
"2019-01-01 16:00:00";;21,8;38,4;18;2,7
"2019-01-01 17:00:00";;25,9;46,5;15;2,2
"2019-01-01 18:00:00";;15,3;29,3;13;2,2
"2019-01-01 19:00:00";;19,4;33,8;11;1,8
"2019-01-01 20:00:00";;18,6;31,4;9;2,0
"2019-01-01 21:00:00";;17,9;29,2;10;1,6
"2019-01-01 22:00:00";;18,6;33,5;12;1,8
"2019-01-01 23:00:00";;21,9;38,9;13;1,5
"2019-01-02 00:00:00";;11,2;19,3;11;1,2
"2019-01-02 01:00:00";;12,4;20,6;11;1,5
"2019-01-02 02:00:00";;12,8;20,9;14;1,6
"2019-01-02 03:00:00";;10,9;18,7;13;1,9
"2019-01-02 04:00:00";;13,9;23,6;13;1,9
"2019-01-02 05:00:00";;15,1;27,1;10;2,0
"2019-01-02 06:00:00";;24,0;40,5;8;1,8
"2019-01-02 07:00:00";;20,7;34,6;6;2,0
"2019-01-02 08:00:00";;43,7;134,5;11;2,5
"2019-01-02 09:00:00";;40,9;100,6;12;2,3
"2019-01-02 10:00:00";;35,6;56,7;5;2,3
"2019-01-02 11:00:00";;29,1;39,8;7;2,3
"2019-01-02 12:00:00";;27,9;37,9;6;1,9
"2019-01-02 13:00:00";;30,3;41,5;9;1,7
"2019-01-02 14:00:00";;28,3;36,6;9;2,0
"2019-01-02 15:00:00";;32,9;45,0;11;2,2
"2019-01-02 16:00:00";;34,7;45,3;16;1,9
"2019-01-02 17:00:00";;34,5;44,7;10;2,0
"2019-01-02 18:00:00";;26,4;37,4;12;2,1
"2019-01-02 19:00:00";;18,1;26,6;6;2,0
"2019-01-02 20:00:00";;28,2;39,0;15;1,9
"2019-01-02 21:00:00";;23,9;32,1;9;2,0
"2019-01-02 22:00:00";;15,0;25,2;8;1,9
"2019-01-02 23:00:00";;11,6;21,1;7;1,7
"2019-01-03 00:00:00";;7,7;15,3;8;1,5
"2019-01-03 01:00:00";;6,6;14,0;5;2,1
"2019-01-03 02:00:00";;6,0;13,4;7;2,0
"2019-01-03 03:00:00";;7,6;14,2;8;2,0
"2019-01-03 04:00:00";;9,1;15,5;5;1,8
"2019-01-03 05:00:00";;13,6;20,5;8;1,6
"2019-01-03 06:00:00";;14,8;25,3;9;1,9
"2019-01-03 07:00:00";;16,6;30,9;7;2,1
"2019-01-03 08:00:00";;26,9;44,5;11;2,2
"2019-01-03 09:00:00";;22,4;37,4;13;2,0
"2019-01-03 10:00:00";;22,5;37,9;7;2,2
"2019-01-03 11:00:00";;20,3;35,3;8;2,1
"2019-01-03 12:00:00";;21,0;35,2;11;2,2
"2019-01-03 13:00:00";;25,4;41,3;9;2,1
"2019-01-03 14:00:00";;18,5;32,6;7;2,4
"2019-01-03 15:00:00";;;;13;
"2019-01-03 16:00:00";;28,9;49,6;8;2,9
"2019-01-03 17:00:00";;48,0;78,0;13;3,1
"2019-01-03 18:00:00";;52,3;99,9;19;3,4
"2019-01-03 19:00:00";;46,2;77,3;22;2,9
"2019-01-03 20:00:00";;29,8;52,6;13;2,5
"2019-01-03 21:00:00";;19,9;36,7;13;2,3
"2019-01-03 22:00:00";;15,6;30,0;5;2,1
"2019-01-03 23:00:00";;13,5;28,9;11;2,5
"2019-01-04 00:00:00";;10,1;22,7;6;2,4
"2019-01-04 01:00:00";;8,1;21,9;9;2,2
"2019-01-04 02:00:00";;7,2;20,7;8;2,5
"2019-01-04 03:00:00";;9,2;25,6;7;2,7
"2019-01-04 04:00:00";;9,2;25,2;11;2,5
"2019-01-04 05:00:00";;8,8;23,9;9;2,7
"2019-01-04 06:00:00";;11,9;28,8;6;3,1
"2019-01-04 07:00:00";;18,6;37,1;9;2,7
"2019-01-04 08:00:00";;26,2;50,0;12;2,8
"2019-01-04 09:00:00";;30,7;58,8;15;2,9
"2019-01-04 10:00:00";;28,4;55,7;13;3,1
"2019-01-04 11:00:00";;28,0;53,6;12;2,7
"2019-01-04 12:00:00";;28,2;52,8;16;3,0
"2019-01-04 13:00:00";;32,2;57,8;21;3,2
"2019-01-04 14:00:00";;35,7;63,2;25;2,7
"2019-01-04 15:00:00";;32,9;56,6;24;2,5
"2019-01-04 16:00:00";;34,5;56,2;23;2,4
"2019-01-04 17:00:00";;47,8;92,1;22;3,1
"2019-01-04 18:00:00";;62,4;185,5;29;3,6
"2019-01-04 19:00:00";;62,7;181,1;32;3,7
"2019-01-04 20:00:00";;62,5;222,0;31;3,3
"2019-01-04 21:00:00";;56,2;181,8;28;3,3
"2019-01-04 22:00:00";;45,7;133,0;27;3,4
"2019-01-04 23:00:00";;41,4;102,1;26;3,5
"2019-01-05 00:00:00";;31,8;66,1;33;3,0
"2019-01-05 01:00:00";;21,7;41,3;18;2,9
"2019-01-05 02:00:00";;13,4;23,7;16;2,6
"2019-01-05 03:00:00";;11,0;20,5;15;3,0
"2019-01-05 04:00:00";;9,8;18,9;15;3,1
"2019-01-05 05:00:00";;14,6;33,0;23;2,9
"2019-01-05 06:00:00";;19,5;44,6;17;3,3
"2019-01-05 07:00:00";;21,5;51,6;17;3,3
"2019-01-05 08:00:00";;25,0;57,6;19;3,2
"2019-01-05 09:00:00";;25,5;58,4;17;2,9
"2019-01-05 10:00:00";;28,5;67,4;15;3,3
"2019-01-05 11:00:00";;26,8;67,0;18;3,8
"2019-01-05 12:00:00";;26,0;64,1;20;3,8
"2019-01-05 13:00:00";;27,0;66,0;20;3,5
"2019-01-05 14:00:00";;26,5;61,1;19;4,2
"2019-01-05 15:00:00";;29,6;71,6;22;3,6
"2019-01-05 16:00:00";;27,2;57,4;19;3,8
"2019-01-05 17:00:00";;28,0;58,8;22;3,6
"2019-01-05 18:00:00";;31,0;65,6;29;4,4
"2019-01-05 19:00:00";;33,4;67,6;28;4,5
"2019-01-05 20:00:00";;35,8;75,1;29;4,9
"2019-01-05 21:00:00";;37,7;69,7;26;5,2
"2019-01-05 22:00:00";;43,4;82,0;30;5,3
"2019-01-05 23:00:00";;42,8;81,9;38;4,2
"2019-01-06 00:00:00";;29,9;47,8;40;4,1
"2019-01-06 01:00:00";;27,9;41,9;36;3,5
"2019-01-06 02:00:00";;18,2;31,5;45;2,3
"2019-01-06 03:00:00";;17,2;29,4;45;2,2
"2019-01-06 04:00:00";;18,6;32,7;44;2,2
"2019-01-06 05:00:00";;22,0;38,4;30;2,3
"2019-01-06 06:00:00";;19,9;36,3;32;2,2
"2019-01-06 07:00:00";;21,8;38,2;27;2,2
"2019-01-06 08:00:00";;23,0;43,8;25;2,4
"2019-01-06 09:00:00";;21,2;43,6;20;2,7
"2019-01-06 10:00:00";;21,0;47,2;17;2,4
"2019-01-06 11:00:00";;21,9;49,0;10;2,6
"2019-01-06 12:00:00";;19,0;43,0;7;2,4
"2019-01-06 13:00:00";;16,3;39,8;8;2,5
"2019-01-06 14:00:00";;15,8;37,8;10;2,4
"2019-01-06 15:00:00";;14,9;35,2;5;2,6
"2019-01-06 16:00:00";;15,2;33,2;7;2,4
"2019-01-06 17:00:00";;13,8;34,2;7;2,6
"2019-01-06 18:00:00";;17,5;36,2;8;3,1
"2019-01-06 19:00:00";;16,5;34,6;6;3,5
"2019-01-06 20:00:00";;12,4;29,5;9;3,7
"2019-01-06 21:00:00";;9,3;24,9;6;3,0
"2019-01-06 22:00:00";;10,4;25,9;9;3,3
"2019-01-06 23:00:00";;9,6;24,1;15;2,9
"2019-01-07 00:00:00";;8,8;23,4;15;3,4
"2019-01-07 01:00:00";;8,1;21,0;14;3,4
"2019-01-07 02:00:00";;8,1;20,7;10;3,6
"2019-01-07 03:00:00";;7,7;20,8;16;3,6
"2019-01-07 04:00:00";;7,4;19,9;11;3,7
"2019-01-07 05:00:00";;10,2;25,5;16;3,7
"2019-01-07 06:00:00";;16,1;34,2;15;3,7
"2019-01-07 07:00:00";;24,1;48,9;12;3,7
"2019-01-07 08:00:00";;41,0;98,2;20;3,8
"2019-01-07 09:00:00";;37,8;87,2;21;3,8
"2019-01-07 10:00:00";;33,2;70,0;19;4,4
"2019-01-07 11:00:00";;28,7;58,1;13;4,1
"2019-01-07 12:00:00";;25,4;48,1;20;4,0
"2019-01-07 13:00:00";;29,9;57,8;27;3,6
"2019-01-07 14:00:00";;34,7;65,6;30;3,7
"2019-01-07 15:00:00";;33,7;57,8;27;3,9
"2019-01-07 16:00:00";;44,3;78,5;26;3,8
