Date;"CO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)";"SO2 (ug/m3)"
"Limit values";10000;100;;-;250
"2023-01-01 00:00:00";340;;;23;2,2
"2023-01-01 01:00:00";327;;;31;3,1
"2023-01-01 02:00:00";336;;;24;3,9
"2023-01-01 03:00:00";342;;;20;4,3
"2023-01-01 04:00:00";347;;;24;4,1
"2023-01-01 05:00:00";349;;;21;4,8
"2023-01-01 06:00:00";332;;;17;7,3
"2023-01-01 07:00:00";339;;;20;9,8
"2023-01-01 08:00:00";339;;;16;12,5
"2023-01-01 09:00:00";341;;;15;18,3
"2023-01-01 10:00:00";359;;;15;18,9
"2023-01-01 11:00:00";363;;;16;22,4
"2023-01-01 12:00:00";312;;;20;23,4
"2023-01-01 13:00:00";267;;;38;19,4
"2023-01-01 14:00:00";258;;;33;15,4
"2023-01-01 15:00:00";239;;;32;17,0
"2023-01-01 16:00:00";240;;;32;13,3
"2023-01-01 17:00:00";753;;;36;9,0
"2023-01-01 18:00:00";1464;;;41;6,6
"2023-01-01 19:00:00";2262;;;61;5,2
"2023-01-01 20:00:00";3101;;;102;5,2
"2023-01-01 21:00:00";2690;;;126;4,9
"2023-01-01 22:00:00";1937;;;95;3,9
"2023-01-01 23:00:00";1046;;;60;4,2
"2023-01-02 00:00:00";888;;;38;4,0
"2023-01-02 01:00:00";1100;;;40;3,0
"2023-01-02 02:00:00";1107;;;45;2,1
"2023-01-02 03:00:00";961;;;34;1,8
"2023-01-02 04:00:00";964;;;31;2,1
"2023-01-02 05:00:00";929;;;35;2,4
"2023-01-02 06:00:00";1040;;;47;2,2
"2023-01-02 07:00:00";1212;;;40;2,3
"2023-01-02 08:00:00";1195;;;42;2,4
"2023-01-02 09:00:00";887;;;32;2,5
"2023-01-02 10:00:00";818;;;28;3,5
"2023-01-02 11:00:00";640;;;24;5,5
"2023-01-02 12:00:00";643;;;36;6,8
"2023-01-02 13:00:00";596;;;41;9,0
"2023-01-02 14:00:00";553;;;41;10,8
"2023-01-02 15:00:00";518;;;46;11,9
"2023-01-02 16:00:00";605;;;50;9,7
"2023-01-02 17:00:00";1462;;;54;7,4
"2023-01-02 18:00:00";1742;;;70;6,4
"2023-01-02 19:00:00";1671;;;89;5,3
"2023-01-02 20:00:00";1979;;;88;5,4
"2023-01-02 21:00:00";2455;;;89;5,4
"2023-01-02 22:00:00";2874;;;102;5,0
"2023-01-02 23:00:00";1442;;;90;5,9
"2023-01-03 00:00:00";919;;;57;7,1
"2023-01-03 01:00:00";659;;;46;8,4
"2023-01-03 02:00:00";507;;;42;8,2
"2023-01-03 03:00:00";463;;;41;7,6
"2023-01-03 04:00:00";489;;;39;6,1
"2023-01-03 05:00:00";513;;;31;6,2
"2023-01-03 06:00:00";555;;;33;6,0
"2023-01-03 07:00:00";582;;;37;4,9
"2023-01-03 08:00:00";684;;;44;4,2
"2023-01-03 09:00:00";646;;;46;2,9
"2023-01-03 10:00:00";616;;;39;2,0
"2023-01-03 11:00:00";627;;;30;2,4
"2023-01-03 12:00:00";524;;;42;2,2
"2023-01-03 13:00:00";551;;;39;1,9
"2023-01-03 14:00:00";531;;;42;1,8
"2023-01-03 15:00:00";520;;;32;1,4
"2023-01-03 16:00:00";540;;;33;0,9
"2023-01-03 17:00:00";634;;;33;1,4
"2023-01-03 18:00:00";864;;;41;1,7
"2023-01-03 19:00:00";886;;;48;1,3
"2023-01-03 20:00:00";868;;;51;1,5
"2023-01-03 21:00:00";790;;;56;1,3
"2023-01-03 22:00:00";747;;;45;1,5
"2023-01-03 23:00:00";611;;;48;0,9
"2023-01-04 00:00:00";610;;;26;1,0
"2023-01-04 01:00:00";683;;;28;1,2
"2023-01-04 02:00:00";642;;;27;1,0
"2023-01-04 03:00:00";590;;;27;0,8
"2023-01-04 04:00:00";627;;;25;0,9
"2023-01-04 05:00:00";404;;;25;0,9
"2023-01-04 06:00:00";331;;;5;0,9
"2023-01-04 07:00:00";380;;;8;1,2
"2023-01-04 08:00:00";447;;;9;1,3
"2023-01-04 09:00:00";459;;;8;1,4
"2023-01-04 10:00:00";491;;;7;1,5
"2023-01-04 11:00:00";483;;;16;2,2
"2023-01-04 12:00:00";339;;;29;1,8
"2023-01-04 13:00:00";271;;;37;2,0
"2023-01-04 14:00:00";267;;;44;1,8
"2023-01-04 15:00:00";314;;;38;1,8
"2023-01-04 16:00:00";414;;;36;0,9
"2023-01-04 17:00:00";497;;;21;0,9
"2023-01-04 18:00:00";492;;;16;0,6
"2023-01-04 19:00:00";501;;;22;0,5
"2023-01-04 20:00:00";431;;;15;1,1
"2023-01-04 21:00:00";396;;;16;1,1
"2023-01-04 22:00:00";422;;;11;1,0
"2023-01-04 23:00:00";410;;;17;0,6
"2023-01-05 00:00:00";417;;;13;1,2
"2023-01-05 01:00:00";435;;;17;1,1
"2023-01-05 02:00:00";422;;;14;1,0
"2023-01-05 03:00:00";430;;;16;1,3
"2023-01-05 04:00:00";450;;;15;1,1
"2023-01-05 05:00:00";397;;;19;3,2
"2023-01-05 06:00:00";492;;;20;5,0
"2023-01-05 07:00:00";519;;;15;6,1
"2023-01-05 08:00:00";484;;;20;6,9
"2023-01-05 09:00:00";511;;;19;6,4
"2023-01-05 10:00:00";542;;;12;5,8
"2023-01-05 11:00:00";597;;;18;5,1
"2023-01-05 12:00:00";592;;;16;5,1
"2023-01-05 13:00:00";596;;;17;4,7
"2023-01-05 14:00:00";572;;;18;3,7
"2023-01-05 15:00:00";578;;;17;3,7
"2023-01-05 16:00:00";454;;;22;2,9
"2023-01-05 17:00:00";452;;;12;2,7
"2023-01-05 18:00:00";386;;;11;2,5
"2023-01-05 19:00:00";334;;;15;2,6
"2023-01-05 20:00:00";310;;;7;2,0
"2023-01-05 21:00:00";304;;;12;1,9
"2023-01-05 22:00:00";307;;;5;1,7
"2023-01-05 23:00:00";313;;;7;1,5
"2023-01-06 00:00:00";303;;;5;1,7
"2023-01-06 01:00:00";320;;;5;1,4
"2023-01-06 02:00:00";300;;;8;1,4
"2023-01-06 03:00:00";319;;;;1,1
"2023-01-06 04:00:00";338;;;4;1,0
