Date;"CO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)";"SO2 (ug/m3)"
"Limit values";10000;100;;-;250
"2018-01-01 00:00:00";440;29,1;52,3;25;3,9
"2018-01-01 01:00:00";296;22,3;35,4;27;5,8
"2018-01-01 02:00:00";292;17,9;27,8;27;5,8
"2018-01-01 03:00:00";268;18,9;29,1;18;6,4
"2018-01-01 04:00:00";293;21,2;37,5;20;6,6
"2018-01-01 05:00:00";291;20,6;34,1;22;6,9
"2018-01-01 06:00:00";270;20,1;33,5;20;7,5
"2018-01-01 07:00:00";260;18,9;29,9;15;9,1
"2018-01-01 08:00:00";248;16,4;25,5;18;10,7
"2018-01-01 09:00:00";259;15,2;23,2;16;10,5
"2018-01-01 10:00:00";259;18,2;28,2;12;13,1
"2018-01-01 11:00:00";289;18,8;30,7;15;12,1
"2018-01-01 12:00:00";288;20,2;32,8;15;6,9
"2018-01-01 13:00:00";355;41,0;71,9;13;5,7
"2018-01-01 14:00:00";386;56,6;115,5;17;5,7
"2018-01-01 15:00:00";438;39,4;87,5;17;6,8
"2018-01-01 16:00:00";502;49,6;102,1;21;8,8
"2018-01-01 17:00:00";419;45,5;89,7;21;10,5
"2018-01-01 18:00:00";469;35,1;69,9;22;7,3
"2018-01-01 19:00:00";655;45,7;121,4;28;5,1
"2018-01-01 20:00:00";781;39,1;76,8;35;4,9
"2018-01-01 21:00:00";727;47,7;153,8;39;4,1
"2018-01-01 22:00:00";812;46,2;148,2;35;3,7
"2018-01-01 23:00:00";1107;38,8;114,3;40;3,8
"2018-01-02 00:00:00";1342;34,5;87,3;68;3,4
"2018-01-02 01:00:00";724;26,3;41,2;58;2,4
"2018-01-02 02:00:00";659;18,3;25,3;46;2,4
"2018-01-02 03:00:00";572;16,0;24,2;45;2,5
"2018-01-02 04:00:00";478;14,6;19,3;40;2,6
"2018-01-02 05:00:00";455;17,1;31,0;37;2,8
"2018-01-02 06:00:00";482;23,3;47,6;32;3,0
"2018-01-02 07:00:00";462;23,9;50,0;32;2,1
"2018-01-02 08:00:00";556;23,1;57,4;34;2,2
"2018-01-02 09:00:00";539;23,3;54,6;31;2,0
"2018-01-02 10:00:00";571;21,7;47,3;31;2,4
"2018-01-02 11:00:00";516;23,4;53,8;32;2,6
"2018-01-02 12:00:00";449;17,7;28,4;24;2,4
"2018-01-02 13:00:00";524;18,0;35,4;33;2,4
"2018-01-02 14:00:00";556;28,4;65,5;34;3,3
"2018-01-02 15:00:00";527;25,3;45,1;35;2,9
"2018-01-02 16:00:00";533;22,8;35,6;29;2,6
"2018-01-02 17:00:00";591;29,1;50,8;28;2,9
"2018-01-02 18:00:00";572;26,0;42,6;25;2,7
"2018-01-02 19:00:00";610;27,4;40,5;24;3,4
"2018-01-02 20:00:00";587;24,0;34,5;26;3,1
"2018-01-02 21:00:00";455;19,8;25,1;18;2,4
