name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Debrecen,2021-01-30,9.6,0.9,5.2,6.2,-5.1,2.2,3.3,88,0.754,100,12.5,rain,0,0.1,51.5,31.3,244.6,998.2,1,8.3,66.6,5.7,4,,2021-01-30T07:02:25,2021-01-30T16:31:52,0.56,Rain,Clear conditions throughout the day with rain.,rain,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-01-31,1.6,-1.8,0.1,-3.4,-7.8,-5.3,-5.1,68.2,0.311,100,16.67,"rain,snow",0,0.3,36.7,30.1,30,1004.5,1.3,7.8,62.8,5.4,3,,2021-01-31T07:01:10,2021-01-31T16:33:25,0.59,"Snow, Rain",Clear conditions throughout the day with a chance of rain or snow throughout the day.,rain,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-02-01,0.2,-2.6,-1.1,0.1,-7.9,-4,-3,88,3.159,100,33.33,"rain,snow",1,0.3,27.4,21.4,32.1,1003.5,1.3,5.9,27.8,2.4,2,,2021-02-01T06:59:53,2021-02-01T16:34:59,0.63,"Snow, Rain",Clear conditions throughout the day with a chance of rain or snow throughout the day.,snow,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-02-02,2.1,0.2,1.1,0.7,-3,-0.8,0.9,98.4,0.002,100,8.33,"rain,snow",0,0,23.4,14.8,210,1012.4,13.6,3,36.8,3,2,,2021-02-02T06:58:34,2021-02-02T16:36:33,0.67,"Snow, Rain",Clear conditions throughout the day with rain or snow clearing later.,rain,"LROD,15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-02-03,8.7,1.9,5.5,6.9,-2,2.5,4.6,93.9,0.717,100,16.67,rain,0,0,43.6,25.2,191.2,1012.5,1.2,7.6,34.4,3,2,,2021-02-03T06:57:14,2021-02-03T16:38:08,0.7,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-02-04,13.2,1.8,9,13.2,-0.4,7.2,5.4,79.3,0.158,100,16.67,rain,0,0,58.7,39.3,243.3,1011.3,2.5,10,94.5,8.1,4,,2021-02-04T06:55:51,2021-02-04T16:39:42,0.75,Rain,Clear conditions throughout the day with rain clearing later.,rain,"LROD,15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-02-05,7.6,0.6,4.3,7.6,-1.5,3.1,3.5,94.9,0.394,100,16.67,rain,0,0,19.8,11.1,77.9,1017.9,1.1,8,24.5,2,1,,2021-02-05T06:54:27,2021-02-05T16:41:17,0.77,Rain,Clear conditions throughout the day with rain.,rain,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-02-06,4.7,1.4,3.4,2.1,-3.4,-0.3,2.6,94.5,0.235,100,25,"rain,snow",0,0,27.7,21.4,35.4,1014.1,1.3,3.5,12.7,1,1,,2021-02-06T06:53:01,2021-02-06T16:42:52,0.81,"Snow, Rain",Clear conditions throughout the day with rain or snow.,rain,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-02-07,5.6,0.1,2.2,2.8,-4.9,-1.9,1.4,94.7,0.003,100,8.33,"rain,snow",0,0,26.3,21.7,43.1,1006.7,9.5,3.2,33.4,3,2,,2021-02-07T06:51:34,2021-02-07T16:44:26,0.85,"Snow, Rain",Clear conditions throughout the day with rain or snow clearing later.,rain,"LROD,15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-02-08,8,1.7,5.6,7,-2.2,3.1,5.1,96.8,9.496,100,54.17,rain,0,0.1,36,25.1,170.7,996.4,12.5,5.6,16.7,1.4,1,,2021-02-08T06:50:04,2021-02-08T16:46:01,0.88,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"LROD,LHDC,15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-02-09,10,-0.4,3.1,8.7,-5.3,0,2.3,94.7,4.462,100,29.17,"rain,snow",0,0.1,40.3,32.2,120.9,1002.8,17.1,9.3,32.7,2.8,1,,2021-02-09T06:48:34,2021-02-09T16:47:36,0.92,"Snow, Rain",Clear conditions throughout the day with a chance of rain or snow throughout the day.,rain,"LROD,15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-02-10,11,1.1,5.1,11,-1.2,3.4,4.3,95.1,3.514,100,12.5,rain,0,0,18.4,24.1,113.5,1005,41.8,5.1,26.3,2.3,1,,2021-02-10T06:47:01,2021-02-10T16:49:11,0.95,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"LROD,LHDC,15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-02-11,9,-7,-1.9,6.4,-14.8,-7.4,-3,92.2,0.062,100,8.33,"rain,snow",2.4,0.7,53.6,31.5,0.6,1010.7,85.1,5.3,38.9,3.3,2,,2021-02-11T06:45:28,2021-02-11T16:50:45,0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"LHDC,LROD,15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-02-12,-6,-9,-7.7,-7,-16.7,-12.1,-12,71.4,0,0,0,,0,2.1,37.4,20.5,336.5,1027.8,74.9,9.9,107.3,9.2,4,,2021-02-12T06:43:52,2021-02-12T16:52:20,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,LROD
Debrecen,2021-02-13,-3.3,-13,-6.5,-7,-17.8,-10.3,-12.4,64.8,0,0,0,,0,1.8,28.8,14.3,300.2,1033.2,8.7,10,121.6,10.5,5,,2021-02-13T06:42:16,2021-02-13T16:53:54,0.05,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-02-14,1.1,-8.4,-3,-2.5,-11.3,-6.2,-7.4,73.3,0.068,100,4.17,snow,0,1.1,35.3,17.8,321.7,1034.7,0.8,10,78.8,6.8,3,,2021-02-14T06:40:38,2021-02-14T16:55:28,0.09,Snow,Clear conditions throughout the day with morning snow.,rain,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-02-15,2.5,-5.9,-1.8,-0.5,-9,-4.9,-7.2,68.5,0,0,0,,0,0.9,24.1,14.3,319.7,1034.8,0.3,11.4,108.2,9.2,5,,2021-02-15T06:38:58,2021-02-15T16:57:02,0.12,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-02-16,2,-6.3,-2,-0.2,-8.6,-3.6,-5.4,78.5,0,0,0,,0,1,22.7,14.3,162.4,1029,0.7,10.3,114,9.8,5,,2021-02-16T06:37:18,2021-02-16T16:58:36,0.15,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-02-17,2.2,-0.8,0.4,1.2,-3.9,-2.1,-3.2,77.7,0.213,100,12.5,"rain,snow",0.2,0.7,24.8,14.4,174.7,1019.8,1.3,8.8,49.7,4.2,2,,2021-02-17T06:35:36,2021-02-17T17:00:09,0.18,"Snow, Rain",Clear conditions throughout the day with late afternoon rain or snow.,snow,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-02-18,2.6,-1.6,0.5,2.5,-3.3,-0.6,0.1,97.5,1.995,100,8.33,"rain,snow",0.1,1.5,14.8,10.7,68.5,1021.8,1.3,2.4,97.4,8.4,4,,2021-02-18T06:33:53,2021-02-18T17:01:43,0.21,"Snow, Rain",Clear conditions throughout the day with early morning snow or rain.,snow,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-02-19,9,-1.3,3.4,6.4,-4.5,0.6,1.4,87.2,3,100,20.83,rain,0,0.4,29.2,20.5,146,1024.5,36.2,7.3,64,5.6,3,,2021-02-19T06:32:09,2021-02-19T17:03:16,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"LROD,15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-02-20,6,-1.6,3.7,5,-2.9,2.2,2.8,94.2,0.8,100,12.5,rain,0,0,24.5,14.8,21.8,1027.2,71.4,4.1,80.2,6.9,3,,2021-02-20T06:30:24,2021-02-20T17:04:49,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LROD,15042099999,12882099999,15080099999"
Debrecen,2021-02-21,11,-2.4,3.2,11,-3.7,1.9,1.1,87.4,0,0,0,,0,0,22.7,11.3,56.4,1031.1,31.2,6.9,119.7,10.5,5,,2021-02-21T06:28:38,2021-02-21T17:06:21,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LROD,15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-02-22,12.1,-2.3,4.4,12.1,-5.1,3,1.3,82.2,0,0,0,,0,0,19.4,10.7,80,1030.1,0,8.4,136.1,11.8,5,,2021-02-22T06:26:50,2021-02-22T17:07:54,0.34,Clear,Clear conditions throughout the day.,clear-day,"LROD,LHDC,15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-02-23,13.6,-0.4,5.9,13.6,-2.9,4.7,2.5,80.6,0,0,0,,0,0,16.2,10.8,36.9,1033.3,0,7.5,131.9,11.5,5,,2021-02-23T06:25:02,2021-02-23T17:09:26,0.38,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-02-24,15.1,-0.1,6.8,15.1,-2,6.3,4.7,87.7,0,0,0,,0,0,14.4,7.2,149.1,1036.6,0,6.7,136.2,11.7,5,,2021-02-24T06:23:13,2021-02-24T17:10:58,0.41,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-02-25,16.3,1.7,7.9,16.3,-0.5,7.6,5,83.9,0,0,0,,0,0,16.6,10.7,159.7,1034.2,0,8.6,136.1,11.5,5,,2021-02-25T06:21:23,2021-02-25T17:12:29,0.44,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-02-26,17.3,1.2,8.2,17.3,-0.8,7.8,5,82.4,0,0,0,,0,0,21.2,11.7,168,1027.1,0,7.7,143.1,12.4,5,,2021-02-26T06:19:32,2021-02-26T17:14:01,0.47,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-02-27,10.6,4.8,7.3,10.6,1.5,4.6,1.5,68,0,0,0,,0,0,44.6,35.2,12.5,1027.4,0.7,8.4,54.1,4.8,2,,2021-02-27T06:17:40,2021-02-27T17:15:32,0.5,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-02-28,10.2,0.2,5.2,10.2,-3.2,3.5,-0.8,66.9,0,0,0,,0,0,28.1,17.9,296.8,1032.9,0.2,11.4,132.4,11.5,5,,2021-02-28T06:15:47,2021-02-28T17:17:02,0.54,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-01,10.3,-1,5.4,10.3,-1.6,2.9,0.3,71.5,0.001,100,4.17,rain,0,0,44.6,28.5,19.7,1032.3,0.4,10,102.1,8.8,4,,2021-03-01T06:13:54,2021-03-01T17:18:33,0.57,Rain,Clear conditions throughout the day with morning rain.,rain,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-02,11.6,-2.8,4.4,11.6,-6.1,3.3,0.4,77.3,0,0,0,,0,0,22.3,12.1,254.9,1035,0.1,8.9,156.2,13.6,6,,2021-03-02T06:12:00,2021-03-02T17:20:03,0.61,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-03,14.4,-0.4,5.9,14.4,-3.1,4.7,1.2,74.5,0,0,0,,0,0,21.6,17.8,186.7,1030.7,0,9,157.2,13.6,6,,2021-03-03T06:10:05,2021-03-03T17:21:33,0.65,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-04,12.6,2.6,6.6,12.6,-0.7,4.5,2.3,75.2,0,0,0,,0,0,33.5,24.6,190.9,1018.8,1.1,8.8,152.9,13.1,6,,2021-03-04T06:08:09,2021-03-04T17:23:02,0.68,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-05,9.1,2,4.6,7.4,-3.4,1,1.2,79.4,0.628,100,25,rain,0,0,40.7,26.2,328.5,1015.4,1.2,9.7,74.6,6.5,3,,2021-03-05T06:06:13,2021-03-05T17:24:32,0.72,Rain,Clear conditions throughout the day with rain.,rain,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-06,5.1,-2.9,1.4,2.2,-5.8,-2.5,-6.8,56.1,0,0,0,,0,0,38.2,28,356.8,1030,0.4,10,138.7,11.9,6,,2021-03-06T06:04:17,2021-03-06T17:26:01,0.75,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-07,7.6,-4.9,0.9,4.4,-9.1,-2.8,-6.6,60.3,0,0,0,,0,0,34.6,23.6,207.6,1025.7,0,11.4,173.3,15,6,,2021-03-07T06:02:19,2021-03-07T17:27:29,0.79,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-08,8.1,-3.9,1.9,6.3,-7.8,-1.5,-5.7,59.6,0,0,0,,0,0,31,30.5,7.2,1017.8,0.3,11.4,166.5,14.4,6,,2021-03-08T06:00:22,2021-03-08T17:28:58,0.82,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-09,5.5,-1.7,1.5,3.2,-6.2,-2.2,-8.3,49.6,0,0,0,,0,0,29.5,19.8,18.6,1020.9,0.3,10,180.6,15.6,6,,2021-03-09T05:58:24,2021-03-09T17:30:26,0.86,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-10,5.8,-4.6,0.7,3.5,-7.3,-2.5,-8.1,53.6,0,0,0,,0,0,28.8,21.7,354.7,1019.9,0.4,10,155.9,13.5,6,,2021-03-10T05:56:25,2021-03-10T17:31:54,0.89,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-11,8,-7.8,1.7,4.3,-11.5,-1.1,-6.6,57.2,0,0,0,,0,0,42.5,26.4,194.6,1020,0.7,9.6,166,14.3,6,,2021-03-11T05:54:26,2021-03-11T17:33:22,0.93,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-12,13.1,2.7,6.8,13.1,-2.5,4.3,0.9,67.9,3.822,100,20.83,rain,0,0,50,32.7,215.9,1013,1,9.3,136.4,11.8,6,,2021-03-12T05:52:26,2021-03-12T17:34:49,0.97,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-13,13.2,2.2,7.8,13.2,-0.3,6.3,2.9,73.6,0,0,0,,0,0,37.1,24.3,202.2,1013.5,0.8,11.4,172.5,15,6,,2021-03-13T05:50:27,2021-03-13T17:36:17,0,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-14,12.1,5.6,8,12.1,2.2,6.4,4.2,77.4,0.078,100,29.17,rain,0,0,35.6,23.6,206.8,1006.9,1.1,9.3,116.8,10,5,,2021-03-14T05:48:27,2021-03-14T17:37:44,0.03,Rain,Clear conditions throughout the day with rain.,rain,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-15,6.6,4.1,5.3,4.5,-1,1.1,2.7,83.2,4.102,100,58.33,rain,0,0.1,56.5,29.9,9.4,1004,1.3,4.9,59.1,5.1,3,,2021-03-15T05:46:26,2021-03-15T17:39:11,0.07,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-16,9.1,3.6,6.1,5.4,-1.1,2.2,-0.8,62.2,0.059,100,20.83,rain,0,0,58.3,33.1,354.8,1005.9,1.2,10,81.5,7,4,,2021-03-16T05:44:26,2021-03-16T17:40:38,0.1,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-17,8.3,2.2,5.3,4,-2.3,0.8,-1.1,64.2,0,0,0,,0,0,59.4,39.1,350.1,1010.3,1.3,10,101.5,8.8,3,,2021-03-17T05:42:25,2021-03-17T17:42:04,0.13,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-18,7,2.6,4.5,3.4,-1.8,0.2,-3.7,55.7,0,0,0,,0,0,47.2,32.8,8.1,1014.3,5.3,10,102.4,8.8,4,,2021-03-18T05:40:24,2021-03-18T17:43:30,0.16,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-19,6.1,-1.6,2.4,3.2,-5.5,-1.1,-6.8,52.4,0,0,0,,0,0,33.1,20.6,347.4,1015.8,0.7,10,163.6,14.1,6,,2021-03-19T05:38:23,2021-03-19T17:44:57,0.2,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-20,6.6,-3.6,1.9,4.8,-6.5,-0.7,-7.1,53.8,0,0,0,,0,0,20.5,18.8,22.4,1021.3,0.4,10.7,199.3,17.3,7,,2021-03-20T05:36:22,2021-03-20T17:46:23,0.23,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-21,7.2,-4.7,1.1,4.8,-7.7,-1.4,-7.6,54.3,0,0,0,,0,0,29.2,19,282.6,1017,0.2,9.7,210.2,18.3,7,,2021-03-21T05:34:20,2021-03-21T17:47:49,0.25,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-22,6.6,-2.4,1.8,2.1,-5,-1.4,-5.5,61.3,0.002,100,4.17,rain,0,0,51.1,32.1,12.2,1011.7,0.8,9.2,146.2,12.6,5,,2021-03-22T05:32:19,2021-03-22T17:49:14,0.29,Rain,Clear conditions throughout the day with afternoon rain.,rain,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-23,8.6,-2.6,4.3,6.2,-6.2,1.2,-3.8,58.5,0,0,0,,0,0,32.8,21.9,333.4,1018.1,0.9,10,162.3,14,6,,2021-03-23T05:30:17,2021-03-23T17:50:40,0.33,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-24,9.1,1,4.9,6.4,-2.2,1.9,-7.1,45.4,0.003,100,4.17,rain,0,0,41.4,28.4,29.9,1020.4,0.1,10,200.8,17.3,7,,2021-03-24T05:28:16,2021-03-24T17:52:06,0.36,Rain,Clear conditions throughout the day with morning rain.,rain,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-25,11.1,-3.4,4.5,11.1,-3.4,3.4,-6,48.5,0,0,0,,0,0,24.5,20.8,353.2,1022.1,0.1,10,189.9,16.4,7,,2021-03-25T05:26:15,2021-03-25T17:53:31,0.39,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-26,14,-0.8,6.5,14,-0.8,6.2,-1.5,59,0,0,0,,0,0,15.1,10.3,215.8,1024.3,0.3,10,211.7,18.2,7,,2021-03-26T05:24:13,2021-03-26T17:54:56,0.42,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-27,16.7,1.1,9.4,16.7,-0.9,8.7,-0.3,53.6,0,0,0,,0,0,28.1,15.7,169.3,1024,0.4,11.1,218.5,18.9,7,,2021-03-27T05:22:12,2021-03-27T17:56:21,0.46,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-28,13.1,4.6,8.8,13.1,2.4,8.1,1.4,61.8,3.33,100,8.33,rain,0,0,30.6,17.3,334.1,1029,0.8,10,194.5,16,6,,2021-03-28T06:20:11,2021-03-28T18:57:47,0.5,Rain,Clear conditions throughout the day with morning rain.,rain,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-29,14.5,0.1,7.8,14.5,-1.8,7.3,-0.9,57.9,0,0,0,,0,0,14,9.6,80.5,1032.5,0.8,10,177.1,15.4,6,,2021-03-29T06:18:10,2021-03-29T18:59:12,0.52,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-30,16.1,7.5,11.9,16.1,6.6,11.8,2.2,52.3,0,0,0,,0,0,15.5,13.2,47.6,1030.9,1,10,123.9,10.7,4,,2021-03-30T06:16:09,2021-03-30T19:00:37,0.56,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-03-31,18.2,8.7,12.9,18.2,8.7,12.9,7.5,70.7,0,0,0,,0,0,12.6,6.8,51.8,1026.3,0.7,10,131.3,11.2,5,,2021-03-31T06:14:09,2021-03-31T19:02:02,0.59,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-04-01,22.6,7.7,14.5,22.6,6.2,14.3,8.7,71,1.254,100,4.17,rain,0,0,61.2,18.2,187.8,1016.6,0.7,10,203.2,17.6,7,,2021-04-01T06:12:08,2021-04-01T19:03:27,0.63,Rain,Clear conditions throughout the day with morning rain.,rain,"LROD,15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-04-02,13.7,9.1,11.7,13.7,6.4,11.5,7.2,75,1.17,100,12.5,rain,0,0,40,25.5,14.7,1011.3,2.6,9.8,176.7,15.1,6,,2021-04-02T06:10:08,2021-04-02T19:04:51,0.66,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"LROD,LHDC,15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-04-03,12.1,5.1,8.3,12.1,2.9,6.6,0.5,59.3,0.002,100,8.33,rain,0,0,24.1,22,351.5,1012.4,1,10,139.6,12,5,,2021-04-03T06:08:09,2021-04-03T19:06:16,0.7,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-04-04,10.1,2.6,5.9,10.1,-2,2.9,-1.1,62.9,5.693,100,12.5,rain,0,0,45,25.3,5.3,1017.3,0.6,10,212.9,18.5,7,,2021-04-04T06:06:09,2021-04-04T19:07:41,0.75,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-04-05,12.2,-2.6,5.4,12.2,-2.6,4.3,-2.3,61.7,0,0,0,,0,0,47.5,32.8,209.8,1012,0.1,10,240.3,20.7,7,,2021-04-05T06:04:10,2021-04-05T19:09:06,0.77,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-04-06,5.7,0.1,3.7,3.8,-6.1,0.7,-0.4,75.3,0.52,100,4.17,rain,0,0.3,50.8,32.5,341.8,1004.9,1.1,10,95.4,8.3,4,,2021-04-06T06:02:12,2021-04-06T19:10:30,0.8,Rain,Clear conditions throughout the day with afternoon rain.,rain,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-04-07,7.6,-1.6,2.8,7,-4.7,0.9,-2.5,70.8,0.099,100,8.33,rain,0,0.1,28.4,13.9,61.2,1009.7,0.9,10,233.1,20,7,,2021-04-07T06:00:13,2021-04-07T19:11:55,0.84,Rain,Clear conditions throughout the day with rain.,rain,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-04-08,6.1,-3.9,1.5,4.5,-6.2,-1.5,-1.8,79.8,0.719,100,8.33,rain,0,0,43.9,31,260.6,1020.9,0.6,10,201.6,17.4,6,,2021-04-08T05:58:16,2021-04-08T19:13:20,0.87,Rain,Clear conditions throughout the day with rain.,rain,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-04-09,11.6,-3.9,4,11.6,-6.4,2.4,-2.7,68.2,0,0,0,,0,0,33.1,24.3,178.5,1027.8,0.2,10,237.4,20.3,7,,2021-04-09T05:56:18,2021-04-09T19:14:44,0.91,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-04-10,16.2,1.7,9.5,16.2,-1.6,8.4,-1.8,46.4,0,0,0,,0,0,37.8,28.5,169.1,1022.4,0.1,11.7,229.8,19.8,8,,2021-04-10T05:54:22,2021-04-10T19:16:09,0.94,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-04-11,19.2,3.2,12.5,19.2,3.2,12.3,0.9,48.3,0,0,0,,0,0,33.5,15.7,170.3,1021.3,0.7,11.4,235.1,20.2,8,,2021-04-11T05:52:26,2021-04-11T19:17:34,0.98,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-04-12,21.7,11.2,16.3,21.7,11.2,16.3,4.4,46.6,0,0,0,,0,0,31.3,24.5,186.8,1018.4,0.8,11.4,228.7,19.7,7,,2021-04-12T05:50:30,2021-04-12T19:18:58,0,Clear,Clear conditions throughout the day.,clear-day,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-04-13,15.1,4.2,9.1,15.1,-0.5,6.7,6.1,82.3,5.596,100,33.33,rain,0,0,36.4,33.5,20.3,1016.3,1.2,9.2,85.4,7.4,4,,2021-04-13T05:48:35,2021-04-13T19:20:23,0.04,Rain,Clear conditions throughout the day with rain.,rain,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-04-14,7,2.5,4.4,3.7,-1.3,0.9,1.1,80.3,4.528,100,66.67,rain,0,0,35.6,31.9,3.7,1017.1,1.3,7,67.5,5.8,3,,2021-04-14T05:46:41,2021-04-14T19:21:48,0.08,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-04-15,6.7,2.1,4,4.3,-0.1,2,2,87,6.607,100,16.67,rain,0,0,29.2,19.2,264.3,1019.7,1.2,10,168.5,14.5,6,,2021-04-15T05:44:47,2021-04-15T19:23:12,0.11,Rain,Clear conditions throughout the day with rain.,rain,"15042099999,12882099999,12866099999,12892099999,15080099999"
Debrecen,2021-04-16,9.1,1.7,5,6.2,-0.4,2.7,2.2,84.1,0.965,100,4.17,rain,0,0,33.1,21.2,208.8,1019.5,1.1,9.3,148.4,12.6,4,,2021-04-16T05:42:55,2021-04-16T19:24:37,0.14,Rain,Clear conditions throughout the day with early morning rain.,rain,"15042099999,12882099999,12866099999,12892099999,15080099999"
