Date;"CO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)";"SO2 (ug/m3)"
"Limit values";-;85;;50;125
"2024-01-01 00:00:00";;11,9;20,6;10;
"2024-01-02 00:00:00";;20,1;46,4;9;
"2024-01-03 00:00:00";;20,3;42,1;9;
"2024-01-04 00:00:00";;21,3;48,8;10;
"2024-01-05 00:00:00";;25,0;51,5;14;
"2024-01-06 00:00:00";;19,7;36,7;17;
"2024-01-07 00:00:00";;5,4;11,7;11;
"2024-01-08 00:00:00";;7,6;17,8;14;
"2024-01-09 00:00:00";;15,3;27,8;17;
"2024-01-10 00:00:00";;44,6;151,9;58;
"2024-01-11 00:00:00";;27,5;69,4;34;
"2024-01-12 00:00:00";;30,0;56,2;32;
"2024-01-13 00:00:00";;21,2;47,3;21;
"2024-01-14 00:00:00";;16,9;30,9;21;
"2024-01-15 00:00:00";;27,4;63,1;28;
"2024-01-16 00:00:00";409;20,0;40,5;11;
"2024-01-17 00:00:00";584;31,4;71,3;21;
"2024-01-18 00:00:00";476;27,1;59,7;12;
"2024-01-19 00:00:00";389;14,6;21,8;10;
"2024-01-20 00:00:00";515;30,5;67,1;19;
"2024-01-21 00:00:00";838;34,2;58,6;41;
"2024-01-22 00:00:00";799;33,8;59,7;37;
"2024-01-23 00:00:00";724;31,6;72,5;35;
"2024-01-24 00:00:00";587;24,8;54,5;24;
"2024-01-25 00:00:00";370;19,2;30,7;13;
"2024-01-26 00:00:00";562;33,5;87,7;19;
"2024-01-27 00:00:00";377;17,4;24,4;12;
"2024-01-28 00:00:00";342;11,2;14,4;11;
"2024-01-29 00:00:00";734;33,7;78,8;30;
"2024-01-30 00:00:00";1482;47,8;189,5;52;
"2024-01-31 00:00:00";1329;43,5;128,6;49;
"2024-02-01 00:00:00";1178;40,3;91,6;45;
"2024-02-02 00:00:00";990;30,8;69,2;40;
"2024-02-03 00:00:00";711;20,1;42,2;17;
"2024-02-04 00:00:00";591;12,5;25,2;6;
"2024-02-05 00:00:00";572;10,5;24,1;8;
"2024-02-06 00:00:00";668;18,7;44,2;19;
"2024-02-07 00:00:00";675;19,5;45,9;16;
"2024-02-08 00:00:00";727;24,6;56,3;18;
"2024-02-09 00:00:00";768;31,9;72,8;21;
"2024-02-10 00:00:00";701;15,9;28,6;18;
"2024-02-11 00:00:00";682;14,8;27,2;18;
"2024-02-12 00:00:00";926;28,7;79,0;21;
"2024-02-13 00:00:00";656;10,4;20,3;9;
"2024-02-14 00:00:00";1241;30,9;108,3;31;
"2024-02-15 00:00:00";1543;48,3;144,2;47;
"2024-02-16 00:00:00";1342;45,3;97,9;44;
"2024-02-17 00:00:00";1211;39,3;95,8;39;
"2024-02-18 00:00:00";800;20,2;30,2;17;
"2024-02-19 00:00:00";889;33,0;67,6;23;
"2024-02-20 00:00:00";849;27,6;65,5;20;
"2024-02-21 00:00:00";942;27,6;77,1;22;
"2024-02-22 00:00:00";726;19,1;40,3;14;
"2024-02-23 00:00:00";795;25,5;54,4;18;
"2024-02-24 00:00:00";790;21,4;42,0;14;
"2024-02-25 00:00:00";868;23,7;41,2;18;
"2024-02-26 00:00:00";947;36,5;75,9;27;
"2024-02-27 00:00:00";937;41,0;86,5;28;
"2024-02-28 00:00:00";959;40,2;74,0;35;
"2024-02-29 00:00:00";1038;39,0;65,7;45;
"2024-03-01 00:00:00";917;29,8;57,7;38;
"2024-03-02 00:00:00";952;28,0;50,2;28;
"2024-03-03 00:00:00";842;26,7;41,5;22;
"2024-03-04 00:00:00";1253;48,4;126,4;42;
"2024-03-05 00:00:00";939;30,2;62,4;31;
"2024-03-06 00:00:00";805;12,7;23,5;15;
"2024-03-07 00:00:00";787;14,9;28,1;17;
"2024-03-08 00:00:00";831;20,7;37,9;27;
"2024-03-09 00:00:00";961;26,0;45,6;24;
"2024-03-10 00:00:00";851;17,7;28,2;17;
"2024-03-11 00:00:00";799;21,2;45,3;22;
"2024-03-12 00:00:00";761;23,9;46,2;14;
"2024-03-13 00:00:00";799;14,5;28,9;9;
"2024-03-14 00:00:00";787;15,9;26,6;10;
"2024-03-15 00:00:00";884;23,3;40,0;20;
"2024-03-16 00:00:00";896;25,7;44,9;22;
"2024-03-17 00:00:00";894;22,5;50,1;20;
"2024-03-18 00:00:00";746;16,1;27,1;12;
"2024-03-19 00:00:00";698;11,8;19,5;;
"2024-03-20 00:00:00";798;22,6;38,5;15;
"2024-03-21 00:00:00";1014;38,6;62,1;29;
"2024-03-22 00:00:00";1112;;;37;
"2024-03-23 00:00:00";863;;;21;
"2024-03-24 00:00:00";761;;;7;
"2024-03-25 00:00:00";800;;;10;
"2024-03-26 00:00:00";891;;;17;
"2024-03-27 00:00:00";919;;;22;
"2024-03-28 00:00:00";834;;;21;
"2024-03-29 00:00:00";772;;;8;
"2024-03-30 00:00:00";851;;;17;
"2024-03-31 00:00:00";767;;;36;
"2024-04-01 00:00:00";745;;;79;
"2024-04-02 00:00:00";810;;;20;
"2024-04-03 00:00:00";525;;;10;
"2024-04-04 00:00:00";376;;;13;
"2024-04-05 00:00:00";371;;;12;
"2024-04-06 00:00:00";389;;;16;
"2024-04-07 00:00:00";353;;;14;
"2024-04-08 00:00:00";509;;;25;
"2024-04-09 00:00:00";499;;;31;
"2024-04-10 00:00:00";390;;;31;
"2024-04-11 00:00:00";303;;;20;
"2024-04-12 00:00:00";300;;;18;
"2024-04-13 00:00:00";486;;;27;
"2024-04-14 00:00:00";349;;;21;
"2024-04-15 00:00:00";364;;;25;
"2024-04-16 00:00:00";299;;;11;
"2024-04-17 00:00:00";334;;;12;
"2024-04-18 00:00:00";288;;;10;
"2024-04-19 00:00:00";331;;;12;
"2024-04-20 00:00:00";322;;;13;
"2024-04-21 00:00:00";289;;;9;
"2024-04-22 00:00:00";333;;;11;
"2024-04-23 00:00:00";353;;;14;
"2024-04-24 00:00:00";467;;;7;
"2024-04-25 00:00:00";471;;;14;
"2024-04-26 00:00:00";570;;;20;
"2024-04-27 00:00:00";458;;;15;
"2024-04-28 00:00:00";445;;;15;
"2024-04-29 00:00:00";429;;;18;
"2024-04-30 00:00:00";437;;;18;
"2024-05-01 00:00:00";365;;;14;
"2024-05-02 00:00:00";473;;;17;
"2024-05-03 00:00:00";398;;;15;
"2024-05-04 00:00:00";481;;;25;
"2024-05-05 00:00:00";439;;;15;
"2024-05-06 00:00:00";475;;;19;
"2024-05-07 00:00:00";416;;;14;
"2024-05-08 00:00:00";375;;;9;
"2024-05-09 00:00:00";387;;;8;
"2024-05-10 00:00:00";434;;;13;
"2024-05-11 00:00:00";364;;;12;
"2024-05-12 00:00:00";343;;;8;
"2024-05-13 00:00:00";362;;;12;
"2024-05-14 00:00:00";387;;;13;
"2024-05-15 00:00:00";474;;;15;
"2024-05-16 00:00:00";437;;;13;
"2024-05-17 00:00:00";480;;;14;
"2024-05-18 00:00:00";495;;;16;
"2024-05-19 00:00:00";454;;;14;
"2024-05-20 00:00:00";438;;;14;
"2024-05-21 00:00:00";481;;;18;
"2024-05-22 00:00:00";489;;;19;
"2024-05-23 00:00:00";513;;;15;
"2024-05-24 00:00:00";522;;;14;
"2024-05-25 00:00:00";459;;;13;
"2024-05-26 00:00:00";465;;;14;
"2024-05-27 00:00:00";469;;;17;
"2024-05-28 00:00:00";458;;;16;
"2024-05-29 00:00:00";478;;;20;
"2024-05-30 00:00:00";512;;;17;
"2024-05-31 00:00:00";534;;;15;
"2024-06-01 00:00:00";545;;;13;
"2024-06-02 00:00:00";520;;;8;
"2024-06-03 00:00:00";549;;;15;
"2024-06-04 00:00:00";522;;;11;
"2024-06-05 00:00:00";536;;;13;
"2024-06-06 00:00:00";569;;;18;
"2024-06-07 00:00:00";624;;;20;
"2024-06-08 00:00:00";538;;;13;
"2024-06-09 00:00:00";529;;;11;
"2024-06-10 00:00:00";611;;;17;
"2024-06-11 00:00:00";590;;;16;
"2024-06-12 00:00:00";515;;;13;
"2024-06-13 00:00:00";473;;;11;
"2024-06-14 00:00:00";460;;;9;
"2024-06-15 00:00:00";503;;;12;
"2024-06-16 00:00:00";510;;;13;
"2024-06-17 00:00:00";465;;;12;
"2024-06-18 00:00:00";497;28,4;47,2;30;
"2024-06-19 00:00:00";518;35,7;58,0;24;
"2024-06-20 00:00:00";415;14,4;21,6;13;
"2024-06-21 00:00:00";470;18,7;32,1;16;0,7
"2024-06-22 00:00:00";494;15,9;23,6;28;0,7
"2024-06-23 00:00:00";426;7,2;10,9;10;0,7
"2024-06-24 00:00:00";392;11,4;17,9;11;0,8
"2024-06-25 00:00:00";423;10,8;17,6;10;0,8
"2024-06-26 00:00:00";486;17,7;30,7;15;0,8
"2024-06-27 00:00:00";514;21,4;38,4;20;0,8
"2024-06-28 00:00:00";588;30,4;51,6;17;0,9
"2024-06-29 00:00:00";661;31,4;60,0;19;1,0
"2024-06-30 00:00:00";515;17,4;24,1;15;0,9
"2024-07-01 00:00:00";529;21,6;37,5;17;1,2
"2024-07-02 00:00:00";479;12,3;19,5;9;1,0
"2024-07-03 00:00:00";440;10,4;17,7;11;1,2
"2024-07-04 00:00:00";471;14,5;24,1;9;1,2
"2024-07-05 00:00:00";526;27,8;52,4;13;1,6
"2024-07-06 00:00:00";485;18,2;25,6;11;1,3
"2024-07-07 00:00:00";537;20,3;27,7;17;1,9
"2024-07-08 00:00:00";524;17,5;26,7;19;1,6
"2024-07-09 00:00:00";512;13,8;22,1;16;1,4
"2024-07-10 00:00:00";505;17,4;29,7;17;1,4
"2024-07-11 00:00:00";541;23,6;39,0;21;1,5
"2024-07-12 00:00:00";561;25,4;39,5;21;1,5
"2024-07-13 00:00:00";552;24,2;32,0;21;1,8
"2024-07-14 00:00:00";531;16,2;21,0;20;2,0
"2024-07-15 00:00:00";522;13,5;19,5;18;1,5
"2024-07-16 00:00:00";567;25,4;39,1;24;2,0
"2024-07-17 00:00:00";526;15,6;22,5;19;1,5
"2024-07-18 00:00:00";485;12,6;18,0;21;1,6
"2024-07-19 00:00:00";470;12,4;17,4;10;1,8
"2024-07-20 00:00:00";479;9,7;13,1;14;2,6
"2024-07-21 00:00:00";548;19,1;28,9;16;2,0
"2024-07-22 00:00:00";554;22,8;33,9;14;1,9
"2024-07-23 00:00:00";507;14,9;20,4;15;2,0
"2024-07-24 00:00:00";483;11,9;17,0;10;2,1
"2024-07-25 00:00:00";458;10,6;15,4;7;1,8
"2024-07-26 00:00:00";492;21,0;30,1;12;2,0
"2024-07-27 00:00:00";511;25,2;36,6;16;2,2
"2024-07-28 00:00:00";486;15,1;22,1;12;2,2
"2024-07-29 00:00:00";446;11,0;17,2;8;2,4
"2024-07-30 00:00:00";453;13,8;20,6;10;2,6
"2024-07-31 00:00:00";588;37,9;65,8;19;2,8
"2024-08-01 00:00:00";543;30,1;45,6;19;2,7
"2024-08-02 00:00:00";545;19,4;30,2;17;2,6
"2024-08-03 00:00:00";536;15,7;27,6;9;2,4
"2024-08-04 00:00:00";563;19,0;28,6;11;2,5
