Date;"CO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)";"SO2 (ug/m3)"
"2023-01-01 00:00:00";801;;;39;10,0
"2023-01-02 00:00:00";1180;;;52;5,2
"2023-01-03 00:00:00";626;;;40;3,2
"2023-01-04 00:00:00";446;;;21;1,2
"2023-01-05 00:00:00";449;;;15;3,3
"2023-01-06 00:00:00";761;;;30;1,9
"2023-01-07 00:00:00";554;;;18;1,3
"2023-01-08 00:00:00";480;;;21;5,4
"2023-01-09 00:00:00";376;;;20;5,1
"2023-01-10 00:00:00";414;;;;2,5
"2023-01-11 00:00:00";727;;;25;2,4
"2023-01-12 00:00:00";584;;;26;1,3
"2023-01-13 00:00:00";512;;;23;1,2
"2023-01-14 00:00:00";537;;;34;1,9
"2023-01-15 00:00:00";455;;;22;3,7
"2023-01-16 00:00:00";468;;;20;4,3
"2023-01-17 00:00:00";392;;;14;4,5
"2023-01-18 00:00:00";468;;;17;4,4
"2023-01-19 00:00:00";347;;;13;
"2023-01-20 00:00:00";476;;;11;
"2023-01-21 00:00:00";540;;;16;
"2023-01-22 00:00:00";509;;;14;
"2023-01-23 00:00:00";538;;;17;
"2023-01-24 00:00:00";487;;;15;
"2023-01-25 00:00:00";549;;;19;
"2023-01-26 00:00:00";565;;;21;
"2023-01-27 00:00:00";440;;;17;
"2023-01-28 00:00:00";416;;;16;
"2023-01-29 00:00:00";445;;;14;
"2023-01-30 00:00:00";450;;;17;
"2023-01-31 00:00:00";602;;;17;
"2023-02-01 00:00:00";379;;;10;
"2023-02-02 00:00:00";346;;;9;
"2023-02-03 00:00:00";498;;;12;
"2023-02-04 00:00:00";416;;;10;
"2023-02-05 00:00:00";332;;;9;
"2023-02-06 00:00:00";412;;;14;
"2023-02-07 00:00:00";435;;;18;
"2023-02-08 00:00:00";616;;;25;
"2023-02-09 00:00:00";1375;;;66;
"2023-02-10 00:00:00";1019;;;57;
"2023-02-11 00:00:00";668;;;37;
"2023-02-12 00:00:00";691;;;31;
"2023-02-13 00:00:00";1022;;;44;
"2023-02-14 00:00:00";735;;;42;
"2023-02-15 00:00:00";711;;;40;
"2023-02-16 00:00:00";808;;;51;
"2023-02-17 00:00:00";567;;;51;
"2023-02-18 00:00:00";301;;;13;
"2023-02-19 00:00:00";234;;;9;
"2023-02-20 00:00:00";269;;;13;
"2023-02-21 00:00:00";241;;;12;
"2023-02-22 00:00:00";489;;;27;
"2023-02-23 00:00:00";571;;;34;
"2023-02-24 00:00:00";522;;;30;
"2023-02-25 00:00:00";267;;;15;
"2023-02-26 00:00:00";262;;;9;
"2023-02-27 00:00:00";268;;;11;
"2023-02-28 00:00:00";399;;;18;
"2023-03-01 00:00:00";367;;;16;
"2023-03-02 00:00:00";741;;;36;
"2023-03-03 00:00:00";804;;;46;
"2023-03-04 00:00:00";431;;;23;
"2023-03-05 00:00:00";301;;;12;
"2023-03-06 00:00:00";380;;;19;
"2023-03-07 00:00:00";420;;;22;
"2023-03-08 00:00:00";350;;;16;
"2023-03-09 00:00:00";354;;;15;
"2023-03-10 00:00:00";372;;;15;
"2023-03-11 00:00:00";291;;;7;
"2023-03-12 00:00:00";300;;;9;
"2023-03-13 00:00:00";366;;;14;
"2023-03-14 00:00:00";366;;;19;
"2023-03-15 00:00:00";329;;;10;
"2023-03-16 00:00:00";331;;;12;
"2023-03-17 00:00:00";560;;;24;
"2023-03-18 00:00:00";713;;;28;
"2023-03-19 00:00:00";874;;;38;
"2023-03-20 00:00:00";649;;;36;
"2023-03-21 00:00:00";671;;;42;
"2023-03-22 00:00:00";548;;;28;
"2023-03-23 00:00:00";503;;;32;
"2023-03-24 00:00:00";610;;;24;
"2023-03-25 00:00:00";733;;;15;
"2023-03-26 00:00:00";793;;;;
"2023-03-27 00:00:00";873;;;;
"2023-03-28 00:00:00";769;;;19;
"2023-03-29 00:00:00";449;;;14;
"2023-03-30 00:00:00";514;;;15;
"2023-03-31 00:00:00";537;;;17;
"2023-04-01 00:00:00";531;;;10;
"2023-04-02 00:00:00";576;;;9;
"2023-04-03 00:00:00";448;;;28;
"2023-04-04 00:00:00";413;;;17;
"2023-04-05 00:00:00";440;;;12;
"2023-04-06 00:00:00";;;;;
"2023-04-07 00:00:00";;;;;
"2023-04-08 00:00:00";788;;;15;
"2023-04-09 00:00:00";825;;;19;
"2023-04-10 00:00:00";790;;;18;
"2023-04-11 00:00:00";764;;;17;
"2023-04-12 00:00:00";690;;;12;
"2023-04-13 00:00:00";682;;;15;
"2023-04-14 00:00:00";729;;;14;
"2023-04-15 00:00:00";707;;;13;
"2023-04-16 00:00:00";618;;;11;
"2023-04-17 00:00:00";635;;;11;
"2023-04-18 00:00:00";589;;;13;
"2023-04-19 00:00:00";573;;;16;
"2023-04-20 00:00:00";573;;;21;
"2023-04-21 00:00:00";559;;;25;
"2023-04-22 00:00:00";667;;;26;
"2023-04-23 00:00:00";663;;;25;
"2023-04-24 00:00:00";709;;;21;
"2023-04-25 00:00:00";710;;;13;
"2023-04-26 00:00:00";646;;;12;1,5
"2023-04-27 00:00:00";751;;;17;1,5
"2023-04-28 00:00:00";843;;;26;1,6
"2023-04-29 00:00:00";692;;;18;1,5
"2023-04-30 00:00:00";727;;;17;1,6
"2023-05-01 00:00:00";681;;;12;1,2
"2023-05-02 00:00:00";831;;;22;1,5
"2023-05-03 00:00:00";735;;;18;1,3
"2023-05-04 00:00:00";680;;;12;1,0
"2023-05-05 00:00:00";760;;;18;1,0
"2023-05-06 00:00:00";759;;;17;1,1
"2023-05-07 00:00:00";759;;;12;1,0
"2023-05-08 00:00:00";699;;;15;1,4
"2023-05-09 00:00:00";705;;;12;0,8
"2023-05-10 00:00:00";676;;;13;1,4
"2023-05-11 00:00:00";661;;;14;1,3
"2023-05-12 00:00:00";697;;;14;1,5
"2023-05-13 00:00:00";730;;;12;1,3
"2023-05-14 00:00:00";772;;;12;1,7
"2023-05-15 00:00:00";858;;;15;2,3
"2023-05-16 00:00:00";934;;;17;2,7
"2023-05-17 00:00:00";987;;;18;2,8
"2023-05-18 00:00:00";781;;;8;2,3
"2023-05-19 00:00:00";846;;;15;2,6
"2023-05-20 00:00:00";842;;;16;2,9
"2023-05-21 00:00:00";826;;;14;3,4
"2023-05-22 00:00:00";820;;;18;4,0
"2023-05-23 00:00:00";778;;;17;4,2
"2023-05-24 00:00:00";822;;;15;4,3
"2023-05-25 00:00:00";723;;;17;4,1
"2023-05-26 00:00:00";698;;;23;4,8
"2023-05-27 00:00:00";664;;;16;4,4
"2023-05-28 00:00:00";666;;;13;5,2
"2023-05-29 00:00:00";738;;;15;5,3
"2023-05-30 00:00:00";728;;;18;6,0
"2023-05-31 00:00:00";707;;;19;6,5
"2023-06-01 00:00:00";746;;;20;6,2
"2023-06-02 00:00:00";792;;;21;6,7
"2023-06-03 00:00:00";656;;;11;5,7
"2023-06-04 00:00:00";667;;;12;6,5
"2023-06-05 00:00:00";758;;;17;5,9
"2023-06-06 00:00:00";1016;;;12;5,9
"2023-06-07 00:00:00";1044;;;15;6,2
"2023-06-08 00:00:00";804;;;17;7,0
"2023-06-09 00:00:00";515;;;14;6,2
"2023-06-10 00:00:00";549;;;12;6,4
"2023-06-11 00:00:00";533;;;10;5,9
"2023-06-12 00:00:00";550;;;9;5,6
"2023-06-13 00:00:00";562;;;10;5,8
"2023-06-14 00:00:00";619;;;16;5,7
"2023-06-15 00:00:00";595;;;14;5,4
"2023-06-16 00:00:00";631;;;11;5,5
"2023-06-17 00:00:00";548;;;8;5,5
"2023-06-18 00:00:00";630;;;17;5,7
"2023-06-19 00:00:00";634;;;16;5,2
"2023-06-20 00:00:00";724;;;19;6,1
"2023-06-21 00:00:00";761;;;26;6,0
"2023-06-22 00:00:00";739;;;19;5,4
"2023-06-23 00:00:00";755;;;25;5,4
"2023-06-24 00:00:00";709;;;10;5,5
"2023-06-25 00:00:00";707;;;10;5,7
"2023-06-26 00:00:00";;;;17;6,3
"2023-06-27 00:00:00";;;;20;6,3
"2023-06-28 00:00:00";;;;13;6,2
"2023-06-29 00:00:00";;;;14;6,0
"2023-06-30 00:00:00";;;;20;6,6
"2023-07-01 00:00:00";;;;18;7,5
"2023-07-02 00:00:00";;;;34;7,0
"2023-07-03 00:00:00";;;;13;6,2
"2023-07-04 00:00:00";;;;19;6,2
"2023-07-05 00:00:00";;;;18;6,4
"2023-07-06 00:00:00";;;;18;
"2023-07-07 00:00:00";;;;12;
"2023-07-08 00:00:00";;;;14;
"2023-07-09 00:00:00";;;;16;
"2023-07-10 00:00:00";;;;24;
"2023-07-11 00:00:00";184;;;22;
"2023-07-12 00:00:00";177;;;25;
"2023-07-13 00:00:00";147;;;16;
"2023-07-14 00:00:00";96;;;11;
"2023-07-15 00:00:00";103;;;14;
"2023-07-16 00:00:00";99;;;15;
"2023-07-17 00:00:00";150;;;23;
"2023-07-18 00:00:00";164;;;15;
"2023-07-19 00:00:00";125;;;21;
"2023-07-20 00:00:00";126;;;15;
"2023-07-21 00:00:00";124;;;13;
"2023-07-22 00:00:00";122;;;11;
"2023-07-23 00:00:00";149;;;12;
"2023-07-24 00:00:00";187;;;22;
"2023-07-25 00:00:00";182;;;20;
"2023-07-26 00:00:00";169;;;10;
"2023-07-27 00:00:00";170;;;11;
"2023-07-28 00:00:00";232;;;16;
"2023-07-29 00:00:00";245;;;17;
"2023-07-30 00:00:00";219;;;12;
"2023-07-31 00:00:00";252;;;11;
"2023-08-01 00:00:00";271;;;14;
"2023-08-02 00:00:00";300;;;11;
"2023-08-03 00:00:00";306;;;;
"2023-08-04 00:00:00";284;;;17;
"2023-08-05 00:00:00";335;;;21;
"2023-08-06 00:00:00";296;;;;
"2023-08-07 00:00:00";283;;;7;
"2023-08-08 00:00:00";344;;;12;
"2023-08-09 00:00:00";367;;;12;
"2023-08-10 00:00:00";381;;;14;
"2023-08-11 00:00:00";386;;;12;
"2023-08-12 00:00:00";440;;;17;
"2023-08-13 00:00:00";433;;;16;
"2023-08-14 00:00:00";450;;;;
"2023-08-15 00:00:00";472;;;;
"2023-08-16 00:00:00";463;;;21;
"2023-08-17 00:00:00";433;;;20;
"2023-08-18 00:00:00";392;;;18;
"2023-08-19 00:00:00";372;;;21;
"2023-08-20 00:00:00";375;;;21;
"2023-08-21 00:00:00";329;;;21;
"2023-08-22 00:00:00";311;;;22;
"2023-08-23 00:00:00";295;;;23;
"2023-08-24 00:00:00";220;;;17;
"2023-08-25 00:00:00";;;;;
"2023-08-26 00:00:00";;;;;
"2023-08-27 00:00:00";165;;;24;
"2023-08-28 00:00:00";188;;;26;
"2023-08-29 00:00:00";60;;;22;
"2023-08-30 00:00:00";63;;;14;
"2023-08-31 00:00:00";;;;15;
"2023-09-01 00:00:00";127;;;16;
"2023-09-02 00:00:00";70;;;13;
"2023-09-03 00:00:00";26;;;10;
"2023-09-04 00:00:00";40;;;10;
"2023-09-05 00:00:00";80;;;12;
"2023-09-06 00:00:00";99;;;12;
"2023-09-07 00:00:00";132;;;14;
"2023-09-08 00:00:00";179;;;17;
"2023-09-09 00:00:00";157;;;16;
"2023-09-10 00:00:00";179;;;32;
"2023-09-11 00:00:00";303;;;35;
"2023-09-12 00:00:00";374;;;36;
"2023-09-13 00:00:00";376;;;41;
"2023-09-14 00:00:00";255;;;35;
"2023-09-15 00:00:00";213;;;9;
"2023-09-16 00:00:00";335;;;16;
"2023-09-17 00:00:00";288;;;16;
"2023-09-18 00:00:00";334;;;18;
"2023-09-19 00:00:00";302;;;17;
"2023-09-20 00:00:00";340;;;15;
"2023-09-21 00:00:00";336;;;16;
"2023-09-22 00:00:00";335;;;24;
"2023-09-23 00:00:00";303;;;21;
"2023-09-24 00:00:00";278;;;8;
"2023-09-25 00:00:00";343;;;16;
"2023-09-26 00:00:00";367;;;25;
"2023-09-27 00:00:00";369;;;24;
"2023-09-28 00:00:00";417;;;26;
"2023-09-29 00:00:00";453;;;27;
"2023-09-30 00:00:00";453;;;27;
"2023-10-01 00:00:00";369;;;11;
"2023-10-02 00:00:00";510;;;20;
"2023-10-03 00:00:00";597;;;24;
"2023-10-04 00:00:00";527;;;17;
"2023-10-05 00:00:00";623;35,2;77,7;17;
"2023-10-06 00:00:00";708;38,9;84,5;22;
"2023-10-07 00:00:00";612;25,5;44,4;20;
"2023-10-08 00:00:00";546;8,0;12,7;12;
"2023-10-09 00:00:00";839;34,8;128,9;19;
"2023-10-10 00:00:00";722;26,8;49,5;18;
"2023-10-11 00:00:00";835;42,7;99,4;27;
"2023-10-12 00:00:00";785;43,8;88,9;27;
"2023-10-13 00:00:00";405;41,7;81,5;36;
"2023-10-14 00:00:00";175;43,4;79,2;36;
"2023-10-15 00:00:00";32;12,5;22,1;15;
"2023-10-16 00:00:00";229;33,4;100,3;16;
"2023-10-17 00:00:00";427;37,2;99,1;24;
"2023-10-18 00:00:00";469;33,7;70,7;27;
"2023-10-19 00:00:00";370;29,4;74,6;17;
"2023-10-20 00:00:00";267;29,5;69,0;29;
"2023-10-21 00:00:00";334;32,6;77,4;29;
"2023-10-22 00:00:00";206;13,9;29,6;16;
"2023-10-23 00:00:00";397;27,6;64,2;14;
"2023-10-24 00:00:00";390;35,3;79,7;28;
"2023-10-25 00:00:00";376;26,0;66,6;20;
"2023-10-26 00:00:00";281;28,1;71,6;14;
"2023-10-27 00:00:00";186;20,3;53,5;8;
"2023-10-28 00:00:00";237;24,8;55,4;8;
"2023-10-29 00:00:00";241;19,2;39,4;12;
"2023-10-30 00:00:00";288;32,9;71,7;18;
"2023-10-31 00:00:00";249;27,6;56,4;14;
"2023-11-01 00:00:00";308;19,3;43,2;11;
"2023-11-02 00:00:00";372;26,6;60,6;15;
"2023-11-03 00:00:00";367;28,1;69,9;14;
"2023-11-04 00:00:00";426;24,3;64,4;14;
"2023-11-05 00:00:00";319;14,7;32,0;9;
"2023-11-06 00:00:00";516;37,1;111,4;16;
"2023-11-07 00:00:00";774;39,4;135,5;28;
"2023-11-08 00:00:00";435;21,7;51,1;11;
"2023-11-09 00:00:00";558;37,4;89,6;20;
"2023-11-10 00:00:00";631;35,4;97,3;23;
"2023-11-11 00:00:00";457;16,6;36,2;13;
"2023-11-12 00:00:00";493;21,4;54,8;9;
"2023-11-13 00:00:00";700;36,9;110,0;22;
"2023-11-14 00:00:00";558;29,4;72,9;13;
"2023-11-15 00:00:00";515;23,6;54,3;9;
"2023-11-16 00:00:00";696;33,7;117,5;19;
"2023-11-17 00:00:00";614;25,8;67,6;10;
"2023-11-18 00:00:00";520;7,9;20,2;;
"2023-11-19 00:00:00";612;16,8;51,4;12;
"2023-11-20 00:00:00";724;28,3;92,6;17;
"2023-11-21 00:00:00";771;27,4;77,5;22;
"2023-11-22 00:00:00";669;10,8;30,5;11;
"2023-11-23 00:00:00";739;26,4;77,7;21;
"2023-11-24 00:00:00";818;29,5;73,5;17;
"2023-11-25 00:00:00";788;20,1;42,1;11;
"2023-11-26 00:00:00";823;17,8;31,2;11;
"2023-11-27 00:00:00";923;29,4;92,6;12;
"2023-11-28 00:00:00";925;31,4;75,6;10;
"2023-11-29 00:00:00";1060;29,5;80,0;21;
"2023-11-30 00:00:00";1135;31,4;90,3;19;
"2023-12-01 00:00:00";1036;24,6;56,1;12;
"2023-12-02 00:00:00";1160;18,3;47,3;17;
"2023-12-03 00:00:00";1064;22,6;52,4;14;
"2023-12-04 00:00:00";1205;33,4;98,2;23;
"2023-12-05 00:00:00";;30,5;94,3;33;
"2023-12-06 00:00:00";;30,9;63,1;29;
"2023-12-07 00:00:00";;26,1;83,4;19;
"2023-12-08 00:00:00";;26,9;73,9;26;
"2023-12-09 00:00:00";;21,5;49,6;21;
"2023-12-10 00:00:00";;19,5;47,3;17;
"2023-12-11 00:00:00";;27,5;80,4;15;
"2023-12-12 00:00:00";;35,3;95,4;20;
"2023-12-13 00:00:00";;28,7;70,5;12;
"2023-12-14 00:00:00";;24,7;59,9;15;
"2023-12-15 00:00:00";;22,1;49,1;12;
"2023-12-16 00:00:00";;43,6;186,1;33;
"2023-12-17 00:00:00";;20,8;55,6;21;
"2023-12-18 00:00:00";;40,3;147,9;43;
"2023-12-19 00:00:00";;35,3;93,5;35;
"2023-12-20 00:00:00";745;28,3;79,4;33;
"2023-12-21 00:00:00";331;23,1;68,3;14;
"2023-12-22 00:00:00";;13,5;33,2;10;
"2023-12-23 00:00:00";;9,0;26,1;7;
"2023-12-24 00:00:00";;17,1;40,7;7;
"2023-12-25 00:00:00";;10,3;28,4;10;
"2023-12-26 00:00:00";;15,2;37,7;13;
"2023-12-27 00:00:00";;26,1;80,0;16;
"2023-12-28 00:00:00";;31,9;80,8;20;
"2023-12-29 00:00:00";;26,7;68,6;27;
"2023-12-30 00:00:00";;24,5;62,4;22;
"2023-12-31 00:00:00";;20,2;45,5;19;
