Date;"CO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)";"SO2 (ug/m3)"
"2022-01-01 00:00:00";1101;28,2;129,2;28;7,0
"2022-01-02 00:00:00";985;21,0;70,7;17;6,5
"2022-01-03 00:00:00";708;28,1;67,7;12;7,4
"2022-01-04 00:00:00";757;26,3;62,6;17;9,3
"2022-01-05 00:00:00";715;32,0;64,9;14;9,2
"2022-01-06 00:00:00";649;23,9;46,2;11;7,1
"2022-01-07 00:00:00";784;34,7;69,2;23;7,0
"2022-01-08 00:00:00";934;32,2;49,8;34;6,2
"2022-01-09 00:00:00";827;35,6;55,4;27;6,7
"2022-01-10 00:00:00";1290;22,5;38,7;22;7,5
"2022-01-11 00:00:00";507;12,2;21,0;13;3,9
"2022-01-12 00:00:00";616;24,1;40,2;24;1,9
"2022-01-13 00:00:00";889;43,6;96,9;54;1,8
"2022-01-14 00:00:00";880;39,9;87,2;41;2,6
"2022-01-15 00:00:00";1047;45,4;75,9;60;3,4
"2022-01-16 00:00:00";753;25,4;38,3;21;
"2022-01-17 00:00:00";675;25,9;62,6;17;
"2022-01-18 00:00:00";683;42,3;78,1;17;
"2022-01-19 00:00:00";876;51,4;154,1;30;3,8
"2022-01-20 00:00:00";751;33,7;74,6;18;4,9
"2022-01-21 00:00:00";674;32,8;80,3;15;4,2
"2022-01-22 00:00:00";684;27,0;55,1;13;4,0
"2022-01-23 00:00:00";602;11,8;15,5;13;3,3
"2022-01-24 00:00:00";829;42,7;137,6;40;3,1
"2022-01-25 00:00:00";723;39,4;87,7;50;1,6
"2022-01-26 00:00:00";681;33,4;86,1;47;2,7
"2022-01-27 00:00:00";481;28,6;78,2;25;3,1
"2022-01-28 00:00:00";287;25,9;44,2;16;3,5
"2022-01-29 00:00:00";301;25,9;43,3;13;2,7
"2022-01-30 00:00:00";210;13,1;19,0;12;3,1
"2022-01-31 00:00:00";303;28,8;56,3;22;3,5
