Date;"CO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)";"SO2 (ug/m3)"
"2015-01-01 00:00:00";1162;30,2;62,7;;2,4
"2015-01-02 00:00:00";1111;30,3;52,3;;2,5
"2015-01-03 00:00:00";943;40,6;89,0;47;2,2
"2015-01-04 00:00:00";773;27,7;44,3;16;1,0
"2015-01-05 00:00:00";1246;47,8;129,0;34;2,2
"2015-01-06 00:00:00";780;21,7;32,5;20;1,8
"2015-01-07 00:00:00";1113;41,0;72,0;53;2,6
"2015-01-08 00:00:00";995;42,6;87,4;;4,3
"2015-01-09 00:00:00";534;44,8;116,0;;9,6
"2015-01-10 00:00:00";506;51,3;153,1;;5,5
"2015-01-11 00:00:00";328;36,8;81,4;12;4,4
"2015-01-12 00:00:00";328;39,1;94,6;14;1,9
"2015-01-13 00:00:00";606;49,2;125,9;28;5,5
"2015-01-14 00:00:00";1504;77,7;260,1;73;10,5
"2015-01-15 00:00:00";793;47,1;115,7;43;5,9
"2015-01-16 00:00:00";850;46,0;122,1;52;6,7
"2015-01-17 00:00:00";683;46,1;96,9;40;10,2
"2015-01-18 00:00:00";781;41,3;93,2;43;8,3
"2015-01-19 00:00:00";778;27,6;61,9;35;5,2
"2015-01-20 00:00:00";790;32,2;100,4;30;3,6
"2015-01-21 00:00:00";870;40,2;122,1;43;4,8
"2015-01-22 00:00:00";815;37,5;102,6;40;4,9
"2015-01-23 00:00:00";717;25,8;55,0;31;2,6
"2015-01-24 00:00:00";660;18,8;38,8;13;3,1
"2015-01-25 00:00:00";645;17,5;35,4;18;2,4
"2015-01-26 00:00:00";735;28,0;55,0;30;3,8
"2015-01-27 00:00:00";943;45,7;121,1;43;3,2
"2015-01-28 00:00:00";990;44,5;108,4;46;3,3
"2015-01-29 00:00:00";612;39,0;94,5;32;4,7
"2015-01-30 00:00:00";222;25,3;48,8;16;8,0
"2015-01-31 00:00:00";282;29,6;58,8;14;2,6
"2015-02-01 00:00:00";840;36,1;86,4;41;3,0
"2015-02-02 00:00:00";747;45,5;120,0;46;2,9
"2015-02-03 00:00:00";856;64,3;167,7;44;3,7
"2015-02-04 00:00:00";578;32,6;69,3;31;2,9
"2015-02-05 00:00:00";409;24,7;44,0;25;2,7
"2015-02-06 00:00:00";318;15,9;26,0;21;2,9
"2015-02-07 00:00:00";438;25,4;50,7;25;3,6
"2015-02-08 00:00:00";452;20,6;35,4;25;3,6
"2015-02-09 00:00:00";390;25,1;44,3;17;3,3
"2015-02-10 00:00:00";556;30,6;54,0;28;2,6
"2015-02-11 00:00:00";918;47,6;108,3;48;3,7
"2015-02-12 00:00:00";1202;64,4;175,7;70;6,4
"2015-02-13 00:00:00";866;59,2;105,9;69;7,6
"2015-02-14 00:00:00";839;54,0;87,4;68;9,7
"2015-02-15 00:00:00";1024;60,6;109,6;68;7,4
"2015-02-16 00:00:00";552;31,3;55,2;42;6,8
"2015-02-17 00:00:00";349;29,9;56,5;19;4,8
"2015-02-18 00:00:00";753;61,8;153,7;45;6,7
"2015-02-19 00:00:00";619;56,2;151,0;54;7,1
"2015-02-20 00:00:00";1143;66,5;170,4;84;8,5
"2015-02-21 00:00:00";760;50,8;86,9;73;19,1
"2015-02-22 00:00:00";700;42,9;75,5;58;14,4
"2015-02-23 00:00:00";708;49,2;116,2;40;8,6
"2015-02-24 00:00:00";539;38,4;97,6;38;9,5
"2015-02-25 00:00:00";420;23,3;51,1;29;7,1
"2015-02-26 00:00:00";435;26,4;57,5;18;5,6
"2015-02-27 00:00:00";439;31,2;73,5;29;3,8
"2015-02-28 00:00:00";353;23,0;38,1;24;2,4
"2015-03-01 00:00:00";461;32,5;65,4;36;4,8
"2015-03-02 00:00:00";383;39,9;91,3;28;4,7
"2015-03-03 00:00:00";234;30,8;62,0;13;2,5
"2015-03-04 00:00:00";339;37,6;81,1;19;3,1
"2015-03-05 00:00:00";302;25,9;47,6;20;2,6
"2015-03-06 00:00:00";273;19,9;36,1;17;2,9
"2015-03-07 00:00:00";607;29,0;45,6;34;4,9
"2015-03-08 00:00:00";1139;59,8;148,1;58;5,4
