Date,CO,NO2,NOx,O3,PM10,PM2.5,SO2
2014-06-29 00:00:00,270,6.9,7.6,"88,9",23.0,,7.3
2014-06-30 00:00:00,301,9.2,10.0,"73,7",22.0,,5.8
2014-07-01 00:00:00,346,9.4,10.9,"64,4",9.0,,3.3
2014-07-02 00:00:00,337,14.1,16.5,"72,3",13.0,,3.3
2014-07-03 00:00:00,347,20.5,24.3,"68,1",11.0,,2.9
2014-07-04 00:00:00,300,24.6,32.2,"66,4",16.0,,3.4
2014-07-05 00:00:00,205,17.7,19.2,"74,9",17.0,,4.8
2014-07-06 00:00:00,214,14.9,16.1,"77,1",21.0,,3.9
2014-07-07 00:00:00,230,26.9,29.1,"76,8",26.0,,3.6
2014-07-08 00:00:00,235,13.4,14.5,"71,3",26.0,,4.0
2014-07-09 00:00:00,246,11.9,13.2,"55,7",14.0,,2.8
2014-07-10 00:00:00,240,11.1,12.1,"64,9",11.0,,3.0
2014-07-11 00:00:00,263,14.1,16.0,"47,1",9.0,,2.5
2014-07-12 00:00:00,261,9.4,10.3,"49,0",9.0,,2.5
2014-07-13 00:00:00,259,9.8,10.7,"61,4",15.0,,2.4
2014-07-14 00:00:00,270,15.9,17.6,"64,0",18.0,,2.3
2014-07-15 00:00:00,279,15.8,18.2,"65,2",19.0,,2.3
2014-07-16 00:00:00,289,15.6,17.3,"83,7",23.0,,3.2
2014-07-17 00:00:00,296,15.7,17.5,"73,9",21.0,,3.1
2014-07-18 00:00:00,308,12.9,14.5,"68,5",20.0,,2.9
2014-07-19 00:00:00,312,16.6,19.9,"72,9",17.0,,3.2
2014-07-20 00:00:00,321,16.9,19.8,"75,0",21.0,,3.0
2014-07-21 00:00:00,329,10.6,11.4,"79,7",25.0,,2.2
2014-07-22 00:00:00,349,12.3,13.5,"53,3",18.0,,1.5
2014-07-23 00:00:00,355,15.9,17.9,"54,8",7.0,,1.4
2014-07-24 00:00:00,358,12.3,13.7,"57,6",12.0,,1.4
2014-07-25 00:00:00,362,18.3,20.9,"63,3",17.0,,1.4
2014-07-26 00:00:00,379,15.1,16.7,"62,9",17.0,,1.4
2014-07-27 00:00:00,382,8.9,10.2,"74,2",18.0,,1.8
2014-07-28 00:00:00,390,13.0,14.7,"65,7",19.0,,1.3
2014-07-29 00:00:00,405,11.9,12.7,"66,3",15.0,,1.7
2014-07-30 00:00:00,302,12.9,14.7,"62,7",19.0,,3.8
2014-07-31 00:00:00,217,13.1,14.1,"79,6",14.0,,2.7
2014-08-01 00:00:00,224,14.9,17.5,"73,2",22.0,,2.9
2014-08-02 00:00:00,231,22.2,26.8,"78,5",26.0,,3.3
2014-08-03 00:00:00,244,18.1,19.9,"75,7",25.0,,2.9
2014-08-04 00:00:00,249,16.6,20.1,"65,3",25.0,,3.2
2014-08-05 00:00:00,249,13.5,14.3,"91,9",22.0,,2.6
2014-08-06 00:00:00,264,14.8,16.2,"78,7",24.0,,3.3
2014-08-07 00:00:00,271,13.4,14.5,"71,5",20.0,,2.5
2014-08-08 00:00:00,286,16.0,17.4,"50,4",17.0,,2.2
2014-08-09 00:00:00,287,16.6,18.5,"61,0",17.0,,2.4
2014-08-10 00:00:00,289,16.3,17.5,"73,9",21.0,,2.5
2014-08-11 00:00:00,293,12.1,13.4,"75,4",24.0,,3.1
2014-08-12 00:00:00,298,11.1,12.3,"49,8",17.0,,2.2
2014-08-13 00:00:00,309,12.0,14.9,"71,6",31.0,,4.9
2014-08-14 00:00:00,,,,,,,
2014-08-15 00:00:00,315,11.3,12.8,"53,0",12.0,,1.9
2014-08-16 00:00:00,314,9.3,10.0,"63,8",8.0,,1.9
2014-08-17 00:00:00,319,11.5,12.6,"61,1",10.0,,2.4
2014-08-18 00:00:00,316,11.8,13.1,"60,0",12.0,,1.9
2014-08-19 00:00:00,330,14.1,15.8,"68,3",20.0,,4.4
2014-08-20 00:00:00,336,12.5,14.6,"70,2",19.0,,2.2
2014-08-21 00:00:00,341,14.9,16.4,"59,8",13.0,,1.9
2014-08-22 00:00:00,342,14.5,16.2,"68,5",11.0,,2.4
2014-08-23 00:00:00,352,27.2,42.3,"63,8",16.0,,2.1
2014-08-24 00:00:00,359,11.8,13.1,"55,0",13.0,,1.8
2014-08-25 00:00:00,293,21.7,37.4,"47,3",16.0,,3.3
2014-08-26 00:00:00,240,17.4,22.5,"51,5",19.0,,6.1
2014-08-27 00:00:00,239,8.5,9.7,"56,5",15.0,,4.0
2014-08-28 00:00:00,244,14.4,16.2,"69,8",15.0,,4.2
2014-08-29 00:00:00,261,20.0,22.0,"65,9",20.0,,3.9
2014-08-30 00:00:00,275,20.9,24.9,"61,3",24.0,,6.1
2014-08-31 00:00:00,269,18.1,20.2,"66,9",26.0,,5.4
2014-09-01 00:00:00,270,30.1,36.9,"58,4",24.0,,4.6
2014-09-02 00:00:00,275,23.3,30.8,"64,8",29.0,,4.2
2014-09-03 00:00:00,302,39.3,47.2,"52,1",38.0,,4.9
2014-09-04 00:00:00,307,39.7,46.2,"57,5",37.0,,5.2
2014-09-05 00:00:00,318,31.0,34.9,"61,0",33.0,,4.6
2014-09-06 00:00:00,323,18.8,21.3,"58,1",29.0,,4.6
2014-09-07 00:00:00,328,13.7,15.3,"64,7",29.0,,4.9
2014-09-08 00:00:00,341,26.3,40.4,"50,9",31.0,,4.3
2014-09-09 00:00:00,333,20.4,24.1,"54,7",32.0,,3.8
2014-09-10 00:00:00,340,20.5,22.7,"49,8",26.0,,3.4
2014-09-11 00:00:00,344,17.8,21.1,"55,1",18.0,,4.5
2014-09-12 00:00:00,350,16.7,18.2,"61,3",21.0,,4.0
2014-09-13 00:00:00,361,23.2,28.7,"38,5",21.0,,3.3
2014-09-14 00:00:00,382,23.8,29.1,"30,9",21.0,,3.2
2014-09-15 00:00:00,377,14.2,19.1,"42,5",24.0,,3.6
2014-09-16 00:00:00,393,28.2,46.5,"22,5",30.0,,2.7
2014-09-17 00:00:00,373,16.3,21.1,"38,5",25.0,,1.3
2014-09-18 00:00:00,427,28.4,79.4,"37,6",30.0,,3.5
2014-09-19 00:00:00,390,21.8,32.3,"55,6",28.0,,4.0
2014-09-20 00:00:00,379,8.4,9.5,"61,2",25.0,,4.2
2014-09-21 00:00:00,388,10.1,11.8,"37,4",16.0,,1.1
2014-09-22 00:00:00,375,11.6,13.7,"43,2",10.0,,1.3
2014-09-23 00:00:00,381,18.9,24.1,"44,3",10.0,,1.8
2014-09-24 00:00:00,400,21.0,31.9,"43,7",16.0,,1.9
2014-09-25 00:00:00,436,26.3,35.3,"37,3",24.0,,1.8
2014-09-26 00:00:00,426,24.9,32.1,"31,9",15.0,,1.5
2014-09-27 00:00:00,408,12.3,14.8,"48,3",14.0,,2.3
2014-09-28 00:00:00,480,19.0,43.3,"45,5",25.0,,2.3
2014-09-29 00:00:00,503,23.8,60.4,"34,6",31.0,,2.2
2014-09-30 00:00:00,474,29.7,66.1,"35,3",28.0,,2.6
2014-10-01 00:00:00,472,34.4,57.0,"39,1",33.0,,2.7
2014-10-02 00:00:00,435,30.1,43.5,"29,9",13.0,,1.0
2014-10-03 00:00:00,442,17.9,29.4,"14,8",15.0,,0.9
2014-10-04 00:00:00,463,20.1,34.8,"22,2",16.0,,0.9
2014-10-05 00:00:00,477,20.9,33.2,"22,6",18.0,,0.9
2014-10-06 00:00:00,509,29.0,51.5,"28,3",33.0,,3.9
2014-10-07 00:00:00,528,28.6,47.7,"22,4",34.0,,2.1
2014-10-08 00:00:00,,,,,,,
2014-10-09 00:00:00,423,22.6,28.5,"34,8",19.0,,2.7
2014-10-10 00:00:00,367,22.1,34.0,"36,7",30.0,,5.7
2014-10-11 00:00:00,529,27.9,56.9,"34,5",38.0,,5.6
2014-10-12 00:00:00,499,25.6,46.6,"31,3",38.0,,5.4
2014-10-13 00:00:00,412,24.6,37.5,"38,0",43.0,,6.5
2014-10-14 00:00:00,383,21.1,31.7,"38,1",35.0,,2.8
2014-10-15 00:00:00,433,23.0,40.9,"19,2",23.0,,1.3
2014-10-16 00:00:00,353,10.6,12.6,"25,6",18.0,,0.9
2014-10-17 00:00:00,366,15.3,17.8,"25,8",12.0,,0.9
2014-10-18 00:00:00,476,22.8,34.6,"25,7",19.0,,1.3
2014-10-19 00:00:00,665,20.8,33.7,"28,5",25.0,,1.6
2014-10-20 00:00:00,526,12.6,15.3,"35,8",18.0,,2.5
2014-10-21 00:00:00,554,17.3,21.3,"28,8",15.0,,1.1
2014-10-22 00:00:00,528,14.8,20.7,"28,1",10.0,,1.0
2014-10-23 00:00:00,625,16.0,22.6,"17,9",13.0,,1.6
2014-10-24 00:00:00,641,18.4,28.1,"18,3",14.0,,1.4
2014-10-25 00:00:00,813,20.9,34.4,"22,3",22.0,,1.5
2014-10-26 00:00:00,1016,25.2,44.5,"24,4",29.0,,2.4
2014-10-27 00:00:00,1290,37.7,115.7,"22,1",50.0,,3.8
2014-10-28 00:00:00,1800,31.5,135.5,"19,7",84.0,,7.3
2014-10-29 00:00:00,1055,26.4,75.7,"20,2",51.0,,5.4
2014-10-30 00:00:00,816,36.7,95.1,"28,8",45.0,,4.5
2014-10-31 00:00:00,,,,,,,
2014-11-01 00:00:00,577,25.9,39.4,"25,7",34.0,,4.4
2014-11-02 00:00:00,656,29.9,39.1,"28,9",47.0,,2.2
2014-11-03 00:00:00,1181,40.3,116.0,"20,7",70.0,,5.2
2014-11-04 00:00:00,502,23.7,30.5,"39,6",39.0,,6.0
2014-11-05 00:00:00,576,34.0,56.0,"37,6",41.0,,5.0
2014-11-06 00:00:00,800,39.0,70.2,"25,3",53.0,,4.6
2014-11-07 00:00:00,772,33.7,73.4,"21,8",68.0,,5.3
2014-11-08 00:00:00,735,36.3,51.2,"14,9",73.0,,7.8
2014-11-09 00:00:00,724,19.7,28.6,"21,3",59.0,,7.8
2014-11-10 00:00:00,1150,32.1,97.6,"10,3",59.0,,2.3
2014-11-11 00:00:00,1053,37.0,66.3,"19,6",60.0,,7.5
2014-11-12 00:00:00,1129,48.0,95.6,"11,9",71.0,,3.6
2014-11-13 00:00:00,993,46.7,108.6,"9,8",66.0,,2.6
2014-11-14 00:00:00,1416,35.1,128.2,"15,6",84.0,,2.2
2014-11-15 00:00:00,1203,29.1,67.9,"7,3",55.0,,1.6
2014-11-16 00:00:00,831,24.9,40.1,"17,0",33.0,,2.1
2014-11-17 00:00:00,685,28.3,36.1,"20,1",22.0,,2.1
2014-11-18 00:00:00,918,25.3,56.1,"14,0",25.0,,2.7
2014-11-19 00:00:00,808,30.6,54.3,"9,9",24.0,,3.1
2014-11-20 00:00:00,611,15.5,29.9,"10,2",10.0,,2.7
2014-11-21 00:00:00,726,19.5,36.0,"6,7",12.0,,4.5
2014-11-22 00:00:00,957,23.5,53.5,"5,9",31.0,,3.8
2014-11-23 00:00:00,837,27.2,47.0,"21,4",22.0,,4.9
2014-11-24 00:00:00,943,31.8,67.7,"17,6",31.0,,2.1
2014-11-25 00:00:00,1092,29.2,56.0,"9,2",35.0,,3.8
2014-11-26 00:00:00,779,16.1,21.5,"24,5",26.0,,7.1
2014-11-27 00:00:00,729,16.5,21.5,"31,7",27.0,,7.0
2014-11-28 00:00:00,843,23.2,38.7,"21,1",27.0,,1.7
2014-11-29 00:00:00,877,32.7,53.4,"20,3",20.0,,1.2
2014-11-30 00:00:00,831,35.9,54.4,"18,7",25.0,,1.7
2014-12-01 00:00:00,799,28.5,43.3,"24,3",13.0,,1.1
2014-12-02 00:00:00,823,21.2,29.5,"27,6",7.0,,1.4
2014-12-03 00:00:00,1036,45.7,70.6,"16,9",17.0,,2.4
2014-12-04 00:00:00,1800,40.7,180.0,"16,1",55.0,,2.4
2014-12-05 00:00:00,1572,41.9,112.1,"11,7",52.0,,2.2
2014-12-06 00:00:00,1326,31.5,54.6,"11,4",35.0,,1.8
2014-12-07 00:00:00,1226,21.2,31.1,"14,7",33.0,,2.1
2014-12-08 00:00:00,1245,25.6,50.0,"7,2",26.0,,4.1
2014-12-09 00:00:00,1080,20.8,32.6,"19,2",16.0,,2.0
2014-12-10 00:00:00,1119,22.2,33.0,"22,2",20.0,,2.3
2014-12-11 00:00:00,1124,15.1,21.3,"17,8",29.0,,2.0
2014-12-12 00:00:00,1136,13.7,18.5,"27,4",28.0,,6.1
2014-12-13 00:00:00,1151,16.8,34.0,"36,1",18.0,,7.1
2014-12-14 00:00:00,1447,17.6,39.8,"32,8",35.0,,15.0
2014-12-15 00:00:00,1491,25.6,38.1,"24,1",37.0,,13.8
2014-12-16 00:00:00,1419,33.2,50.5,"22,4",41.0,,15.5
2014-12-17 00:00:00,1465,24.5,57.3,"16,6",28.0,,5.1
2014-12-18 00:00:00,1374,18.1,25.5,"14,3",23.0,,1.5
2014-12-19 00:00:00,1313,12.0,16.1,"25,1",26.0,,7.1
2014-12-20 00:00:00,1129,10.1,12.4,"42,5",13.0,,3.2
2014-12-21 00:00:00,1048,11.4,13.4,"48,5",7.0,,3.7
2014-12-22 00:00:00,1154,8.0,10.3,"40,2",14.0,,3.2
2014-12-23 00:00:00,1164,11.6,14.3,"37,2",11.0,,1.7
2014-12-24 00:00:00,1292,9.6,12.9,"36,9",19.0,,1.5
2014-12-25 00:00:00,1247,10.7,14.6,"36,7",13.0,,1.2
2014-12-26 00:00:00,1419,19.8,42.4,"20,2",20.0,,1.9
2014-12-27 00:00:00,1303,11.9,16.1,"32,8",16.0,,2.7
2014-12-28 00:00:00,1453,17.6,29.4,"22,1",25.0,,2.4
2014-12-29 00:00:00,1302,12.3,16.3,"44,0",21.0,,3.9
2014-12-30 00:00:00,1401,13.7,19.2,"46,2",17.0,,2.9
2014-12-31 00:00:00,2450,40.2,137.0,"27,6",64.0,,5.0
2022-01-01 00:00:00,1022,13.8,46.5,"11,2",27.0,29,3.6
2022-01-02 00:00:00,856,9.4,31.5,"20,1",14.0,24,3.2
2022-01-03 00:00:00,608,9.3,15.5,"37,1",11.0,13,3.2
2022-01-04 00:00:00,656,8.0,14.1,"40,2",15.0,15,6.0
2022-01-05 00:00:00,565,8.9,14.0,"45,3",10.0,13,5.2
2022-01-06 00:00:00,550,14.4,21.8,"35,7",8.0,9,3.1
2022-01-07 00:00:00,738,27.0,48.9,"30,4",19.0,17,3.5
2022-01-08 00:00:00,925,28.3,47.9,"13,4",30.0,37,3.5
2022-01-09 00:00:00,780,24.7,38.2,"35,6",22.0,30,3.8
2022-01-10 00:00:00,722,22.5,36.1,"40,4",20.0,35,3.8
2022-01-11 00:00:00,480,13.2,24.0,"57,4",7.0,11,3.3
2022-01-12 00:00:00,562,19.1,29.5,"44,1",18.0,18,3.4
2022-01-13 00:00:00,799,20.2,28.9,"42,9",42.0,51,3.8
2022-01-14 00:00:00,732,14.9,24.3,"44,6",34.0,47,4.8
2022-01-15 00:00:00,972,27.9,42.5,"35,7",52.0,66,4.0
2022-01-16 00:00:00,669,12.5,21.4,"52,2",16.0,30,3.3
2022-01-17 00:00:00,492,13.1,22.0,"39,7",14.0,20,3.2
2022-01-18 00:00:00,387,28.7,49.1,"29,1",16.0,15,3.8
2022-01-19 00:00:00,474,21.1,40.2,"30,1",23.0,22,4.1
2022-01-20 00:00:00,425,11.8,20.9,"36,2",18.0,24,4.6
2022-01-21 00:00:00,366,15.9,28.9,"38,2",12.0,11,4.1
2022-01-22 00:00:00,391,14.9,24.3,"34,8",13.0,13,4.1
2022-01-23 00:00:00,329,9.1,17.0,"51,9",11.0,13,4.1
2022-01-24 00:00:00,686,26.9,63.0,"30,4",31.0,23,5.6
2022-01-25 00:00:00,859,19.3,29.9,"28,7",43.0,51,5.9
2022-01-26 00:00:00,666,13.1,20.5,"24,3",44.0,49,4.5
2022-01-27 00:00:00,500,10.8,18.1,"19,1",19.0,35,4.1
2022-01-28 00:00:00,431,14.7,21.0,"39,2",10.0,18,4.3
2022-01-29 00:00:00,412,11.8,18.1,"50,3",8.0,10,4.1
2022-01-30 00:00:00,362,5.2,9.4,"60,8",12.0,9,3.5
2022-01-31 00:00:00,407,10.9,16.2,"47,5",19.0,13,3.7
2022-02-01 00:00:00,627,27.1,43.1,"30,2",29.0,23,4.7
2022-02-02 00:00:00,637,16.1,32.2,"34,4",19.0,19,4.2
2022-02-03 00:00:00,594,24.7,45.3,"34,0",14.0,23,4.6
2022-02-04 00:00:00,612,17.7,25.1,"46,2",18.0,16,5.7
2022-02-05 00:00:00,608,17.3,24.4,"36,4",19.0,25,5.3
2022-02-06 00:00:00,465,8.4,14.0,"45,3",9.0,14,5.1
2022-02-07 00:00:00,538,18.8,25.0,"41,8",11.0,12,4.6
2022-02-08 00:00:00,477,13.1,18.6,"47,5",11.0,10,4.1
2022-02-09 00:00:00,551,13.0,26.3,"30,6",13.0,13,4.2
2022-02-10 00:00:00,651,17.5,28.8,"31,6",18.0,19,5.2
2022-02-11 00:00:00,618,16.3,29.5,"37,5",23.0,30,4.6
2022-02-12 00:00:00,607,23.0,32.9,"46,6",15.0,17,4.6
2022-02-13 00:00:00,704,25.6,34.8,"41,6",24.0,23,4.9
2022-02-14 00:00:00,815,25.1,40.2,"39,8",32.0,31,6.4
2022-02-15 00:00:00,661,14.6,20.4,"49,4",21.0,24,6.9
2022-02-16 00:00:00,703,16.0,23.2,"30,2",22.0,29,4.7
2022-02-17 00:00:00,532,7.4,11.4,"54,3",9.0,15,5.5
2022-02-18 00:00:00,472,7.5,11.9,"63,0",8.0,8,3.8
2022-02-19 00:00:00,474,8.6,13.0,"53,6",10.0,11,4.7
2022-02-20 00:00:00,527,11.0,16.3,"42,8",10.0,10,4.2
2022-02-21 00:00:00,570,9.7,14.5,"41,6",13.0,13,7.5
2022-02-22 00:00:00,700,24.2,35.2,"29,4",18.0,20,4.7
2022-02-23 00:00:00,680,21.0,36.2,"19,6",13.0,17,4.3
2022-02-24 00:00:00,855,28.3,60.0,"30,4",24.0,20,5.2
2022-02-25 00:00:00,655,19.9,31.1,"46,2",18.0,23,5.7
2022-02-26 00:00:00,560,10.2,15.8,"59,9",12.0,13,4.9
2022-02-27 00:00:00,534,11.3,18.8,"62,7",9.0,12,4.3
2022-02-28 00:00:00,542,13.1,21.2,"58,1",10.0,13,4.2
2022-03-01 00:00:00,530,14.1,22.9,"57,3",11.0,11,4.8
2022-03-02 00:00:00,581,14.5,22.0,"61,8",14.0,11,4.6
2022-03-03 00:00:00,637,23.9,32.4,"59,5",21.0,23,5.7
2022-03-04 00:00:00,619,17.6,25.2,"65,5",26.0,29,5.4
2022-03-05 00:00:00,587,14.4,23.3,"57,7",12.0,18,4.1
2022-03-06 00:00:00,609,17.7,28.8,"58,7",15.0,14,4.6
2022-03-07 00:00:00,594,12.7,21.0,"60,5",19.0,18,5.0
2022-03-08 00:00:00,622,17.8,24.0,"55,6",14.0,17,4.4
2022-03-09 00:00:00,646,15.3,21.4,"52,8",12.0,14,4.1
2022-03-10 00:00:00,585,21.0,33.7,"61,9",13.0,15,4.3
2022-03-11 00:00:00,595,26.8,39.9,"59,8",16.0,12,4.4
2022-03-12 00:00:00,700,20.2,29.8,"58,8",19.0,16,4.6
2022-03-13 00:00:00,995,29.7,55.6,"48,6",34.0,26,5.4
2022-03-14 00:00:00,1225,43.2,85.5,"41,7",50.0,45,6.3
2022-03-15 00:00:00,1036,33.9,52.9,"50,5",38.0,43,8.1
2022-03-16 00:00:00,884,24.5,32.3,"55,0",32.0,36,5.4
2022-03-17 00:00:00,958,29.1,51.1,"55,4",39.0,37,4.2
2022-03-18 00:00:00,1019,29.6,67.9,"44,0",41.0,39,5.6
2022-03-19 00:00:00,962,27.3,42.6,"60,7",28.0,39,4.6
2022-03-20 00:00:00,734,26.2,34.7,"61,6",19.0,19,4.4
2022-03-21 00:00:00,818,32.7,50.5,"67,3",25.0,23,4.6
2022-03-22 00:00:00,807,30.9,39.0,"73,9",32.0,30,6.3
2022-03-23 00:00:00,938,39.1,81.4,"64,8",45.0,31,5.9
2022-03-24 00:00:00,861,26.7,41.3,"66,1",38.0,38,5.2
2022-03-25 00:00:00,856,21.3,24.9,"73,8",29.0,19,4.5
2022-03-26 00:00:00,896,25.4,36.3,"63,4",27.0,23,4.4
2022-03-27 00:00:00,910,22.7,25.8,"61,3",37.0,20,4.3
2022-03-28 00:00:00,942,24.0,40.1,"57,5",28.0,21,4.7
2022-03-29 00:00:00,837,9.2,11.4,"83,9",33.0,21,4.6
2022-03-30 00:00:00,851,9.4,12.4,"76,5",35.0,26,4.2
2022-03-31 00:00:00,929,17.1,21.2,"51,1",34.0,21,4.8
2022-04-01 00:00:00,882,11.5,16.0,"41,4",17.0,16,4.6
2022-04-02 00:00:00,846,12.9,17.0,"52,6",7.0,9,3.5
2022-04-03 00:00:00,824,10.3,14.6,"76,8",10.0,14,3.6
2022-04-04 00:00:00,803,12.1,15.4,"75,4",11.0,11,3.9
2022-04-05 00:00:00,823,9.6,13.2,"69,5",11.0,12,4.2
2022-04-06 00:00:00,863,13.3,18.7,"63,9",12.0,11,4.4
2022-04-07 00:00:00,904,14.8,18.6,"57,8",17.0,16,4.3
2022-04-08 00:00:00,825,7.4,14.7,"64,9",12.0,11,3.8
2022-04-09 00:00:00,788,9.5,22.6,"64,2",9.0,8,4.5
2022-04-10 00:00:00,765,8.5,21.1,"74,7",10.0,11,4.6
2022-04-11 00:00:00,963,21.3,30.1,"62,3",18.0,11,5.1
2022-04-12 00:00:00,1049,29.6,43.7,"55,8",22.0,21,5.3
2022-04-13 00:00:00,982,30.8,43.0,"58,8",21.0,22,5.1
2022-04-14 00:00:00,1116,40.6,75.6,"55,0",34.0,23,5.4
2022-04-15 00:00:00,994,22.0,34.5,"68,9",28.0,26,5.0
2022-04-16 00:00:00,806,8.0,15.2,"63,8",19.0,15,4.2
2022-04-17 00:00:00,797,8.3,13.7,"73,1",8.0,7,3.9
2022-04-18 00:00:00,810,9.5,13.9,"74,8",7.0,5,4.0
2022-04-19 00:00:00,869,16.2,27.3,"65,3",13.0,10,4.0
2022-04-20 00:00:00,923,20.4,33.3,"60,0",18.0,16,4.1
2022-04-21 00:00:00,884,12.9,17.7,"65,7",20.0,17,4.1
2022-04-22 00:00:00,937,24.0,32.5,"59,7",25.0,19,4.5
2022-04-23 00:00:00,1037,20.7,41.2,"35,1",19.0,15,4.0
2022-04-24 00:00:00,905,12.1,21.4,"54,6",14.0,14,4.9
2022-04-25 00:00:00,810,13.5,20.4,"64,8",11.0,7,4.0
2022-04-26 00:00:00,851,13.3,20.5,"66,5",11.0,8,3.9
2022-04-27 00:00:00,867,15.0,24.2,"66,8",15.0,11,4.0
2022-04-28 00:00:00,898,21.6,36.2,"49,1",13.0,10,4.1
2022-04-29 00:00:00,783,18.8,29.1,"71,5",15.0,10,4.1
2022-04-30 00:00:00,834,17.1,25.7,"73,9",21.0,15,4.1
2022-05-01 00:00:00,836,19.1,29.1,"69,4",18.0,15,4.1
2022-05-02 00:00:00,810,18.5,30.8,"62,3",17.0,12,4.1
2022-05-03 00:00:00,783,15.2,25.7,"67,8",18.0,12,4.0
2022-05-04 00:00:00,797,14.1,23.9,"68,7",15.0,13,4.1
2022-05-05 00:00:00,835,22.3,34.3,"65,4",18.0,15,4.1
2022-05-06 00:00:00,817,23.4,36.9,"68,6",24.0,19,4.2
2022-05-07 00:00:00,736,11.1,21.4,"89,7",15.0,12,4.1
2022-05-08 00:00:00,716,11.6,22.2,"81,3",15.0,11,4.0
2022-05-09 00:00:00,686,16.5,27.5,"73,3",17.0,13,4.4
2022-05-10 00:00:00,694,20.3,29.9,"63,5",15.0,11,4.3
2022-05-11 00:00:00,653,7.0,12.8,"80,8",17.0,13,4.2
2022-05-12 00:00:00,719,6.6,11.4,"90,7",22.0,12,5.0
2022-05-13 00:00:00,703,13.0,18.1,"74,1",24.0,14,4.6
2022-05-14 00:00:00,669,10.3,14.6,"80,7",22.0,10,4.3
2022-05-15 00:00:00,650,8.6,11.9,"89,3",20.0,11,4.3
2022-05-16 00:00:00,654,11.5,15.7,"87,5",23.0,12,4.3
2022-05-17 00:00:00,688,17.2,25.0,"58,6",19.0,14,4.2
2022-05-18 00:00:00,546,9.5,16.1,"67,9",14.0,10,4.1
2022-05-19 00:00:00,587,15.1,24.6,"62,9",16.0,7,4.4
2022-05-20 00:00:00,571,7.4,15.0,"83,4",19.0,8,4.9
2022-05-21 00:00:00,577,4.6,11.5,"79,1",19.0,10,4.5
2022-05-22 00:00:00,547,5.6,11.7,"77,1",12.0,7,4.0
2022-05-23 00:00:00,565,,,"68,0",13.0,8,4.2
2022-05-24 00:00:00,613,,,"56,9",21.0,8,4.2
2022-05-25 00:00:00,629,,,"66,7",25.0,14,4.8
2022-05-26 00:00:00,510,,,"82,1",13.0,9,4.2
2022-05-27 00:00:00,511,10.6,16.6,"69,5",17.0,7,4.1
2022-05-28 00:00:00,490,5.6,8.0,"69,4",12.0,6,4.0
2022-05-29 00:00:00,483,8.4,11.0,"63,3",10.0,5,4.0
2022-05-30 00:00:00,491,7.7,11.2,"64,7",11.0,6,4.2
2022-05-31 00:00:00,511,7.5,11.8,"57,4",22.0,11,4.7
2022-06-01 00:00:00,533,16.4,23.3,"52,3",21.0,16,4.8
2022-06-02 00:00:00,563,15.2,21.6,"70,6",16.0,10,4.4
2022-06-03 00:00:00,601,13.7,19.6,"84,1",18.0,9,4.6
2022-06-04 00:00:00,619,9.9,13.1,"53,7",15.0,12,4.5
2022-06-05 00:00:00,567,8.8,11.6,"70,6",10.0,9,4.3
2022-06-06 00:00:00,556,8.0,12.2,"72,2",10.0,6,4.2
2022-06-07 00:00:00,565,8.5,12.3,"71,8",17.0,9,4.8
2022-06-08 00:00:00,553,9.0,13.6,"74,3",18.0,10,4.7
2022-06-09 00:00:00,564,12.4,15.6,"62,4",16.0,10,4.5
2022-06-10 00:00:00,528,10.9,15.7,"70,5",16.0,11,4.5
2022-06-11 00:00:00,500,6.2,10.1,"75,8",13.0,9,4.3
2022-06-12 00:00:00,473,7.4,10.4,"76,1",12.0,8,4.6
2022-06-13 00:00:00,454,8.5,11.6,"78,3",13.0,6,4.4
2022-06-14 00:00:00,393,,,"77,9",14.0,8,4.5
2022-06-15 00:00:00,400,,,"74,9",15.0,8,4.4
2022-06-16 00:00:00,400,9.6,13.8,"78,5",17.0,8,4.5
2022-06-17 00:00:00,405,8.0,11.4,"81,9",16.0,9,4.6
2022-06-18 00:00:00,406,12.6,17.6,"63,5",14.0,8,4.6
2022-06-19 00:00:00,406,8.2,12.9,"63,8",14.0,8,4.5
2022-06-20 00:00:00,396,5.2,9.4,"68,5",17.0,9,4.5
2022-06-21 00:00:00,361,7.5,11.1,"71,5",21.0,11,4.4
2022-06-22 00:00:00,339,9.1,13.8,"64,0",14.0,6,4.5
2022-06-23 00:00:00,328,14.1,20.2,"63,0",15.0,8,4.5
2022-06-24 00:00:00,342,18.3,24.7,"59,2",17.0,8,4.8
2022-06-25 00:00:00,344,8.4,12.8,"77,3",17.0,10,4.6
2022-06-26 00:00:00,374,6.1,9.8,"77,2",16.0,9,4.6
2022-06-27 00:00:00,378,10.0,14.3,"64,5",12.0,8,4.4
2022-06-28 00:00:00,398,13.9,18.1,"68,4",19.0,9,4.9
2022-06-29 00:00:00,408,7.9,10.5,"77,0",19.0,11,5.2
2022-06-30 00:00:00,370,9.3,12.0,"78,1",21.0,11,5.5
2022-07-01 00:00:00,392,11.1,15.9,"70,6",28.0,17,5.1
2022-07-02 00:00:00,372,7.8,10.6,"78,6",17.0,14,4.7
2022-07-03 00:00:00,356,7.2,9.8,"74,2",17.0,10,4.6
2022-07-04 00:00:00,332,10.6,14.3,"83,5",19.0,10,4.9
2022-07-05 00:00:00,353,9.4,12.0,"90,7",29.0,12,4.9
2022-07-06 00:00:00,326,9.6,13.8,"64,4",10.0,12,4.5
