Date,Station1_CO,Station1_NO2,Station1_NOx,Station1_PM10,Station1_SO2,Station2_CO,Station2_NO2,Station2_NOx,Station2_O3,Station2_PM10,Station2_SO2,Year,Month,Day,WeekDay,Season
2018-10-29,564.0,42.3,75.7,29.0,2.5,448.0,12.2,15.3,52.1,26.0,5.8,2018,10,29,Monday,Fall
2018-10-30,830.0,49.1,178.5,49.0,2.7,620.0,29.1,54.9,20.9,42.0,4.3,2018,10,30,Tuesday,Fall
2018-10-31,879.0,57.1,181.9,38.0,2.7,768.0,34.8,92.7,23.6,35.0,4.3,2018,10,31,Wednesday,Fall
2018-11-01,777.0,49.6,90.6,60.0,2.1,648.0,25.2,29.8,34.0,62.0,4.6,2018,11,1,Thursday,Fall
2018-11-02,715.0,45.4,87.1,54.0,2.1,673.0,25.1,37.1,29.6,54.0,4.6,2018,11,2,Friday,Fall
2018-11-03,700.0,35.1,51.4,58.0,2.0,783.0,32.9,46.0,25.0,62.0,4.2,2018,11,3,Saturday,Fall
2018-11-04,1034.0,39.8,126.5,70.0,2.4,922.0,22.5,60.5,24.1,68.0,4.0,2018,11,4,Sunday,Fall
2018-11-05,881.0,35.9,109.9,44.0,2.2,919.0,27.6,57.9,8.8,37.0,3.6,2018,11,5,Monday,Fall
2018-11-06,1027.0,40.1,123.4,40.0,2.3,1030.0,38.5,78.0,10.7,35.0,3.7,2018,11,6,Tuesday,Fall
2018-11-07,1017.0,39.7,100.0,47.0,2.1,1182.0,36.9,95.2,14.6,48.0,4.1,2018,11,7,Wednesday,Fall
2018-11-08,1817.0,52.2,316.0,79.0,3.9,1408.0,33.2,178.2,13.9,83.0,5.7,2018,11,8,Thursday,Fall
2018-11-09,984.0,46.7,143.1,68.0,3.4,980.0,31.8,88.1,15.5,69.0,5.2,2018,11,9,Friday,Fall
2018-11-10,835.0,33.8,75.6,51.0,2.4,887.0,32.6,59.5,13.0,57.0,2.2,2018,11,10,Saturday,Fall
2018-11-11,1041.0,49.7,136.9,61.0,3.2,924.0,35.7,60.0,22.7,66.0,5.1,2018,11,11,Sunday,Fall
2018-11-12,969.0,69.3,191.8,69.0,3.6,829.0,43.1,88.6,31.0,71.0,8.6,2018,11,12,Monday,Fall
2018-11-13,925.0,66.1,191.8,65.0,3.3,765.0,37.4,80.4,27.4,63.0,4.8,2018,11,13,Tuesday,Fall
2018-11-14,476.0,42.4,64.3,33.0,2.3,525.0,33.5,49.4,29.2,27.0,2.8,2018,11,14,Wednesday,Fall
2018-11-15,359.0,32.4,42.5,15.0,1.8,432.0,21.4,27.8,39.7,13.0,1.6,2018,11,15,Thursday,Fall
2018-11-16,383.0,28.9,44.9,16.0,2.2,404.0,43.0,71.4,27.1,16.0,3.1,2018,11,16,Friday,Fall
2018-11-17,417.0,26.7,32.9,23.0,1.9,407.0,24.4,39.3,39.6,25.0,2.4,2018,11,17,Saturday,Fall
2018-11-18,541.0,28.6,44.1,34.0,2.0,559.0,22.5,31.4,28.4,35.0,2.5,2018,11,18,Sunday,Fall
2018-11-19,546.0,32.4,64.8,26.0,1.9,570.0,32.6,51.6,20.9,24.0,2.0,2018,11,19,Monday,Fall
2018-11-20,438.0,30.3,45.6,13.0,1.6,482.0,17.6,23.0,35.1,11.0,1.2,2018,11,20,Tuesday,Fall
2018-11-21,533.0,28.4,56.7,21.0,2.2,541.0,27.8,46.7,16.0,21.0,1.3,2018,11,21,Wednesday,Fall
2018-11-22,536.0,24.7,51.2,22.0,2.6,500.0,25.6,45.6,9.7,24.0,1.3,2018,11,22,Thursday,Fall
2018-11-23,662.0,33.3,98.7,33.0,3.1,576.6,18.66,44.160000000000004,,26.4,2.0,2018,11,23,Friday,Fall
2018-11-24,742.0,32.2,83.9,31.0,3.6,631.0,20.3,32.3,13.2,26.0,2.8,2018,11,24,Saturday,Fall
2018-11-25,605.0,25.4,52.4,23.0,2.8,581.0,17.5,24.7,16.4,24.0,2.2,2018,11,25,Sunday,Fall
2018-11-26,432.0,21.9,44.8,11.0,2.6,500.0,28.7,50.3,18.3,11.0,1.5,2018,11,26,Monday,Fall
2018-11-27,290.0,22.84,46.0,11.0,2.8,389.0,14.7,23.8,25.6,12.0,2.1,2018,11,27,Tuesday,Fall
2018-11-28,187.0,32.86,44.32000000000001,14.0,3.1,321.0,17.7,25.9,47.2,17.0,3.0,2018,11,28,Wednesday,Fall
2018-11-29,380.0,29.68,80.98,24.0,2.7,440.0,22.5,30.9,28.7,22.0,2.3,2018,11,29,Thursday,Fall
2018-11-30,748.0,52.7,117.5,32.0,2.6,629.0,31.7,72.0,18.1,32.0,1.9,2018,11,30,Friday,Fall
2018-12-01,1143.0,70.7,153.1,55.0,3.2,914.0,30.4,66.7,17.8,51.0,3.1,2018,12,1,Saturday,Winter
2018-12-02,813.0,38.6,61.9,40.0,2.4,679.0,23.2,30.8,25.9,39.0,3.5,2018,12,2,Sunday,Winter
2018-12-03,999.0,80.7,223.2,39.0,3.6,730.0,29.3,48.1,16.2,29.0,5.2,2018,12,3,Monday,Winter
2018-12-04,744.0,48.3,109.3,35.0,3.3,701.0,25.2,35.2,17.9,29.0,5.6,2018,12,4,Tuesday,Winter
2018-12-05,494.0,37.2,61.0,20.0,2.1,586.0,28.9,39.4,40.6,18.0,2.6,2018,12,5,Wednesday,Winter
2018-12-06,1004.0,73.5,162.0,49.0,2.8,1250.0,46.8,136.3,19.9,61.0,3.4,2018,12,6,Thursday,Winter
2018-12-07,698.0,50.4,104.6,38.0,2.8,619.0,24.5,32.4,19.7,35.0,3.2,2018,12,7,Friday,Winter
2018-12-08,671.0,36.4,73.7,29.0,2.1,493.0,24.4,34.6,12.4,30.0,1.8,2018,12,8,Saturday,Winter
2018-12-09,598.0,31.8,60.5,20.0,2.9,421.0,10.4,14.6,30.9,22.0,3.1,2018,12,9,Sunday,Winter
2018-12-10,784.0,50.3,111.2,18.0,2.1,474.0,28.0,46.5,16.1,17.0,1.3,2018,12,10,Monday,Winter
2018-12-11,829.0,60.9,150.7,18.0,2.0,492.0,23.5,38.9,18.0,19.0,0.8,2018,12,11,Tuesday,Winter
2018-12-12,616.0,33.2,67.4,17.0,1.6,520.0,25.2,38.8,15.7,17.0,0.7,2018,12,12,Wednesday,Winter
2018-12-13,1163.0,74.6,225.5,37.0,2.5,883.0,29.9,104.2,6.8,42.0,1.6,2018,12,13,Thursday,Winter
2018-12-14,620.0,47.8,130.28,26.0,2.0,638.0,31.8,84.6,13.9,27.0,1.3,2018,12,14,Friday,Winter
2018-12-15,462.0,37.019999999999996,78.02000000000001,16.0,2.3,595.0,24.7,48.9,20.2,17.0,0.7,2018,12,15,Saturday,Winter
2018-12-16,609.0,31.7,73.7,27.0,2.5,674.0,22.6,33.0,17.3,32.0,0.9,2018,12,16,Sunday,Winter
2018-12-17,551.0,29.4,51.6,27.0,3.1,671.0,29.5,38.2,21.6,33.0,2.1,2018,12,17,Monday,Winter
2018-12-18,864.0,48.7,121.5,45.0,3.5,923.0,39.3,59.7,16.3,54.0,2.7,2018,12,18,Tuesday,Winter
2018-12-19,672.8,36.0,87.6,41.0,2.6,906.0,30.7,38.9,23.7,44.0,1.1,2018,12,19,Wednesday,Winter
2018-12-20,750.4,44.2,109.0,42.0,3.1,944.0,29.9,42.5,30.3,48.0,1.8,2018,12,20,Thursday,Winter
2018-12-21,706.4,51.1,129.3,41.0,7.2,694.0,27.5,36.3,34.3,39.0,10.0,2018,12,21,Friday,Winter
2018-12-22,621.4,44.4,97.5,23.0,4.3,497.0,15.7,19.8,40.6,25.0,4.2,2018,12,22,Saturday,Winter
2018-12-23,427.0,39.4,123.7,15.0,3.1,480.0,22.6,38.6,25.2,13.0,1.4,2018,12,23,Sunday,Winter
2018-12-24,509.4,15.9,30.6,9.0,2.4,389.0,11.3,14.8,41.9,7.0,1.0,2018,12,24,Monday,Winter
2018-12-25,450.6,22.3,43.6,12.0,2.3,342.0,15.6,23.0,29.6,12.0,0.7,2018,12,25,Tuesday,Winter
2018-12-26,480.6,21.5,62.6,16.0,2.3,456.0,13.2,19.8,16.7,15.0,0.7,2018,12,26,Wednesday,Winter
2018-12-27,426.2,32.3,110.8,20.0,2.7,468.0,13.1,19.6,19.7,18.0,1.0,2018,12,27,Thursday,Winter
2018-12-28,669.4,24.3,83.2,27.0,2.4,706.0,18.5,28.9,11.9,29.0,0.9,2018,12,28,Friday,Winter
2018-12-29,894.6,25.6,74.8,21.0,2.4,815.0,22.8,42.6,9.0,24.0,1.0,2018,12,29,Saturday,Winter
2018-12-30,554.2,20.2,60.2,22.0,2.3,584.0,14.9,21.2,11.5,21.0,1.0,2018,12,30,Sunday,Winter
2018-12-31,685.4,16.9,31.0,17.0,2.0,604.0,19.0,26.3,22.0,21.0,0.9,2018,12,31,Monday,Winter
2019-01-01,465.4,25.3,62.2,18.0,2.2,463.0,14.7,19.5,40.9,20.0,1.0,2019,1,1,Tuesday,Winter
2019-01-02,447.0,24.1,40.2,10.0,2.0,413.0,15.4,19.1,43.3,10.0,0.8,2019,1,2,Wednesday,Winter
2019-01-03,483.2,21.5,38.0,10.0,2.3,449.0,21.5,28.3,44.7,15.0,1.2,2019,1,3,Thursday,Winter
2019-01-04,462.0,31.7,77.1,19.0,2.9,612.0,24.2,32.1,34.3,25.0,1.2,2019,1,4,Friday,Winter
2019-01-05,562.2,26.5,56.4,22.0,3.7,553.0,12.3,16.4,38.9,25.0,1.7,2019,1,5,Saturday,Winter
2019-01-06,578.0,17.2,35.6,18.0,2.7,631.0,17.5,23.9,41.4,23.0,1.8,2019,1,6,Sunday,Winter
2019-01-07,706.0,35.6,84.0,29.0,4.0,886.0,29.2,52.2,33.1,40.0,2.5,2019,1,7,Monday,Winter
2019-01-08,798.0,38.1,98.2,36.0,5.6,776.0,20.6,30.0,34.5,37.0,3.8,2019,1,8,Tuesday,Winter
2019-01-09,704.0,38.3,100.6,42.0,5.1,725.0,30.7,49.3,33.0,43.0,6.8,2019,1,9,Wednesday,Winter
2019-01-10,717.0,30.1,64.6,38.0,3.5,762.0,30.1,44.5,33.8,45.0,4.4,2019,1,10,Thursday,Winter
2019-01-11,825.4,43.0,97.6,47.0,6.1,710.0,32.3,45.7,36.5,56.0,7.6,2019,1,11,Friday,Winter
2019-01-12,528.0,34.8,72.8,29.0,3.8,511.0,18.1,23.4,43.5,27.0,2.2,2019,1,12,Saturday,Winter
2019-01-13,514.6,28.8,59.2,23.0,3.3,491.0,13.0,17.1,46.2,21.0,2.2,2019,1,13,Sunday,Winter
2019-01-14,531.0,39.160000000000004,90.1,19.0,3.7,525.0,27.3,37.4,40.2,20.0,2.4,2019,1,14,Monday,Winter
2019-01-15,378.4,46.8,104.5,13.0,2.3,332.0,22.0,28.9,46.1,13.0,1.1,2019,1,15,Tuesday,Winter
2019-01-16,512.6,38.9,106.0,14.0,2.1,359.0,17.7,23.5,39.2,13.0,1.1,2019,1,16,Wednesday,Winter
2019-01-17,386.4,44.9,101.4,21.0,4.2,406.0,12.7,16.5,57.0,21.0,4.8,2019,1,17,Thursday,Winter
2019-01-18,516.6,46.7,136.9,21.0,3.4,479.0,26.1,34.6,34.9,20.0,3.1,2019,1,18,Friday,Winter
2019-01-19,566.6,27.7,33.9,21.0,1.9,458.0,33.7,52.1,33.5,22.0,2.9,2019,1,19,Saturday,Winter
2019-01-20,722.8,28.3,34.1,38.0,1.5,700.0,29.1,37.5,30.3,40.0,1.7,2019,1,20,Sunday,Winter
2019-01-21,545.4,41.0,57.6,47.0,3.7,692.0,43.1,61.3,32.7,45.0,8.4,2019,1,21,Monday,Winter
2019-01-22,694.8,41.2,59.6,68.0,2.5,859.0,46.3,68.1,28.5,65.0,2.3,2019,1,22,Tuesday,Winter
2019-01-23,473.6,36.8,55.8,45.0,2.6,611.0,42.2,62.2,31.6,38.0,2.9,2019,1,23,Wednesday,Winter
2019-01-24,621.4,28.9,40.3,29.0,4.4,497.0,31.7,46.8,34.2,32.0,6.8,2019,1,24,Thursday,Winter
2019-01-25,686.8,39.2,78.3,43.0,4.2,735.0,34.0,54.1,29.6,50.0,8.0,2019,1,25,Friday,Winter
2019-01-26,474.4,36.8,52.0,33.0,4.7,457.0,16.5,19.8,58.8,38.0,6.4,2019,1,26,Saturday,Winter
2019-01-27,448.2,32.9,42.8,29.0,2.3,472.0,16.4,18.1,63.3,30.0,2.5,2019,1,27,Sunday,Winter
2019-01-28,735.8,61.3,133.3,39.0,2.0,879.0,54.4,84.0,26.1,42.0,2.5,2019,1,28,Monday,Winter
2019-01-29,710.2,54.5,126.5,43.0,1.9,803.0,34.9,47.2,32.0,45.0,1.9,2019,1,29,Tuesday,Winter
2019-01-30,878.8,47.4,103.1,52.0,1.9,880.0,45.5,68.4,21.3,56.0,2.5,2019,1,30,Wednesday,Winter
2019-01-31,939.0,61.9,165.2,64.0,2.2,1062.0,47.9,93.7,15.4,64.0,2.7,2019,1,31,Thursday,Winter
2019-02-01,586.6,45.6,95.5,31.0,2.9,625.0,22.3,27.0,39.9,30.0,5.4,2019,2,1,Friday,Winter
2019-02-02,502.4,41.6,62.6,19.0,2.0,476.0,27.4,30.8,40.4,16.0,3.4,2019,2,2,Saturday,Winter
2019-02-03,528.2,33.0,50.4,26.0,1.8,531.0,32.7,50.6,32.6,28.0,2.7,2019,2,3,Sunday,Winter
2019-02-04,502.0,26.2,59.3,15.0,1.7,489.0,19.7,26.7,21.6,12.0,1.8,2019,2,4,Monday,Winter
2019-02-05,534.8,28.2,42.9,18.0,1.5,513.0,28.1,37.0,17.5,20.0,2.3,2019,2,5,Tuesday,Winter
2019-02-06,447.0,27.7,35.3,19.0,1.7,413.0,23.2,27.8,45.3,19.0,2.3,2019,2,6,Wednesday,Winter
2019-02-07,595.4,49.7,131.8,35.0,2.4,579.0,34.1,56.9,31.4,35.0,2.0,2019,2,7,Thursday,Winter
2019-02-08,747.4,56.2,147.0,44.0,2.0,784.0,39.2,74.8,18.9,45.0,2.7,2019,2,8,Friday,Winter
2019-02-09,578.0,49.2,92.7,33.0,1.7,606.0,23.9,38.1,41.8,33.0,2.3,2019,2,9,Saturday,Winter
2019-02-10,482.2,33.4,47.9,35.0,2.9,524.0,20.2,26.4,43.0,35.0,5.0,2019,2,10,Sunday,Winter
2019-02-11,358.6,37.3,69.3,20.0,2.9,370.0,17.0,21.2,49.7,14.0,3.9,2019,2,11,Monday,Winter
2019-02-12,445.6,21.5,27.1,12.0,1.3,364.0,21.0,28.7,44.8,14.0,1.7,2019,2,12,Tuesday,Winter
2019-02-13,478.4,42.4,73.5,20.0,1.8,398.0,22.1,32.3,39.1,18.0,2.2,2019,2,13,Wednesday,Winter
2019-02-14,500.4,38.7,101.3,26.0,1.9,493.0,24.2,36.6,27.1,26.0,2.2,2019,2,14,Thursday,Winter
2019-02-15,637.4,56.8,191.1,42.0,2.2,788.0,38.3,104.9,37.6,46.0,2.5,2019,2,15,Friday,Winter
2019-02-16,772.4,65.0,208.9,67.0,2.5,1242.0,34.2,99.6,25.2,67.0,2.9,2019,2,16,Saturday,Winter
2019-02-17,1287.8,61.6,190.7,74.0,2.4,1176.0,36.3,91.4,27.7,68.0,2.9,2019,2,17,Sunday,Winter
2019-02-18,955.0,73.8,229.8,90.0,2.8,1281.0,45.8,126.6,27.7,75.0,3.2,2019,2,18,Monday,Winter
2019-02-19,1175.0,87.3,303.6,105.0,3.6,1493.0,48.0,142.9,30.1,105.0,5.1,2019,2,19,Tuesday,Winter
2019-02-20,955.0,70.0,206.6,83.0,2.9,1280.0,43.7,107.8,22.9,84.0,3.4,2019,2,20,Wednesday,Winter
2019-02-21,648.8,68.1,208.3,39.0,2.5,769.0,30.8,71.9,30.2,39.0,2.4,2019,2,21,Thursday,Winter
2019-02-22,351.8,27.9,47.5,13.0,1.9,280.0,21.9,28.9,46.3,13.0,1.4,2019,2,22,Friday,Winter
2019-02-23,382.6,19.2,22.0,14.0,2.9,272.0,17.8,25.9,57.6,14.0,1.7,2019,2,23,Saturday,Winter
2019-02-24,323.2,25.6,28.8,22.0,2.8,344.0,24.5,31.6,48.1,21.0,3.4,2019,2,24,Sunday,Winter
2019-02-25,372.8,62.1,129.5,36.0,3.1,481.0,24.6,32.0,44.4,33.8,3.9,2019,2,25,Monday,Winter
2019-02-26,444.6,55.3,153.9,45.0,2.8,544.0,27.9,44.4,37.9,41.0,2.5,2019,2,26,Tuesday,Winter
2019-02-27,523.6,43.1,101.6,29.0,1.9,542.0,27.8,51.3,52.6,32.0,2.3,2019,2,27,Wednesday,Winter
2019-02-28,447.0,45.9,93.5,31.0,2.2,413.0,21.0,28.6,42.0,28.0,2.0,2019,2,28,Thursday,Winter
2019-03-01,435.4,52.9,110.2,34.0,2.3,515.0,33.7,59.5,29.9,37.0,2.5,2019,3,1,Friday,Spring
2019-03-02,542.6,30.7,45.7,21.0,1.6,454.0,22.0,28.4,56.1,24.0,2.2,2019,3,2,Saturday,Spring
2019-03-03,402.4,35.3,49.5,20.0,1.6,416.0,14.2,18.2,48.7,21.0,1.9,2019,3,3,Sunday,Spring
2019-03-04,497.0,49.2,85.3,25.0,4.4,425.0,9.8,13.1,67.9,23.0,6.7,2019,3,4,Monday,Spring
2019-03-05,477.0,34.1,46.0,16.0,1.7,324.0,10.6,13.3,67.7,14.0,1.6,2019,3,5,Tuesday,Spring
2019-03-06,514.6,51.6,74.0,15.0,1.6,491.0,21.2,27.8,55.7,15.0,2.1,2019,3,6,Wednesday,Spring
2019-03-07,431.8,46.6,73.6,23.0,3.7,365.0,10.4,12.6,65.6,23.0,4.5,2019,3,7,Thursday,Spring
2019-03-08,351.8,60.6,159.5,29.0,3.7,399.0,19.2,24.5,36.2,26.0,2.9,2019,3,8,Friday,Spring
2019-03-09,308.0,40.1,63.9,12.0,2.6,303.0,11.3,13.6,52.2,13.0,1.4,2019,3,9,Saturday,Spring
2019-03-10,414.8,27.7,38.3,11.0,2.6,283.0,6.2,7.0,65.0,12.0,1.4,2019,3,10,Sunday,Spring
2019-03-11,314.2,26.6,34.3,9.0,2.3,207.0,8.3,9.7,70.5,9.0,1.1,2019,3,11,Monday,Spring
2019-03-12,456.4,39.1,58.6,18.0,2.4,443.0,27.2,37.1,47.6,23.0,2.0,2019,3,12,Tuesday,Spring
2019-03-13,449.4,55.6,120.7,20.0,3.1,296.0,13.3,15.9,58.7,18.0,2.3,2019,3,13,Wednesday,Spring
2019-03-14,379.0,55.0,111.6,21.0,2.9,311.0,16.8,19.8,50.5,18.0,2.0,2019,3,14,Thursday,Spring
2019-03-15,340.0,26.4,35.6,13.0,2.9,270.0,8.5,10.2,59.1,17.0,2.3,2019,3,15,Friday,Spring
2019-03-16,326.2,22.2,28.3,8.0,2.2,218.0,6.7,7.7,69.0,8.0,1.3,2019,3,16,Saturday,Spring
2019-03-17,328.0,25.6,34.2,15.0,3.0,274.0,6.8,8.0,70.5,17.0,3.6,2019,3,17,Sunday,Spring
2019-03-18,396.8,41.0,67.8,17.0,2.9,278.0,9.8,11.4,65.5,19.0,2.7,2019,3,18,Monday,Spring
2019-03-19,362.2,23.0,28.1,15.0,2.5,281.0,12.6,15.0,69.1,16.0,3.0,2019,3,19,Tuesday,Spring
2019-03-20,371.6,26.2,32.2,22.0,2.5,282.0,14.7,17.1,69.4,24.0,2.9,2019,3,20,Wednesday,Spring
2019-03-21,509.4,51.0,75.9,32.0,3.0599999999999996,389.0,32.9,44.0,53.9,38.0,3.4,2019,3,21,Thursday,Spring
2019-03-22,627.0,55.0,130.7,37.0,2.78,583.0,39.1,75.8,42.2,41.0,2.9,2019,3,22,Friday,Spring
2019-03-23,534.8,42.2,159.1,37.0,2.14,573.0,29.4,69.5,48.6,38.0,3.0,2019,3,23,Saturday,Spring
2019-03-24,544.8,67.9,159.9,51.0,2.9800000000000004,633.0,25.9,43.7,53.3,48.0,3.1,2019,3,24,Sunday,Spring
2019-03-25,352.6,41.1,69.4,27.0,4.02,299.0,15.8,18.8,55.8,29.0,2.2,2019,3,25,Monday,Spring
2019-03-26,437.4,35.3,49.6,15.0,2.12,250.0,12.8,14.8,67.6,14.0,2.0,2019,3,26,Tuesday,Spring
2019-03-27,474.4,42.1,89.9,32.0,3.2,457.0,34.0,61.7,49.1,33.0,2.4,2019,3,27,Wednesday,Spring
2019-03-28,741.4,56.9,124.7,45.0,2.4000000000000004,732.0,46.1,111.3,45.3,45.0,3.6,2019,3,28,Thursday,Spring
2019-03-29,550.4,46.1,73.8,31.0,4.08,427.0,34.0,64.8,52.6,28.0,4.5,2019,3,29,Friday,Spring
2019-03-30,472.6,34.1,51.5,31.0,3.4,435.0,34.2,48.7,56.5,31.0,5.3,2019,3,30,Saturday,Spring
2019-03-31,513.2,64.6,123.8,45.0,2.78,545.0,35.3,67.7,61.1,34.0,2.9,2019,3,31,Sunday,Spring
2019-04-01,306.0,21.9,31.4,36.0,4.2,264.0,17.3,20.7,77.3,38.0,3.5,2019,4,1,Monday,Spring
2019-04-02,400.6,47.7,63.8,33.0,4.460000000000001,265.0,19.3,25.3,75.8,30.0,3.2,2019,4,2,Tuesday,Spring
2019-04-03,499.2,64.9,114.4,45.0,2.9800000000000004,404.0,27.7,36.1,61.3,41.0,3.1,2019,4,3,Wednesday,Spring
2019-04-04,414.8,58.8,84.8,46.0,3.0599999999999996,349.0,20.9,23.0,74.0,49.0,3.4,2019,4,4,Thursday,Spring
2019-04-05,397.6,52.7,80.6,35.0,2.78,313.0,17.9,20.0,75.9,43.0,2.9,2019,4,5,Friday,Spring
2019-04-06,398.4,28.0,33.9,18.0,3.2,379.0,16.9,19.1,64.2,24.0,2.4,2019,4,6,Saturday,Spring
2019-04-07,566.8,25.8,34.5,27.0,4.460000000000001,388.0,33.9,43.4,59.9,33.0,3.2,2019,4,7,Sunday,Spring
2019-04-08,310.4,45.4,69.5,28.0,3.2,362.0,23.9,32.8,71.8,34.0,2.4,2019,4,8,Monday,Spring
2019-04-09,350.2,31.2,55.6,20.0,2.4000000000000004,268.0,19.6,23.7,79.8,28.0,3.6,2019,4,9,Tuesday,Spring
2019-04-10,355.0,39.08,77.5,28.0,3.2600000000000002,337.0,24.9,36.3,59.6,35.0,4.1,2019,4,10,Wednesday,Spring
2019-04-11,447.0,22.84,61.7,44.0,3.2,413.0,14.7,19.3,61.2,52.0,2.4,2019,4,11,Thursday,Spring
2019-04-12,563.2,36.2,107.22,27.0,4.02,423.0,22.9,32.3,51.9,32.0,2.2,2019,4,12,Friday,Spring
2019-04-13,476.0,28.4,55.6,21.0,2.4799999999999995,487.0,18.5,23.7,43.9,21.0,2.3,2019,4,13,Saturday,Spring
2019-04-14,685.0,33.17999999999999,96.88,17.0,2.6399999999999997,492.0,31.1,44.3,54.6,18.0,2.1,2019,4,14,Sunday,Spring
2019-04-15,405.6,45.4,58.42,25.0,3.0599999999999996,393.0,19.9,25.3,82.2,28.0,3.4,2019,4,15,Monday,Spring
2019-04-16,550.4,24.9,29.5,22.0,3.1,427.0,19.2,23.7,80.0,21.2,3.3,2019,4,16,Tuesday,Spring
2019-04-17,509.2,22.4,26.9,17.0,3.8,581.0,25.3,36.5,54.8,13.6,2.6,2019,4,17,Wednesday,Spring
2019-04-18,523.6,35.6,41.2,19.0,4.8,542.0,47.3,71.4,48.0,17.2,3.1,2019,4,18,Thursday,Spring
2019-04-19,489.4,20.0,21.6,25.0,5.4,418.0,25.7,31.4,78.5,30.0,2.6,2019,4,19,Friday,Spring
2019-04-20,358.6,33.2,38.0,20.0,5.7,370.0,21.2,24.7,79.8,22.0,2.5,2019,4,20,Saturday,Spring
2019-04-21,407.6,25.2,27.6,22.0,5.7,368.0,19.0,24.1,81.6,23.0,2.6,2019,4,21,Sunday,Spring
2019-04-22,469.8,17.2,18.6,18.0,5.4,373.0,7.6,8.9,93.9,20.0,2.7,2019,4,22,Monday,Spring
2019-04-23,418.2,47.4,62.3,20.0,5.0,410.0,14.1,16.6,71.3,21.0,2.4,2019,4,23,Tuesday,Spring
2019-04-24,566.8,49.5,71.0,24.0,4.8,388.0,12.8,14.4,72.4,24.0,2.3,2019,4,24,Wednesday,Spring
2019-04-25,407.6,56.5,76.3,48.0,4.5,368.0,12.6,14.5,72.4,49.0,5.1,2019,4,25,Thursday,Spring
2019-04-26,480.4,62.6,96.9,55.0,5.0,318.0,10.1,11.9,75.3,57.0,5.3,2019,4,26,Friday,Spring
2019-04-27,419.2,37.1,54.9,27.0,4.9,323.0,10.0,11.8,51.0,25.0,2.0,2019,4,27,Saturday,Spring
2019-04-28,307.2,21.9,29.9,8.0,4.0,315.0,8.9,10.5,48.9,7.0,1.8,2019,4,28,Sunday,Spring
2019-04-29,444.6,44.1,74.1,16.0,4.0,372.0,15.6,26.8,49.7,11.0,2.9,2019,4,29,Monday,Spring
2019-04-30,418.2,39.3,62.3,15.0,3.7,410.0,33.0,54.1,30.0,14.0,2.0,2019,4,30,Tuesday,Spring
2019-05-01,301.6,22.5,30.8,17.0,3.4,289.0,11.9,14.8,67.0,17.0,1.9,2019,5,1,Wednesday,Spring
2019-05-02,328.0,59.2,99.7,25.0,3.5,274.0,15.2,20.5,63.0,19.0,2.0,2019,5,2,Thursday,Spring
2019-05-03,464.6,57.7,81.9,19.0,3.5,253.0,9.3,11.9,79.3,16.0,2.2,2019,5,3,Friday,Spring
2019-05-04,378.4,33.8,40.7,14.0,3.2,332.0,21.7,29.4,51.1,13.0,2.1,2019,5,4,Saturday,Spring
2019-05-05,414.8,17.2,19.9,10.0,2.9,349.0,12.1,17.0,47.6,9.0,2.0,2019,5,5,Sunday,Spring
2019-05-06,357.6,21.8,28.8,8.0,2.6,279.0,10.7,13.6,61.1,9.0,2.0,2019,5,6,Monday,Spring
2019-05-07,348.4,24.6,27.0,15.0,2.3,297.0,13.0,15.7,65.3,19.0,2.6,2019,5,7,Tuesday,Spring
2019-05-08,406.4,47.3,55.1,19.0,2.4,304.0,19.1,23.1,64.7,18.0,2.9,2019,5,8,Wednesday,Spring
2019-05-09,320.0,45.2,80.7,19.0,2.7,328.0,14.6,17.7,55.6,17.0,3.4,2019,5,9,Thursday,Spring
2019-05-10,419.2,41.4,62.2,14.0,2.5,323.0,15.6,18.3,59.0,13.0,2.2,2019,5,10,Friday,Spring
2019-05-11,292.0,47.3,76.3,17.0,2.6,361.0,20.2,25.8,55.4,16.0,2.2,2019,5,11,Saturday,Spring
2019-05-12,350.2,23.1,24.8,12.0,2.4,268.0,20.4,30.5,63.2,12.0,2.2,2019,5,12,Sunday,Spring
2019-05-13,396.8,18.9,22.7,54.0,2.3,278.0,13.5,19.9,59.2,70.0,2.7,2019,5,13,Monday,Spring
2019-05-14,355.0,25.2,30.2,15.0,2.0,334.0,16.1,22.7,44.7,20.0,2.4,2019,5,14,Tuesday,Spring
2019-05-15,444.2,38.0,102.6,12.0,2.6,363.0,14.5,26.9,26.5,8.0,2.6,2019,5,15,Wednesday,Spring
2019-05-16,480.4,30.0,47.5,11.0,2.4,318.0,14.4,20.4,48.4,9.0,2.2,2019,5,16,Thursday,Spring
2019-05-17,449.2,39.3,65.3,14.0,2.4,340.0,15.4,20.0,57.3,13.0,2.3,2019,5,17,Friday,Spring
2019-05-18,395.4,36.6,46.8,15.0,2.5,329.0,13.1,16.1,66.6,14.0,2.2,2019,5,18,Saturday,Spring
2019-05-19,289.8,23.9,28.2,13.0,2.7,292.0,9.9,13.5,73.1,14.0,2.7,2019,5,19,Sunday,Spring
2019-05-20,416.4,47.9,68.7,15.0,3.0,295.0,9.1,11.2,81.9,12.0,3.6,2019,5,20,Monday,Spring
2019-05-21,362.2,60.0,96.5,12.0,2.8,281.0,3.9,5.7,84.1,8.0,2.1,2019,5,21,Tuesday,Spring
