Date,Station1_CO,Station1_NO2,Station1_NOx,Station1_PM10,Station1_SO2,Station2_CO,Station2_NO2,Station2_NOx,Station2_O3,Station2_PM10,Station2_SO2,Year,Month,Day,WeekDay,Season
2017-03-13,309.0,18.0,29.9,23.0,2.7,360.0,17.3,21.8,53.4,23.0,3.3,2017,3,13,Monday,Spring
2017-03-14,348.0,22.1,35.7,29.0,2.7,434.0,21.2,26.1,50.0,28.0,4.8,2017,3,14,Tuesday,Spring
2017-03-15,470.0,33.3,46.8,37.0,4.3,526.0,30.0,36.2,53.6,39.0,8.3,2017,3,15,Wednesday,Spring
2017-03-16,392.0,39.6,91.4,26.0,3.5,333.0,32.1,49.6,44.3,20.0,6.1,2017,3,16,Thursday,Spring
2017-03-17,396.0,41.9,79.9,26.0,3.2,299.0,18.8,23.3,59.3,22.0,4.7,2017,3,17,Friday,Spring
2017-03-18,322.0,28.1,53.2,14.0,2.3,318.0,12.1,13.9,49.8,12.0,3.5,2017,3,18,Saturday,Spring
2017-03-19,234.0,14.2,24.9,7.0,2.0,215.0,8.9,10.0,72.8,8.0,3.3,2017,3,19,Sunday,Spring
2017-03-20,379.0,41.5,88.4,19.0,2.3,344.0,15.0,17.7,48.4,15.0,4.9,2017,3,20,Monday,Spring
2017-03-21,483.0,49.2,119.1,33.0,3.3,465.0,25.1,30.6,38.5,26.0,11.3,2017,3,21,Tuesday,Spring
2017-03-22,447.0,49.8,113.4,38.0,3.3,383.0,33.4,42.9,50.5,29.0,7.1,2017,3,22,Wednesday,Spring
2017-03-23,601.0,50.0,129.9,35.0,3.2,445.0,29.0,56.4,46.1,31.0,5.1,2017,3,23,Thursday,Spring
2017-03-24,469.0,48.1,111.3,45.0,3.7,319.0,22.4,29.1,53.0,36.0,6.6,2017,3,24,Friday,Spring
2017-03-25,355.0,28.3,56.5,18.0,2.1,259.0,14.0,15.6,70.3,16.0,4.4,2017,3,25,Saturday,Spring
2017-03-26,296.0,11.5,26.2,17.0,1.5,232.0,12.0,14.3,69.8,17.0,3.3,2017,3,26,Sunday,Spring
2017-03-27,365.0,33.4,61.0,18.0,3.9,315.0,28.9,37.8,54.3,19.0,4.9,2017,3,27,Monday,Spring
2017-03-28,545.0,79.4,167.2,36.0,3.4,349.0,21.3,25.1,58.2,29.0,4.7,2017,3,28,Tuesday,Spring
2017-03-29,427.0,56.4,114.2,30.0,2.3,321.0,19.9,22.3,53.6,29.0,3.8,2017,3,29,Wednesday,Spring
2017-03-30,273.0,22.1,28.7,21.0,1.7,299.0,35.1,47.8,63.1,19.0,5.4,2017,3,30,Thursday,Spring
2017-03-31,539.0,56.7,115.8,38.0,2.0,537.0,39.7,70.8,50.3,41.0,4.7,2017,3,31,Friday,Spring
2017-04-01,655.0,55.9,96.9,47.0,2.3,559.0,35.9,50.6,55.2,40.0,4.8,2017,4,1,Saturday,Spring
2017-04-02,672.0,59.4,114.6,50.0,3.1,523.0,33.6,45.6,58.2,43.0,6.2,2017,4,2,Sunday,Spring
2017-04-03,504.0,53.0,110.8,50.0,2.9,416.0,35.7,63.5,71.2,41.0,5.5,2017,4,3,Monday,Spring
2017-04-04,332.0,35.6,47.9,36.0,2.2,263.0,23.5,28.4,71.4,30.0,4.2,2017,4,4,Tuesday,Spring
2017-04-05,373.0,41.3,79.8,25.0,2.0,276.0,15.3,30.6,67.0,20.0,3.4,2017,4,5,Wednesday,Spring
2017-04-06,323.0,30.6,61.8,15.0,1.7,319.0,17.3,19.4,47.7,16.0,3.2,2017,4,6,Thursday,Spring
2017-04-07,288.0,21.4,30.5,9.0,1.6,281.0,18.0,19.7,61.7,10.0,3.1,2017,4,7,Friday,Spring
2017-04-08,282.0,19.4,27.0,11.0,1.6,269.0,19.0,20.7,49.5,11.0,3.3,2017,4,8,Saturday,Spring
2017-04-09,297.0,18.7,25.7,15.0,1.9,270.0,18.8,24.1,56.5,16.0,3.7,2017,4,9,Sunday,Spring
2017-04-10,599.0,79.9,162.1,41.0,2.4,471.0,29.5,59.5,43.2,30.0,4.0,2017,4,10,Monday,Spring
2017-04-11,366.0,50.8,100.7,25.0,2.3,272.0,17.3,19.6,57.5,21.0,4.2,2017,4,11,Tuesday,Spring
2017-04-12,361.0,54.0,92.3,19.0,2.1,268.0,20.5,24.0,62.3,16.0,3.8,2017,4,12,Wednesday,Spring
2017-04-13,373.0,53.6,104.9,18.0,2.1,289.0,15.2,18.8,58.9,14.0,3.7,2017,4,13,Thursday,Spring
2017-04-14,316.0,34.7,56.3,12.0,1.6,207.0,17.2,19.6,48.8,11.0,3.3,2017,4,14,Friday,Spring
2017-04-15,398.0,48.6,77.3,20.0,1.8,321.0,17.2,40.3,55.2,19.0,3.7,2017,4,15,Saturday,Spring
2017-04-16,277.0,17.3,25.6,11.0,1.6,218.0,11.3,12.4,71.3,10.0,4.7,2017,4,16,Sunday,Spring
2017-04-17,425.0,23.1,40.1,16.0,1.6,340.0,16.3,24.5,66.7,15.0,3.6,2017,4,17,Monday,Spring
2017-04-18,437.0,57.6,110.1,18.0,1.9,328.0,18.4,19.7,50.0,14.0,4.2,2017,4,18,Tuesday,Spring
2017-04-19,373.0,32.9,60.7,11.0,1.4,338.0,25.8,32.7,46.6,10.0,5.4,2017,4,19,Wednesday,Spring
2017-04-20,263.0,39.84,61.32000000000001,9.0,1.4,347.0,21.0,24.2,63.2,11.0,2.7,2017,4,20,Thursday,Spring
2017-04-21,296.0,24.919999999999998,51.67999999999999,19.0,2.2,252.0,12.1,13.2,82.5,17.0,2.1,2017,4,21,Friday,Spring
2017-04-22,339.0,37.5,74.9,21.0,2.2,261.0,13.4,14.7,57.7,16.0,1.9,2017,4,22,Saturday,Spring
2017-04-23,237.0,24.6,49.7,10.0,1.7,258.0,13.2,14.6,69.4,10.0,1.2,2017,4,23,Sunday,Spring
2017-04-24,349.0,44.3,93.2,18.0,2.1,221.0,14.2,17.1,59.4,12.0,1.7,2017,4,24,Monday,Spring
2017-04-25,303.0,49.5,81.4,22.0,3.6,194.0,10.4,11.2,89.7,18.0,4.4,2017,4,25,Tuesday,Spring
2017-04-26,332.0,56.3,106.5,24.0,4.2,212.0,9.7,10.7,80.8,17.0,5.3,2017,4,26,Wednesday,Spring
2017-04-27,378.0,55.8,110.1,34.0,4.3,255.0,19.2,21.1,65.0,29.0,5.5,2017,4,27,Thursday,Spring
2017-04-28,327.0,47.7,101.9,36.0,3.4,244.0,11.0,12.2,64.1,33.0,5.0,2017,4,28,Friday,Spring
2017-04-29,288.0,24.4,51.6,11.0,2.0,246.0,13.3,14.3,47.1,11.0,1.0,2017,4,29,Saturday,Spring
2017-04-30,232.0,21.4,41.6,12.0,1.9,303.0,15.3,17.8,57.6,13.0,1.3,2017,4,30,Sunday,Spring
2017-05-01,286.0,27.5,53.2,20.0,2.2,312.0,18.5,21.7,52.7,20.0,1.4,2017,5,1,Monday,Spring
2017-05-02,360.0,46.3,108.6,38.0,2.7,288.0,19.6,25.7,55.4,34.0,2.3,2017,5,2,Tuesday,Spring
2017-05-03,304.0,43.9,82.4,38.0,2.7,259.0,24.5,30.7,54.8,35.0,2.0,2017,5,3,Wednesday,Spring
2017-05-04,368.0,41.1,94.8,24.0,2.8,306.0,18.3,22.0,48.0,19.0,1.3,2017,5,4,Thursday,Spring
2017-05-05,256.0,28.7,46.9,15.0,2.6,217.0,25.9,32.1,46.3,13.0,1.1,2017,5,5,Friday,Spring
2017-05-06,252.0,31.3,53.6,16.0,3.4,312.8,18.560000000000002,15.26,,13.8,4.26,2017,5,6,Saturday,Spring
2017-05-07,183.0,15.6,24.5,14.0,3.9,193.0,13.7,15.9,64.5,13.0,1.1,2017,5,7,Sunday,Spring
2017-05-08,205.0,20.1,32.5,16.0,4.2,204.0,16.7,17.8,59.4,15.0,1.3,2017,5,8,Monday,Spring
2017-05-09,175.0,15.0,29.3,16.0,4.3,182.0,12.1,13.6,70.9,17.0,1.3,2017,5,9,Tuesday,Spring
2017-05-10,237.0,26.3,45.3,17.0,5.0,161.0,13.8,15.1,72.5,16.0,1.9,2017,5,10,Wednesday,Spring
2017-05-11,352.0,57.9,102.5,23.0,6.4,218.0,14.4,15.9,78.2,20.0,4.5,2017,5,11,Thursday,Spring
2017-05-12,303.0,45.4,86.4,23.0,6.0,242.0,9.8,10.4,72.9,21.0,2.6,2017,5,12,Friday,Spring
2017-05-13,280.0,24.6,42.0,17.0,5.3,292.0,15.4,16.9,46.3,14.0,1.3,2017,5,13,Saturday,Spring
2017-05-14,239.0,14.9,23.8,11.0,4.8,207.0,10.8,13.1,51.9,11.0,1.3,2017,5,14,Sunday,Spring
2017-05-15,241.0,25.7,37.7,16.0,4.4,203.0,22.4,24.9,62.4,15.0,1.4,2017,5,15,Monday,Spring
2017-05-16,222.0,21.1,30.3,20.0,4.5,193.0,13.0,13.8,82.2,19.0,2.1,2017,5,16,Tuesday,Spring
2017-05-17,236.0,25.5,34.8,17.0,4.1,167.0,30.3,38.2,66.4,16.0,1.5,2017,5,17,Wednesday,Spring
2017-05-18,382.0,43.9,92.9,60.0,4.3,229.0,22.8,32.3,62.8,23.0,1.5,2017,5,18,Thursday,Spring
2017-05-19,517.0,58.9,143.1,42.0,4.3,293.0,20.2,26.2,63.5,26.0,1.3,2017,5,19,Friday,Spring
2017-05-20,316.0,31.3,54.7,27.0,4.1,177.0,12.2,15.0,80.7,25.0,3.0,2017,5,20,Saturday,Spring
2017-05-21,208.0,10.2,14.9,28.0,3.5,213.0,7.4,7.9,80.3,27.0,1.4,2017,5,21,Sunday,Spring
2017-05-22,193.0,17.2,25.0,24.0,3.3,140.0,10.8,11.8,81.0,21.0,1.1,2017,5,22,Monday,Spring
2017-05-23,251.0,33.7,49.3,20.0,3.3,134.0,15.4,17.6,76.6,18.0,1.5,2017,5,23,Tuesday,Spring
2017-05-24,290.0,39.6,74.4,22.0,3.4,202.0,11.3,12.0,68.3,17.0,1.1,2017,5,24,Wednesday,Spring
2017-05-25,192.0,18.1,29.7,12.0,3.2,159.0,10.0,10.7,69.3,11.0,1.3,2017,5,25,Thursday,Spring
2017-05-26,193.0,20.5,30.3,15.0,3.1,136.0,12.2,13.6,81.9,13.0,1.5,2017,5,26,Friday,Spring
2017-05-27,161.0,13.3,20.7,13.0,3.0,110.0,10.8,11.6,75.8,11.0,1.2,2017,5,27,Saturday,Spring
2017-05-28,237.0,25.2,41.9,13.0,3.0,135.0,18.5,24.6,66.3,12.0,1.2,2017,5,28,Sunday,Spring
2017-05-29,349.0,55.5,104.6,27.0,3.4,223.0,16.7,20.1,63.6,22.0,1.6,2017,5,29,Monday,Spring
2017-05-30,348.0,57.3,99.3,31.0,3.4,124.0,11.4,12.1,78.1,25.0,2.6,2017,5,30,Tuesday,Spring
2017-05-31,308.0,41.3,67.8,32.0,3.4,195.0,16.3,18.5,73.7,30.0,2.2,2017,5,31,Wednesday,Spring
2017-06-01,231.0,27.1,33.8,19.0,3.3,127.0,22.1,26.3,81.4,15.0,1.5,2017,6,1,Thursday,Summer
2017-06-02,271.0,36.7,52.7,20.0,3.4,159.0,24.1,28.3,80.2,19.0,2.1,2017,6,2,Friday,Summer
2017-06-03,270.0,33.3,43.6,21.0,3.0,213.0,11.1,12.3,94.6,20.0,1.5,2017,6,3,Saturday,Summer
2017-06-04,236.0,28.3,36.4,25.0,3.4,156.0,6.2,6.6,95.0,23.0,3.0,2017,6,4,Sunday,Summer
2017-06-05,282.0,19.560000000000002,34.459999999999994,20.0,3.46,181.0,9.2,9.8,78.2,17.0,1.2,2017,6,5,Monday,Summer
2017-06-06,362.4,24.919999999999998,81.1,21.2,3.6800000000000006,195.0,12.1,14.4,69.3,22.0,1.4,2017,6,6,Tuesday,Summer
2017-06-07,296.8,33.44,90.74,13.0,4.0200000000000005,158.0,8.4,9.0,64.8,13.0,1.1,2017,6,7,Wednesday,Summer
2017-06-08,298.2,30.74,55.6,13.0,1.8199999999999998,197.0,20.6,23.7,56.4,13.0,1.7,2017,6,8,Thursday,Summer
2017-06-09,318.2,47.96,75.34,20.0,3.6800000000000006,157.0,32.2,47.6,55.8,17.0,1.4,2017,6,9,Friday,Summer
2017-06-10,277.4,35.160000000000004,48.76,25.0,3.6800000000000006,129.0,13.6,24.0,76.6,20.0,1.4,2017,6,10,Saturday,Summer
2017-06-11,264.8,32.64,51.81999999999999,21.4,1.8199999999999998,125.0,14.8,16.2,79.6,15.0,1.7,2017,6,11,Sunday,Summer
2017-06-12,330.0,38.14,60.739999999999995,22.0,2.9,152.0,11.0,12.9,71.8,19.0,1.3,2017,6,12,Monday,Summer
2017-06-13,293.4,28.78,51.779999999999994,23.6,2.1599999999999997,109.0,10.5,11.4,86.4,18.0,1.8,2017,6,13,Tuesday,Summer
2017-06-14,277.4,47.06,66.74000000000001,21.4,2.1599999999999997,129.0,26.0,30.8,66.7,15.0,1.8,2017,6,14,Wednesday,Summer
2017-06-15,292.4,44.779999999999994,77.4,23.6,3.0799999999999996,147.0,23.9,27.2,60.8,18.0,1.5,2017,6,15,Thursday,Summer
2017-06-16,376.8,25.9,69.88000000000001,22.2,2.9,132.0,11.8,13.5,70.5,21.0,1.3,2017,6,16,Friday,Summer
2017-06-17,277.8,23.22,38.440000000000005,10.8,4.4,161.0,11.2,12.1,46.9,10.0,1.0,2017,6,17,Saturday,Summer
2017-06-18,316.2,25.400000000000002,62.220000000000006,15.2,3.46,144.0,6.5,7.0,64.4,14.0,1.2,2017,6,18,Sunday,Summer
2017-06-19,522.1104634217429,32.63059701492537,67.46468656716418,25.824155844155843,3.630814332247557,491.6130678917815,18.68193926478423,29.116968566862017,,23.278142219889794,3.306286472148541,2017,6,19,Monday,Summer
2017-06-20,282.0,25.0,46.32000000000001,23.4,3.6800000000000006,181.0,13.2,15.6,70.6,23.0,1.4,2017,6,20,Tuesday,Summer
2017-06-21,346.4,43.14,49.08,27.8,2.9,205.0,19.8,22.1,63.5,25.0,1.3,2017,6,21,Wednesday,Summer
2017-06-22,380.0,33.720000000000006,48.76,20.0,3.0799999999999996,199.0,19.0,24.0,80.3,17.0,1.5,2017,6,22,Thursday,Summer
2017-06-23,322.4,24.919999999999998,51.67999999999999,21.2,4.0200000000000005,230.0,12.1,13.2,84.8,22.0,1.1,2017,6,23,Friday,Summer
2017-06-24,374.4,32.54,46.0,22.2,3.0799999999999996,200.0,11.9,13.3,74.2,21.0,1.5,2017,6,24,Saturday,Summer
2017-06-25,314.2,22.34,28.24,22.0,2.12,207.0,6.7,7.3,91.1,19.0,2.0,2017,6,25,Sunday,Summer
2017-06-26,403.8,30.82,28.24,22.0,2.94,221.0,6.8,7.3,75.8,19.0,1.6,2017,6,26,Monday,Summer
2017-06-27,380.0,19.560000000000002,34.459999999999994,23.6,2.9,199.0,9.2,9.8,75.4,18.0,1.3,2017,6,27,Tuesday,Summer
2017-06-28,325.0,32.0,49.4,22.2,2.9,210.0,10.6,11.7,83.2,21.0,2.2,2017,6,28,Wednesday,Summer
2017-06-29,315.0,38.0,63.0,21.4,2.5,182.0,6.7,7.2,85.1,15.0,1.5,2017,6,29,Thursday,Summer
2017-06-30,292.0,47.4,85.2,15.2,2.5,156.0,7.1,7.9,80.7,14.0,1.1,2017,6,30,Friday,Summer
2017-07-01,311.0,27.8,57.6,12.0,3.9,195.0,11.1,12.8,71.2,9.0,4.9,2017,7,1,Saturday,Summer
2017-07-02,241.0,19.6,35.6,11.0,4.0,108.0,6.3,6.8,66.9,10.0,2.3,2017,7,2,Sunday,Summer
2017-07-03,191.0,13.9,25.1,12.0,4.1,149.0,8.8,9.7,71.9,12.0,1.7,2017,7,3,Monday,Summer
2017-07-04,250.0,24.4,42.5,16.0,4.2,146.0,11.1,12.1,76.7,15.0,1.6,2017,7,4,Tuesday,Summer
2017-07-05,337.0,47.0,78.3,22.0,4.2,170.0,11.3,12.7,73.2,20.0,1.3,2017,7,5,Wednesday,Summer
2017-07-06,247.0,21.7,33.4,15.0,3.6,197.0,28.4,34.3,64.0,12.0,1.1,2017,7,6,Thursday,Summer
2017-07-07,284.0,28.2,46.9,16.0,3.2,279.0,22.3,27.2,60.0,15.0,1.1,2017,7,7,Friday,Summer
2017-07-08,313.0,21.7,36.1,19.0,2.9,257.0,14.3,17.4,65.1,17.0,2.7,2017,7,8,Saturday,Summer
2017-07-09,292.0,15.0,22.6,12.0,2.4,208.0,10.9,13.2,73.6,12.0,1.2,2017,7,9,Sunday,Summer
2017-07-10,289.0,22.3,36.5,17.0,2.3,237.0,11.3,13.1,62.7,15.0,1.0,2017,7,10,Monday,Summer
2017-07-11,374.0,31.3,44.7,20.0,2.3,223.0,9.2,10.0,95.9,19.0,1.3,2017,7,11,Tuesday,Summer
2017-07-12,387.0,42.4,70.8,14.0,2.3,170.0,9.1,10.1,77.5,11.0,1.1,2017,7,12,Wednesday,Summer
2017-07-13,262.0,19.8,30.9,12.0,2.0,157.0,17.0,20.6,64.3,9.0,1.3,2017,7,13,Thursday,Summer
2017-07-14,234.0,24.4,40.9,16.0,2.0,138.0,20.3,25.0,54.7,15.0,1.8,2017,7,14,Friday,Summer
2017-07-15,158.0,18.6,31.2,15.0,1.8,162.0,13.8,16.4,63.8,14.0,1.4,2017,7,15,Saturday,Summer
2017-07-16,122.0,11.6,19.4,10.0,1.6,161.0,11.2,13.7,66.4,10.0,1.6,2017,7,16,Sunday,Summer
2017-07-17,208.0,26.9,42.1,18.0,1.6,264.6,18.4,21.4,73.2,15.0,1.4,2017,7,17,Monday,Summer
2017-07-18,268.0,36.8,61.2,21.0,1.8,233.0,19.4,23.9,67.0,17.0,1.4,2017,7,18,Tuesday,Summer
2017-07-19,279.0,35.1,53.6,21.0,1.8,206.0,12.1,13.2,77.9,17.0,1.3,2017,7,19,Wednesday,Summer
2017-07-20,325.0,47.4,71.0,30.0,3.0,286.0,11.6,12.5,91.9,27.0,3.7,2017,7,20,Thursday,Summer
2017-07-21,362.0,50.4,74.6,37.0,3.5,248.0,9.8,10.5,106.6,34.0,4.7,2017,7,21,Friday,Summer
2017-07-22,289.0,21.9,28.3,16.0,2.0,222.0,20.6,22.7,87.7,15.0,1.7,2017,7,22,Saturday,Summer
2017-07-23,303.0,18.7,24.8,16.0,2.1,220.0,9.9,10.7,86.8,17.0,1.2,2017,7,23,Sunday,Summer
2017-07-24,320.0,24.3,31.6,17.0,2.1,251.0,16.9,18.6,81.7,15.0,1.2,2017,7,24,Monday,Summer
2017-07-25,335.0,30.1,54.1,13.0,2.2,162.0,9.2,9.8,61.8,9.0,1.0,2017,7,25,Tuesday,Summer
2017-07-26,377.0,37.5,75.9,13.0,2.4,152.0,13.5,15.4,60.4,10.0,1.4,2017,7,26,Wednesday,Summer
2017-07-27,292.0,34.8,55.5,11.0,2.0,142.0,11.1,12.2,64.1,10.0,1.1,2017,7,27,Thursday,Summer
2017-07-28,314.0,39.6,80.6,16.0,1.9,212.0,9.7,11.5,56.4,16.0,1.5,2017,7,28,Friday,Summer
2017-07-29,311.0,26.1,38.3,16.0,1.9,186.0,13.6,14.7,63.7,15.0,1.8,2017,7,29,Saturday,Summer
2017-07-30,307.0,30.7,43.3,17.0,1.9,214.0,10.6,11.2,75.0,16.0,1.4,2017,7,30,Sunday,Summer
2017-07-31,332.0,32.8,51.5,19.0,1.9,249.0,14.6,15.8,81.8,18.0,1.6,2017,7,31,Monday,Summer
2017-08-01,331.0,34.2,45.5,19.0,2.0,236.0,13.1,14.1,79.1,18.0,1.4,2017,8,1,Tuesday,Summer
2017-08-02,404.0,46.8,70.6,29.0,2.6,281.0,11.0,12.0,93.4,26.0,2.7,2017,8,2,Wednesday,Summer
2017-08-03,467.0,55.6,82.4,35.0,2.9,350.0,19.7,21.6,83.3,31.0,3.3,2017,8,3,Thursday,Summer
2017-08-04,527.0,71.7,108.9,38.0,2.6,262.0,19.9,22.0,82.2,34.0,2.1,2017,8,4,Friday,Summer
2017-08-05,424.0,32.8,44.5,27.0,2.2,216.0,16.6,18.3,76.8,27.0,1.8,2017,8,5,Saturday,Summer
2017-08-06,360.0,13.6,19.6,21.0,2.1,238.0,15.8,18.0,73.2,22.0,1.6,2017,8,6,Sunday,Summer
2017-08-07,325.0,15.9,24.6,8.0,1.8,205.0,10.3,11.3,58.2,5.0,1.1,2017,8,7,Monday,Summer
2017-08-08,418.0,30.9,45.8,12.0,1.9,203.0,17.6,22.2,65.7,13.0,1.4,2017,8,8,Tuesday,Summer
2017-08-09,530.0,39.5,65.9,35.0,2.3,302.0,14.3,16.2,74.8,27.0,1.9,2017,8,9,Wednesday,Summer
2017-08-10,518.0,34.2,54.3,31.0,2.3,278.0,22.8,26.9,76.2,28.0,1.6,2017,8,10,Thursday,Summer
2017-08-11,470.0,49.6,83.5,33.0,2.4,311.0,22.9,27.8,68.3,27.0,1.7,2017,8,11,Friday,Summer
2017-08-12,294.0,26.9,39.0,25.0,2.4,224.0,9.1,10.0,80.0,26.0,2.6,2017,8,12,Saturday,Summer
2017-08-13,162.0,9.7,14.5,8.0,2.2,140.0,8.0,8.8,67.1,6.0,2.0,2017,8,13,Sunday,Summer
2017-08-14,200.0,21.6,32.6,10.0,2.1,169.0,14.2,16.6,63.3,10.0,1.7,2017,8,14,Monday,Summer
2017-08-15,233.0,21.8,31.5,18.0,2.3,209.0,20.1,23.5,67.4,16.0,2.7,2017,8,15,Tuesday,Summer
2017-08-16,270.0,27.3,37.5,19.0,2.3,238.0,26.1,29.4,68.3,18.0,2.8,2017,8,16,Wednesday,Summer
2017-08-17,309.0,33.5,45.7,21.0,2.3,322.0,26.2,29.2,70.7,23.0,2.0,2017,8,17,Thursday,Summer
2017-08-18,393.0,43.3,65.7,27.0,2.4,287.0,25.6,30.5,76.4,26.0,1.6,2017,8,18,Friday,Summer
2017-08-19,343.0,34.4,44.5,27.0,2.6,250.0,15.8,17.4,81.7,28.0,2.5,2017,8,19,Saturday,Summer
2017-08-20,243.0,15.0,23.4,8.0,2.1,212.0,13.8,15.7,56.4,9.0,1.5,2017,8,20,Sunday,Summer
2017-08-21,226.0,17.2,26.2,10.0,2.3,127.0,11.8,13.0,68.5,8.0,2.1,2017,8,21,Monday,Summer
2017-08-22,277.0,28.5,49.3,14.0,2.5,175.0,21.0,24.9,54.5,13.0,2.4,2017,8,22,Tuesday,Summer
2017-08-23,285.0,29.7,46.7,14.0,2.1,179.0,17.6,19.2,58.7,12.0,1.8,2017,8,23,Wednesday,Summer
2017-08-24,351.0,42.4,84.6,23.0,2.9,223.0,23.6,28.5,54.7,18.0,1.6,2017,8,24,Thursday,Summer
2017-08-25,377.0,62.4,102.2,28.0,4.4,219.0,19.9,23.7,76.2,26.0,5.5,2017,8,25,Friday,Summer
2017-08-26,428.0,54.5,89.9,32.0,3.8,318.0,24.9,28.2,69.7,29.0,3.8,2017,8,26,Saturday,Summer
2017-08-27,303.0,34.6,47.9,28.0,4.5,259.0,14.0,15.1,83.8,30.0,4.9,2017,8,27,Sunday,Summer
2017-08-28,200.0,19.9,28.4,16.0,2.6,175.0,14.8,16.3,75.1,12.0,2.0,2017,8,28,Monday,Summer
2017-08-29,219.0,21.5,32.5,12.0,2.3,205.0,16.3,18.3,65.8,11.0,1.6,2017,8,29,Tuesday,Summer
2017-08-30,295.0,35.5,55.3,21.0,2.3,230.0,29.7,43.8,62.5,19.0,1.8,2017,8,30,Wednesday,Summer
2017-08-31,453.2,30.74,48.76,23.4,3.4,277.0,20.6,24.0,70.6,24.0,5.3,2017,8,31,Thursday,Summer
2017-09-01,403.0,57.3,88.9,34.0,2.6,313.0,26.6,34.4,71.5,33.0,2.4,2017,9,1,Friday,Fall
2017-09-02,275.0,22.5,37.0,17.0,2.1,274.0,11.2,13.2,58.6,17.0,1.8,2017,9,2,Saturday,Fall
2017-09-03,253.0,15.5,28.3,11.0,1.8,278.0,10.8,12.5,33.4,11.0,1.5,2017,9,3,Sunday,Fall
2017-09-04,241.0,20.6,42.3,8.0,1.8,235.0,10.5,11.9,39.3,7.0,1.5,2017,9,4,Monday,Fall
2017-09-05,296.0,33.3,85.8,13.0,2.1,184.0,11.1,12.9,53.0,10.0,2.0,2017,9,5,Tuesday,Fall
2017-09-06,356.0,50.8,99.2,19.0,2.0,231.0,13.4,14.7,61.9,14.0,1.8,2017,9,6,Wednesday,Fall
2017-09-07,267.0,34.0,65.7,17.0,2.6,212.0,10.8,12.2,46.3,14.0,2.4,2017,9,7,Thursday,Fall
2017-09-08,360.0,44.6,104.6,19.0,3.2,237.0,19.0,23.0,43.4,15.0,2.4,2017,9,8,Friday,Fall
2017-09-09,370.0,37.7,68.5,21.0,2.9,248.0,12.5,14.4,62.6,19.0,3.0,2017,9,9,Saturday,Fall
2017-09-10,290.0,25.9,36.4,18.0,3.7,242.0,12.4,13.3,62.2,18.0,4.9,2017,9,10,Sunday,Fall
2017-09-11,348.0,43.6,72.3,22.0,3.2,242.0,19.1,20.6,68.8,19.0,3.1,2017,9,11,Monday,Fall
2017-09-12,329.0,39.3,84.3,17.0,2.9,237.0,9.6,10.6,55.9,13.0,1.5,2017,9,12,Tuesday,Fall
2017-09-13,324.0,40.3,87.9,12.0,2.8,211.0,8.5,9.3,53.9,9.0,1.5,2017,9,13,Wednesday,Fall
2017-09-14,353.0,49.7,96.1,23.0,4.7,228.0,6.8,7.5,73.0,22.0,5.2,2017,9,14,Thursday,Fall
2017-09-15,359.0,42.7,91.7,16.0,3.2,263.0,16.0,20.8,58.5,14.0,2.6,2017,9,15,Friday,Fall
2017-09-16,321.0,28.4,41.6,19.0,2.6,243.0,30.9,51.1,56.6,20.0,2.7,2017,9,16,Saturday,Fall
2017-09-17,295.0,22.0,33.4,14.0,2.5,286.0,10.9,12.8,54.3,13.0,2.2,2017,9,17,Sunday,Fall
2017-09-18,389.0,37.3,97.2,17.0,2.6,239.0,15.8,20.5,43.8,11.0,1.7,2017,9,18,Monday,Fall
2017-09-19,286.0,23.3,39.2,16.0,2.1,299.0,34.1,47.6,34.8,15.0,1.8,2017,9,19,Tuesday,Fall
2017-09-20,300.0,22.6,48.3,16.0,2.2,288.0,15.2,17.8,48.7,14.0,1.8,2017,9,20,Wednesday,Fall
2017-09-21,337.0,26.9,62.9,8.0,2.1,263.0,11.8,13.1,41.1,5.0,1.7,2017,9,21,Thursday,Fall
2017-09-22,335.0,21.2,41.8,11.0,2.3,347.0,19.6,24.6,38.6,10.0,2.2,2017,9,22,Friday,Fall
2017-09-23,433.0,29.4,79.8,15.0,2.2,320.0,12.4,14.3,24.1,12.0,1.8,2017,9,23,Saturday,Fall
2017-09-24,442.0,22.0,54.4,19.0,1.9,351.0,11.0,16.5,27.5,16.0,1.9,2017,9,24,Sunday,Fall
2017-09-25,400.0,28.1,57.3,18.0,2.0,323.0,31.1,57.0,30.6,13.0,2.0,2017,9,25,Monday,Fall
2017-09-26,376.0,27.0,45.3,30.0,2.0,397.0,46.7,83.7,32.1,28.0,2.2,2017,9,26,Tuesday,Fall
2017-09-27,383.0,34.2,59.8,23.0,2.1,274.0,23.1,30.3,53.2,21.0,2.3,2017,9,27,Wednesday,Fall
2017-09-28,386.0,36.6,71.8,28.0,2.5,325.0,22.5,28.2,41.6,23.0,2.3,2017,9,28,Thursday,Fall
2017-09-29,428.0,38.1,90.6,39.0,3.3,393.0,30.1,55.1,32.6,31.0,3.8,2017,9,29,Friday,Fall
2017-09-30,456.0,32.9,63.2,32.0,2.6,384.0,25.1,31.1,38.8,28.0,2.6,2017,9,30,Saturday,Fall
2017-10-01,500.0,33.7,62.3,36.0,2.6,421.0,26.3,33.0,42.2,33.0,2.9,2017,10,1,Sunday,Fall
2017-10-02,811.0,59.3,168.0,57.0,3.2,678.0,36.1,80.2,36.9,48.0,3.3,2017,10,2,Monday,Fall
