Date;"CO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"O3 (ug/m3)";"PM10 (ug/m3)";"PM2.5 (ug/m3)";"SO2 (ug/m3)"
"Limit values";-;85;;-;50;-;125
"2022-01-01 00:00:00";1022;13,8;46,5;11,2;27;29;3,6
"2022-01-02 00:00:00";856;9,4;31,5;20,1;14;24;3,2
"2022-01-03 00:00:00";608;9,3;15,5;37,1;11;13;3,2
"2022-01-04 00:00:00";656;8,0;14,1;40,2;15;15;6,0
"2022-01-05 00:00:00";565;8,9;14,0;45,3;10;13;5,2
"2022-01-06 00:00:00";550;14,4;21,8;35,7;8;9;3,1
"2022-01-07 00:00:00";738;27,0;48,9;30,4;19;17;3,5
"2022-01-08 00:00:00";925;28,3;47,9;13,4;30;37;3,5
"2022-01-09 00:00:00";780;24,7;38,2;35,6;22;30;3,8
"2022-01-10 00:00:00";722;22,5;36,1;40,4;20;35;3,8
"2022-01-11 00:00:00";480;13,2;24,0;57,4;7;11;3,3
"2022-01-12 00:00:00";562;19,1;29,5;44,1;18;18;3,4
"2022-01-13 00:00:00";799;20,2;28,9;42,9;42;51;3,8
"2022-01-14 00:00:00";732;14,9;24,3;44,6;34;47;4,8
"2022-01-15 00:00:00";972;27,9;42,5;35,7;52;66;4,0
"2022-01-16 00:00:00";669;12,5;21,4;52,2;16;30;3,3
"2022-01-17 00:00:00";492;13,1;22,0;39,7;14;20;3,2
"2022-01-18 00:00:00";387;28,7;49,1;29,1;16;15;3,8
"2022-01-19 00:00:00";474;21,1;40,2;30,1;23;22;4,1
"2022-01-20 00:00:00";425;11,8;20,9;36,2;18;24;4,6
"2022-01-21 00:00:00";366;15,9;28,9;38,2;12;11;4,1
"2022-01-22 00:00:00";391;14,9;24,3;34,8;13;13;4,1
"2022-01-23 00:00:00";329;9,1;17,0;51,9;11;13;4,1
"2022-01-24 00:00:00";686;26,9;63,0;30,4;31;23;5,6
"2022-01-25 00:00:00";859;19,3;29,9;28,7;43;51;5,9
"2022-01-26 00:00:00";666;13,1;20,5;24,3;44;49;4,5
"2022-01-27 00:00:00";500;10,8;18,1;19,1;19;35;4,1
"2022-01-28 00:00:00";431;14,7;21,0;39,2;10;18;4,3
"2022-01-29 00:00:00";412;11,8;18,1;50,3;8;10;4,1
"2022-01-30 00:00:00";362;5,2;9,4;60,8;12;9;3,5
"2022-01-31 00:00:00";407;10,9;16,2;47,5;19;13;3,7
"2022-02-01 00:00:00";627;27,1;43,1;30,2;29;23;4,7
"2022-02-02 00:00:00";637;16,1;32,2;34,4;19;19;4,2
"2022-02-03 00:00:00";594;24,7;45,3;34,0;14;23;4,6
"2022-02-04 00:00:00";612;17,7;25,1;46,2;18;16;5,7
"2022-02-05 00:00:00";608;17,3;24,4;36,4;19;25;5,3
