Date;"CO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"O3 (ug/m3)";"PM10 (ug/m3)";"PM2.5 (ug/m3)";"SO2 (ug/m3)"
"Limit values";-;85;;-;50;-;125
"2014-01-01 00:00:00";1121;19,9;27,5;9,3;42;;8,5
"2014-01-02 00:00:00";1212;25,9;44,4;9,9;52;;13,5
"2014-01-03 00:00:00";1292;26,3;60,5;7,5;56;;12,6
"2014-01-04 00:00:00";952;21,6;27,3;7,6;35;;14,7
"2014-01-05 00:00:00";1001;23,4;36,6;12,5;28;;12,0
"2014-01-06 00:00:00";1153;25,6;97,0;6,6;42;;11,6
"2014-01-07 00:00:00";775;18,1;25,8;4,9;27;;7,5
"2014-01-08 00:00:00";740;14,7;23,5;;21;;
"2014-01-09 00:00:00";776;13,8;18,1;;19;;
"2014-01-10 00:00:00";767;12,9;17,6;;15;;
"2014-01-11 00:00:00";1238;26,3;49,7;;39;;
"2014-01-12 00:00:00";686;11,3;14,8;;12;;
"2014-01-13 00:00:00";1427;27,7;73,3;;49;;
"2014-01-14 00:00:00";1091;27,5;35,3;;33;;
"2014-01-15 00:00:00";1001;24,9;39,5;;29;;
"2014-01-16 00:00:00";1051;22,8;38,2;;27;;
"2014-01-17 00:00:00";893;15,5;20,0;;18;;
"2014-01-18 00:00:00";1147;23,9;31,1;;27;;
"2014-01-19 00:00:00";990;16,8;19,4;;21;;
"2014-01-20 00:00:00";914;18,8;22,0;;17;;
"2014-01-21 00:00:00";1211;37,1;58,2;;32;;
"2014-01-22 00:00:00";945;22,7;38,9;;16;;
"2014-01-23 00:00:00";902;25,5;34,7;;25;;
"2014-01-24 00:00:00";817;26,5;43,2;;31;;
"2014-01-25 00:00:00";553;21,7;30,8;;29;;9,3
"2014-01-26 00:00:00";874;27,2;31,5;;39;;9,5
"2014-01-27 00:00:00";1060;39,1;47,1;;59;;11,3
"2014-01-28 00:00:00";1103;27,7;32,0;;69;;14,4
"2014-01-29 00:00:00";1248;35,4;42,9;;72;;9,4
"2014-01-30 00:00:00";1105;35,4;43,9;;51;;10,3
"2014-01-31 00:00:00";1311;63,1;101,6;;57;;6,5
"2014-02-01 00:00:00";1668;61,4;79,8;;96;;8,2
"2014-02-02 00:00:00";2121;72,0;109,8;;111;;8,0
"2014-02-03 00:00:00";3022;94,6;226,8;;186;;7,0
"2014-02-04 00:00:00";2096;58,3;112,2;;121;;7,5
"2014-02-05 00:00:00";1865;79,4;110,4;;110;;10,3
"2014-02-06 00:00:00";1208;50,1;64,4;;65;;14,2
"2014-02-07 00:00:00";700;29,9;35,7;45,1;38;;19,4
"2014-02-08 00:00:00";640;25,9;31,5;34,8;31;;11,3
"2014-02-09 00:00:00";546;22,8;28,3;43,2;21;;11,6
"2014-02-10 00:00:00";269;12,5;14,8;55,4;7;;3,8
"2014-02-11 00:00:00";389;28,1;37,3;34,9;18;;6,1
"2014-02-12 00:00:00";621;35,6;59,7;25,8;38;;5,6
"2014-02-13 00:00:00";511;19,7;34,7;36,8;18;;3,2
"2014-02-14 00:00:00";490;22,9;28,7;36,6;19;;4,2
"2014-02-15 00:00:00";868;24,0;35,5;38,1;33;;5,6
"2014-02-16 00:00:00";1116;22,6;50,9;52,5;45;;7,7
"2014-02-17 00:00:00";578;32,6;42,8;34,3;15;;4,6
"2014-02-18 00:00:00";760;25,4;48,0;39,2;29;;7,5
"2014-02-19 00:00:00";848;28,6;46,3;31,9;43;;11,3
"2014-02-20 00:00:00";1100;34,0;84,1;33,3;40;;6,3
"2014-02-21 00:00:00";1109;34,2;58,2;23,4;40;;5,9
"2014-02-22 00:00:00";945;27,2;47,4;24,0;32;;9,1
"2014-02-23 00:00:00";564;16,5;22,4;47,6;16;;5,7
"2014-02-24 00:00:00";788;24,0;46,2;32,3;28;;4,3
"2014-02-25 00:00:00";872;21,5;41,9;23,4;36;;10,4
"2014-02-26 00:00:00";926;25,3;43,2;34,7;40;;10,7
"2014-02-27 00:00:00";1091;41,2;66,1;24,7;58;;6,1
"2014-02-28 00:00:00";710;26,3;35,1;47,1;43;;11,8
"2014-03-01 00:00:00";644;21,6;28,0;62,5;36;;12,9
"2014-03-02 00:00:00";523;24,6;36,6;59,5;24;;4,6
"2014-03-03 00:00:00";490;26,1;32,6;45,3;19;;6,3
"2014-03-04 00:00:00";551;25,5;35,1;37,9;20;;3,9
"2014-03-05 00:00:00";464;17,1;29,2;28,4;18;;4,2
"2014-03-06 00:00:00";560;14,7;24,1;30,9;17;;4,1
"2014-03-07 00:00:00";906;20,1;31,3;28,0;17;;3,9
"2014-03-08 00:00:00";866;15,8;22,7;39,4;20;;3,5
"2014-03-09 00:00:00";795;29,3;43,7;47,5;19;;3,0
"2014-03-10 00:00:00";1157;36,4;67,1;54,2;37;;3,7
"2014-03-11 00:00:00";1011;34,7;53,1;64,7;35;;4,5
"2014-03-12 00:00:00";877;19,9;24,8;80,2;37;;6,0
"2014-03-13 00:00:00";1078;31,7;57,9;65,4;38;;4,6
"2014-03-14 00:00:00";1234;34,8;52,7;68,7;57;;5,5
"2014-03-15 00:00:00";828;11,2;14,2;72,9;29;;3,8
"2014-03-16 00:00:00";730;8,2;11,9;48,0;7;;2,7
"2014-03-17 00:00:00";671;10,8;15,1;56,1;8;;2,1
"2014-03-18 00:00:00";640;15,1;21,7;48,7;18;;3,1
"2014-03-19 00:00:00";638;18,4;22,9;47,5;19;;3,3
"2014-03-20 00:00:00";619;13,4;17,6;49,7;15;;4,0
"2014-03-21 00:00:00";;;;;;;
"2014-03-22 00:00:00";452;13,9;18,0;72,8;24;;7,4
"2014-03-23 00:00:00";444;10,6;13,7;72,7;27;;9,2
"2014-03-24 00:00:00";450;11,2;14,6;58,1;13;;4,8
"2014-03-25 00:00:00";811;19,0;37,9;40,1;27;;4,2
"2014-03-26 00:00:00";808;36,4;59,9;41,1;27;;6,1
"2014-03-27 00:00:00";486;20,8;26,9;56,8;18;;4,9
"2014-03-28 00:00:00";460;21,3;30,6;62,8;24;;5,0
"2014-03-29 00:00:00";447;18,6;23,8;84,3;29;;5,7
"2014-03-30 00:00:00";598;25,4;40,9;72,9;39;;5,8
"2014-03-31 00:00:00";949;37,2;75,3;57,5;54;;6,0
"2014-04-01 00:00:00";;;;;;;
"2014-04-02 00:00:00";631;44,2;61,9;69,9;40;;6,2
"2014-04-03 00:00:00";;;;;;;
"2014-04-04 00:00:00";659;25,2;31,8;55,4;40;;7,4
"2014-04-05 00:00:00";643;32,0;43,9;69,7;31;;6,4
"2014-04-06 00:00:00";531;11,2;13,9;58,5;17;;4,6
"2014-04-07 00:00:00";761;24,5;42,2;57,9;27;;5,1
"2014-04-08 00:00:00";889;21,0;40,6;67,5;35;;5,2
"2014-04-09 00:00:00";613;21,8;29,3;49,0;19;;4,2
"2014-04-10 00:00:00";606;18,4;34,0;56,7;13;;4,0
"2014-04-11 00:00:00";537;18,4;24,5;54,5;14;;4,4
"2014-04-12 00:00:00";504;16,7;24,1;47,9;16;;5,0
"2014-04-13 00:00:00";653;21,0;32,6;47,4;24;;5,6
"2014-04-14 00:00:00";480;19,4;25,0;62,4;18;;5,2
"2014-04-15 00:00:00";504;23,9;30,4;55,4;13;;4,1
"2014-04-16 00:00:00";466;15,1;21,2;58,9;38;;4,4
"2014-04-17 00:00:00";513;22,9;32,1;62,2;25;;4,6
"2014-04-18 00:00:00";595;36,2;54,5;62,8;24;;4,7
"2014-04-19 00:00:00";544;15,5;20,0;83,3;24;;4,8
"2014-04-20 00:00:00";499;9,7;12,8;78,3;10;;4,2
"2014-04-21 00:00:00";570;12,4;15,1;68,1;12;;5,1
"2014-04-22 00:00:00";515;19,8;28,4;55,7;18;;5,1
"2014-04-23 00:00:00";488;22,4;30,0;57,2;16;;3,9
"2014-04-24 00:00:00";508;18,3;26,1;54,9;16;;3,7
"2014-04-25 00:00:00";573;9,8;12,5;57,4;13;;4,1
"2014-04-26 00:00:00";634;15,4;20,7;43,2;13;;4,0
"2014-04-27 00:00:00";692;12,0;14,9;51,0;18;;4,7
"2014-04-28 00:00:00";724;19,7;31,1;;20;;4,9
"2014-04-29 00:00:00";758;25,6;32,6;49,8;19;;4,7
"2014-04-30 00:00:00";750;26,8;33,6;60,9;18;;4,0
"2014-05-01 00:00:00";806;18,8;23,1;;20;;4,5
"2014-05-02 00:00:00";748;17,1;24,8;67,6;17;;4,3
"2014-05-03 00:00:00";705;14,0;18,1;67,7;16;;7,9
"2014-05-04 00:00:00";804;6,2;10,1;72,5;72;;3,9
"2014-05-05 00:00:00";761;12,7;16,8;88,3;19;;4,3
"2014-05-06 00:00:00";748;16,1;19,9;82,7;18;;4,5
"2014-05-07 00:00:00";692;12,0;15,4;75,8;19;;6,5
"2014-05-08 00:00:00";708;9,9;12,9;69,8;11;;4,3
"2014-05-09 00:00:00";733;16,1;25,0;;12;;4,9
"2014-05-10 00:00:00";709;13,3;17,9;;11;;5,2
"2014-05-11 00:00:00";736;9,6;12,4;69,0;15;;5,5
"2014-05-12 00:00:00";756;9,3;12,2;73,6;7;;5,0
"2014-05-13 00:00:00";715;13,4;18,4;67,0;9;;5,1
"2014-05-14 00:00:00";823;15,1;20,3;65,3;12;;5,2
"2014-05-15 00:00:00";851;9,0;12,6;76,4;8;;5,2
"2014-05-16 00:00:00";846;15,0;19,6;53,9;8;;5,8
"2014-05-17 00:00:00";826;9,4;12,8;63,4;8;;4,6
"2014-05-18 00:00:00";828;8,1;12,3;57,8;11;;4,3
"2014-05-19 00:00:00";812;19,2;29,7;74,4;14;;5,1
"2014-05-20 00:00:00";782;24,3;29,2;71,9;17;;5,0
"2014-05-21 00:00:00";771;24,7;29,1;72,7;18;;5,0
"2014-05-22 00:00:00";727;15,3;17,6;77,7;22;;5,4
"2014-05-23 00:00:00";547;16,9;19,1;62,1;24;;4,6
"2014-05-24 00:00:00";602;14,9;16,9;61,2;30;;5,2
"2014-05-25 00:00:00";611;10,6;11,9;63,4;21;;4,0
"2014-05-26 00:00:00";540;24,9;39,0;56,1;16;;3,7
"2014-05-27 00:00:00";493;8,7;10,2;55,0;17;;4,0
"2014-05-28 00:00:00";417;7,7;9,7;68,1;10;;4,1
"2014-05-29 00:00:00";490;9,4;11,7;57,6;9;;4,6
"2014-05-30 00:00:00";484;6,6;10,4;46,7;19;;4,2
"2014-05-31 00:00:00";486;6,1;8,9;61,3;16;;4,4
"2014-06-01 00:00:00";467;9,6;13,2;66,1;9;;5,2
"2014-06-02 00:00:00";452;11,5;14,6;63,2;9;;4,5
"2014-06-03 00:00:00";612;11,7;15,2;70,5;11;;3,8
