Date;"CO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"O3 (ug/m3)";"PM10 (ug/m3)";"PM2.5 (ug/m3)";"SO2 (ug/m3)"
"Limit values";-;85;;-;50;-;125
"2020-01-01 00:00:00";922;18,5;57,0;10,7;73;;3,7
"2020-01-02 00:00:00";550;11,2;15,4;24,7;24;;2,5
"2020-01-03 00:00:00";;;;;;;
"2020-01-04 00:00:00";425;12,5;17,3;20,8;29;;1,7
"2020-01-05 00:00:00";297;14,8;20,2;35,0;16;;2,1
"2020-01-06 00:00:00";634;31,5;68,9;26,0;37;;2,9
"2020-01-07 00:00:00";832;35,6;58,4;18,1;53;;3,2
"2020-01-08 00:00:00";748;33,8;59,1;19,5;51;;2,8
"2020-01-09 00:00:00";670;23,6;30,8;19,7;46;;4,0
"2020-01-10 00:00:00";920;40,8;95,4;13,4;54;;3,3
"2020-01-11 00:00:00";631;22,7;29,3;17,1;33;;2,2
"2020-01-12 00:00:00";646;17,1;22,2;16,7;23;;2,1
"2020-01-13 00:00:00";657;16,4;19,7;29,6;30;;2,4
"2020-01-14 00:00:00";647;18,9;23,2;26,9;38;;8,9
"2020-01-15 00:00:00";762;29,5;51,1;15,6;37;;6,8
"2020-01-16 00:00:00";1032;37,7;97,9;5,9;49;;3,0
"2020-01-17 00:00:00";913;31,3;49,0;7,6;50;;2,1
"2020-01-18 00:00:00";688;23,8;34,4;22,8;31;;3,3
"2020-01-19 00:00:00";682;18,3;23,8;20,8;42;;3,6
"2020-01-20 00:00:00";789;29,6;39,8;17,4;39;;2,6
"2020-01-21 00:00:00";764;17,6;27,9;16,9;35;;2,2
"2020-01-22 00:00:00";595;13,8;17,3;35,1;28;;2,2
"2020-01-23 00:00:00";712;23,1;37,1;16,5;34;;2,8
"2020-01-24 00:00:00";904;35,8;113,0;15,3;39;;2,9
"2020-01-25 00:00:00";679;17,3;20,9;27,9;46;;3,6
"2020-01-26 00:00:00";812;24,3;36,1;19,2;38;;3,0
"2020-01-27 00:00:00";836;31,7;67,3;8,2;56;;3,0
"2020-01-28 00:00:00";438;16,6;19,8;31,7;25;;5,0
"2020-01-29 00:00:00";367;17,5;21,1;36,0;13;;2,5
"2020-01-30 00:00:00";250;18,5;24,5;37,6;14;;2,2
"2020-01-31 00:00:00";830;20,4;72,5;30,2;37;;4,5
"2020-02-01 00:00:00";371;11,3;15,6;33,3;12;;2,8
"2020-02-02 00:00:00";;6,0;7,8;50,2;9;;2,3
"2020-02-03 00:00:00";172;13,3;16,0;44,7;7;;3,1
"2020-02-04 00:00:00";93;9,9;12,1;46,1;6;;2,6
"2020-02-05 00:00:00";;7,4;10,2;59,4;14;;1,9
"2020-02-06 00:00:00";;21,5;27,0;42,7;19;;2,9
"2020-02-07 00:00:00";;21,1;27,7;36,8;16;;2,5
"2020-02-08 00:00:00";;32,3;55,0;34,5;36;;3,2
"2020-02-09 00:00:00";;36,2;59,6;30,0;48;;4,7
"2020-02-10 00:00:00";;10,0;12,4;57,5;15;;8,2
"2020-02-11 00:00:00";151;11,0;13,6;59,2;7;;2,1
"2020-02-12 00:00:00";115;8,8;11,4;63,4;7;;2,0
"2020-02-13 00:00:00";227;13,9;17,8;52,8;12;;2,4
"2020-02-14 00:00:00";254;16,6;21,1;46,2;18;;2,8
"2020-02-15 00:00:00";707;30,5;74,0;26,3;42;;3,3
"2020-02-16 00:00:00";683;30,0;53,3;33,3;41;;3,6
"2020-02-17 00:00:00";667;41,1;75,0;33,0;53;;6,5
"2020-02-18 00:00:00";373;25,5;35,1;35,1;36;;3,5
"2020-02-19 00:00:00";229;21,6;30,3;34,8;18;;2,5
"2020-02-20 00:00:00";357;26,7;55,9;36,3;21;;2,7
"2020-02-21 00:00:00";518;25,0;44,8;22,8;28;;2,6
"2020-02-22 00:00:00";302;17,6;24,9;38,6;21;;2,8
"2020-02-23 00:00:00";192;6,9;9,3;54,2;16;;4,3
"2020-02-24 00:00:00";174;10,2;12,9;58,8;12;;2,3
"2020-02-25 00:00:00";341;10,6;13,6;52,0;21;;5,4
"2020-02-26 00:00:00";328;13,8;16,8;47,7;14;;3,0
"2020-02-27 00:00:00";368;17,5;22,5;46,8;12;;2,5
"2020-02-28 00:00:00";453;22,1;29,7;40,2;15;;3,6
"2020-02-29 00:00:00";484;17,5;25,1;48,5;17;;2,8
"2020-03-01 00:00:00";420;7,8;10,0;68,3;13;;6,4
"2020-03-02 00:00:00";;10,8;13,2;66,1;12;;3,0
"2020-03-03 00:00:00";;25,8;31,9;41,9;21;;3,6
"2020-03-04 00:00:00";480;21,8;26,3;40,9;10;;2,8
"2020-03-05 00:00:00";770;31,5;60,5;40,5;37;;4,2
"2020-03-06 00:00:00";568;19,2;23,6;45,0;19;;3,2
"2020-03-07 00:00:00";514;25,5;35,1;28,8;17;;2,7
"2020-03-08 00:00:00";500;16,9;21,5;45,9;16;;2,6
"2020-03-09 00:00:00";540;35,0;51,4;31,1;27;;3,1
"2020-03-10 00:00:00";;27,4;37,2;47,3;28;;3,4
"2020-03-11 00:00:00";;11,1;14,0;41,8;19;;2,5
"2020-03-12 00:00:00";;9,6;12,9;44,4;20;;4,4
"2020-03-13 00:00:00";279;25,8;34,4;33,9;25;;2,9
"2020-03-14 00:00:00";210;12,9;17,3;54,0;16;;2,5
"2020-03-15 00:00:00";304;25,5;37,2;57,1;15;;2,8
"2020-03-16 00:00:00";502;27,1;41,3;40,6;41;;4,3
"2020-03-17 00:00:00";597;38,3;57,9;41,4;47;;6,1
"2020-03-18 00:00:00";966;49,5;124,6;33,7;78;;5,1
"2020-03-19 00:00:00";933;34,5;96,7;43,7;71;;4,2
"2020-03-20 00:00:00";723;35,7;76,3;46,4;73;;4,3
"2020-03-21 00:00:00";506;21,3;38,0;43,2;40;;3,1
