Date;"CO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"O3 (ug/m3)";"PM10 (ug/m3)";"PM2.5 (ug/m3)";"SO2 (ug/m3)"
"Limit values";-;85;;-;50;-;125
"2019-01-01 00:00:00";463;14,7;19,5;40,9;20;;1,0
"2019-01-02 00:00:00";413;15,4;19,1;43,3;10;;0,8
"2019-01-03 00:00:00";449;21,5;28,3;44,7;15;;1,2
"2019-01-04 00:00:00";612;24,2;32,1;34,3;25;;1,2
"2019-01-05 00:00:00";553;12,3;16,4;38,9;25;;1,7
"2019-01-06 00:00:00";631;17,5;23,9;41,4;23;;1,8
"2019-01-07 00:00:00";886;29,2;52,2;33,1;40;;2,5
"2019-01-08 00:00:00";776;20,6;30,0;34,5;37;;3,8
"2019-01-09 00:00:00";725;30,7;49,3;33,0;43;;6,8
"2019-01-10 00:00:00";762;30,1;44,5;33,8;45;;4,4
"2019-01-11 00:00:00";710;32,3;45,7;36,5;56;;7,6
"2019-01-12 00:00:00";511;18,1;23,4;43,5;27;;2,2
"2019-01-13 00:00:00";491;13,0;17,1;46,2;21;;2,2
"2019-01-14 00:00:00";525;27,3;37,4;40,2;20;;2,4
"2019-01-15 00:00:00";332;22,0;28,9;46,1;13;;1,1
"2019-01-16 00:00:00";359;17,7;23,5;39,2;13;;1,1
"2019-01-17 00:00:00";406;12,7;16,5;57,0;21;;4,8
"2019-01-18 00:00:00";479;26,1;34,6;34,9;20;;3,1
"2019-01-19 00:00:00";458;33,7;52,1;33,5;22;;2,9
"2019-01-20 00:00:00";700;29,1;37,5;30,3;40;;1,7
"2019-01-21 00:00:00";692;43,1;61,3;32,7;45;;8,4
"2019-01-22 00:00:00";859;46,3;68,1;28,5;65;;2,3
"2019-01-23 00:00:00";611;42,2;62,2;31,6;38;;2,9
"2019-01-24 00:00:00";497;31,7;46,8;34,2;32;;6,8
"2019-01-25 00:00:00";735;34,0;54,1;29,6;50;;8,0
"2019-01-26 00:00:00";457;16,5;19,8;58,8;38;;6,4
"2019-01-27 00:00:00";472;16,4;18,1;63,3;30;;2,5
"2019-01-28 00:00:00";879;54,4;84,0;26,1;42;;2,5
"2019-01-29 00:00:00";803;34,9;47,2;32,0;45;;1,9
"2019-01-30 00:00:00";880;45,5;68,4;21,3;56;;2,5
"2019-01-31 00:00:00";1062;47,9;93,7;15,4;64;;2,7
"2019-02-01 00:00:00";625;22,3;27,0;39,9;30;;5,4
"2019-02-02 00:00:00";476;27,4;30,8;40,4;16;;3,4
"2019-02-03 00:00:00";531;32,7;50,6;32,6;28;;2,7
"2019-02-04 00:00:00";489;19,7;26,7;21,6;12;;1,8
"2019-02-05 00:00:00";513;28,1;37,0;17,5;20;;2,3
"2019-02-06 00:00:00";413;23,2;27,8;45,3;19;;2,3
"2019-02-07 00:00:00";579;34,1;56,9;31,4;35;;2,0
"2019-02-08 00:00:00";784;39,2;74,8;18,9;45;;2,7
"2019-02-09 00:00:00";606;23,9;38,1;41,8;33;;2,3
"2019-02-10 00:00:00";524;20,2;26,4;43,0;35;;5,0
"2019-02-11 00:00:00";370;17,0;21,2;49,7;14;;3,9
"2019-02-12 00:00:00";364;21,0;28,7;44,8;14;;1,7
"2019-02-13 00:00:00";398;22,1;32,3;39,1;18;;2,2
"2019-02-14 00:00:00";493;24,2;36,6;27,1;26;;2,2
"2019-02-15 00:00:00";788;38,3;104,9;37,6;46;;2,5
"2019-02-16 00:00:00";1242;34,2;99,6;25,2;67;;2,9
"2019-02-17 00:00:00";1176;36,3;91,4;27,7;68;;2,9
