Date;"CO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)";"PM2.5 (ug/m3)";"SO2 (ug/m3)"
"2024-10-21 06:00:00";1560;32,4;156,0;44;33;3,9
"2024-10-21 07:00:00";1967;27,9;258,1;42;31;4,7
"2024-10-21 08:00:00";1799;67,7;237,9;59;42;4,7
"2024-10-21 09:00:00";1218;43,2;86,7;65;45;4,0
"2024-10-21 10:00:00";1322;51,4;102,0;58;39;4,2
"2024-10-21 11:00:00";1215;51,7;87,4;55;37;4,2
"2024-10-21 12:00:00";904;23,2;28,4;55;36;3,9
"2024-10-21 13:00:00";911;26,2;32,1;56;36;3,7
"2024-10-21 14:00:00";833;12,2;13,9;48;29;3,7
"2024-10-21 15:00:00";813;8,7;9,7;45;27;3,7
"2024-10-21 16:00:00";824;9,2;10,0;35;20;3,8
"2024-10-21 17:00:00";901;19,9;21,0;31;18;3,6
"2024-10-21 18:00:00";1321;54,2;84,7;28;19;3,5
"2024-10-21 19:00:00";1890;65,0;221,6;27;19;4,3
"2024-10-21 20:00:00";2288;58,4;247,0;52;31;4,6
"2024-10-21 21:00:00";2180;61,0;159,3;62;34;4,2
"2024-10-21 22:00:00";1815;50,7;100,1;70;45;4,0
"2024-10-21 23:00:00";1735;47,9;66,5;73;48;3,7
"2024-10-22 00:00:00";1602;39,7;43,0;69;46;3,4
"2024-10-22 01:00:00";1408;32,4;33,8;68;45;3,3
"2024-10-22 02:00:00";1228;23,7;24,1;59;44;3,3
"2024-10-22 03:00:00";1149;25,1;26,2;55;44;3,2
"2024-10-22 04:00:00";1114;25,2;26,8;51;39;3,2
"2024-10-22 05:00:00";1150;32,1;48,0;50;38;3,2
"2024-10-22 06:00:00";1307;35,8;110,2;40;30;3,6
"2024-10-22 07:00:00";1679;40,1;191,2;35;28;4,1
"2024-10-22 08:00:00";1792;48,6;208,0;45;33;4,4
"2024-10-22 09:00:00";1372;45,7;111,0;49;34;4,3
"2024-10-22 10:00:00";988;18,8;24,6;54;33;4,0
"2024-10-22 11:00:00";930;22,0;29,8;55;33;3,8
"2024-10-22 12:00:00";884;15,4;18,5;43;30;4,6
"2024-10-22 13:00:00";839;7,5;8,2;38;29;4,7
"2024-10-22 14:00:00";838;6,7;7,2;38;21;4,4
"2024-10-22 15:00:00";844;10,3;13,4;38;19;4,4
"2024-10-22 16:00:00";886;15,3;16,5;32;17;4,2
"2024-10-22 17:00:00";1203;65,7;77,4;30;16;4,2
"2024-10-22 18:00:00";1553;72,8;118,6;30;16;4,1
"2024-10-22 19:00:00";2069;56,3;223,5;31;16;4,5
"2024-10-22 20:00:00";2974;65,7;259,9;56;34;4,9
"2024-10-22 21:00:00";2690;61,9;159,5;67;40;4,5
"2024-10-22 22:00:00";2139;58,1;100,1;88;60;4,1
"2024-10-22 23:00:00";1900;53,0;69,6;96;66;3,9
"2024-10-23 00:00:00";1601;37,9;40,3;84;63;3,8
"2024-10-23 01:00:00";1417;28,1;29,4;80;62;3,7
"2024-10-23 02:00:00";1220;17,7;18,6;63;56;3,8
"2024-10-23 03:00:00";1111;14,3;15,0;56;55;3,6
"2024-10-23 04:00:00";1058;13,4;14,0;56;44;3,7
"2024-10-23 05:00:00";1035;29,4;36,6;55;40;3,6
"2024-10-23 06:00:00";1045;35,5;48,4;46;36;3,6
"2024-10-23 07:00:00";1054;36,9;60,8;42;34;3,7
"2024-10-23 08:00:00";1006;31,2;41,7;41;33;4,1
"2024-10-23 09:00:00";1045;26,0;34,7;40;32;4,7
"2024-10-23 10:00:00";973;14,6;17,2;38;28;5,3
"2024-10-23 11:00:00";930;20,5;24,6;36;27;5,6
"2024-10-23 12:00:00";921;12,9;15,0;34;23;5,5
"2024-10-23 13:00:00";930;14,5;16,8;33;22;4,8
"2024-10-23 14:00:00";956;12,7;14,3;24;17;4,5
"2024-10-23 15:00:00";957;9,3;10,7;21;16;4,3
"2024-10-23 16:00:00";1029;12,6;14,5;27;20;4,0
"2024-10-23 17:00:00";954;13,9;14,7;30;22;3,5
"2024-10-23 18:00:00";1038;19,5;22,2;28;19;3,6
"2024-10-23 19:00:00";889;19,0;20,7;27;18;3,5
"2024-10-23 20:00:00";864;15,5;16,7;21;17;3,4
"2024-10-23 21:00:00";851;12,4;13,2;18;16;3,2
"2024-10-23 22:00:00";827;13,8;14,6;14;13;3,4
"2024-10-23 23:00:00";822;7,9;8,5;12;13;3,3
"2024-10-24 00:00:00";822;11,5;12,2;15;14;3,3
"2024-10-24 01:00:00";818;16,6;18,1;16;14;3,4
"2024-10-24 02:00:00";816;21,3;22,7;18;11;3,3
"2024-10-24 03:00:00";814;20,9;22,4;19;10;3,2
"2024-10-24 04:00:00";820;23,4;25,9;13;14;3,3
"2024-10-24 05:00:00";832;32,2;38,7;11;15;3,3
"2024-10-24 06:00:00";839;18,2;20,4;14;10;3,3
"2024-10-24 07:00:00";892;32,1;40,5;15;8;3,3
"2024-10-24 08:00:00";880;22,3;28,7;18;14;3,4
"2024-10-24 09:00:00";901;17,3;23,9;19;15;3,2
"2024-10-24 10:00:00";931;12,6;17,4;18;12;3,4
"2024-10-24 11:00:00";931;9,2;12,0;18;11;3,5
"2024-10-24 12:00:00";945;8,3;10,0;15;10;3,6
"2024-10-24 13:00:00";943;7,0;7,9;13;9;3,6
"2024-10-24 14:00:00";947;7,2;8,0;15;10;3,6
"2024-10-24 15:00:00";946;8,7;9,5;16;10;3,8
"2024-10-24 16:00:00";954;12,3;12,9;23;13;4,0
"2024-10-24 17:00:00";1087;32,0;33,4;26;13;3,5
"2024-10-24 18:00:00";1302;43,6;48,6;32;18;3,6
"2024-10-24 19:00:00";1919;59,4;151,1;35;19;4,1
"2024-10-24 20:00:00";2302;58,1;142,6;60;33;4,2
"2024-10-24 21:00:00";1918;55,7;100,6;70;36;3,9
"2024-10-24 22:00:00";1634;43,8;60,8;78;50;3,6
"2024-10-24 23:00:00";1432;31,0;32,6;81;54;3,4
"2024-10-25 00:00:00";1304;20,8;21,8;69;47;3,4
"2024-10-25 01:00:00";1219;19,1;20,1;64;45;3,3
"2024-10-25 02:00:00";1105;15,4;16,1;59;37;3,2
"2024-10-25 03:00:00";1080;18,1;19,1;56;35;3,3
"2024-10-25 04:00:00";1115;20,5;21,8;44;33;3,2
"2024-10-25 05:00:00";1128;25,1;29,6;39;32;3,2
"2024-10-25 06:00:00";1387;33,3;66,2;42;30;3,6
"2024-10-25 07:00:00";1481;36,8;120,5;44;30;3,8
"2024-10-25 08:00:00";1535;44,2;154,1;51;28;4,0
"2024-10-25 09:00:00";1450;48,2;137,3;54;27;4,0
"2024-10-25 10:00:00";1313;38,7;81,8;54;33;3,9
"2024-10-25 11:00:00";1198;50,5;80,9;54;34;4,1
"2024-10-25 12:00:00";1196;49,4;70,8;51;35;4,0
"2024-10-25 13:00:00";1169;47,8;62,8;50;35;4,1
"2024-10-25 14:00:00";1156;49,1;60,2;50;35;4,1
"2024-10-25 15:00:00";1085;34,6;38,8;50;35;4,0
"2024-10-25 16:00:00";1047;26,6;27,6;55;31;4,0
"2024-10-25 17:00:00";1180;57,0;58,4;57;30;3,7
"2024-10-25 18:00:00";1506;68,6;208,0;57;28;4,1
"2024-10-25 19:00:00";2130;69,4;218,6;57;28;4,5
"2024-10-25 20:00:00";2547;64,5;164,5;72;47;4,3
"2024-10-25 21:00:00";2338;38,1;136,4;78;52;4,3
"2024-10-25 22:00:00";2560;40,2;158,7;87;56;4,2
"2024-10-25 23:00:00";2335;33,6;126,0;91;57;4,3
"2024-10-26 00:00:00";2221;28,5;123,8;89;65;4,0
"2024-10-26 01:00:00";1766;36,3;67,3;89;67;3,8
"2024-10-26 02:00:00";1398;32,4;36,9;82;59;3,6
"2024-10-26 03:00:00";1285;26,7;28,7;80;57;3,3
"2024-10-26 04:00:00";1224;27,5;31,3;65;55;3,4
"2024-10-26 05:00:00";1263;25,8;31,5;59;55;3,4
"2024-10-26 06:00:00";1282;29,6;43,5;56;43;3,4
"2024-10-26 07:00:00";1345;30,3;69,9;55;41;3,4
"2024-10-26 08:00:00";1395;34,0;83,3;53;40;3,7
"2024-10-26 09:00:00";1258;29,1;46,1;52;40;4,0
"2024-10-26 10:00:00";1107;14,8;19,1;50;39;4,1
"2024-10-26 11:00:00";1005;11,5;13,8;49;39;4,0
"2024-10-26 12:00:00";998;10,4;11,9;42;33;4,1
"2024-10-26 13:00:00";986;8,6;9,5;39;31;4,1
"2024-10-26 14:00:00";973;6,8;7,3;35;27;4,0
"2024-10-26 15:00:00";997;8,0;8,6;34;25;4,0
"2024-10-26 16:00:00";1011;12,7;13,4;34;23;4,1
"2024-10-26 17:00:00";1101;31,5;32,4;33;22;3,7
"2024-10-26 18:00:00";1590;66,5;100,2;33;24;3,8
"2024-10-26 19:00:00";1551;51,8;54,6;33;24;3,7
"2024-10-26 20:00:00";1494;38,4;39,7;50;32;3,8
"2024-10-26 21:00:00";1387;25,7;26,6;56;35;3,7
"2024-10-26 22:00:00";1262;20,5;21,3;54;35;3,6
"2024-10-26 23:00:00";1104;12,8;13,4;53;36;3,7
"2024-10-27 00:00:00";1091;11,9;12,4;46;37;3,4
"2024-10-27 01:00:00";1089;12,3;12,8;42;37;3,5
"2024-10-27 02:00:00";1077;11,8;12,4;37;32;3,4
"2024-10-27 03:00:00";1093;14,2;14,8;34;31;3,4
"2024-10-27 04:00:00";1079;12,8;13,4;37;29;3,5
"2024-10-27 05:00:00";1078;14,2;14,8;38;28;3,3
"2024-10-27 06:00:00";1122;19,3;20,4;42;35;3,2
"2024-10-27 07:00:00";1138;23,2;27,5;42;35;3,2
"2024-10-27 08:00:00";1100;17,4;21,4;44;34;3,6
"2024-10-27 09:00:00";1016;11,2;13,8;45;34;4,0
"2024-10-27 10:00:00";959;7,8;9,4;29;23;4,4
"2024-10-27 11:00:00";898;5,3;6,2;24;20;4,7
"2024-10-27 12:00:00";889;4,4;5,5;23;20;5,2
"2024-10-27 13:00:00";888;3,9;4,6;22;20;5,2
"2024-10-27 14:00:00";907;4,2;4,6;21;13;5,4
"2024-10-27 15:00:00";917;4,9;5,2;20;11;5,6
"2024-10-27 16:00:00";935;7,8;8,1;25;11;5,7
"2024-10-27 17:00:00";1137;28,9;30,2;27;11;5,0
"2024-10-27 18:00:00";1170;45,5;55,6;31;18;4,2
"2024-10-27 19:00:00";1231;38,5;43,4;33;20;4,2
"2024-10-27 20:00:00";1209;30,5;32,3;38;24;3,7
"2024-10-27 21:00:00";1233;27,1;30,9;40;26;3,6
"2024-10-27 22:00:00";1186;20,5;21,8;50;27;3,6
"2024-10-27 23:00:00";1067;14,9;15,6;53;27;3,6
"2024-10-28 00:00:00";1003;14,6;15,7;47;26;3,4
"2024-10-28 01:00:00";1027;21,0;22,2;45;26;3,4
"2024-10-28 02:00:00";1035;22,6;24,2;41;24;3,2
"2024-10-28 03:00:00";1086;23,0;25,5;40;23;3,4
"2024-10-28 04:00:00";1135;26,1;32,1;39;22;3,5
"2024-10-28 05:00:00";1209;27,7;41,1;39;22;3,4
"2024-10-28 06:00:00";1178;29,5;66,7;41;24;3,5
"2024-10-28 07:00:00";1105;29,4;41,5;42;24;3,4
"2024-10-28 08:00:00";1123;26,1;38,5;41;29;3,6
"2024-10-28 09:00:00";1113;22,9;33,5;40;30;3,6
"2024-10-28 10:00:00";996;14,7;21,3;42;29;3,6
"2024-10-28 11:00:00";965;11,7;16,3;42;29;3,5
"2024-10-28 12:00:00";963;9,4;12,0;32;22;3,5
"2024-10-28 13:00:00";948;7,4;8,8;28;20;3,6
"2024-10-28 14:00:00";957;9,2;11,0;21;17;3,6
"2024-10-28 15:00:00";953;9,6;11,1;18;17;3,6
"2024-10-28 16:00:00";978;13,9;15,1;18;14;3,6
"2024-10-28 17:00:00";1013;28,5;30,1;18;13;3,4
"2024-10-28 18:00:00";1042;49,3;54,9;20;14;3,4
"2024-10-28 19:00:00";1063;36,1;38,3;21;14;3,3
"2024-10-28 20:00:00";1238;49,2;92,7;27;15;3,7
"2024-10-28 21:00:00";1346;36,6;105,9;30;15;3,6
"2024-10-28 22:00:00";1431;38,1;133,6;36;18;3,9
"2024-10-28 23:00:00";1451;35,8;124,4;39;32;3,8
"2024-10-29 00:00:00";1306;36,8;75,2;36;39;3,6
"2024-10-29 01:00:00";1373;28,1;82,8;35;37;3,7
"2024-10-29 02:00:00";1473;18,7;85,9;38;30;3,7
"2024-10-29 03:00:00";1611;17,5;97,0;40;27;3,7
"2024-10-29 04:00:00";1712;16,8;87,4;40;33;3,8
"2024-10-29 05:00:00";1627;15,5;76,3;40;34;3,8
"2024-10-29 06:00:00";1723;19,8;118,6;46;38;4,0
"2024-10-29 07:00:00";1709;19,1;139,9;49;39;4,1
"2024-10-29 08:00:00";1550;27,2;121,4;51;38;4,1
"2024-10-29 09:00:00";1127;23,3;42,6;52;38;3,5
"2024-10-29 10:00:00";1023;19,1;28,5;51;35;3,7
"2024-10-29 11:00:00";979;11,6;15,6;51;35;3,7
"2024-10-29 12:00:00";968;7,5;9,3;40;26;3,9
"2024-10-29 13:00:00";958;6,2;7,2;36;24;4,0
"2024-10-29 14:00:00";961;5,9;6,7;29;20;3,8
"2024-10-29 15:00:00";972;9,0;12,3;26;19;3,9
"2024-10-29 16:00:00";996;11,0;12,3;27;17;3,7
"2024-10-29 17:00:00";1112;32,3;36,3;27;16;3,5
"2024-10-29 18:00:00";1660;59,6;128,2;37;25;3,8
"2024-10-29 19:00:00";1501;53,5;94,3;41;28;3,7
"2024-10-29 20:00:00";1696;46,2;116,0;57;34;3,7
"2024-10-29 21:00:00";1651;37,5;103,3;63;35;3,8
"2024-10-29 22:00:00";1347;31,5;51,5;65;34;3,5
"2024-10-29 23:00:00";1104;21,5;22,7;66;34;3,3
"2024-10-30 00:00:00";1022;12,3;13,1;55;35;3,3
"2024-10-30 01:00:00";1013;9,7;10,2;51;35;3,3
"2024-10-30 02:00:00";1034;10,2;11,4;47;32;3,2
"2024-10-30 03:00:00";996;8,1;9,0;45;32;3,2
"2024-10-30 04:00:00";1002;9,1;9,8;39;30;3,1
"2024-10-30 05:00:00";1003;9,7;10,5;37;29;3,2
"2024-10-30 06:00:00";1013;11,5;13,2;36;27;3,1
"2024-10-30 07:00:00";1030;13,7;17,4;35;26;3,2
"2024-10-30 08:00:00";1043;14,1;22,2;40;23;3,2
"2024-10-30 09:00:00";1045;17,4;34,0;41;22;3,3
"2024-10-30 10:00:00";1088;20,5;35,9;44;31;3,5
"2024-10-30 11:00:00";1107;21,8;31,1;44;33;3,4
"2024-10-30 12:00:00";1110;17,0;22,0;43;32;3,5
"2024-10-30 13:00:00";1081;13,6;15,7;42;32;3,5
"2024-10-30 14:00:00";1058;11,6;13,1;46;31;3,4
"2024-10-30 15:00:00";1042;13,3;14,6;47;31;3,6
"2024-10-30 16:00:00";1043;18,8;19,7;45;30;3,5
"2024-10-30 17:00:00";1175;46,9;61,2;44;30;3,4
"2024-10-30 18:00:00";1546;55,6;178,5;52;31;3,9
"2024-10-30 19:00:00";1866;46,6;243,4;55;32;4,3
"2024-10-30 20:00:00";2527;43,8;319,2;68;41;4,8
"2024-10-30 21:00:00";3133;41,1;321,1;73;43;5,3
"2024-10-30 22:00:00";2796;36,1;171,1;99;63;4,6
"2024-10-30 23:00:00";2166;34,3;92,3;108;68;4,1
"2024-10-31 00:00:00";1835;31,8;54,1;109;77;3,7
"2024-10-31 01:00:00";1471;23,1;29,4;110;79;3,5
"2024-10-31 02:00:00";1124;12,8;13,6;89;65;3,4
"2024-10-31 03:00:00";1050;12,8;13,7;81;62;3,2
"2024-10-31 04:00:00";1055;16,1;17,6;65;49;3,2
"2024-10-31 05:00:00";1104;21,7;25,7;59;46;3,2
"2024-10-31 06:00:00";1152;26,2;43,5;52;42;3,4
"2024-10-31 07:00:00";1228;26,0;53,7;49;41;3,4
"2024-10-31 08:00:00";1179;21,8;38,1;47;38;3,4
"2024-10-31 09:00:00";1089;16,0;22,9;46;36;3,3
"2024-10-31 10:00:00";1069;14,8;19,9;49;43;3,4
"2024-10-31 11:00:00";1033;11,1;14,7;51;45;3,6
"2024-10-31 12:00:00";1033;10,2;13,0;47;35;3,5
"2024-10-31 13:00:00";1010;9,8;11,7;45;33;3,4
"2024-10-31 14:00:00";1033;13,8;16,4;42;26;3,5
"2024-10-31 15:00:00";1036;14,6;19,4;41;24;3,5
"2024-10-31 16:00:00";1032;18,1;22,4;48;31;3,4
"2024-10-31 17:00:00";1083;27,8;34,1;50;33;3,2
"2024-10-31 18:00:00";1263;33,9;64,5;51;30;3,3
"2024-10-31 19:00:00";1401;28,6;61,4;51;29;3,5
"2024-10-31 20:00:00";1155;25,6;30,8;54;38;3,3
"2024-10-31 21:00:00";1178;27,8;35,1;55;41;3,1
"2024-10-31 22:00:00";1209;26,4;47,4;52;42;3,3
"2024-10-31 23:00:00";1257;19,3;44,2;50;42;3,4
"2024-11-01 00:00:00";1137;16,0;30,5;43;37;3,4
"2024-11-01 01:00:00";1109;16,4;32,8;40;36;3,3
"2024-11-01 02:00:00";1049;15,8;22,2;39;34;3,2
"2024-11-01 03:00:00";1028;15,3;18,4;39;34;3,2
"2024-11-01 04:00:00";998;11,8;13,2;33;27;3,2
"2024-11-01 05:00:00";994;10,2;10,7;31;25;3,1
"2024-11-01 06:00:00";989;9,4;10,3;28;23;3,3
"2024-11-01 07:00:00";997;9,8;12,2;27;22;3,0
"2024-11-01 08:00:00";978;7,1;9,3;21;17;3,2
"2024-11-01 09:00:00";969;6,8;9,5;18;16;3,4
"2024-11-01 10:00:00";972;6,9;9,7;20;16;3,2
"2024-11-01 11:00:00";976;7,1;10,0;21;16;3,1
"2024-11-01 12:00:00";951;6,6;8,5;20;16;3,2
"2024-11-01 13:00:00";932;5,8;7,5;19;16;3,2
"2024-11-01 14:00:00";922;6,3;7,8;15;12;3,3
"2024-11-01 15:00:00";934;7,4;11,3;14;11;3,3
"2024-11-01 16:00:00";960;11,2;14,5;13;11;3,2
"2024-11-01 17:00:00";1109;24,8;38,0;13;11;3,3
"2024-11-01 18:00:00";1121;22,5;29,8;21;16;3,4
"2024-11-01 19:00:00";1016;15,5;17,3;24;18;3,2
"2024-11-01 20:00:00";1073;14,0;15,1;27;22;3,3
"2024-11-01 21:00:00";1109;15,6;17,7;28;23;3,3
"2024-11-01 22:00:00";1045;14,1;15,6;27;22;3,2
"2024-11-01 23:00:00";960;10,1;10,9;26;21;3,2
"2024-11-02 00:00:00";951;8,0;8,5;27;21;3,2
"2024-11-02 01:00:00";942;6,6;7,0;27;21;3,2
"2024-11-02 02:00:00";932;6,2;6,7;25;21;3,1
"2024-11-02 03:00:00";919;6,5;7,1;25;21;3,1
"2024-11-02 04:00:00";917;7,3;7,7;23;20;3,1
"2024-11-02 05:00:00";930;7,9;8,7;22;19;3,1
"2024-11-02 06:00:00";938;9,0;9,8;23;15;3,1
"2024-11-02 07:00:00";946;11,6;13,1;23;13;3,1
"2024-11-02 08:00:00";965;13,4;16,5;26;19;3,0
"2024-11-02 09:00:00";977;15,2;19,9;26;20;3,1
"2024-11-02 10:00:00";984;12,8;17,4;26;25;3,3
"2024-11-02 11:00:00";969;10,6;15,8;26;27;3,3
"2024-11-02 12:00:00";946;10,6;15,0;26;20;3,2
"2024-11-02 13:00:00";909;8,0;11,6;26;19;3,2
"2024-11-02 14:00:00";907;8,8;12,5;23;12;3,3
"2024-11-02 15:00:00";957;9,8;12,9;22;10;3,5
"2024-11-02 16:00:00";1093;11,4;13,3;17;7;3,3
"2024-11-02 17:00:00";947;14,3;16,9;16;6;3,3
"2024-11-02 18:00:00";977;14,1;16,0;19;11;3,3
"2024-11-02 19:00:00";964;14,0;15,6;21;12;3,2
"2024-11-02 20:00:00";856;10,4;11,4;22;13;3,2
"2024-11-02 21:00:00";822;8,1;8,6;23;14;3,2
"2024-11-02 22:00:00";816;11,3;12,3;20;12;3,4
"2024-11-02 23:00:00";823;12,9;14,3;18;11;3,2
"2024-11-03 00:00:00";821;8,7;9,5;16;13;3,2
"2024-11-03 01:00:00";810;7,4;7,7;15;13;3,4
"2024-11-03 02:00:00";800;7,2;7,4;14;9;3,3
"2024-11-03 03:00:00";791;8,3;8,8;14;7;3,2
"2024-11-03 04:00:00";797;6,0;6,3;14;8;3,2
"2024-11-03 05:00:00";799;7,1;7,4;15;8;3,2
"2024-11-03 06:00:00";800;11,1;12,0;10;6;3,3
"2024-11-03 07:00:00";822;15,4;16,9;9;5;3,2
"2024-11-03 08:00:00";840;17,3;20,3;13;8;3,4
"2024-11-03 09:00:00";837;13,7;17,3;15;9;3,5
"2024-11-03 10:00:00";844;13,5;17,2;13;9;3,5
"2024-11-03 11:00:00";844;10,2;12,4;12;9;3,3
"2024-11-03 12:00:00";817;7,3;8,6;9;6;3,3
"2024-11-03 13:00:00";819;6,9;8,1;8;5;3,3
"2024-11-03 14:00:00";827;6,9;9,2;13;4;3,3
"2024-11-03 15:00:00";800;6,3;7,7;14;3;3,2
"2024-11-03 16:00:00";827;10,0;10,7;12;4;3,2
"2024-11-03 17:00:00";882;21,3;22,2;11;4;3,2
"2024-11-03 18:00:00";1202;45,4;59,6;13;8;3,3
"2024-11-03 19:00:00";1678;52,1;125,9;14;9;3,7
"2024-11-03 20:00:00";2237;51,8;198,3;30;14;4,4
"2024-11-03 21:00:00";2605;45,1;167,5;37;15;4,4
"2024-11-03 22:00:00";2630;31,6;161,9;60;39;4,6
"2024-11-03 23:00:00";2429;30,0;143,5;69;45;4,4
"2024-11-04 00:00:00";2138;28,0;97,0;74;57;4,1
"2024-11-04 01:00:00";1555;30,1;43,9;76;60;3,6
"2024-11-04 02:00:00";1422;27,9;37,9;77;60;3,4
"2024-11-04 03:00:00";1092;20,3;22,9;77;60;3,3
"2024-11-04 04:00:00";983;11,5;12,5;57;43;3,3
"2024-11-04 05:00:00";1014;12,9;14,4;50;39;3,3
"2024-11-04 06:00:00";1041;21,2;24,1;36;33;3,1
"2024-11-04 07:00:00";1028;27,8;35,4;31;31;3,4
"2024-11-04 08:00:00";1044;32,7;54,2;30;22;3,4
"2024-11-04 09:00:00";962;22,8;37,1;29;20;3,5
"2024-11-04 10:00:00";941;15,2;23,2;24;21;3,4
"2024-11-04 11:00:00";949;24,0;36,2;22;21;3,7
"2024-11-04 12:00:00";950;24,5;34,7;28;20;3,8
"2024-11-04 13:00:00";906;13,5;16,8;31;19;3,6
"2024-11-04 14:00:00";911;11,5;13,8;30;18;3,6
"2024-11-04 15:00:00";928;26,2;43,9;30;18;3,7
"2024-11-04 16:00:00";996;28,1;38,5;26;17;3,8
"2024-11-04 17:00:00";1045;29,3;34,8;25;16;3,5
"2024-11-04 18:00:00";1056;28,8;37,3;17;14;3,7
"2024-11-04 19:00:00";1088;46,5;87,8;14;14;3,6
"2024-11-04 20:00:00";1176;56,2;172,1;16;17;4,0
"2024-11-04 21:00:00";1085;27,1;32,3;16;17;3,3
"2024-11-04 22:00:00";1005;20,9;24,1;18;16;3,4
"2024-11-04 23:00:00";953;19,2;21,8;19;16;3,2
"2024-11-05 00:00:00";960;19,4;21,9;20;10;3,4
"2024-11-05 01:00:00";945;16,1;18,1;21;8;3,4
"2024-11-05 02:00:00";986;15,7;17,2;20;11;3,3
"2024-11-05 03:00:00";952;24,7;33,2;19;12;3,3
"2024-11-05 04:00:00";941;14,0;15,7;18;9;3,3
"2024-11-05 05:00:00";932;18,7;25,5;18;9;3,3
"2024-11-05 06:00:00";959;33,1;91,0;19;15;3,7
"2024-11-05 07:00:00";1041;58,7;215,8;20;16;4,2
"2024-11-05 08:00:00";1110;59,5;226,7;20;19;4,3
"2024-11-05 09:00:00";1092;27,1;65,0;21;20;3,8
"2024-11-05 10:00:00";1045;12,9;18,3;27;21;3,5
"2024-11-05 11:00:00";999;9,9;12,7;29;21;3,5
"2024-11-05 12:00:00";967;8,7;10,4;22;17;3,5
"2024-11-05 13:00:00";934;7,0;7,8;19;17;3,6
"2024-11-05 14:00:00";921;7,9;9,3;22;15;3,5
"2024-11-05 15:00:00";916;9,6;10,7;23;14;3,5
"2024-11-05 16:00:00";986;22,0;23,5;21;17;3,6
"2024-11-05 17:00:00";1164;63,0;80,8;20;18;3,7
"2024-11-05 18:00:00";1996;69,8;285,8;29;16;4,6
"2024-11-05 19:00:00";2975;69,4;345,1;33;16;5,7
"2024-11-05 20:00:00";3160;68,8;234,4;71;45;5,2
"2024-11-05 21:00:00";2762;62,0;156,7;86;52;4,8
"2024-11-05 22:00:00";2157;58,8;93,9;96;71;4,1
"2024-11-05 23:00:00";2099;53,7;74,3;100;75;3,8
"2024-11-06 00:00:00";2201;47,7;73,5;96;71;3,7
"2024-11-06 01:00:00";1984;43,5;58,6;94;71;3,7
"2024-11-06 02:00:00";1879;39,5;55,0;91;70;3,8
"2024-11-06 03:00:00";1712;35,0;43,6;90;70;3,6
"2024-11-06 04:00:00";1655;33,2;45,4;83;63;3,6
"2024-11-06 05:00:00";1635;33,1;61,1;80;62;3,7
"2024-11-06 06:00:00";1613;32,8;76,8;71;55;3,9
"2024-11-06 07:00:00";1536;37,1;107,7;67;53;3,9
"2024-11-06 08:00:00";1570;41,7;138,9;65;52;4,3
"2024-11-06 09:00:00";1407;40,5;87,0;64;51;4,3
"2024-11-06 10:00:00";1242;30,7;48,4;52;41;4,7
"2024-11-06 11:00:00";;;;47;39;
"2024-11-06 12:00:00";;;;50;40;
"2024-11-06 13:00:00";508;23,1;24,9;52;;4,8
"2024-11-06 14:00:00";537;23,2;24,5;;;4,9
"2024-11-06 15:00:00";510;21,3;22,5;;;5,1
"2024-11-06 16:00:00";543;26,9;28,1;57;;4,8
"2024-11-06 17:00:00";694;49,6;59,8;57;;4,2
"2024-11-06 18:00:00";1039;58,9;124,3;70;56;4,6
"2024-11-06 19:00:00";1628;62,4;184,8;73;56;5,1
"2024-11-06 20:00:00";1639;62,8;193,8;100;67;4,9
"2024-11-06 21:00:00";1314;60,9;143,2;105;69;4,4
"2024-11-06 22:00:00";1139;58,4;89,1;106;66;4,0
"2024-11-06 23:00:00";997;46,1;50,2;106;65;3,8
"2024-11-07 00:00:00";833;31,7;33,2;90;63;3,7
"2024-11-07 01:00:00";680;20,6;21,7;86;63;3,6
"2024-11-07 02:00:00";754;19,6;20,6;66;52;3,5
"2024-11-07 03:00:00";792;22,2;23,3;62;50;3,5
"2024-11-07 04:00:00";926;24,6;25,9;60;50;3,5
"2024-11-07 05:00:00";853;25,3;26,6;59;50;3,5
"2024-11-07 06:00:00";924;36,3;43,3;64;47;3,7
"2024-11-07 07:00:00";988;45,1;70,7;65;47;3,8
"2024-11-07 08:00:00";1077;47,2;95,6;70;53;4,0
"2024-11-07 09:00:00";1033;49,7;90,9;71;54;4,2
"2024-11-07 10:00:00";978;55,1;76,4;69;60;4,2
"2024-11-07 11:00:00";873;55,8;64,6;68;61;4,3
"2024-11-07 12:00:00";832;56,6;61,6;69;50;4,3
"2024-11-07 13:00:00";794;68,7;75,0;69;48;4,2
"2024-11-07 14:00:00";653;43,2;44,8;67;49;3,9
"2024-11-07 15:00:00";560;23,6;24,6;67;49;4,0
"2024-11-07 16:00:00";615;37,9;39,1;59;43;3,6
"2024-11-07 17:00:00";781;77,9;93,0;57;42;3,8
"2024-11-07 18:00:00";1106;89,5;157,5;56;40;4,4
"2024-11-07 19:00:00";1194;83,9;152,2;55;40;4,1
"2024-11-07 20:00:00";1195;72,5;84,1;65;45;3,9
"2024-11-07 21:00:00";1517;68,4;75,7;67;46;4,0
"2024-11-07 22:00:00";1335;60,2;65,6;79;59;3,9
"2024-11-07 23:00:00";923;40,2;43,0;82;61;3,7
"2024-11-08 00:00:00";783;30,7;32,0;79;59;3,7
