Date;"CO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)";"PM2.5 (ug/m3)";"SO2 (ug/m3)"
"Limit values";10000;100;;-;-;250
"2024-01-01 00:00:00";919;;;9;15;2,4
"2024-01-01 01:00:00";904;;;20;15;2,5
"2024-01-01 02:00:00";892;;;10;14;2,3
"2024-01-01 03:00:00";875;;;10;10;2,5
"2024-01-01 04:00:00";867;;;10;8;2,4
"2024-01-01 05:00:00";876;;;12;6;2,6
"2024-01-01 06:00:00";876;;;11;6;3,0
"2024-01-01 07:00:00";883;;;15;8;3,1
"2024-01-01 08:00:00";881;;;11;8;2,7
"2024-01-01 09:00:00";866;;;9;11;2,9
"2024-01-01 10:00:00";879;;;14;12;2,9
"2024-01-01 11:00:00";891;;;13;8;2,5
"2024-01-01 12:00:00";912;;;14;6;2,2
"2024-01-01 13:00:00";951;;;19;10;2,2
"2024-01-01 14:00:00";981;;;12;11;1,8
"2024-01-01 15:00:00";934;;;7;11;1,9
"2024-01-01 16:00:00";883;;;5;11;1,6
"2024-01-01 17:00:00";916;;;8;10;1,5
"2024-01-01 18:00:00";869;;;6;10;1,6
"2024-01-01 19:00:00";909;;;9;11;1,6
"2024-01-01 20:00:00";937;;;9;12;1,4
"2024-01-01 21:00:00";902;;;10;8;1,7
"2024-01-01 22:00:00";908;;;10;7;1,6
"2024-01-01 23:00:00";900;;;9;9;1,5
"2024-01-02 00:00:00";873;;;7;10;1,3
"2024-01-02 01:00:00";873;;;7;8;1,4
"2024-01-02 02:00:00";844;;;7;8;1,4
"2024-01-02 03:00:00";849;;;7;8;1,4
"2024-01-02 04:00:00";842;;;7;8;1,1
"2024-01-02 05:00:00";855;;;6;10;1,5
"2024-01-02 06:00:00";857;;;6;11;1,4
"2024-01-02 07:00:00";858;;;6;8;1,4
"2024-01-02 08:00:00";874;;;7;7;1,3
"2024-01-02 09:00:00";900;;;12;8;1,3
"2024-01-02 10:00:00";876;;;8;8;1,4
"2024-01-02 11:00:00";850;;;7;12;1,4
"2024-01-02 12:00:00";846;;;8;14;1,4
"2024-01-02 13:00:00";850;;;7;10;1,6
"2024-01-02 14:00:00";885;;;11;8;1,4
"2024-01-02 15:00:00";902;;;9;9;1,5
"2024-01-02 16:00:00";909;;;10;9;1,6
"2024-01-02 17:00:00";903;;;11;10;1,7
"2024-01-02 18:00:00";890;;;10;10;2,5
"2024-01-02 19:00:00";892;;;7;11;2,0
"2024-01-02 20:00:00";845;;;5;11;1,8
"2024-01-02 21:00:00";826;;;4;8;1,7
"2024-01-02 22:00:00";811;;;6;7;1,6
"2024-01-02 23:00:00";803;;;7;5;2,0
"2024-01-03 00:00:00";809;;;7;4;2,0
"2024-01-03 01:00:00";841;;;8;4;2,2
"2024-01-03 02:00:00";879;;;10;4;2,3
"2024-01-03 03:00:00";894;;;11;3;2,5
"2024-01-03 04:00:00";911;;;13;3;2,0
"2024-01-03 05:00:00";905;;;11;7;2,1
"2024-01-03 06:00:00";913;;;15;10;2,2
"2024-01-03 07:00:00";894;;;13;10;2,1
"2024-01-03 08:00:00";880;;;12;10;2,1
"2024-01-03 09:00:00";872;;;10;14;1,7
"2024-01-03 10:00:00";890;;;7;15;1,9
"2024-01-03 11:00:00";;;;9;14;
"2024-01-03 12:00:00";355;;;8;13;1,7
"2024-01-03 13:00:00";299;;;6;9;1,7
"2024-01-03 14:00:00";287;;;5;7;1,7
"2024-01-03 15:00:00";303;;;8;5;1,7
"2024-01-03 16:00:00";314;;;8;4;1,6
"2024-01-03 17:00:00";365;;;9;3;1,7
"2024-01-03 18:00:00";356;;;9;2;1,7
"2024-01-03 19:00:00";303;;;8;7;1,6
"2024-01-03 20:00:00";269;;;7;9;1,5
"2024-01-03 21:00:00";315;;;8;7;1,6
"2024-01-03 22:00:00";314;;;7;6;1,5
"2024-01-03 23:00:00";322;;;8;11;1,3
"2024-01-04 00:00:00";325;;;8;13;1,4
"2024-01-04 01:00:00";312;;;9;9;1,5
"2024-01-04 02:00:00";294;;;6;7;1,4
"2024-01-04 03:00:00";291;;;6;5;1,9
"2024-01-04 04:00:00";288;;;6;4;1,8
"2024-01-04 05:00:00";291;;;7;7;1,9
"2024-01-04 06:00:00";353;;;8;9;1,9
"2024-01-04 07:00:00";401;;;10;6;1,8
"2024-01-04 08:00:00";433;;;12;5;1,9
"2024-01-04 09:00:00";440;;;15;6;1,9
"2024-01-04 10:00:00";420;;;13;7;1,9
"2024-01-04 11:00:00";369;;;12;8;1,9
"2024-01-04 12:00:00";321;;;5;9;1,8
"2024-01-04 13:00:00";268;;;5;8;1,6
"2024-01-04 14:00:00";243;;;3;8;1,4
"2024-01-04 15:00:00";222;;;4;7;1,3
"2024-01-04 16:00:00";218;;;4;7;1,4
"2024-01-04 17:00:00";216;;;5;7;1,4
"2024-01-04 18:00:00";213;;;4;8;1,5
"2024-01-04 19:00:00";227;;;5;5;1,4
"2024-01-04 20:00:00";232;;;6;4;1,3
"2024-01-04 21:00:00";223;;;5;4;1,4
"2024-01-04 22:00:00";270;;;8;4;1,5
"2024-01-04 23:00:00";291;;;8;6;1,4
"2024-01-05 00:00:00";217;;;7;7;1,5
"2024-01-05 01:00:00";179;;;3;5;1,3
"2024-01-05 02:00:00";160;;;5;4;1,4
"2024-01-05 03:00:00";160;;;4;4;1,5
"2024-01-05 04:00:00";162;;;5;4;1,4
"2024-01-05 05:00:00";150;;;4;3;1,2
"2024-01-05 06:00:00";155;;;4;3;1,2
"2024-01-05 07:00:00";166;;;5;2;1,2
"2024-01-05 08:00:00";192;;;7;2;1,3
"2024-01-05 09:00:00";216;;;10;6;1,3
"2024-01-05 10:00:00";225;;;11;7;1,4
"2024-01-05 11:00:00";215;;;11;10;1,6
"2024-01-05 12:00:00";199;;;8;11;1,4
"2024-01-05 13:00:00";191;;;7;9;1,5
"2024-01-05 14:00:00";218;;;12;8;1,6
"2024-01-05 15:00:00";262;;;16;7;1,6
"2024-01-05 16:00:00";315;;;19;6;1,5
"2024-01-05 17:00:00";352;;;20;4;1,6
"2024-01-05 18:00:00";382;;;23;4;2,3
"2024-01-05 19:00:00";375;;;20;14;3,0
"2024-01-05 20:00:00";443;;;20;19;3,0
"2024-01-05 21:00:00";501;;;21;13;2,7
"2024-01-05 22:00:00";518;;;17;10;2,4
"2024-01-05 23:00:00";475;;;17;12;2,3
"2024-01-06 00:00:00";459;;;18;13;2,2
"2024-01-06 01:00:00";426;;;17;15;2,6
"2024-01-06 02:00:00";402;;;16;15;2,6
"2024-01-06 03:00:00";368;;;14;12;2,7
"2024-01-06 04:00:00";347;;;15;10;2,7
"2024-01-06 05:00:00";310;;;14;13;2,5
"2024-01-06 06:00:00";308;;;14;15;2,3
"2024-01-06 07:00:00";279;;;12;14;2,2
"2024-01-06 08:00:00";311;;;12;13;2,3
"2024-01-06 09:00:00";368;;;14;14;1,8
"2024-01-06 10:00:00";370;;;14;14;2,1
"2024-01-06 11:00:00";413;;;15;13;1,9
"2024-01-06 12:00:00";438;;;15;12;2,0
"2024-01-06 13:00:00";449;;;17;13;2,0
"2024-01-06 14:00:00";493;;;21;14;1,8
"2024-01-06 15:00:00";446;;;14;12;1,7
"2024-01-06 16:00:00";453;;;14;11;1,7
"2024-01-06 17:00:00";479;;;16;13;1,8
"2024-01-06 18:00:00";579;;;19;14;1,8
"2024-01-06 19:00:00";613;;;21;14;1,8
"2024-01-06 20:00:00";629;;;21;14;2,0
"2024-01-06 21:00:00";624;;;20;11;1,9
"2024-01-06 22:00:00";580;;;19;10;1,7
"2024-01-06 23:00:00";621;;;23;18;1,6
"2024-01-07 00:00:00";543;;;17;22;1,6
"2024-01-07 01:00:00";546;;;18;18;1,5
"2024-01-07 02:00:00";519;;;18;17;1,4
"2024-01-07 03:00:00";506;;;18;16;1,5
"2024-01-07 04:00:00";463;;;15;16;1,4
"2024-01-07 05:00:00";414;;;13;20;1,6
"2024-01-07 06:00:00";395;;;12;22;1,4
"2024-01-07 07:00:00";407;;;13;15;1,4
"2024-01-07 08:00:00";394;;;10;12;1,5
"2024-01-07 09:00:00";388;;;2;11;1,5
"2024-01-07 10:00:00";384;;;2;10;1,6
"2024-01-07 11:00:00";371;;;1;11;1,3
"2024-01-07 12:00:00";365;;;2;11;1,5
"2024-01-07 13:00:00";390;;;4;9;1,7
"2024-01-07 14:00:00";370;;;5;8;1,6
"2024-01-07 15:00:00";343;;;5;5;1,7
"2024-01-07 16:00:00";320;;;6;5;1,6
"2024-01-07 17:00:00";319;;;8;5;1,7
"2024-01-07 18:00:00";315;;;9;6;1,8
"2024-01-07 19:00:00";354;;;11;8;1,6
"2024-01-07 20:00:00";351;;;11;8;1,8
"2024-01-07 21:00:00";324;;;11;10;1,8
"2024-01-07 22:00:00";312;;;12;11;2,0
"2024-01-07 23:00:00";309;;;12;12;1,9
"2024-01-08 00:00:00";289;;;11;13;1,9
"2024-01-08 01:00:00";268;;;11;12;1,9
"2024-01-08 02:00:00";268;;;11;12;1,9
"2024-01-08 03:00:00";276;;;11;11;1,8
"2024-01-08 04:00:00";331;;;11;10;1,6
"2024-01-08 05:00:00";347;;;14;14;1,6
"2024-01-08 06:00:00";365;;;14;15;1,7
"2024-01-08 07:00:00";380;;;14;12;1,8
"2024-01-08 08:00:00";404;;;15;10;1,8
"2024-01-08 09:00:00";410;;;16;13;1,7
"2024-01-08 10:00:00";409;;;17;15;1,9
"2024-01-08 11:00:00";409;;;17;12;1,9
"2024-01-08 12:00:00";418;;;17;10;1,8
"2024-01-08 13:00:00";454;;;18;15;1,8
"2024-01-08 14:00:00";456;;;19;17;1,8
"2024-01-08 15:00:00";462;;;20;18;1,8
"2024-01-08 16:00:00";479;;;22;19;1,7
"2024-01-08 17:00:00";475;;;19;20;1,6
"2024-01-08 18:00:00";480;;;22;20;1,8
"2024-01-08 19:00:00";479;;;19;20;1,9
"2024-01-08 20:00:00";467;;;19;20;1,7
"2024-01-08 21:00:00";450;;;16;17;1,6
"2024-01-08 22:00:00";434;;;19;15;1,7
"2024-01-08 23:00:00";435;;;19;19;2,0
"2024-01-09 00:00:00";431;;;17;21;2,0
"2024-01-09 01:00:00";440;;;16;17;1,9
"2024-01-09 02:00:00";440;;;16;15;1,7
"2024-01-09 03:00:00";441;;;15;14;1,9
"2024-01-09 04:00:00";448;;;15;13;2,0
"2024-01-09 05:00:00";440;;;12;17;2,0
"2024-01-09 06:00:00";453;;;15;18;2,1
"2024-01-09 07:00:00";475;;;14;18;2,1
"2024-01-09 08:00:00";510;;;16;19;2,4
"2024-01-09 09:00:00";531;;;18;13;2,8
"2024-01-09 10:00:00";532;;;19;10;2,4
"2024-01-09 11:00:00";506;;;18;20;2,0
"2024-01-09 12:00:00";486;;;17;25;1,9
"2024-01-09 13:00:00";460;;;15;17;1,9
"2024-01-09 14:00:00";415;;;12;14;1,7
"2024-01-09 15:00:00";434;;;14;10;1,7
"2024-01-09 16:00:00";539;;;17;8;1,7
"2024-01-09 17:00:00";569;;;24;7;1,8
"2024-01-09 18:00:00";537;;;23;6;2,0
"2024-01-09 19:00:00";553;;;24;7;2,0
"2024-01-09 20:00:00";535;;;22;8;2,3
"2024-01-09 21:00:00";521;;;19;9;1,9
"2024-01-09 22:00:00";544;;;21;9;2,1
"2024-01-09 23:00:00";553;;;22;12;2,1
"2024-01-10 00:00:00";635;;;25;13;2,1
"2024-01-10 01:00:00";792;;;31;18;1,9
"2024-01-10 02:00:00";666;;;27;20;1,7
"2024-01-10 03:00:00";572;;;24;25;1,7
"2024-01-10 04:00:00";555;;;21;27;1,7
"2024-01-10 05:00:00";602;;;25;27;1,8
"2024-01-10 06:00:00";646;;;27;27;1,8
"2024-01-10 07:00:00";838;;;34;28;1,9
"2024-01-10 08:00:00";1150;;;63;28;2,3
"2024-01-10 09:00:00";967;;;52;39;1,9
"2024-01-10 10:00:00";791;;;46;44;1,8
"2024-01-10 11:00:00";699;;;39;37;1,7
"2024-01-10 12:00:00";733;;;51;34;1,5
"2024-01-10 13:00:00";725;;;49;37;1,7
"2024-01-10 14:00:00";694;;;49;38;1,8
"2024-01-10 15:00:00";711;;;55;34;1,7
"2024-01-10 16:00:00";751;;;58;33;1,7
"2024-01-10 17:00:00";999;;;60;36;1,7
"2024-01-10 18:00:00";1254;;;87;38;1,8
"2024-01-10 19:00:00";1366;;;77;49;1,9
"2024-01-10 20:00:00";1836;;;99;54;2,4
"2024-01-10 21:00:00";2282;;;112;64;2,7
"2024-01-10 22:00:00";2401;;;111;68;2,7
"2024-01-10 23:00:00";2870;;;128;83;3,1
"2024-01-11 00:00:00";2590;;;151;90;2,5
"2024-01-11 01:00:00";1623;;;80;102;1,7
"2024-01-11 02:00:00";898;;;35;108;1,5
"2024-01-11 03:00:00";800;;;35;79;1,4
"2024-01-11 04:00:00";744;;;37;66;1,5
"2024-01-11 05:00:00";755;;;41;59;1,5
"2024-01-11 06:00:00";735;;;31;57;1,4
"2024-01-11 07:00:00";746;;;32;46;1,5
"2024-01-11 08:00:00";712;;;25;42;1,5
"2024-01-11 09:00:00";714;;;32;36;1,5
"2024-01-11 10:00:00";646;;;33;33;1,5
"2024-01-11 11:00:00";577;;;25;30;1,5
"2024-01-11 12:00:00";542;;;25;28;1,6
"2024-01-11 13:00:00";529;;;25;28;1,5
"2024-01-11 14:00:00";549;;;27;28;1,5
"2024-01-11 15:00:00";549;;;27;25;1,4
"2024-01-11 16:00:00";640;;;31;24;1,6
"2024-01-11 17:00:00";764;;;38;30;1,5
"2024-01-11 18:00:00";739;;;37;33;1,5
"2024-01-11 19:00:00";735;;;39;34;1,5
"2024-01-11 20:00:00";681;;;37;34;1,5
"2024-01-11 21:00:00";633;;;35;37;1,4
"2024-01-11 22:00:00";597;;;34;38;1,3
"2024-01-11 23:00:00";578;;;32;37;1,5
"2024-01-12 00:00:00";556;;;33;36;1,4
"2024-01-12 01:00:00";559;;;33;37;1,3
"2024-01-12 02:00:00";537;;;35;37;1,2
"2024-01-12 03:00:00";531;;;40;37;1,4
"2024-01-12 04:00:00";530;;;44;37;1,4
"2024-01-12 05:00:00";526;;;42;45;1,4
"2024-01-12 06:00:00";545;;;38;49;1,3
"2024-01-12 07:00:00";580;;;38;46;1,2
"2024-01-12 08:00:00";585;;;35;45;1,5
"2024-01-12 09:00:00";656;;;33;43;1,6
"2024-01-12 10:00:00";636;;;29;43;1,6
"2024-01-12 11:00:00";670;;;29;40;1,7
"2024-01-12 12:00:00";600;;;21;40;1,8
"2024-01-12 13:00:00";447;;;6;32;1,8
"2024-01-12 14:00:00";397;;;8;28;1,6
"2024-01-12 15:00:00";398;;;10;23;1,9
"2024-01-12 16:00:00";452;;;12;20;1,7
"2024-01-12 17:00:00";597;;;20;23;1,7
"2024-01-12 18:00:00";837;;;31;24;1,8
"2024-01-12 19:00:00";1090;;;39;21;1,9
"2024-01-12 20:00:00";1327;;;49;19;1,8
"2024-01-12 21:00:00";1330;;;44;31;2,3
"2024-01-12 22:00:00";964;;;34;37;1,7
"2024-01-12 23:00:00";848;;;34;34;1,8
"2024-01-13 00:00:00";675;;;31;33;1,5
"2024-01-13 01:00:00";595;;;28;32;1,5
"2024-01-13 02:00:00";544;;;24;32;1,6
"2024-01-13 03:00:00";553;;;29;32;1,6
"2024-01-13 04:00:00";585;;;30;32;1,5
"2024-01-13 05:00:00";577;;;28;29;1,3
"2024-01-13 06:00:00";525;;;25;27;1,4
"2024-01-13 07:00:00";491;;;21;36;1,3
"2024-01-13 08:00:00";505;;;21;39;1,3
"2024-01-13 09:00:00";477;;;23;35;1,4
"2024-01-13 10:00:00";405;;;15;33;1,4
"2024-01-13 11:00:00";350;;;13;27;1,5
"2024-01-13 12:00:00";570;;;12;25;1,5
"2024-01-13 13:00:00";437;;;11;18;1,5
"2024-01-13 14:00:00";351;;;10;16;1,4
"2024-01-13 15:00:00";342;;;14;19;1,6
"2024-01-13 16:00:00";349;;;13;20;1,7
"2024-01-13 17:00:00";386;;;15;22;1,4
"2024-01-13 18:00:00";438;;;20;23;1,5
"2024-01-13 19:00:00";423;;;18;24;1,6
"2024-01-13 20:00:00";361;;;14;24;1,4
"2024-01-13 21:00:00";341;;;11;22;1,4
"2024-01-13 22:00:00";285;;;8;22;1,5
"2024-01-13 23:00:00";275;;;10;18;1,5
"2024-01-14 00:00:00";298;;;14;16;1,4
"2024-01-14 01:00:00";309;;;15;19;1,5
"2024-01-14 02:00:00";297;;;16;20;1,9
"2024-01-14 03:00:00";296;;;17;18;2,6
"2024-01-14 04:00:00";285;;;19;18;3,5
"2024-01-14 05:00:00";285;;;19;20;4,2
"2024-01-14 06:00:00";283;;;20;21;3,8
"2024-01-14 07:00:00";288;;;21;25;3,5
"2024-01-14 08:00:00";328;;;23;27;2,7
"2024-01-14 09:00:00";372;;;27;31;2,4
"2024-01-14 10:00:00";384;;;23;33;2,1
"2024-01-14 11:00:00";350;;;20;32;2,1
"2024-01-14 12:00:00";315;;;16;31;1,9
"2024-01-14 13:00:00";286;;;13;25;2,0
"2024-01-14 14:00:00";264;;;12;22;1,9
"2024-01-14 15:00:00";266;;;12;22;1,9
"2024-01-14 16:00:00";310;;;12;21;1,9
"2024-01-14 17:00:00";337;;;14;20;1,8
"2024-01-14 18:00:00";334;;;14;19;1,5
"2024-01-14 19:00:00";336;;;12;20;1,6
"2024-01-14 20:00:00";343;;;12;20;1,6
"2024-01-14 21:00:00";354;;;16;19;1,6
"2024-01-14 22:00:00";370;;;17;18;1,4
"2024-01-14 23:00:00";421;;;26;24;1,4
"2024-01-15 00:00:00";432;;;30;26;1,6
"2024-01-15 01:00:00";444;;;34;28;2,0
"2024-01-15 02:00:00";431;;;30;28;2,5
"2024-01-15 03:00:00";380;;;21;31;3,5
"2024-01-15 04:00:00";326;;;18;32;5,4
"2024-01-15 05:00:00";283;;;14;30;8,9
"2024-01-15 06:00:00";268;;;14;30;8,9
"2024-01-15 07:00:00";308;;;17;25;7,1
"2024-01-15 08:00:00";363;;;21;22;6,0
"2024-01-15 09:00:00";424;;;26;25;5,4
"2024-01-15 10:00:00";446;;;26;26;5,4
"2024-01-15 11:00:00";492;;;35;24;4,1
"2024-01-15 12:00:00";449;;;26;24;4,0
"2024-01-15 13:00:00";449;;;30;33;3,7
"2024-01-15 14:00:00";466;;;30;38;3,3
"2024-01-15 15:00:00";415;;;22;28;2,6
"2024-01-15 16:00:00";449;;;32;24;2,4
"2024-01-15 17:00:00";503;;;34;25;2,2
"2024-01-15 18:00:00";580;;;31;26;2,3
"2024-01-15 19:00:00";503;;;27;32;2,3
"2024-01-15 20:00:00";423;;;16;35;2,2
"2024-01-15 21:00:00";352;;;15;30;1,9
"2024-01-15 22:00:00";286;;;12;27;1,9
"2024-01-15 23:00:00";269;;;13;24;1,8
"2024-01-16 00:00:00";252;;;12;22;1,5
"2024-01-16 01:00:00";225;;;8;22;2,0
"2024-01-16 02:00:00";195;;;6;22;1,6
"2024-01-16 03:00:00";158;;;4;21;1,5
"2024-01-16 04:00:00";163;;;5;21;1,4
"2024-01-16 05:00:00";148;;;4;22;1,3
"2024-01-16 06:00:00";141;;;3;22;1,6
"2024-01-16 07:00:00";151;;;3;15;1,3
"2024-01-16 08:00:00";192;;;5;12;1,7
"2024-01-16 09:00:00";203;;;9;16;1,8
"2024-01-16 10:00:00";202;;;7;17;1,7
"2024-01-16 11:00:00";156;;;9;12;2,0
"2024-01-16 12:00:00";130;;;10;9;2,0
"2024-01-16 13:00:00";111;;;9;10;1,5
"2024-01-16 14:00:00";104;;;8;10;1,4
"2024-01-16 15:00:00";99;;;6;13;1,4
"2024-01-16 16:00:00";107;;;5;14;1,3
"2024-01-16 17:00:00";146;;;8;13;1,3
"2024-01-16 18:00:00";235;;;11;13;1,7
"2024-01-16 19:00:00";275;;;14;11;1,7
"2024-01-16 20:00:00";369;;;18;10;2,2
"2024-01-16 21:00:00";424;;;24;10;2,0
"2024-01-16 22:00:00";314;;;15;10;1,6
"2024-01-16 23:00:00";282;;;14;15;1,6
"2024-01-17 00:00:00";285;;;13;17;1,5
"2024-01-17 01:00:00";315;;;13;16;1,4
"2024-01-17 02:00:00";338;;;15;16;1,6
"2024-01-17 03:00:00";348;;;11;17;1,8
"2024-01-17 04:00:00";382;;;11;18;2,1
"2024-01-17 05:00:00";329;;;10;19;1,7
"2024-01-17 06:00:00";319;;;9;20;1,6
"2024-01-17 07:00:00";264;;;15;17;1,7
"2024-01-17 08:00:00";291;;;16;16;2,0
"2024-01-17 09:00:00";399;;;15;16;2,4
"2024-01-17 10:00:00";316;;;15;16;2,7
"2024-01-17 11:00:00";313;;;20;16;2,8
"2024-01-17 12:00:00";336;;;20;16;2,5
"2024-01-17 13:00:00";336;;;19;15;2,4
"2024-01-17 14:00:00";312;;;15;15;2,4
"2024-01-17 15:00:00";365;;;18;17;2,4
"2024-01-17 16:00:00";369;;;16;18;2,3
"2024-01-17 17:00:00";436;;;18;16;2,2
"2024-01-17 18:00:00";662;;;30;15;2,0
"2024-01-17 19:00:00";657;;;28;21;1,9
"2024-01-17 20:00:00";343;;;11;23;1,9
"2024-01-17 21:00:00";273;;;3;18;2,2
"2024-01-17 22:00:00";249;;;4;16;2,3
"2024-01-17 23:00:00";215;;;4;13;2,3
"2024-01-18 00:00:00";196;;;3;12;2,0
"2024-01-18 01:00:00";173;;;2;9;2,0
"2024-01-18 02:00:00";157;;;1;9;2,0
"2024-01-18 03:00:00";150;;;2;6;1,9
"2024-01-18 04:00:00";130;;;;5;2,0
"2024-01-18 05:00:00";122;;;1;4;2,1
"2024-01-18 06:00:00";119;;;1;3;2,1
"2024-01-18 07:00:00";125;;;2;2;2,0
"2024-01-18 08:00:00";141;;;4;2;2,0
"2024-01-18 09:00:00";173;;;5;2;2,1
"2024-01-18 10:00:00";;;;;;
"2024-01-18 11:00:00";;;;;;
"2024-01-18 12:00:00";;;;;;
"2024-01-18 13:00:00";311;9,9;20,0;6;2;2,4
"2024-01-18 14:00:00";269;10,6;21,5;5;7;2,8
"2024-01-18 15:00:00";306;15,6;31,3;19;7;2,8
"2024-01-18 16:00:00";552;13,1;20,9;46;4;2,7
"2024-01-18 17:00:00";587;8,9;15,6;24;8;2,6
"2024-01-18 18:00:00";584;7,1;12,9;18;29;2,7
"2024-01-18 19:00:00";639;9,7;16,2;18;29;2,4
"2024-01-18 20:00:00";686;14,6;20,6;22;26;2,3
"2024-01-18 21:00:00";745;14,0;18,8;23;25;2,1
"2024-01-18 22:00:00";713;10,9;15,1;22;23;2,1
"2024-01-18 23:00:00";633;9,5;13,2;15;22;1,6
"2024-01-19 00:00:00";635;8,5;12,1;13;20;1,7
"2024-01-19 01:00:00";702;9,4;12,6;15;19;1,6
"2024-01-19 02:00:00";710;9,2;12,0;15;14;1,8
"2024-01-19 03:00:00";694;9,2;11,7;16;14;1,6
"2024-01-19 04:00:00";703;10,9;14,3;15;14;1,7
"2024-01-19 05:00:00";746;13,5;18,8;13;14;1,6
"2024-01-19 06:00:00";695;9,9;12,5;15;13;1,7
"2024-01-19 07:00:00";643;10,2;12,4;15;14;1,8
"2024-01-19 08:00:00";619;12,9;15,3;15;14;1,7
"2024-01-19 09:00:00";624;12,9;15,2;17;14;1,7
"2024-01-19 10:00:00";619;13,0;15,4;18;15;1,8
"2024-01-19 11:00:00";583;9,3;10,5;15;15;1,7
"2024-01-19 12:00:00";562;9,3;10,9;11;16;1,5
"2024-01-19 13:00:00";569;8,8;10,3;14;16;1,7
"2024-01-19 14:00:00";587;9,3;11,0;16;16;1,7
"2024-01-19 15:00:00";603;9,9;11,3;19;16;1,7
"2024-01-19 16:00:00";569;9,6;10,5;17;18;1,8
"2024-01-19 17:00:00";572;10,0;10,3;19;18;1,6
"2024-01-19 18:00:00";569;9,9;10,4;17;15;1,8
"2024-01-19 19:00:00";563;9,2;9,6;15;14;1,7
"2024-01-19 20:00:00";545;7,2;7,3;13;14;1,7
"2024-01-19 21:00:00";535;6,6;6,5;12;14;1,7
"2024-01-19 22:00:00";537;6,8;6,8;13;15;2,1
"2024-01-19 23:00:00";530;6,5;6,4;13;15;2,3
"2024-01-20 00:00:00";538;7,1;7,0;15;13;2,4
"2024-01-20 01:00:00";548;7,1;7,1;16;14;2,9
"2024-01-20 02:00:00";529;8,4;8,5;14;15;3,3
"2024-01-20 03:00:00";512;10,5;10,8;13;15;3,5
"2024-01-20 04:00:00";512;10,1;10,2;13;14;3,3
"2024-01-20 05:00:00";532;15,4;17,6;15;14;3,4
"2024-01-20 06:00:00";554;22,5;25,1;18;14;3,4
"2024-01-20 07:00:00";690;32,0;36,0;20;15;2,9
"2024-01-20 08:00:00";697;30,7;39,7;23;18;2,9
"2024-01-20 09:00:00";913;49,5;119,3;32;18;3,4
"2024-01-20 10:00:00";746;25,6;39,1;26;22;3,1
"2024-01-20 11:00:00";659;17,9;23,5;20;22;3,2
"2024-01-20 12:00:00";634;10,3;12,5;19;22;3,6
"2024-01-20 13:00:00";575;5,6;5,9;16;21;3,4
"2024-01-20 14:00:00";601;6,3;6,7;18;17;3,4
"2024-01-20 15:00:00";590;5,2;5,9;15;16;3,3
"2024-01-20 16:00:00";648;6,7;7,2;18;13;3,0
"2024-01-20 17:00:00";731;10,9;11,2;22;14;2,7
"2024-01-20 18:00:00";860;14,9;16,6;33;23;2,6
"2024-01-20 19:00:00";779;12,9;14,0;23;23;2,5
"2024-01-20 20:00:00";780;10,3;11,0;24;27;2,3
"2024-01-20 21:00:00";949;14,0;15,2;31;26;2,3
"2024-01-20 22:00:00";847;12,0;12,4;25;20;2,2
"2024-01-20 23:00:00";874;15,9;17,0;27;21;2,1
"2024-01-21 00:00:00";756;10,7;10,7;24;29;2,2
"2024-01-21 01:00:00";729;10,9;11,0;21;29;2,1
"2024-01-21 02:00:00";698;13,4;13,7;24;27;2,1
"2024-01-21 03:00:00";706;12,0;12,0;23;27;2,0
"2024-01-21 04:00:00";755;14,3;14,4;26;27;2,0
"2024-01-21 05:00:00";738;14,3;14,8;25;27;2,0
"2024-01-21 06:00:00";823;20,4;22,5;27;26;2,2
"2024-01-21 07:00:00";894;28,8;35,6;33;27;2,1
"2024-01-21 08:00:00";979;26,4;34,4;38;33;2,4
"2024-01-21 09:00:00";954;17,9;23,3;38;33;2,5
"2024-01-21 10:00:00";809;10,6;12,6;29;32;2,5
"2024-01-21 11:00:00";816;10,4;12,1;29;33;2,5
"2024-01-21 12:00:00";781;9,6;11,9;29;36;2,7
"2024-01-21 13:00:00";760;9,2;10,5;27;35;2,8
"2024-01-21 14:00:00";726;8,2;9,2;25;32;2,6
"2024-01-21 15:00:00";724;8,4;8,3;26;32;2,6
"2024-01-21 16:00:00";776;9,9;9,3;26;28;2,5
"2024-01-21 17:00:00";1031;19,6;21,6;39;28;2,6
"2024-01-21 18:00:00";1203;29,5;30,8;42;30;2,3
"2024-01-21 19:00:00";1644;44,7;88,7;48;32;2,6
"2024-01-21 20:00:00";2542;50,5;141,4;101;43;3,2
"2024-01-21 21:00:00";3055;47,2;107,8;128;50;3,3
"2024-01-21 22:00:00";2959;42,8;93,6;114;87;3,1
"2024-01-21 23:00:00";2744;35,5;83,0;101;89;2,9
"2024-01-22 00:00:00";2360;37,2;63,0;89;98;2,6
"2024-01-22 01:00:00";1811;36,0;43,7;67;99;2,8
"2024-01-22 02:00:00";1444;25,9;28,5;62;102;2,5
"2024-01-22 03:00:00";1047;15,3;16,0;46;100;2,1
"2024-01-22 04:00:00";856;10,8;10,6;37;86;2,4
"2024-01-22 05:00:00";838;9,9;9,7;32;82;2,3
"2024-01-22 06:00:00";783;9,7;9,4;22;58;2,4
"2024-01-22 07:00:00";787;10,8;10,6;22;57;2,1
"2024-01-22 08:00:00";805;21,3;29,0;22;51;2,3
