Date;"CO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"O3 (ug/m3)";"PM10 (ug/m3)";"PM2.5 (ug/m3)";"SO2 (ug/m3)"
"Limit values";10000;100;;-;-;-;250
"2021-01-01 00:00:00";504;20,0;24,9;15,3;15;;0,8
"2021-01-01 01:00:00";492;14,7;17,6;21,2;12;13;1,0
"2021-01-01 02:00:00";503;11,1;12,8;25,9;12;13;0,9
"2021-01-01 03:00:00";527;9,5;11,2;31,5;10;13;1,5
"2021-01-01 04:00:00";485;7,2;8,7;34,9;9;18;1,2
"2021-01-01 05:00:00";478;6,7;8,5;35,7;8;18;0,9
"2021-01-01 06:00:00";440;6,9;8,8;32,7;13;18;0,8
"2021-01-01 07:00:00";447;7,5;9,6;31,7;18;18;0,8
"2021-01-01 08:00:00";458;7,1;9,5;32,3;16;18;0,9
"2021-01-01 09:00:00";453;6,4;9,1;31,0;16;18;0,9
"2021-01-01 10:00:00";456;6,2;9,8;34,7;14;20;1,0
"2021-01-01 11:00:00";462;5,9;9,4;38,0;15;20;1,1
"2021-01-01 12:00:00";441;5,2;8,4;44,6;13;17;1,0
"2021-01-01 13:00:00";434;5,4;8,2;47,5;14;17;1,0
"2021-01-01 14:00:00";434;5,4;7,9;52,8;12;13;1,2
"2021-01-01 15:00:00";435;6,5;9,0;51,8;13;12;0,9
"2021-01-01 16:00:00";463;7,9;11,1;49,1;16;17;1,9
"2021-01-01 17:00:00";471;7,6;10,2;50,2;13;18;1,4
"2021-01-01 18:00:00";466;8,2;10,6;50,0;10;20;1,2
"2021-01-01 19:00:00";450;7,3;9,3;50,6;12;20;1,3
"2021-01-01 20:00:00";429;8,2;10,5;49,5;9;20;1,1
"2021-01-01 21:00:00";449;8,1;10,3;48,7;9;21;0,9
"2021-01-01 22:00:00";414;5,9;7,8;49,9;9;14;1,8
"2021-01-01 23:00:00";436;6,4;8,2;50,2;12;13;2,7
"2021-01-02 00:00:00";492;9,4;11,7;45,5;13;8;3,4
"2021-01-02 01:00:00";525;10,8;13,1;38,9;13;8;3,1
"2021-01-02 02:00:00";449;8,9;10,8;39,9;9;13;2,3
"2021-01-02 03:00:00";422;9,1;11,0;39,8;8;14;1,7
"2021-01-02 04:00:00";409;12,3;14,6;33,2;7;10;1,5
"2021-01-02 05:00:00";476;20,1;23,8;21,7;10;10;1,2
"2021-01-02 06:00:00";505;24,3;30,3;15,9;11;6;1,1
"2021-01-02 07:00:00";525;25,6;32,8;12,6;13;6;1,0
"2021-01-02 08:00:00";556;24,5;33,6;14,0;16;12;1,1
"2021-01-02 09:00:00";529;15,2;22,2;27,1;14;13;1,2
"2021-01-02 10:00:00";482;10,5;17,0;40,1;12;13;1,3
"2021-01-02 11:00:00";447;9,2;13,2;53,0;10;13;1,9
"2021-01-02 12:00:00";390;7,0;9,8;66,8;6;8;1,8
"2021-01-02 13:00:00";390;6,3;9,0;69,6;9;7;1,8
"2021-01-02 14:00:00";439;7,3;10,0;64,3;13;5;1,8
"2021-01-02 15:00:00";481;10,3;14,6;51,5;20;5;1,6
"2021-01-02 16:00:00";612;19,0;23,2;39,9;29;10;1,6
"2021-01-02 17:00:00";676;19,7;24,4;34,7;31;10;1,9
"2021-01-02 18:00:00";685;17,5;21,1;36,5;25;18;1,6
"2021-01-02 19:00:00";711;19,5;23,8;33,4;27;19;1,6
"2021-01-02 20:00:00";757;23,5;28,9;28,2;26;24;1,6
"2021-01-02 21:00:00";693;23,8;29,7;26,5;22;24;1,7
"2021-01-02 22:00:00";643;17,6;21,8;31,0;18;25;1,2
"2021-01-02 23:00:00";544;12,6;15,5;34,2;14;25;1,3
"2021-01-03 00:00:00";488;9,8;12,6;36,7;11;21;1,1
"2021-01-03 01:00:00";484;9,5;11,8;36,5;12;20;0,9
"2021-01-03 02:00:00";484;9,3;11,7;36,4;11;17;1,1
"2021-01-03 03:00:00";473;9,7;12,6;36,0;12;17;1,0
"2021-01-03 04:00:00";458;9,8;12,4;36,2;11;12;1,6
"2021-01-03 05:00:00";456;11,0;13,7;34,5;11;11;1,0
"2021-01-03 06:00:00";454;12,9;15,9;33,8;12;13;1,1
"2021-01-03 07:00:00";463;13,3;16,4;33,9;13;13;1,0
"2021-01-03 08:00:00";463;11,7;14,6;36,7;14;7;1,2
"2021-01-03 09:00:00";532;15,3;20,3;34,0;19;7;1,3
"2021-01-03 10:00:00";573;18,1;23,4;30,9;24;17;1,5
"2021-01-03 11:00:00";605;19,0;24,4;30,1;22;17;1,6
"2021-01-03 12:00:00";572;17,2;22,0;34,2;21;19;1,6
"2021-01-03 13:00:00";531;11,3;14,3;45,6;20;19;1,6
"2021-01-03 14:00:00";533;11,0;13,8;49,8;14;16;1,8
"2021-01-03 15:00:00";486;9,0;11,3;58,6;14;16;1,5
"2021-01-03 16:00:00";519;10,3;12,9;60,8;10;15;1,4
"2021-01-03 17:00:00";511;13,3;15,7;52,5;10;15;1,3
"2021-01-03 18:00:00";718;26,3;30,3;33,6;18;18;1,2
"2021-01-03 19:00:00";881;26,5;31,0;29,7;32;18;1,4
"2021-01-03 20:00:00";710;19,5;23,1;32,5;22;22;1,4
"2021-01-03 21:00:00";659;15,3;18,3;32,1;21;22;1,4
"2021-01-03 22:00:00";625;13,0;16,0;35,3;19;23;1,3
"2021-01-03 23:00:00";523;8,6;10,4;47,1;11;23;1,7
"2021-01-04 00:00:00";519;9,0;10,7;43,5;10;21;1,5
"2021-01-04 01:00:00";509;7,7;9,4;41,6;12;21;1,3
"2021-01-04 02:00:00";502;9,1;11,2;37,7;12;15;1,2
"2021-01-04 03:00:00";511;12,7;15,0;33,6;13;14;1,2
"2021-01-04 04:00:00";490;12,0;14,2;34,0;10;12;1,0
"2021-01-04 05:00:00";501;15,9;19,1;28,6;12;12;1,1
"2021-01-04 06:00:00";526;26,6;34,0;17,0;13;15;1,2
"2021-01-04 07:00:00";622;34,7;53,4;8,5;13;15;1,2
"2021-01-04 08:00:00";782;46,1;108,6;1,5;22;13;1,8
"2021-01-04 09:00:00";716;40,4;78,6;5,5;22;13;1,6
"2021-01-04 10:00:00";687;35,1;60,8;9,4;23;17;1,4
"2021-01-04 11:00:00";719;38,6;71,7;5,3;26;18;1,5
"2021-01-04 12:00:00";650;33,6;61,1;10,1;27;20;1,4
"2021-01-04 13:00:00";670;33,3;52,5;13,6;24;20;1,6
"2021-01-04 14:00:00";594;27,2;39,7;17,7;22;20;1,4
"2021-01-04 15:00:00";592;30,9;57,7;16,9;20;20;1,6
"2021-01-04 16:00:00";731;41,0;75,0;9,1;24;16;1,6
"2021-01-04 17:00:00";808;30,0;40,8;13,0;30;15;1,3
