Date;"CO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"O3 (ug/m3)";"PM10 (ug/m3)";"PM2.5 (ug/m3)";"SO2 (ug/m3)"
"Limit values";10000;100;;-;-;-;250
"2020-01-01 00:00:00";512;11,1;15,6;12,7;36;;3,1
"2020-01-01 01:00:00";511;10,5;15,4;12,5;83;;3,4
"2020-01-01 02:00:00";525;11,5;15,3;11,3;43;;3,2
"2020-01-01 03:00:00";530;12,6;15,5;8,8;46;;3,2
"2020-01-01 04:00:00";560;14,0;18,6;6,3;47;;3,1
"2020-01-01 05:00:00";615;12,4;17,9;5,4;49;;2,8
"2020-01-01 06:00:00";616;14,8;27,2;2,7;51;;2,5
"2020-01-01 07:00:00";586;15,2;25,9;2,1;52;;2,7
"2020-01-01 08:00:00";552;12,6;21,5;4,7;53;;3,0
"2020-01-01 09:00:00";591;9,8;18,4;9,1;59;;3,7
"2020-01-01 10:00:00";611;7,6;13,3;15,3;57;;5,1
"2020-01-01 11:00:00";642;8,9;15,0;20,7;61;;5,6
"2020-01-01 12:00:00";633;9,4;17,1;25,4;59;;5,4
"2020-01-01 13:00:00";596;9,9;14,4;30,2;53;;4,5
"2020-01-01 14:00:00";553;10,5;14,0;32,3;46;;4,2
"2020-01-01 15:00:00";546;14,2;16,8;30,4;45;;3,8
"2020-01-01 16:00:00";662;26,9;33,8;16,0;52;;3,3
"2020-01-01 17:00:00";1101;37,2;83,2;2,3;81;;3,5
"2020-01-01 18:00:00";1666;39,8;162,8;3,3;103;;4,2
"2020-01-01 19:00:00";2155;38,4;231,5;4,5;123;;4,2
"2020-01-01 20:00:00";2087;32,1;186,2;4,1;120;;4,5
"2020-01-01 21:00:00";1597;28,5;143,3;2,0;102;;3,8
"2020-01-01 22:00:00";1342;25,3;91,6;3,9;114;;3,3
"2020-01-01 23:00:00";1510;22,4;89,5;2,8;139;;3,5
"2020-01-02 00:00:00";1343;20,3;78,9;1,8;121;;3,3
"2020-01-02 01:00:00";1133;21,7;60,5;2,2;88;;3,1
"2020-01-02 02:00:00";668;11,2;13,4;9,8;40;;2,6
"2020-01-02 03:00:00";669;9,5;11,3;11,8;31;;2,5
"2020-01-02 04:00:00";620;9,4;11,1;14,8;26;;2,4
"2020-01-02 05:00:00";554;10,7;12,9;14,8;22;;2,3
"2020-01-02 06:00:00";506;9,5;11,6;19,6;20;;2,4
"2020-01-02 07:00:00";498;8,8;10,7;23,7;20;;2,3
"2020-01-02 08:00:00";543;10,5;13,3;23,7;23;;2,4
"2020-01-02 09:00:00";553;10,8;13,9;25,7;28;;2,4
"2020-01-02 10:00:00";544;8,9;11,6;26,5;25;;2,4
"2020-01-02 11:00:00";453;9,9;13,7;26,6;14;;2,1
"2020-01-02 12:00:00";444;10,1;13,6;26,9;13;;2,2
"2020-01-02 13:00:00";463;11,6;15,1;27,1;17;;2,3
"2020-01-02 14:00:00";491;11,1;14,4;32,1;22;;2,3
"2020-01-02 15:00:00";532;14,0;17,9;28,3;28;;2,5
"2020-01-02 16:00:00";517;13,8;16,9;26,8;24;;2,5
"2020-01-02 17:00:00";528;14,8;17,8;29,7;24;;3,1
"2020-01-02 18:00:00";502;11,5;14,2;32,9;19;;3,0
"2020-01-02 19:00:00";465;10,7;12,5;35,7;19;;2,8
"2020-01-02 20:00:00";494;10,1;11,5;36,4;22;;2,5
"2020-01-02 21:00:00";461;9,6;10,6;34,8;18;;2,4
"2020-01-02 22:00:00";457;9,1;9,6;33,7;12;;2,6
"2020-01-02 23:00:00";;;;;;;
"2020-01-03 13:00:00";;;;;;;
"2020-01-03 14:00:00";;;;;;;
"2020-01-03 15:00:00";;;;;;;
"2020-01-03 16:00:00";;;;;;;
"2020-01-03 17:00:00";;;;;;;
"2020-01-03 18:00:00";;;;;;;
"2020-01-03 19:00:00";;;;;;;
"2020-01-03 20:00:00";;;;;;;
"2020-01-03 21:00:00";518;12,3;14,3;34,2;28;;2,0
"2020-01-03 22:00:00";431;14,2;16,4;31,4;25;;2,0
"2020-01-03 23:00:00";432;16,1;18,3;27,8;28;;1,8
"2020-01-04 00:00:00";361;10,9;12,4;31,1;24;;1,5
"2020-01-04 01:00:00";342;8,9;10,4;34,6;26;;1,6
"2020-01-04 02:00:00";345;10,0;11,6;32,5;32;;2,0
"2020-01-04 03:00:00";321;9,0;10,6;35,0;25;;1,8
"2020-01-04 04:00:00";289;7,8;9,5;35,4;18;;1,7
"2020-01-04 05:00:00";290;8,0;9,9;34,1;17;;1,6
"2020-01-04 06:00:00";298;8,1;9,7;32,4;17;;1,6
"2020-01-04 07:00:00";307;9,7;12,6;29,5;19;;1,6
"2020-01-04 08:00:00";309;9,6;12,0;28,4;18;;1,4
"2020-01-04 09:00:00";345;10,4;13,9;25,4;20;;1,4
"2020-01-04 10:00:00";379;15,2;27,7;24,2;22;;1,8
"2020-01-04 11:00:00";401;10,9;15,0;23,3;24;;1,7
"2020-01-04 12:00:00";418;9,9;14,0;23,3;21;;1,6
"2020-01-04 13:00:00";425;11,7;17,1;19,6;26;;1,8
