Date;"CO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"O3 (ug/m3)";"PM10 (ug/m3)";"PM2.5 (ug/m3)";"SO2 (ug/m3)"
"Limit values";10000;100;;-;-;-;250
"2017-01-01 00:00:00";1094;61,9;73,6;2,5;63;;4,5
"2017-01-01 01:00:00";1261;;;;108;;4,8
"2017-01-01 02:00:00";1330;;;;83;;5,2
"2017-01-01 03:00:00";1172;;;;63;;4,8
"2017-01-01 04:00:00";1198;;;;57;;4,5
"2017-01-01 05:00:00";868;;;;30;;3,7
"2017-01-01 06:00:00";769;;;;35;;3,4
"2017-01-01 07:00:00";812;;;;46;;3,7
"2017-01-01 08:00:00";1002;;;;57;;4,0
"2017-01-01 09:00:00";996;;;;58;;4,2
"2017-01-01 10:00:00";814;;;;40;;4,2
"2017-01-01 11:00:00";704;;;;42;;5,1
"2017-01-01 12:00:00";678;;;;42;;5,3
"2017-01-01 13:00:00";616;;;;37;;4,1
"2017-01-01 14:00:00";569;;;;41;;3,8
"2017-01-01 15:00:00";610;;;;48;;3,7
"2017-01-01 16:00:00";774;;;;58;;3,8
"2017-01-01 17:00:00";1167;;;;86;;4,2
"2017-01-01 18:00:00";1945;;;;130;;6,4
"2017-01-01 19:00:00";2950;;;;187;;15,6
"2017-01-01 20:00:00";2757;;;;127;;35,5
"2017-01-01 21:00:00";2495;;;;162;;32,9
"2017-01-01 22:00:00";2421;;;;120;;41,1
"2017-01-01 23:00:00";2094;;;;104;;23,2
"2017-01-02 00:00:00";1889;;;;89;;17,7
"2017-01-02 01:00:00";1445;;;;64;;12,4
"2017-01-02 02:00:00";1273;;;;67;;9,6
"2017-01-02 03:00:00";1190;;;;65;;8,0
"2017-01-02 04:00:00";1093;;;;59;;7,3
"2017-01-02 05:00:00";1102;;;;62;;6,3
"2017-01-02 06:00:00";1266;;;;68;;6,1
"2017-01-02 07:00:00";1412;;;;84;;7,0
"2017-01-02 08:00:00";1558;;;;91;;7,7
"2017-01-02 09:00:00";1700;;;;100;;8,2
"2017-01-02 10:00:00";1659;;;;95;;9,1
"2017-01-02 11:00:00";1380;;;;77;;7,8
"2017-01-02 12:00:00";992;;;;50;;7,8
"2017-01-02 13:00:00";914;;;;67;;9,5
"2017-01-02 14:00:00";907;;;;61;;10,4
"2017-01-02 15:00:00";726;;;;46;;11,2
"2017-01-02 16:00:00";692;;;;55;;8,7
"2017-01-02 17:00:00";759;;;;65;;6,2
"2017-01-02 18:00:00";740;;;;72;;5,5
"2017-01-02 19:00:00";684;;;;72;;5,6
"2017-01-02 20:00:00";684;;;;72;;5,9
"2017-01-02 21:00:00";649;;;;68;;5,3
"2017-01-02 22:00:00";597;;;;59;;4,8
"2017-01-02 23:00:00";582;;;;58;;4,7
"2017-01-03 00:00:00";582;;;;63;;4,7
"2017-01-03 01:00:00";596;;;;60;;6,6
"2017-01-03 02:00:00";596;;;;60;;7,1
"2017-01-03 03:00:00";594;;;;67;;7,6
"2017-01-03 04:00:00";620;;;;71;;8,2
"2017-01-03 05:00:00";628;;;;72;;7,9
"2017-01-03 06:00:00";626;;;;69;;8,3
"2017-01-03 07:00:00";661;;;;73;;8,6
"2017-01-03 08:00:00";768;;;;77;;8,5
"2017-01-03 09:00:00";760;;;;72;;7,5
"2017-01-03 10:00:00";821;;;;80;;10,4
"2017-01-03 11:00:00";780;;;;74;;11,1
"2017-01-03 12:00:00";809;;;;81;;9,3
"2017-01-03 13:00:00";787;;;;77;;9,2
"2017-01-03 14:00:00";782;;;;78;;8,9
"2017-01-03 15:00:00";783;;;;80;;9,0
"2017-01-03 16:00:00";900;;;;77;;7,6
"2017-01-03 17:00:00";989;;;;77;;5,9
"2017-01-03 18:00:00";993;;;;81;;6,1
"2017-01-03 19:00:00";1023;;;;81;;5,9
"2017-01-03 20:00:00";1046;;;;73;;5,4
"2017-01-03 21:00:00";1034;;;;68;;5,2
"2017-01-03 22:00:00";921;;;;57;;5,0
"2017-01-03 23:00:00";818;;;;48;;4,7
"2017-01-04 00:00:00";683;;;;33;;4,4
"2017-01-04 01:00:00";640;;;;29;;4,1
"2017-01-04 02:00:00";590;;;;24;;3,9
"2017-01-04 03:00:00";518;;;;14;;3,8
"2017-01-04 04:00:00";479;;;;15;;3,9
"2017-01-04 05:00:00";489;;;;16;;3,9
"2017-01-04 06:00:00";490;;;;16;;3,7
"2017-01-04 07:00:00";496;;;;16;;3,7
