Date;Station1_CO;Station1_NO2;Station1_NOx;Station1_PM10;Station1_SO2;Station2_CO;Station2_NO2;Station2_NOx;Station2_O3;Station2_PM10;Station2_PM2.5;Station2_SO2;Station2_NO
2019-12-10 00:00:00;483.0;23,0;40,1;19,0;2,7;409;19,4;28,4;28,4;;;3,2;
2019-12-11 00:00:00;504.0;32,8;65,9;24,0;2,5;368;25,0;32,6;25,6;;;3,2;
2019-12-12 00:00:00;702.0;33,1;87,0;31,0;2,5;634;33,0;71,2;7,3;;;2,6;
2019-12-13 00:00:00;722.0;37,8;127,2;24,0;2,8;607;25,9;45,7;11,1;;;2,9;
2019-12-14 00:00:00;575.0;32,0;92,5;21,0;2,6;449;22,5;35,3;13,9;;;2,3;
2019-12-15 00:00:00;498.0;34,7;75,2;19,0;4,6;379;12,5;16,8;29,5;;;5,8;
2019-12-16 00:00:00;621.0;50,1;166,6;30,0;5,4;380;18,2;26,9;27,1;;;8,4;
2019-12-17 00:00:00;422.0;45,8;103,3;25,0;8,2;300;9,2;12,0;43,2;;;12,0;
2019-12-18 00:00:00;670.0;50,4;157,0;38,0;6,5;449;19,4;27,7;27,9;;;9,7;
2019-12-19 00:00:00;825.0;47,4;149,5;49,0;4,8;807;47,3;108,8;8,3;;;8,2;
2019-12-20 00:00:00;639.0;46,6;123,4;39,0;3,8;597;28,9;54,1;23,3;;;4,9;
2019-12-21 00:00:00;334.0;34,6;59,2;22,0;3,3;387;11,1;13,9;44,3;23,0;;4,6;
2019-12-22 00:00:00;240.0;27,8;41,4;13,0;2,2;346;9,5;12,0;45,4;13,0;;3,0;
2019-12-23 00:00:00;388.0;30,6;72,8;12,0;2,4;499;20,0;35,7;25,6;14,0;;3,0;
2019-12-24 00:00:00;300.0;22,1;35,7;8,0;2,0;428;15,4;18,9;35,0;10,0;;2,0;
2019-12-25 00:00:00;450.0;34,6;80,5;18,0;2,1;557;17,8;26,7;13,6;21,0;;2,1;
2019-12-26 00:00:00;492.0;29,6;73,6;18,0;2,1;635;20,8;35,0;20,3;21,0;;2,4;
2019-12-27 00:00:00;515.0;33,4;87,0;21,0;2,2;595;21,7;36,8;12,6;22,0;;2,3;
2019-12-28 00:00:00;255.0;11,2;17,1;7,0;2,0;341;8,8;12,5;33,7;9,0;;2,1;
2019-12-29 00:00:00;329.0;10,6;15,7;9,0;2,2;279;8,8;13,4;40,4;12,0;;2,2;
2019-12-30 00:00:00;495.0;31,8;63,2;22,0;2,7;417;18,2;28,2;26,8;24,0;;2,8;
2019-12-31 00:00:00;492.0;25,9;60,9;27,0;3,4;462;10,3;15,0;23,7;31,0;;3,8;
2020-01-01 00:00:00;930.0;37,3;164,8;61,0;3,7;922;18,5;57,0;10,7;73,0;;3,7;
2020-01-02 00:00:00;530.0;29,5;64,2;27,0;2,5;550;11,2;15,4;24,7;24,0;;2,5;
2020-01-03 00:00:00;451.0;33,0;60,5;22,0;2,2;;;;;;;;
2020-01-04 00:00:00;530.0;25,4;66,3;27,0;2,5;425;12,5;17,3;20,8;29,0;;1,7;
2020-01-05 00:00:00;322.0;19,6;31,0;16,0;1,9;297;14,8;20,2;35,0;16,0;;2,1;
2020-01-06 00:00:00;682.0;40,9;99,1;34,0;2,7;634;31,5;68,9;26,0;37,0;;2,9;
2020-01-07 00:00:00;948.0;55,2;144,2;51,0;3,1;832;35,6;58,4;18,1;53,0;;3,2;
2020-01-08 00:00:00;1030.0;52,8;133,5;56,0;3,2;748;33,8;59,1;19,5;51,0;;2,8;
2020-01-09 00:00:00;763.0;37,2;85,7;43,0;2,7;670;23,6;30,8;19,7;46,0;;4,0;
2020-01-10 00:00:00;891.0;48,4;119,2;54,0;2,3;920;40,8;95,4;13,4;54,0;;3,3;
2020-01-11 00:00:00;626.0;30,4;55,2;32,0;1,9;631;22,7;29,3;17,1;33,0;;2,2;
2020-01-12 00:00:00;674.0;25,0;46,7;22,0;1,8;646;17,1;22,2;16,7;23,0;;2,1;
2020-01-13 00:00:00;757.0;38,0;90,2;29,0;2,3;657;16,4;19,7;29,6;30,0;;2,4;
2020-01-14 00:00:00;681.0;35,4;80,5;35,0;4,4;647;18,9;23,2;26,9;38,0;;8,9;
2020-01-15 00:00:00;686.0;33,7;71,1;32,0;3,5;762;29,5;51,1;15,6;37,0;;6,8;
2020-01-16 00:00:00;873.0;32,4;83,6;43,0;2,7;1032;37,7;97,9;5,9;49,0;;3,0;
2020-01-17 00:00:00;888.0;34,2;82,4;45,0;2,3;913;31,3;49,0;7,6;50,0;;2,1;
2020-01-18 00:00:00;671.0;33,6;54,9;30,0;2,4;688;23,8;34,4;22,8;31,0;;3,3;
2020-01-19 00:00:00;530.0;26,9;39,2;37,0;2,2;682;18,3;23,8;20,8;42,0;;3,6;
2020-01-20 00:00:00;662.0;34,4;59,8;36,0;1,9;789;29,6;39,8;17,4;39,0;;2,6;
2020-01-21 00:00:00;737.0;35,6;125,9;36,0;2,2;764;17,6;27,9;16,9;35,0;;2,2;
2020-01-22 00:00:00;532.0;40,5;98,7;29,0;2,0;595;13,8;17,3;35,1;28,0;;2,2;
2020-01-23 00:00:00;710.0;41,8;135,8;39,0;2,8;712;23,1;37,1;16,5;34,0;;2,8;
2020-01-24 00:00:00;903.0;44,7;149,2;44,0;2,6;904;35,8;113,0;15,3;39,0;;2,9;
2020-01-25 00:00:00;593.0;29,9;51,9;47,0;2,5;679;17,3;20,9;27,9;46,0;;3,6;
2020-01-26 00:00:00;604.0;21,5;29,0;38,0;1,8;812;24,3;36,1;19,2;38,0;;3,0;
2020-01-27 00:00:00;666.0;29,7;63,3;48,0;1,9;836;31,7;67,3;8,2;56,0;;3,0;
2020-01-28 00:00:00;553.0;41,8;99,0;23,0;3,0;438;16,6;19,8;31,7;25,0;;5,0;
2020-01-29 00:00:00;403.0;40,0;71,6;12,0;1,7;367;17,5;21,1;36,0;13,0;;2,5;
2020-01-30 00:00:00;364.0;46,7;96,5;15,0;1,6;250;18,5;24,5;37,6;14,0;;2,2;
2020-01-31 00:00:00;862.0;47,3;180,9;32,0;3,4;830;20,4;72,5;30,2;37,0;;4,5;
2020-02-01 00:00:00;344.0;38,9;80,0;14,0;2,1;371;11,3;15,6;33,3;12,0;;2,8;
2020-02-02 00:00:00;181.0;27,4;37,8;9,0;1,4;;6,0;7,8;50,2;9,0;;2,3;
2020-02-03 00:00:00;212.0;31,5;45,0;7,0;1,6;172;13,3;16,0;44,7;7,0;;3,1;
2020-02-04 00:00:00;254.0;29,9;52,9;8,0;1,8;93;9,9;12,1;46,1;6,0;;2,6;
2020-02-05 00:00:00;309.0;12,0;14,3;6,0;1,8;;7,4;10,2;59,4;14,0;;1,9;
2020-02-06 00:00:00;466.0;32,1;52,5;20,0;2,5;;21,5;27,0;42,7;19,0;;2,9;
2020-02-07 00:00:00;;20,6;30,2;11,0;2,1;;21,1;27,7;36,8;16,0;;2,5;
2020-02-08 00:00:00;;35,6;74,6;28,0;3,7;;32,3;55,0;34,5;36,0;;3,2;
2020-02-09 00:00:00;;46,4;94,9;45,0;4,2;;36,2;59,6;30,0;48,0;;4,7;
2020-02-10 00:00:00;;29,9;65,2;21,0;7,1;;10,0;12,4;57,5;15,0;;8,2;
2020-02-11 00:00:00;;27,4;56,4;9,0;1,5;151;11,0;13,6;59,2;7,0;;2,1;
2020-02-12 00:00:00;;17,8;34,2;10,0;1,7;115;8,8;11,4;63,4;7,0;;2,0;
2020-02-13 00:00:00;;29,0;65,7;15,0;2,1;227;13,9;17,8;52,8;12,0;;2,4;
2020-02-14 00:00:00;;31,9;69,6;17,0;1,9;254;16,6;21,1;46,2;18,0;;2,8;
2020-02-15 00:00:00;;39,7;142,1;35,0;2,5;707;30,5;74,0;26,3;42,0;;3,3;
2020-02-16 00:00:00;;46,7;127,1;41,0;2,7;683;30,0;53,3;33,3;41,0;;3,6;
2020-02-17 00:00:00;;54,9;127,3;45,0;4,3;667;41,1;75,0;33,0;53,0;;6,5;
2020-02-18 00:00:00;;33,8;65,8;34,0;2,1;373;25,5;35,1;35,1;36,0;;3,5;
2020-02-19 00:00:00;;38,2;123,8;20,0;2,2;229;21,6;30,3;34,8;18,0;;2,5;
2020-02-20 00:00:00;;31,4;73,7;17,0;1,6;357;26,7;55,9;36,3;21,0;;2,7;
2020-02-21 00:00:00;;39,0;95,6;27,0;2,4;518;25,0;44,8;22,8;28,0;;2,6;
2020-02-22 00:00:00;;33,3;70,7;23,0;2,1;302;17,6;24,9;38,6;21,0;;2,8;
2020-02-23 00:00:00;;23,8;42,6;18,0;2,3;192;6,9;9,3;54,2;16,0;;4,3;
2020-02-24 00:00:00;;18,4;32,0;10,0;1,0;174;10,2;12,9;58,8;12,0;;2,3;
2020-02-25 00:00:00;;38,6;94,1;24,0;4,0;341;10,6;13,6;52,0;21,0;;5,4;
2020-02-26 00:00:00;;30,6;71,2;16,0;1,6;328;13,8;16,8;47,7;14,0;;3,0;
2020-02-27 00:00:00;;27,4;53,7;12,0;1,3;368;17,5;22,5;46,8;12,0;;2,5;
2020-02-28 00:00:00;;27,9;54,8;13,0;2,6;453;22,1;29,7;40,2;15,0;;3,6;
2020-02-29 00:00:00;;28,8;64,1;20,0;2,2;484;17,5;25,1;48,5;17,0;;2,8;
2020-03-01 00:00:00;;19,0;33,8;16,0;3,8;420;7,8;10,0;68,3;13,0;;6,4;
2020-03-02 00:00:00;;29,5;60,6;16,0;1,5;;10,8;13,2;66,1;12,0;;3,0;
2020-03-03 00:00:00;;42,2;93,0;23,0;2,5;;25,8;31,9;41,9;21,0;;3,6;
2020-03-04 00:00:00;;22,7;35,0;10,0;1,8;480;21,8;26,3;40,9;10,0;;2,8;
2020-03-05 00:00:00;;37,5;88,0;32,0;2,8;770;31,5;60,5;40,5;37,0;;4,2;
2020-03-06 00:00:00;;34,8;76,5;23,0;2,3;568;19,2;23,6;45,0;19,0;;3,2;
2020-03-07 00:00:00;;31,6;58,4;16,0;2,1;514;25,5;35,1;28,8;17,0;;2,7;
2020-03-08 00:00:00;;14,6;21,9;15,0;1,4;500;16,9;21,5;45,9;16,0;;2,6;
2020-03-09 00:00:00;;35,7;61,4;27,0;2,1;540;35,0;51,4;31,1;27,0;;3,1;
2020-03-10 00:00:00;;35,3;62,1;27,0;1,9;;27,4;37,2;47,3;28,0;;3,4;
2020-03-11 00:00:00;;45,1;108,1;21,0;1,5;;11,1;14,0;41,8;19,0;;2,5;
2020-03-12 00:00:00;;40,5;95,3;23,0;2,4;;9,6;12,9;44,4;20,0;;4,4;
2020-03-13 00:00:00;;37,1;70,9;21,0;2,1;279;25,8;34,4;33,9;25,0;;2,9;
2020-03-14 00:00:00;;20,0;55,0;16,0;1,7;210;12,9;17,3;54,0;16,0;;2,5;
2020-03-15 00:00:00;;10,8;16,1;13,0;2,0;304;25,5;37,2;57,1;15,0;;2,8;
2020-03-16 00:00:00;;46,2;101,7;38,0;3,5;502;27,1;41,3;40,6;41,0;;4,3;
2020-03-17 00:00:00;;40,4;83,3;42,0;4,2;597;38,3;57,9;41,4;47,0;;6,1;
2020-03-18 00:00:00;;63,9;204,2;75,0;4,3;966;49,5;124,6;33,7;78,0;;5,1;
2020-03-19 00:00:00;;62,9;194,2;69,0;3,1;933;34,5;96,7;43,7;71,0;;4,2;
2020-03-20 00:00:00;;62,1;178,8;70,0;3,3;723;35,7;76,3;46,4;73,0;;4,3;
2020-03-21 00:00:00;;23,4;43,2;36,0;1,5;506;21,3;38,0;43,2;40,0;;3,1;
2020-03-22 00:00:00;;5,1;9,0;11,0;1,3;297;7,4;10,8;63,3;13,0;;2,4;
2020-03-23 00:00:00;;10,4;20,5;12,0;1,9;300;19,7;29,1;48,3;14,0;;2,7;
2020-03-24 00:00:00;;8,0;17,4;15,0;1,1;302;17,0;24,3;68,9;19,0;;2,5;
2020-03-25 00:00:00;;13,6;30,2;19,0;1,2;296;10,3;13,0;80,2;23,0;;2,9;
2020-03-26 00:00:00;;12,0;32,8;60,0;0,9;246;6,9;9,1;79,4;83,0;;3,1;
2020-03-27 00:00:00;;23,7;48,3;31,0;1,3;325;16,2;19,5;77,1;37,0;;3,2;
2020-03-28 00:00:00;;13,7;29,3;40,0;2,0;267;8,1;10,2;86,8;53,0;;3,7;
2020-03-29 00:00:00;;15,9;34,5;31,0;1,8;315;13,4;16,9;77,3;36,0;;4,0;
2020-03-30 00:00:00;;10,5;19,4;33,0;1,4;405;11,3;14,8;64,1;51,0;;2,8;
2020-03-31 00:00:00;;15,2;23,2;16,0;2,0;448;15,3;20,6;68,1;16,0;;3,1;
2020-04-01 00:00:00;;35,8;83,2;32,0;2,4;719;36,0;62,3;53,1;34,0;;3,3;
2020-04-02 00:00:00;;48,7;114,2;46,0;2,9;944;30,3;62,7;47,8;51,0;;4,0;
2020-04-03 00:00:00;;52,1;115,0;51,0;3,9;796;34,8;55,3;49,1;57,0;;6,0;
2020-04-04 00:00:00;;13,8;22,6;27,0;1,3;397;19,8;25,7;77,0;32,0;;3,5;
2020-04-05 00:00:00;;10,9;19,4;27,0;1,1;332;23,0;29,3;77,5;33,0;;3,4;
2020-04-06 00:00:00;;30,9;54,6;34,0;1,3;474;26,0;31,0;67,4;41,0;;3,6;
2020-04-07 00:00:00;;37,3;97,5;41,0;1,6;510;25,8;33,9;64,6;53,0;;3,6;
2020-04-08 00:00:00;;41,2;91,2;44,0;1,3;530;28,6;39,7;60,2;50,0;;3,5;
2020-04-09 00:00:00;;50,5;98,4;43,0;1,4;497;28,0;37,4;59,9;56,0;;3,8;
2020-04-10 00:00:00;;11,5;19,7;25,0;0,8;382;17,2;20,5;70,6;36,0;;3,0;
2020-04-11 00:00:00;;13,2;22,4;19,0;1,1;367;16,4;19,3;78,8;21,0;;3,5;
2020-04-12 00:00:00;;25,3;45,8;26,0;1,2;438;14,5;17,2;73,7;34,0;;3,2;
2020-04-13 00:00:00;;13,2;27,7;28,0;2,0;368;7,4;9,3;87,5;35,0;;4,3;
2020-04-14 00:00:00;;12,0;25,4;11,0;0,8;354;10,8;14,4;62,1;15,0;;2,5;
2020-04-15 00:00:00;;21,4;34,7;18,0;1,0;548;18,9;24,1;;;;2,8;
2020-04-16 00:00:00;;19,2;31,3;21,0;0,8;441;8,8;11,3;71,0;18,0;;2,9;
2020-04-17 00:00:00;;;;25,0;1,2;247;12,1;14,6;81,2;22,0;;3,9;
2020-04-18 00:00:00;;;;27,0;1,3;279;17,4;20,4;82,0;27,0;;4,1;
2020-04-19 00:00:00;;;;19,0;1,0;298;26,1;43,1;68,3;21,0;;4,0;
2020-04-20 00:00:00;;;;17,0;;283;14,8;21,1;71,1;18,0;;3,0;
2020-04-21 00:00:00;;;;17,0;;278;20,3;27,1;63,0;18,0;;3,1;
2020-04-22 00:00:00;;18,5;31,2;23,0;1,2;284;24,2;31,6;63,9;23,0;;4,1;
2020-04-23 00:00:00;;31,8;49,7;26,0;;276;24,2;29,2;66,6;26,0;;3,4;
2020-04-24 00:00:00;;45,3;87,0;32,0;;344;14,4;19,2;64,9;30,0;;3,0;
2020-04-25 00:00:00;;16,7;28,4;38,0;;218;9,4;11,8;83,0;41,0;;3,6;
2020-04-26 00:00:00;;18,0;38,3;19,0;;265;14,9;19,2;62,7;17,0;;3,0;
2020-04-27 00:00:00;;39,9;79,8;31,0;;389;21,3;28,8;53,9;29,0;;3,3;
2020-04-28 00:00:00;;30,6;53,5;24,0;;260;10,7;13,0;80,3;21,0;;4,4;
2020-04-29 00:00:00;;30,0;57,7;17,0;1,0;320;6,0;8,3;70,2;13,0;;3,0;
2020-04-30 00:00:00;;36,7;84,4;22,0;0,9;412;14,0;19,0;44,8;15,0;;2,8;
2020-05-01 00:00:00;;19,9;34,4;11,0;1,9;328;7,1;9,2;52,7;9,0;;2,7;
2020-05-02 00:00:00;;38,4;80,6;14,0;1,9;342;11,6;14,3;50,0;12,0;;2,8;
2020-05-03 00:00:00;;8,0;14,3;12,0;1,4;330;7,9;9,9;64,9;12,0;;3,0;
2020-05-04 00:00:00;;12,5;21,6;12,0;1,4;353;10,1;12,9;66,9;13,0;;2,9;
2020-05-05 00:00:00;;25,6;56,1;18,0;1,6;346;16,2;19,9;54,2;14,0;;3,2;
2020-05-06 00:00:00;;16,5;32,9;11,0;1,7;337;9,1;11,2;68,8;10,0;;2,9;
2020-05-07 00:00:00;;11,9;22,7;12,0;1,6;382;16,9;20,5;69,9;14,0;;3,2;
2020-05-08 00:00:00;;36,4;63,1;21,0;2,3;435;17,9;24,6;64,5;19,0;;3,4;
2020-05-09 00:00:00;;35,7;56,4;20,0;2,0;425;11,5;12,1;85,9;19,0;;3,4;
2020-05-10 00:00:00;;31,2;43,6;20,0;3,3;369;10,0;10,6;90,3;20,0;;4,8;
2020-05-11 00:00:00;;36,0;64,7;25,0;4,5;301;7,7;8,5;78,8;21,0;;6,6;
2020-05-12 00:00:00;;17,2;28,8;12,0;2,3;337;13,1;16,3;54,5;13,0;;3,3;
2020-05-13 00:00:00;;21,8;43,0;13,0;2,8;382;16,9;20,4;48,9;13,0;;3,1;
2020-05-14 00:00:00;;20,6;50,5;26,0;2,8;383;14,7;22,8;49,1;26,0;;3,7;
2020-05-15 00:00:00;;10,8;17,3;15,0;1,9;364;13,3;16,5;60,1;14,0;;3,1;
2020-05-16 00:00:00;;22,1;31,5;19,0;1,9;419;12,6;13,3;73,5;19,0;;3,8;
2020-05-17 00:00:00;;24,9;35,0;17,0;2,0;410;10,8;12,1;54,1;16,0;;3,1;
2020-05-18 00:00:00;;41,2;80,1;21,0;2,0;364;12,2;13,8;73,3;15,0;;3,1;
2020-05-19 00:00:00;;39,2;65,0;23,0;2,1;310;15,6;17,0;88,6;20,0;;3,4;
2020-05-20 00:00:00;;12,0;18,3;18,0;1,6;315;9,7;10,6;74,9;20,0;;3,2;
2020-05-21 00:00:00;;10,8;16,8;13,0;;302;10,4;11,8;77,1;15,0;;3,4;
2020-05-22 00:00:00;;14,1;21,8;12,0;;345;12,6;14,0;78,1;13,0;;4,1;
2020-05-23 00:00:00;;18,2;25,2;14,0;;358;12,9;16,7;83,9;15,0;;3,7;
2020-05-24 00:00:00;;18,3;25,4;9,0;;358;9,9;11,1;62,7;10,0;;3,3;
2020-05-25 00:00:00;;15,6;27,1;10,0;;326;12,6;14,2;59,1;8,0;;3,3;
2020-05-26 00:00:00;;11,8;18,6;10,0;;325;9,7;11,1;64,2;10,0;;3,4;
2020-05-27 00:00:00;;13,3;20,9;11,0;;333;11,0;12,7;68,5;10,0;;3,5;
2020-05-28 00:00:00;;13,6;21,0;12,0;;311;10,8;12,1;78,9;11,0;;3,4;
2020-05-29 00:00:00;;13,7;20,3;13,0;1,5;319;9,1;10,0;73,0;14,0;;3,8;
2020-05-30 00:00:00;;9,1;13,0;10,0;1,7;323;7,4;8,1;67,2;11,0;;3,7;
2020-05-31 00:00:00;;17,8;30,2;9,0;2,0;330;7,2;7,7;50,4;8,0;;3,5;
2020-06-01 00:00:00;;7,9;11,0;11,0;1,6;309;8,5;10,5;58,6;10,0;;3,1;
2020-06-02 00:00:00;;19,3;30,2;12,0;1,3;330;9,8;11,7;67,7;12,0;;3,3;
2020-06-03 00:00:00;;31,6;59,6;15,0;1,5;307;7,3;8,7;72,6;11,0;;3,2;
2020-06-04 00:00:00;;33,9;63,0;18,0;1,7;280;5,0;6,3;71,6;13,0;;3,6;
2020-06-05 00:00:00;;35,4;62,8;18,0;2,2;295;8,4;9,7;67,3;14,0;;4,1;
2020-06-06 00:00:00;;24,7;38,5;13,0;2,4;264;8,9;10,1;63,7;11,0;;4,3;
2020-06-07 00:00:00;;14,5;21,0;16,0;2,0;251;10,1;12,4;68,0;16,0;;3,5;
2020-06-08 00:00:00;;27,3;50,4;22,0;2,0;346;9,8;11,8;87,8;18,0;;3,6;
2020-06-09 00:00:00;474.0;19,1;29,4;17,0;1,9;306;16,7;21,7;76,2;16,0;;3,5;
2020-06-10 00:00:00;492.0;26,8;50,9;18,0;2,4;180;12,6;16,5;76,9;15,0;;3,8;
2020-06-11 00:00:00;533.0;31,1;62,3;14,0;2,6;166;16,8;21,7;69,8;10,0;;3,3;
2020-06-12 00:00:00;528.0;31,6;55,3;16,0;2,4;157;14,3;19,2;92,5;13,0;;3,3;
2020-06-13 00:00:00;442.0;11,6;15,2;18,0;2,3;165;14,2;17,7;109,5;19,0;;3,4;
2020-06-14 00:00:00;424.0;11,8;16,4;16,0;2,2;165;8,8;11,7;110,3;15,0;;3,5;
2020-06-15 00:00:00;416.0;11,4;22,9;10,0;2,3;212;10,7;15,6;59,2;8,0;;3,3;
2020-06-16 00:00:00;465.0;23,2;40,7;12,0;2,3;293;19,1;26,4;73,1;11,0;;3,3;
2020-06-17 00:00:00;431.0;18,2;33,7;14,0;2,3;354;12,2;17,2;71,8;12,0;;3,3;
2020-06-18 00:00:00;458.0;26,9;47,6;;2,3;333;12,2;15,4;84,4;10,0;;3,3;
2020-06-19 00:00:00;459.0;26,2;57,7;;2,3;309;5,7;7,2;88,7;10,0;;3,3;
2020-06-20 00:00:00;446.0;22,4;42,0;;2,3;307;4,9;6,2;81,1;10,0;;3,2;
2020-06-21 00:00:00;417.0;12,4;25,8;10,0;2,3;300;5,4;7,1;68,4;10,0;;3,2;
2020-06-22 00:00:00;374.0;10,5;16,7;12,0;2,2;294;5,5;7,3;91,1;12,0;;3,2;
2020-06-23 00:00:00;335.0;8,4;13,7;14,0;2,2;288;5,6;6,8;87,7;15,0;;3,3;
2020-06-24 00:00:00;354.0;;;14,0;2,1;310;10,5;11,6;88,6;14,0;;3,4;
2020-06-25 00:00:00;408.0;;;15,0;2,3;323;12,3;16,0;83,0;14,0;;3,3;
2020-06-26 00:00:00;415.0;;;19,0;2,4;298;8,7;10,4;93,8;15,0;;3,3;
2020-06-27 00:00:00;426.0;24,4;38,7;22,0;2,4;298;6,2;7,2;101,8;19,0;;3,4;
2020-06-28 00:00:00;409.0;16,5;25,0;24,0;2,5;303;5,5;6,2;112,7;24,0;;3,6;
2020-06-29 00:00:00;483.0;33,0;57,3;31,0;2,7;293;8,2;9,5;108,9;24,0;;3,3;
2020-06-30 00:00:00;;;;;;228;5,6;7,1;88,5;13,0;;3,8;
2020-07-01 00:00:00;506.0;34,4;60,1;18,0;2,9;255;6,3;8,6;98,4;15,0;;3,2;
2020-07-02 00:00:00;526.0;31,3;53,5;22,0;3,3;272;7,3;9,8;106,4;21,0;;3,2;
2020-07-03 00:00:00;375.0;16,9;27,0;13,0;3,5;260;8,6;11,3;104,2;12,0;;2,8;
2020-07-04 00:00:00;291.0;11,5;14,9;16,0;3,9;264;8,5;11,1;89,9;14,0;;3,0;
2020-07-05 00:00:00;318.0;17,7;26,0;19,0;4,2;265;9,3;11,9;94,4;17,0;;3,2;
2020-07-06 00:00:00;354.0;30,0;52,8;22,0;4,3;266;8,2;11,1;99,5;19,0;;3,5;
2020-07-07 00:00:00;276.0;10,9;16,1;11,0;3,9;236;9,2;11,6;75,6;12,0;;3,0;
2020-07-08 00:00:00;330.0;29,5;55,3;18,0;3,5;221;9,1;11,7;74,6;14,0;;3,0;
2020-07-09 00:00:00;351.0;36,3;65,8;21,0;3,0;262;7,2;9,3;91,3;19,0;;2,9;
2020-07-10 00:00:00;322.0;30,3;47,0;20,0;2,9;271;9,7;12,9;89,8;22,0;;3,1;
2020-07-11 00:00:00;325.0;19,8;32,4;22,0;3,6;236;7,0;9,6;93,1;19,0;;3,5;
2020-07-12 00:00:00;258.0;6,7;10,8;7,0;3,2;200;4,8;6,7;75,5;8,0;;2,7;
2020-07-13 00:00:00;265.0;12,8;22,6;11,0;3,4;177;9,2;12,4;71,5;10,0;;2,9;
2020-07-14 00:00:00;282.0;14,5;25,1;10,0;3,3;204;24,2;33,5;62,2;11,0;;2,8;
2020-07-15 00:00:00;355.0;27,1;51,1;17,0;3,5;249;25,8;39,1;67,1;18,0;;2,8;
2020-07-16 00:00:00;387.0;31,5;70,0;23,0;3,6;260;10,6;18,0;79,0;21,0;;2,8;
2020-07-17 00:00:00;324.0;13,9;21,9;13,0;3,7;256;10,4;13,7;77,2;12,0;;2,7;
2020-07-18 00:00:00;379.0;15,7;27,5;9,0;3,8;289;9,4;12,7;63,4;10,0;;2,5;
2020-07-19 00:00:00;358.0;12,4;18,8;10,0;3,5;283;8,8;12,3;74,7;11,0;;2,5;
2020-07-20 00:00:00;444.0;31,9;59,3;19,0;3,7;290;9,2;12,7;57,2;16,0;;2,6;
2020-07-21 00:00:00;397.0;23,2;43,8;19,0;3,4;263;7,7;10,5;67,8;17,0;;2,7;
2020-07-22 00:00:00;368.0;17,0;27,8;18,0;3,2;269;12,0;15,1;73,1;19,0;;2,6;
2020-07-23 00:00:00;405.0;26,6;41,2;22,0;3,2;300;16,7;22,8;57,7;20,0;;2,7;
2020-07-24 00:00:00;372.0;22,0;35,4;22,0;3,1;279;19,2;24,9;68,1;20,0;;2,8;
2020-07-25 00:00:00;398.0;13,9;21,1;18,0;3,2;310;18,6;23,2;50,4;18,0;;2,7;
2020-07-26 00:00:00;375.0;12,5;20,0;16,0;3,1;284;7,0;10,0;53,2;15,0;;2,5;
2020-07-27 00:00:00;471.0;25,2;52,3;17,0;3,2;332;14,3;19,0;40,9;16,0;;2,6;
2020-07-28 00:00:00;434.0;28,0;51,7;20,0;3,2;327;9,1;11,8;57,2;18,0;;3,2;
2020-07-29 00:00:00;467.0;33,9;58,8;27,0;3,1;348;12,2;14,6;68,5;20,0;;3,1;
2020-07-30 00:00:00;411.0;24,2;34,9;23,0;3,0;381;18,1;22,4;68,4;21,0;;2,9;
2020-07-31 00:00:00;355.0;20,5;29,5;22,0;3,0;323;16,9;19,0;87,6;19,0;;3,2;
2020-08-01 00:00:00;300.0;10,0;14,2;15,0;2,9;270;11,7;14,6;76,4;15,0;;3,1;
2020-08-02 00:00:00;313.0;11,9;17,7;12,0;2,5;284;13,0;17,2;59,6;12,0;;2,6;
2020-08-03 00:00:00;382.0;28,8;55,3;21,0;2,8;325;8,8;11,6;71,0;19,0;;3,1;
2020-08-04 00:00:00;360.0;22,8;39,0;30,0;2,9;358;13,3;16,3;76,7;24,0;;3,4;
2020-08-05 00:00:00;358.0;12,9;20,5;13,0;2,7;377;14,6;19,3;57,6;11,0;;2,5;
2020-08-06 00:00:00;358.0;18,3;31,3;23,0;2,6;385;19,1;25,7;64,7;19,0;;3,0;
2020-08-07 00:00:00;360.0;19,8;28,7;32,0;2,6;440;41,7;54,6;66,0;28,0;;3,3;
2020-08-08 00:00:00;367.0;16,6;21,2;29,0;2,4;446;28,2;34,5;76,2;27,0;;3,0;
2020-08-09 00:00:00;330.0;11,0;14,2;23,0;2,4;417;19,0;23,0;65,6;20,0;;2,8;
2020-08-10 00:00:00;327.0;15,6;24,4;23,0;2,4;405;15,1;19,2;53,0;20,0;;2,7;
2020-08-11 00:00:00;319.0;18,7;26,6;20,0;2,6;424;17,9;22,3;52,6;18,0;;2,9;
2020-08-12 00:00:00;303.0;15,9;23,5;18,0;2,3;439;13,1;16,4;62,9;16,0;;2,5;
2020-08-13 00:00:00;391.0;29,2;49,1;29,0;2,4;472;15,7;18,9;64,7;26,0;;2,7;
2020-08-14 00:00:00;403.0;34,5;57,7;30,0;2,5;471;12,9;15,6;62,1;28,0;;2,8;
2020-08-15 00:00:00;381.0;23,6;37,9;25,0;2,5;439;11,6;14,5;47,7;22,0;;2,7;
2020-08-16 00:00:00;345.0;12,5;18,6;18,0;2,3;437;11,1;15,8;54,9;16,0;;2,4;
2020-08-17 00:00:00;393.0;26,9;49,9;22,0;2,5;420;5,6;7,8;62,8;16,0;;2,6;
2020-08-18 00:00:00;465.0;39,7;68,9;23,0;2,9;443;11,8;14,4;56,6;17,0;;2,6;
