Date;Station1_CO;Station1_NO2;Station1_NOx;Station1_PM10;Station1_SO2;Station2_CO;Station2_NO2;Station2_NOx;Station2_O3;Station2_PM10;Station2_PM2.5;Station2_SO2;Station2_NO
2015-12-29 00:00:00;409.0;17,8;36,7;17,0;2,6;580;23,7;40,1;23,8;13,0;;3,0;
2015-12-30 00:00:00;446.0;22,9;41,9;20,0;3,7;508;31,6;51,4;32,4;16,0;;4,7;
2015-12-31 00:00:00;892.0;37,4;124,4;36,0;3,4;988;22,2;63,8;32,5;39,0;;3,5;
2016-01-01 00:00:00;1940;46,7;182,9;113,0;7,9;2124;29,4;122,6;20,4;100,0;;9,4;
2016-01-02 00:00:00;1149;29,9;49,2;83,0;4,9;1136;44,3;80,8;16,3;57,0;;6,6;
2016-01-03 00:00:00;785;18,0;30,8;32,0;4,5;705;27,8;43,0;32,9;23,0;;3,9;
2016-01-04 00:00:00;895;28,5;71,1;46,0;8,0;806;22,0;32,8;20,0;34,0;;7,6;
2016-01-05 00:00:00;931;38,1;107,0;62,0;7,1;875;22,8;32,1;19,0;44,0;;11,6;
2016-01-06 00:00:00;870;28,2;58,0;56,0;4,0;992;32,3;53,3;14,8;38,0;;8,1;
2016-01-07 00:00:00;691;29,5;53,1;32,0;3,6;821;29,4;39,5;20,8;20,0;;5,9;
2016-01-08 00:00:00;807;43,6;135,1;38,0;4,0;829;19,1;30,0;24,1;23,0;;7,5;
2016-01-09 00:00:00;691;29,8;59,0;39,0;5,1;977;31,3;42,2;19,5;28,0;;4,8;
2016-01-10 00:00:00;464;25,9;51,3;17,0;5,9;711;15,0;17,7;30,9;7,0;;6,2;
2016-01-11 00:00:00;569;38,7;124,9;23,0;6,8;750;18,1;24,4;32,4;12,0;;7,2;
2016-01-12 00:00:00;341;34,5;78,5;12,0;4,8;541;10,7;12,9;52,0;4,0;;5,4;
2016-01-13 00:00:00;356;31,3;82,9;13,0;4,5;534;14,4;17,6;39,3;5,0;;6,0;
2016-01-14 00:00:00;589;38,6;123,0;27,0;7,8;819;29,5;51,1;16,0;23,0;;8,6;
2016-01-15 00:00:00;553;34,5;96,2;23,0;5,2;663;27,2;44,9;13,9;21,0;;4,4;
2016-01-16 00:00:00;517;28,6;75,9;28,0;4,6;629;24,9;37,0;26,9;26,0;;4,0;
2016-01-17 00:00:00;319;8,1;15,9;15,0;5,4;409;13,2;17,6;58,8;14,0;;3,1;
2016-01-18 00:00:00;457;20,8;36,4;30,0;5,6;533;21,8;28,3;45,3;26,0;;4,3;
2016-01-19 00:00:00;766;41,8;108,4;48,0;6,5;685;30,2;63,2;29,2;36,0;;6,6;
2016-01-20 00:00:00;847;48,2;133,8;57,0;12,3;752;26,2;34,0;30,6;44,0;;12,7;
2016-01-21 00:00:00;1030;55,5;153,9;68,0;7,1;1310;41,5;112,7;20,4;80,0;;7,3;
2016-01-22 00:00:00;1817;;;121,0;8,5;1833;52,4;102,1;13,3;113,0;;6,8;
2016-01-23 00:00:00;1659;;;121,0;9,2;1743;58,0;108,9;26,7;101,0;;8,3;
2016-01-24 00:00:00;890;;;70,0;11,6;866;25,3;30,6;43,3;46,0;;11,4;
2016-01-25 00:00:00;745;;;57,0;11,8;759;22,6;28,2;41,5;40,0;;12,9;
2016-01-26 00:00:00;857;;;75,0;7,2;878;29,2;40,6;17,5;51,0;;9,3;
2016-01-27 00:00:00;823;;;40,0;6,5;819;23,2;33,6;9,6;23,0;;6,8;
2016-01-28 00:00:00;970;61,6;188,5;49,0;5,1;906;24,8;37,5;12,8;35,0;;5,5;
2016-01-29 00:00:00;1052;40,7;112,7;50,0;3,9;1086;30,7;66,1;3,2;36,0;;4,1;
2016-01-30 00:00:00;691;39,3;81,1;25,0;4,0;715;17,5;26,7;25,7;17,0;;4,0;
2016-01-31 00:00:00;329;22,5;35,8;14,0;4,6;337;8,6;10,5;46,3;7,0;;6,0;
2016-02-01 00:00:00;496;44,6;106,6;15,0;3,5;439;14,2;19,3;38,5;11,0;;3,3;
2016-02-02 00:00:00;481;45,7;114,4;22,0;3,8;419;9,1;12,3;29,7;12,0;;5,2;
2016-02-03 00:00:00;446;42,0;91,5;21,0;3,6;398;17,5;25,2;32,9;12,0;;4,1;
2016-02-04 00:00:00;511;39,5;88,8;29,0;3,9;507;25,9;38,9;37,6;22,0;;4,2;
2016-02-05 00:00:00;891;60,9;170,9;39,0;3,8;1032;40,2;120,8;14,5;40,0;;4,2;
2016-02-06 00:00:00;862;50,6;103,8;46,0;3,6;903;21,7;53,7;21,5;38,0;;4,0;
2016-02-07 00:00:00;614;32,6;53,0;32,0;4,7;621;21,1;27,3;34,7;26,0;;5,4;
2016-02-08 00:00:00;527;54,2;122,9;33,0;6,8;386;13,6;18,1;45,5;17,0;;7,0;
2016-02-09 00:00:00;424;39,6;94,7;25,0;7,8;379;7,6;10,5;52,3;13,0;;9,0;
2016-02-10 00:00:00;327;32,3;65,2;14,0;3,8;299;9,9;12,2;57,6;6,0;;4,3;
2016-02-11 00:00:00;332;36,1;74,7;11,0;3,1;300;12,0;14,5;48,7;7,0;;2,5;
2016-02-12 00:00:00;672;62,1;162,1;35,0;6,7;480;24,2;43,7;37,6;23,0;;6,6;
2016-02-13 00:00:00;434;31,5;59,0;22,0;3,7;443;17,2;21,7;40,5;21,0;;3,8;
2016-02-14 00:00:00;364;27,4;43,1;15,0;4,4;384;13,3;20,3;49,9;14,0;;5,5;
2016-02-15 00:00:00;536;44,3;112,8;23,0;4,6;517;28,1;51,4;18,6;23,0;;7,1;
2016-02-16 00:00:00;413;26,0;49,7;20,0;3,3;466;23,6;34,2;22,4;20,0;;3,9;
2016-02-17 00:00:00;530;29,1;58,3;29,0;4,0;525;30,2;53,0;24,1;25,0;;4,4;
2016-02-18 00:00:00;809;44,5;119,5;52,0;4,2;812;39,0;81,9;5,8;45,0;;4,6;
2016-02-19 00:00:00;532;40,9;101,5;20,0;3,5;422;15,3;23,3;21,7;15,0;;3,0;
2016-02-20 00:00:00;553;40,6;86,8;19,0;3,7;462;14,6;18,2;33,6;15,0;;4,3;
2016-02-21 00:00:00;420;39,8;72,3;16,0;3,2;401;8,6;10,5;40,2;15,0;;4,4;
2016-02-22 00:00:00;413;44,3;91,9;20,0;3,4;291;6,9;8,6;53,7;14,0;;3,5;
2016-02-23 00:00:00;478;55,4;130,3;32,0;3,3;434;11,6;14,5;43,3;27,0;;2,9;
2016-02-24 00:00:00;391;33,5;62,0;16,0;3,0;385;16,8;20,7;46,1;14,0;;4,1;
2016-02-25 00:00:00;532;49,7;111,2;26,0;3,5;442;18,3;24,0;38,6;18,0;;3,8;
2016-02-26 00:00:00;418;27,7;43,3;26,0;3,4;447;24,1;29,7;42,5;21,0;;4,3;
2016-02-27 00:00:00;584;36,4;52,8;35,0;3,9;525;32,5;45,2;45,2;30,0;;5,2;
2016-02-28 00:00:00;606;33,3;59,0;34,0;4,3;625;21,7;27,6;39,4;27,0;;5,4;
2016-02-29 00:00:00;571;33,4;59,8;33,0;3,1;521;35,9;50,9;25,0;25,0;;3,8;
2016-03-01 00:00:00;468;35,2;75,3;20,0;2,8;370;12,4;14,9;36,7;15,0;;3,4;
2016-03-02 00:00:00;621;42,0;104,6;30,0;3,4;483;17,3;23,5;28,3;20,0;;4,7;
2016-03-03 00:00:00;490;24,1;44,6;26,0;2,7;452;26,3;36,9;37,3;20,0;;3,0;
2016-03-04 00:00:00;530;24,4;49,4;30,0;3,4;586;22,8;33,8;32,5;29,0;;4,4;
2016-03-05 00:00:00;782;45,2;92,0;41,0;3,2;738;21,6;39,8;28,4;35,0;;4,0;
2016-03-06 00:00:00;601;35,9;58,2;30,0;4,0;501;18,6;21,9;39,8;21,0;;6,4;
2016-03-07 00:00:00;563;47,9;101,6;18,0;3,3;410;25,7;29,9;42,5;12,0;;3,7;
2016-03-08 00:00:00;605;46,5;88,6;26,0;2,8;562;28,7;37,8;30,1;20,0;;3,4;
2016-03-09 00:00:00;621;33,5;59,2;28,0;2,9;587;35,1;54,6;33,2;23,0;;3,6;
2016-03-10 00:00:00;424;19,5;35,8;25,0;2,8;400;23,9;33,5;31,4;20,0;;3,4;
2016-03-11 00:00:00;325;25,4;42,0;28,0;3,9;322;24,7;33,3;47,8;24,0;;3,9;
2016-03-12 00:00:00;284;17,8;30,4;22,0;4,3;305;12,4;16,3;46,3;18,0;;5,9;
2016-03-13 00:00:00;239;10,8;16,2;15,0;3,4;;;;;;;;
2016-03-14 00:00:00;257;13,5;18,7;14,0;3,4;297;14,3;19,2;62,8;12,0;;3,8;
2016-03-15 00:00:00;323;19,5;31,9;17,0;3,0;324;11,3;13,2;58,0;15,0;;3,1;
2016-03-16 00:00:00;418;34,3;55,8;29,0;3,3;413;32,7;48,9;42,0;20,0;;3,1;
2016-03-17 00:00:00;522;51,2;101,0;36,0;4,5;453;24,7;31,3;54,3;28,0;;5,4;
2016-03-18 00:00:00;548;58,5;119,9;41,0;4,0;419;16,9;22,9;53,0;29,0;;4,1;
2016-03-19 00:00:00;621;32,1;78,6;35,0;4,0;556;27,8;49,1;44,9;25,0;;4,0;
2016-03-20 00:00:00;917;53,5;132,7;47,0;4,9;966;23,4;78,3;38,0;42,0;;6,8;
2016-03-21 00:00:00;349;31,4;61,7;24,0;2,9;293;13,7;19,7;46,9;14,0;;3,5;
2016-03-22 00:00:00;407;36,0;73,7;27,0;3,2;299;16,0;19,4;47,1;13,0;;3,2;
2016-03-23 00:00:00;445;27,8;47,3;;2,7;416;31,8;40,8;42,8;14,0;;2,9;
2016-03-24 00:00:00;333;15,7;23,8;;2,8;302;10,8;13,3;64,7;17,0;;3,3;
2016-03-25 00:00:00;532;40,7;74,4;26,0;3,9;401;17,6;21,2;64,0;27,0;;5,9;
2016-03-26 00:00:00;606;37,2;67,7;32,0;3,3;510;16,5;20,6;37,7;29,0;;3,9;
2016-03-27 00:00:00;537;36,0;54,3;25,0;2,9;438;19,4;24,1;46,5;23,0;;3,5;
2016-03-28 00:00:00;878;49,4;99,5;45,0;7,7;690;26,1;50,3;38,1;39,0;;10,8;
2016-03-29 00:00:00;484;41,8;75,4;25,0;3,6;266;11,8;13,9;57,7;16,0;;5,0;
2016-03-30 00:00:00;487;52,9;106,5;18,0;3,1;313;13,1;16,6;49,2;13,0;;3,5;
2016-03-31 00:00:00;409;50,7;106,2;24,0;3,8;255;6,6;8,3;60,8;17,0;;3,9;
2016-04-01 00:00:00;312;36,3;75,4;;4,3;229;7,1;9,0;65,3;30,0;;4,7;
2016-04-02 00:00:00;306;19,7;24,9;;2,7;278;32,8;43,4;54,8;17,0;;3,5;
2016-04-03 00:00:00;456;33,8;44,5;;4,4;434;27,4;34,6;57,8;33,0;;5,8;
2016-04-04 00:00:00;494;58,4;102,9;;6,8;382;20,5;29,4;56,8;39,0;;9,5;
2016-04-05 00:00:00;420;58,3;115,1;52,0;3,6;248;9,0;10,7;61,7;41,0;;3,7;
2016-04-06 00:00:00;400;54,9;113,9;71,0;3,5;254;8,5;10,5;56,9;61,0;;3,4;
2016-04-07 00:00:00;363;40,2;71,4;;3,0;289;23,6;33,9;59,7;42,0;;3,4;
2016-04-08 00:00:00;351;35,4;60,8;;3,3;325;34,2;46,2;35,5;50,0;;3,7;
2016-04-09 00:00:00;310;20,7;35,7;;2,9;281;12,9;16,3;32,4;26,0;;3,4;
2016-04-10 00:00:00;290;18,1;29,5;36,0;2,5;252;10,7;12,4;42,0;15,0;;2,6;
2016-04-11 00:00:00;294;19,5;30,4;22,0;2,7;273;15,9;19,0;42,5;20,0;;3,1;
2016-04-12 00:00:00;545;54,9;112,3;37,0;3,1;363;25,7;37,6;41,3;27,0;;3,2;
2016-04-13 00:00:00;510;61,7;116,1;36,0;3,1;287;24,1;35,1;51,9;30,0;;3,3;
2016-04-14 00:00:00;296;31,1;58,3;28,0;3,1;228;14,0;15,9;66,2;20,0;;3,6;
2016-04-15 00:00:00;330;38,8;66,5;18,0;2,7;236;14,2;16,5;67,1;14,0;;3,1;
2016-04-16 00:00:00;313;44,2;70,6;22,0;4,1;150;8,2;9,2;78,3;18,0;;5,1;
2016-04-17 00:00:00;267;38,5;57,6;27,0;3,5;144;6,9;7,8;70,3;23,0;;4,2;
2016-04-18 00:00:00;322;49,5;95,5;30,0;2,9;183;12,8;15,2;64,1;23,0;;3,1;
2016-04-19 00:00:00;214;17,6;26,3;20,0;2,8;181;14,9;17,1;76,1;18,0;;3,9;
2016-04-20 00:00:00;290;26,8;42,8;24,0;2,9;302;22,0;26,7;63,0;21,0;;4,2;
2016-04-21 00:00:00;481;58,9;133,5;;3,0;335;19,5;37,0;58,8;24,0;;4,0;
2016-04-22 00:00:00;491;66,7;136,5;;3,8;256;22,8;27,2;64,3;26,0;;4,8;
2016-04-23 00:00:00;291;22,3;32,6;27,0;2,8;291;24,8;29,2;75,3;30,0;;4,8;
2016-04-24 00:00:00;259;16,2;26,3;23,0;1,9;268;9,8;11,9;61,7;20,0;;3,2;
2016-04-25 00:00:00;233;15,3;25,0;10,0;1,7;263;11,7;13,5;68,0;11,0;;3,0;
2016-04-26 00:00:00;335;34,4;56,9;14,0;2,1;252;12,1;14,1;70,9;12,0;;3,7;
2016-04-27 00:00:00;305;36,4;60,6;16,0;2,9;273;11,4;13,0;71,3;16,0;;4,9;
2016-04-28 00:00:00;417;45,2;92,2;17,0;2,1;309;18,5;23,0;59,3;12,0;;3,2;
2016-04-29 00:00:00;351;31,8;51,3;16,0;1,8;457;;;47,5;17,0;;3,4;
2016-04-30 00:00:00;414;34,0;48,6;20,0;1,9;334;;;58,5;16,0;;3,2;
2016-05-01 00:00:00;314;20,3;28,6;14,0;1,7;281;;;60,5;13,0;;3,0;
2016-05-02 00:00:00;362;39,1;73,8;18,0;2,0;277;;;64,8;16,0;;3,0;
2016-05-03 00:00:00;320;36,0;55,3;21,0;1,9;246;22,0;25,8;70,6;17,0;;3,2;
2016-05-04 00:00:00;316;28,5;42,1;23,0;2,5;280;22,3;24,6;77,8;22,0;;4,7;
2016-05-05 00:00:00;282;25,0;37,1;22,0;2,1;291;15,9;18,8;88,1;20,0;;2,9;
2016-05-06 00:00:00;274;28,0;41,7;17,0;2,0;241;18,4;22,9;81,8;15,0;;1,9;
2016-05-07 00:00:00;264;21,9;30,9;16,0;2,0;224;18,9;22,7;85,0;15,0;;2,2;
2016-05-08 00:00:00;285;23,9;33,4;13,0;1,5;273;22,2;28,0;73,2;12,0;;1,4;
2016-05-09 00:00:00;379;41,9;71,3;17,0;1,7;303;21,7;28,0;67,8;15,0;;1,5;
2016-05-10 00:00:00;390;45,6;77,3;18,0;1,9;241;14,7;18,2;77,0;16,0;;1,9;
2016-05-11 00:00:00;446;51,2;96,4;26,0;2,5;314;22,2;28,9;63,9;21,0;;2,5;
2016-05-12 00:00:00;412;49,8;88,6;24,0;2,0;260;17,4;26,1;60,9;21,0;;1,6;
2016-05-13 00:00:00;513;53,1;108,8;16,0;2,5;185;5,2;7,7;71,8;10,0;;1,3;
2016-05-14 00:00:00;509;39,1;62,4;11,0;2,8;231;7,9;10,3;68,4;9,0;;1,4;
2016-05-15 00:00:00;428;20,6;27,6;15,0;2,7;255;10,5;13,1;61,3;13,0;;1,4;
2016-05-16 00:00:00;459;28,0;47,4;13,0;2,8;175;8,0;11,3;62,0;11,0;;1,6;
2016-05-17 00:00:00;477;40,4;80,2;14,0;2,9;205;8,7;12,3;62,8;11,0;;1,5;
2016-05-18 00:00:00;514;44,1;93,3;18,0;3,0;245;10,5;13,9;58,2;14,0;;1,6;
2016-05-19 00:00:00;380;38,7;70,9;21,0;2,2;245;16,3;20,6;63,5;15,0;;1,6;
2016-05-20 00:00:00;247;38,8;53,0;20,0;1,6;232;25,2;34,0;79,2;16,0;;1,8;
2016-05-21 00:00:00;244;34,1;40,5;22,0;1,8;233;21,9;25,3;93,7;21,0;;2,3;
2016-05-22 00:00:00;394;49,5;81,4;33,0;1,6;307;24,4;31,1;74,4;27,0;;2,0;
2016-05-23 00:00:00;400;63,4;111,8;33,0;1,9;219;17,6;20,4;74,8;22,0;;2,4;
2016-05-24 00:00:00;339;51,8;92,5;24,0;2,1;251;8,9;11,1;69,9;19,0;;2,4;
2016-05-25 00:00:00;249;29,7;47,0;17,0;1,9;242;13,8;16,9;65,1;18,0;;1,6;
2016-05-26 00:00:00;244;31,3;43,0;16,0;1,6;293;14,0;16,2;79,4;15,0;;1,7;
2016-05-27 00:00:00;350;38,1;60,7;24,0;1,8;263;19,8;22,6;77,9;18,0;;1,8;
2016-05-28 00:00:00;408;45,7;71,4;24,0;1,9;209;14,9;17,2;78,7;19,0;;1,7;
2016-05-29 00:00:00;356;33,8;46,5;20,0;1,8;241;9,6;10,9;82,2;16,0;;1,7;
2016-05-30 00:00:00;403;37,1;75,0;27,0;2,0;240;15,2;18,2;65,1;21,0;;1,8;
2016-05-31 00:00:00;372;51,0;93,2;21,0;2,1;190;7,7;9,2;68,9;14,0;;1,4;
2016-06-01 00:00:00;403;44,6;100,8;19,0;1,9;178;16,9;24,1;57,0;14,0;;1,6;
2016-06-02 00:00:00;343;33,8;70,3;14,0;2,2;218;15,8;19,3;44,2;10,0;;1,4;
2016-06-03 00:00:00;284;26,2;47,6;13,0;2,0;239;18,3;22,8;42,0;11,0;;1,4;
2016-06-04 00:00:00;274;21,6;35,1;15,0;1,9;237;17,6;22,0;46,2;13,0;;1,3;
2016-06-05 00:00:00;318;29,6;49,1;15,0;1,8;200;7,2;8,7;53,4;11,0;;1,3;
2016-06-06 00:00:00;208;26,4;40,8;17,0;1,9;158;13,1;15,4;72,6;15,0;;1,5;
2016-06-07 00:00:00;205;24,7;35,9;15,0;1,8;157;11,3;13,1;78,7;14,0;;1,7;
2016-06-08 00:00:00;277;40,6;57,9;21,0;1,5;181;9,9;11,3;83,1;15,0;;1,7;
2016-06-09 00:00:00;367;56,3;93,2;27,0;1,9;206;11,3;12,6;85,7;20,0;;2,5;
2016-06-10 00:00:00;332;39,0;62,2;21,0;1,6;210;14,9;17,4;70,2;15,0;;1,7;
2016-06-11 00:00:00;302;38,0;58,0;19,0;1,5;196;6,8;8,2;71,3;13,0;;1,4;
2016-06-12 00:00:00;238;20,3;28,2;11,0;1,2;204;8,5;10,3;59,3;10,0;;1,2;
2016-06-13 00:00:00;335;25,5;64,2;13,0;1,7;266;17,9;22,1;35,8;9,0;;1,2;
2016-06-14 00:00:00;309;26,1;45,9;14,0;1,6;241;9,9;12,0;53,7;11,0;;1,3;
2016-06-15 00:00:00;390;40,7;90,6;16,0;1,8;233;7,8;9,4;49,1;12,0;;1,3;
2016-06-16 00:00:00;359;41,9;84,5;18,0;1,7;240;5,4;6,9;56,2;14,0;;1,4;
2016-06-17 00:00:00;356;42,1;75,8;36,0;1,8;242;8,5;10,6;61,4;30,0;;2,1;
2016-06-18 00:00:00;297;29,9;42,0;18,0;1,6;184;6,3;7,5;69,8;14,0;;1,4;
2016-06-19 00:00:00;264;16,7;22,5;17,0;1,5;234;19,5;28,4;57,7;16,0;;1,4;
2016-06-20 00:00:00;361;24,8;52,0;23,0;1,7;278;14,0;16,5;43,9;18,0;;1,3;
2016-06-21 00:00:00;390;22,6;54,1;26,0;1,6;297;19,5;23,5;30,5;21,0;;1,3;
2016-06-22 00:00:00;358;26,7;41,4;32,0;1,8;317;19,7;28,8;57,1;27,0;;1,8;
2016-06-23 00:00:00;314;24,7;33,1;44,0;1,9;240;21,1;25,4;61,0;38,0;;2,2;
2016-06-24 00:00:00;319;26,0;42,4;53,0;2,1;326;20,3;25,4;52,2;40,0;;1,5;
2016-06-25 00:00:00;236;23,4;31,9;33,0;2,0;278;8,8;10,8;57,4;28,0;;1,4;
2016-06-26 00:00:00;247;25,7;33,2;34,0;2,2;252;4,6;5,7;68,1;29,0;;1,8;
2016-06-27 00:00:00;207;19,4;26,4;14,0;1,7;235;9,6;11,0;74,5;13,0;;1,1;
2016-06-28 00:00:00;188;16,1;22,4;14,0;1,8;196;7,9;9,3;72,3;12,0;;1,3;
2016-06-29 00:00:00;286;28,6;52,7;20,0;2,0;218;11,0;12,5;75,5;15,0;;1,5;
2016-06-30 00:00:00;478;56,7;108,8;31,0;2,2;358;18,2;24,6;75,2;24,0;;1,7;
2016-07-01 00:00:00;368;36,1;61,5;27,0;1,8;163;16,0;21,3;75,2;27,0;;1,9;
2016-07-02 00:00:00;265;26,9;33,0;23,0;1,8;187;8,8;10,3;76,6;23,0;;1,7;
2016-07-03 00:00:00;247;15,6;20,0;16,0;1,9;186;6,6;8,0;66,9;13,0;;1,5;
2016-07-04 00:00:00;271;23,5;31,3;15,0;2,1;146;11,2;12,8;68,5;14,0;;1,6;
2016-07-05 00:00:00;370;50,1;71,7;21,0;2,1;120;10,6;12,4;67,7;16,0;;1,4;
2016-07-06 00:00:00;320;39,2;63,4;23,0;2,2;122;5,7;6,7;71,7;17,0;;1,5;
2016-07-07 00:00:00;285;27,9;35,9;16,0;2,1;84;10,2;11,5;75,2;14,0;;1,2;
2016-07-08 00:00:00;374;51,1;69,9;21,0;2,2;106;12,3;14,4;75,4;17,0;;1,5;
2016-07-09 00:00:00;254;27,6;39,8;20,0;2,2;164;13,9;15,6;73,2;19,0;;1,4;
2016-07-10 00:00:00;241;18,8;25,7;15,0;2,2;155;6,1;7,1;76,8;13,0;;1,6;
2016-07-11 00:00:00;340;45,3;72,6;22,0;2,2;176;11,3;13,2;70,5;22,0;;1,5;
2016-07-12 00:00:00;339;45,7;66,2;25,0;2,2;217;10,2;12,2;70,7;21,0;;2,4;
2016-07-13 00:00:00;392;53,6;74,9;35,0;2,5;219;9,8;11,4;82,4;31,0;;3,6;
2016-07-14 00:00:00;297;32,6;50,3;14,0;1,8;149;6,6;8,0;70,7;10,0;;1,2;
2016-07-15 00:00:00;199;17,8;29,3;11,0;1,7;126;8,8;11,2;61,2;11,0;;1,2;
2016-07-16 00:00:00;204;12,5;22,6;11,0;1,5;130;10,9;13,5;44,2;10,0;;1,2;
2016-07-17 00:00:00;300;23,8;43,8;12,0;1,5;182;6,7;8,6;34,9;10,0;;1,1;
2016-07-18 00:00:00;245;17,7;28,2;12,0;1,6;148;10,6;12,3;56,7;10,0;;1,5;
2016-07-19 00:00:00;249;19,5;31,4;14,0;1,7;161;12,9;15,0;55,3;14,0;;1,7;
2016-07-20 00:00:00;269;23,7;38,9;14,0;1,5;;;;;;;;
2016-07-21 00:00:00;341;35,2;55,4;20,0;1,6;251;15,0;16,9;54,9;;;1,5;
2016-07-22 00:00:00;412;45,8;79,1;28,0;1,7;225;12,0;12,7;57,3;27,0;;1,6;
2016-07-23 00:00:00;397;29,1;44,3;27,0;1,5;239;14,5;15,8;60,3;23,0;;1,5;
2016-07-24 00:00:00;325;17,5;25,7;16,0;1,3;154;20,7;24,7;61,3;15,0;;1,4;
2016-07-25 00:00:00;340;22,2;33,5;20,0;1,4;;18,2;25,1;64,5;18,0;;;
2016-07-26 00:00:00;454;36,9;66,2;26,0;1,5;;15,9;18,9;47,7;23,0;;;
2016-07-27 00:00:00;401;29,1;44,3;22,0;1,4;;14,4;18,5;62,8;19,0;;1,1;
2016-07-28 00:00:00;375;32,8;51,6;25,0;1,4;;13,1;14,8;60,4;20,0;;1,0;
2016-07-29 00:00:00;378;50,0;85,3;24,0;1,5;247;8,1;9,3;61,0;17,0;;0,5;
2016-07-30 00:00:00;367;37,1;70,1;39,0;1,5;229;9,6;11,0;58,5;17,0;;0,5;
2016-07-31 00:00:00;301;34,0;50,5;20,0;1,5;203;7,9;8,7;68,3;16,0;;0,4;
2016-08-01 00:00:00;228;26,7;40,5;16,0;1,6;166;7,7;8,5;87,6;13,0;;0,6;
2016-08-02 00:00:00;228;24,3;36,4;16,0;1,6;197;16,5;18,9;58,5;16,0;;0,6;
2016-08-03 00:00:00;318;48,2;70,5;18,0;1,6;203;15,7;20,5;59,1;20,0;;0,7;
2016-08-04 00:00:00;348;49,4;85,8;20,0;1,8;339;12,4;14,1;52,7;17,0;;1,4;
2016-08-05 00:00:00;380;49,5;77,2;26,0;1,8;321;11,9;14,0;71,1;24,0;;3,0;
2016-08-06 00:00:00;299;21,6;33,1;23,0;1,8;308;13,7;17,2;57,0;19,0;;2,0;
2016-08-07 00:00:00;201;13,1;20,8;12,0;1,7;195;6,3;7,4;72,0;10,0;;2,2;
2016-08-08 00:00:00;363;42,1;75,0;20,0;2,0;258;17,3;21,2;64,3;15,0;;2,4;
2016-08-09 00:00:00;453;59,9;111,3;28,0;2,0;332;20,5;26,7;60,1;20,0;;2,1;
2016-08-10 00:00:00;351;44,3;61,5;26,0;1,8;363;15,8;18,4;67,6;23,0;;2,0;
2016-08-11 00:00:00;240;15,7;24,1;9,0;1,6;286;10,7;12,1;53,8;8,0;;1,9;
2016-08-12 00:00:00;293;22,5;33,4;13,0;1,7;271;17,1;24,9;53,2;14,0;;2,1;
2016-08-13 00:00:00;411;45,3;68,9;19,0;1,7;263;14,1;21,7;52,2;16,0;;2,0;
2016-08-14 00:00:00;371;37,3;55,5;14,0;1,6;236;4,7;5,9;56,2;13,0;;1,8;
2016-08-15 00:00:00;398;44,0;78,7;20,0;1,7;261;10,1;12,3;54,1;16,0;;1,7;
2016-08-16 00:00:00;334;24,6;34,8;15,0;1,7;219;15,6;19,4;57,8;11,0;;2,2;
2016-08-17 00:00:00;351;26,8;44,1;15,0;1,3;264;17,3;21,8;48,2;12,0;;1,7;
2016-08-18 00:00:00;446;40,0;65,4;20,0;1,5;281;24,0;34,2;48,0;15,0;;1,7;
2016-08-19 00:00:00;396;34,1;47,1;18,0;1,4;258;19,7;22,1;69,4;16,0;;1,7;
2016-08-20 00:00:00;496;28,5;43,4;24,0;1,5;319;20,8;24,8;62,6;22,0;;1,8;
2016-08-21 00:00:00;469;29,2;42,4;26,0;1,6;294;10,7;12,3;65,1;23,0;;2,1;
2016-08-22 00:00:00;351;17,1;27,6;13,0;1,6;259;15,2;17,6;55,4;9,0;;1,7;
2016-08-23 00:00:00;338;14,2;21,1;15,0;1,6;249;9,8;11,6;65,0;13,0;;2,0;
2016-08-24 00:00:00;317;15,3;21,4;15,0;1,8;262;10,3;12,2;74,4;13,0;;2,5;
2016-08-25 00:00:00;318;18,5;26,7;15,0;1,7;291;23,1;28,7;57,9;14,0;;2,1;
2016-08-26 00:00:00;376;28,0;36,8;20,0;1,6;328;29,8;36,7;56,1;18,0;;1,8;
2016-08-27 00:00:00;405;25,2;38,5;21,0;1,6;350;22,6;27,9;61,3;20,0;;1,7;
2016-08-28 00:00:00;513;33,6;60,3;29,0;1,8;424;20,7;29,8;55,5;23,0;;2,0;
2016-08-29 00:00:00;613;52,0;108,2;39,0;2,2;428;25,7;38,1;52,4;29,0;;2,8;
2016-08-30 00:00:00;315;18,9;26,2;22,0;1,8;300;14,2;16,2;78,2;18,0;;2,5;
2016-08-31 00:00:00;319;19,9;26,4;18,0;1,9;256;12,6;14,6;74,8;15,0;;2,5;
2016-09-01 00:00:00;531;39,2;100,0;38,0;2,0;467;26,4;41,1;53,4;25,0;;2,2;
2016-09-02 00:00:00;424;42,3;77,5;34,0;2,7;334;25,8;34,7;70,8;30,0;;3,1;
2016-09-03 00:00:00;469;31,0;59,7;36,0;3,3;386;24,9;29,5;78,7;28,0;;2,4;
2016-09-04 00:00:00;423;44,1;62,3;33,0;3,7;333;9,7;11,3;75,7;28,0;;1,8;
2016-09-05 00:00:00;344;29,5;56,5;23,0;4,2;312;11,4;13,3;50,9;17,0;;2,0;
2016-09-06 00:00:00;333;21,3;45,3;16,0;4,5;310;15,8;19,8;39,9;15,0;;1,4;
2016-09-07 00:00:00;339;28,5;40,3;31,0;4,5;380;51,3;78,2;34,8;27,0;;1,8;
