Date,Station1_CO,Station1_NO2,Station1_NOx,Station1_PM10,Station1_SO2,Station2_CO,Station2_NO2,Station2_NOx,Station2_O3,Station2_PM10,Station2_PM2.5,Station2_SO2,Year,Month,Day,WeekDay,Season,WorkDay
2019-01-25,735.0,39.2,78.3,43.0,4.2,735.0,34.0,54.1,29.6,50.0,,8.0,2019,1,25,Friday,Winter,Friday
2019-01-26,457.0,36.8,52.0,33.0,4.7,457.0,16.5,19.8,58.8,38.0,,6.4,2019,1,26,Saturday,Winter,Saturday
2019-01-27,472.0,32.9,42.8,29.0,2.3,472.0,16.4,18.1,63.3,30.0,,2.5,2019,1,27,Sunday,Winter,Sunday
2019-01-28,879.0,61.3,133.3,39.0,2.0,879.0,54.4,84.0,26.1,42.0,,2.5,2019,1,28,Monday,Winter,Monday
2019-01-29,803.0,54.5,126.5,43.0,1.9,803.0,34.9,47.2,32.0,45.0,,1.9,2019,1,29,Tuesday,Winter,Tuesday
2019-01-30,880.0,47.4,103.1,52.0,1.9,880.0,45.5,68.4,21.3,56.0,,2.5,2019,1,30,Wednesday,Winter,Wednesday
2019-01-31,1062.0,61.9,165.2,64.0,2.2,1062.0,47.9,93.7,15.4,64.0,,2.7,2019,1,31,Thursday,Winter,Thursday
2019-02-01,625.0,45.6,95.5,31.0,2.9,625.0,22.3,27.0,39.9,30.0,,5.4,2019,2,1,Friday,Winter,Friday
2019-02-02,476.0,41.6,62.6,19.0,2.0,476.0,27.4,30.8,40.4,16.0,,3.4,2019,2,2,Saturday,Winter,Saturday
2019-02-03,531.0,33.0,50.4,26.0,1.8,531.0,32.7,50.6,32.6,28.0,,2.7,2019,2,3,Sunday,Winter,Sunday
2019-02-04,489.0,26.2,59.3,15.0,1.7,489.0,19.7,26.7,21.6,12.0,,1.8,2019,2,4,Monday,Winter,Monday
2019-02-05,513.0,28.2,42.9,18.0,1.5,513.0,28.1,37.0,17.5,20.0,,2.3,2019,2,5,Tuesday,Winter,Tuesday
2019-02-06,413.0,27.7,35.3,19.0,1.7,413.0,23.2,27.8,45.3,19.0,,2.3,2019,2,6,Wednesday,Winter,Wednesday
2019-02-07,579.0,49.7,131.8,35.0,2.4,579.0,34.1,56.9,31.4,35.0,,2.0,2019,2,7,Thursday,Winter,Thursday
2019-02-08,784.0,56.2,147.0,44.0,2.0,784.0,39.2,74.8,18.9,45.0,,2.7,2019,2,8,Friday,Winter,Friday
2019-02-09,606.0,49.2,92.7,33.0,1.7,606.0,23.9,38.1,41.8,33.0,,2.3,2019,2,9,Saturday,Winter,Saturday
2019-02-10,524.0,33.4,47.9,35.0,2.9,524.0,20.2,26.4,43.0,35.0,,5.0,2019,2,10,Sunday,Winter,Sunday
2019-02-11,370.0,37.3,69.3,20.0,2.9,370.0,17.0,21.2,49.7,14.0,,3.9,2019,2,11,Monday,Winter,Monday
2019-02-12,364.0,21.5,27.1,12.0,1.3,364.0,21.0,28.7,44.8,14.0,,1.7,2019,2,12,Tuesday,Winter,Tuesday
2019-02-13,398.0,42.4,73.5,20.0,1.8,398.0,22.1,32.3,39.1,18.0,,2.2,2019,2,13,Wednesday,Winter,Wednesday
2019-02-14,493.0,38.7,101.3,26.0,1.9,493.0,24.2,36.6,27.1,26.0,,2.2,2019,2,14,Thursday,Winter,Thursday
2019-02-15,788.0,56.8,191.1,42.0,2.2,788.0,38.3,104.9,37.6,46.0,,2.5,2019,2,15,Friday,Winter,Friday
2019-02-16,1242.0,65.0,208.9,67.0,2.5,1242.0,34.2,99.6,25.2,67.0,,2.9,2019,2,16,Saturday,Winter,Saturday
2019-02-17,1176.0,61.6,190.7,74.0,2.4,1176.0,36.3,91.4,27.7,68.0,,2.9,2019,2,17,Sunday,Winter,Sunday
2019-02-18,1281.0,73.8,229.8,90.0,2.8,1281.0,45.8,126.6,27.7,75.0,,3.2,2019,2,18,Monday,Winter,Monday
2019-02-19,1493.0,87.3,303.6,105.0,3.6,1493.0,48.0,142.9,30.1,105.0,,5.1,2019,2,19,Tuesday,Winter,Tuesday
2019-02-20,1280.0,70.0,206.6,83.0,2.9,1280.0,43.7,107.8,22.9,84.0,,3.4,2019,2,20,Wednesday,Winter,Wednesday
2019-02-21,769.0,68.1,208.3,39.0,2.5,769.0,30.8,71.9,30.2,39.0,,2.4,2019,2,21,Thursday,Winter,Thursday
2019-02-22,280.0,27.9,47.5,13.0,1.9,280.0,21.9,28.9,46.3,13.0,,1.4,2019,2,22,Friday,Winter,Friday
2019-02-23,272.0,19.2,22.0,14.0,2.9,272.0,17.8,25.9,57.6,14.0,,1.7,2019,2,23,Saturday,Winter,Saturday
2019-02-24,344.0,25.6,28.8,22.0,2.8,344.0,24.5,31.6,48.1,21.0,,3.4,2019,2,24,Sunday,Winter,Sunday
2019-02-25,481.0,62.1,129.5,36.0,3.1,481.0,24.6,32.0,44.4,36.0,,3.9,2019,2,25,Monday,Winter,Monday
2019-02-26,544.0,55.3,153.9,45.0,2.8,544.0,27.9,44.4,37.9,45.0,,2.5,2019,2,26,Tuesday,Winter,Tuesday
2019-02-27,542.0,43.1,101.6,29.0,1.9,542.0,27.8,51.3,52.6,32.0,,2.3,2019,2,27,Wednesday,Winter,Wednesday
2019-02-28,413.0,45.9,93.5,31.0,2.2,413.0,21.0,28.6,42.0,28.0,,2.0,2019,2,28,Thursday,Winter,Thursday
2019-03-01,515.0,52.9,110.2,34.0,2.3,515.0,33.7,59.5,29.9,37.0,,2.5,2019,3,1,Friday,Spring,Friday
2019-03-02,454.0,30.7,45.7,21.0,1.6,454.0,22.0,28.4,56.1,24.0,,2.2,2019,3,2,Saturday,Spring,Saturday
2019-03-03,416.0,35.3,49.5,20.0,1.6,416.0,14.2,18.2,48.7,21.0,,1.9,2019,3,3,Sunday,Spring,Sunday
2019-03-04,425.0,49.2,85.3,25.0,4.4,425.0,9.8,13.1,67.9,23.0,,6.7,2019,3,4,Monday,Spring,Monday
2019-03-05,324.0,34.1,46.0,16.0,1.7,324.0,10.6,13.3,67.7,14.0,,1.6,2019,3,5,Tuesday,Spring,Tuesday
2019-03-06,491.0,51.6,74.0,15.0,1.6,491.0,21.2,27.8,55.7,15.0,,2.1,2019,3,6,Wednesday,Spring,Wednesday
2019-03-07,365.0,46.6,73.6,23.0,3.7,365.0,10.4,12.6,65.6,23.0,,4.5,2019,3,7,Thursday,Spring,Thursday
2019-03-08,399.0,60.6,159.5,29.0,3.7,399.0,19.2,24.5,36.2,26.0,,2.9,2019,3,8,Friday,Spring,Friday
2019-03-09,303.0,40.1,63.9,12.0,2.6,303.0,11.3,13.6,52.2,13.0,,1.4,2019,3,9,Saturday,Spring,Saturday
2019-03-10,283.0,27.7,38.3,11.0,2.6,283.0,6.2,7.0,65.0,12.0,,1.4,2019,3,10,Sunday,Spring,Sunday
2019-03-11,207.0,26.6,34.3,9.0,2.3,207.0,8.3,9.7,70.5,9.0,,1.1,2019,3,11,Monday,Spring,Monday
2019-03-12,443.0,39.1,58.6,18.0,2.4,443.0,27.2,37.1,47.6,23.0,,2.0,2019,3,12,Tuesday,Spring,Tuesday
2019-03-13,296.0,55.6,120.7,20.0,3.1,296.0,13.3,15.9,58.7,18.0,,2.3,2019,3,13,Wednesday,Spring,Wednesday
2019-03-14,311.0,55.0,111.6,21.0,2.9,311.0,16.8,19.8,50.5,18.0,,2.0,2019,3,14,Thursday,Spring,Thursday
2019-03-15,270.0,26.4,35.6,13.0,2.9,270.0,8.5,10.2,59.1,17.0,,2.3,2019,3,15,Friday,Spring,Friday
2019-03-16,218.0,22.2,28.3,8.0,2.2,218.0,6.7,7.7,69.0,8.0,,1.3,2019,3,16,Saturday,Spring,Saturday
2019-03-17,274.0,25.6,34.2,15.0,3.0,274.0,6.8,8.0,70.5,17.0,,3.6,2019,3,17,Sunday,Spring,Sunday
2019-03-18,278.0,41.0,67.8,17.0,2.9,278.0,9.8,11.4,65.5,19.0,,2.7,2019,3,18,Monday,Spring,Monday
2019-03-19,281.0,23.0,28.1,15.0,2.5,281.0,12.6,15.0,69.1,16.0,,3.0,2019,3,19,Tuesday,Spring,Tuesday
2019-03-20,282.0,26.2,32.2,22.0,2.5,282.0,14.7,17.1,69.4,24.0,,2.9,2019,3,20,Wednesday,Spring,Wednesday
2019-03-21,389.0,51.0,75.9,32.0,3.4,389.0,32.9,44.0,53.9,38.0,,3.4,2019,3,21,Thursday,Spring,Thursday
2019-03-22,583.0,55.0,130.7,37.0,2.9,583.0,39.1,75.8,42.2,41.0,,2.9,2019,3,22,Friday,Spring,Friday
2019-03-23,573.0,42.2,159.1,37.0,3.0,573.0,29.4,69.5,48.6,38.0,,3.0,2019,3,23,Saturday,Spring,Saturday
2019-03-24,633.0,67.9,159.9,51.0,3.1,633.0,25.9,43.7,53.3,48.0,,3.1,2019,3,24,Sunday,Spring,Sunday
2019-03-25,299.0,41.1,69.4,27.0,2.2,299.0,15.8,18.8,55.8,29.0,,2.2,2019,3,25,Monday,Spring,Monday
2019-03-26,250.0,35.3,49.6,15.0,2.0,250.0,12.8,14.8,67.6,14.0,,2.0,2019,3,26,Tuesday,Spring,Tuesday
2019-03-27,457.0,42.1,89.9,32.0,2.4,457.0,34.0,61.7,49.1,33.0,,2.4,2019,3,27,Wednesday,Spring,Wednesday
2019-03-28,732.0,56.9,124.7,45.0,3.6,732.0,46.1,111.3,45.3,45.0,,3.6,2019,3,28,Thursday,Spring,Thursday
2019-03-29,427.0,46.1,73.8,31.0,4.5,427.0,34.0,64.8,52.6,28.0,,4.5,2019,3,29,Friday,Spring,Friday
2019-03-30,435.0,34.1,51.5,31.0,5.3,435.0,34.2,48.7,56.5,31.0,,5.3,2019,3,30,Saturday,Spring,Saturday
2019-03-31,545.0,64.6,123.8,45.0,2.9,545.0,35.3,67.7,61.1,34.0,,2.9,2019,3,31,Sunday,Spring,Sunday
2019-04-01,264.0,21.9,31.4,36.0,3.5,264.0,17.3,20.7,77.3,38.0,,3.5,2019,4,1,Monday,Spring,Monday
2019-04-02,265.0,47.7,63.8,33.0,3.2,265.0,19.3,25.3,75.8,30.0,,3.2,2019,4,2,Tuesday,Spring,Tuesday
2019-04-03,404.0,64.9,114.4,45.0,3.1,404.0,27.7,36.1,61.3,41.0,,3.1,2019,4,3,Wednesday,Spring,Wednesday
2019-04-04,349.0,58.8,84.8,46.0,3.4,349.0,20.9,23.0,74.0,49.0,,3.4,2019,4,4,Thursday,Spring,Thursday
2019-04-05,313.0,52.7,80.6,35.0,2.9,313.0,17.9,20.0,75.9,43.0,,2.9,2019,4,5,Friday,Spring,Friday
2019-04-06,379.0,28.0,33.9,18.0,2.4,379.0,16.9,19.1,64.2,24.0,,2.4,2019,4,6,Saturday,Spring,Saturday
2019-04-07,388.0,25.8,34.5,27.0,3.2,388.0,33.9,43.4,59.9,33.0,,3.2,2019,4,7,Sunday,Spring,Sunday
2019-04-08,362.0,45.4,69.5,28.0,2.4,362.0,23.9,32.8,71.8,34.0,,2.4,2019,4,8,Monday,Spring,Monday
2019-04-09,268.0,19.6,23.7,20.0,3.6,268.0,19.6,23.7,79.8,28.0,,3.6,2019,4,9,Tuesday,Spring,Tuesday
2019-04-10,337.0,24.9,36.3,28.0,4.1,337.0,24.9,36.3,59.6,35.0,,4.1,2019,4,10,Wednesday,Spring,Wednesday
2019-04-11,413.0,14.7,19.3,44.0,2.4,413.0,14.7,19.3,61.2,52.0,,2.4,2019,4,11,Thursday,Spring,Thursday
2019-04-12,423.0,22.9,32.3,27.0,2.2,423.0,22.9,32.3,51.9,32.0,,2.2,2019,4,12,Friday,Spring,Friday
2019-04-13,487.0,18.5,23.7,21.0,2.3,487.0,18.5,23.7,43.9,21.0,,2.3,2019,4,13,Saturday,Spring,Saturday
2019-04-14,492.0,31.1,44.3,17.0,2.1,492.0,31.1,44.3,54.6,18.0,,2.1,2019,4,14,Sunday,Spring,Sunday
2019-04-15,393.0,19.9,25.3,25.0,3.4,393.0,19.9,25.3,82.2,28.0,,3.4,2019,4,15,Monday,Spring,Monday
2019-04-16,427.0,24.9,29.5,22.0,3.1,427.0,19.2,23.7,80.0,22.0,,3.3,2019,4,16,Tuesday,Spring,Tuesday
2019-04-17,581.0,22.4,26.9,17.0,3.8,581.0,25.3,36.5,54.8,17.0,,2.6,2019,4,17,Wednesday,Spring,Wednesday
2019-04-18,542.0,35.6,41.2,19.0,4.8,542.0,47.3,71.4,48.0,19.0,,3.1,2019,4,18,Thursday,Spring,Thursday
2019-04-19,418.0,20.0,21.6,25.0,5.4,418.0,25.7,31.4,78.5,30.0,,2.6,2019,4,19,Friday,Spring,Friday
2019-04-20,370.0,33.2,38.0,20.0,5.7,370.0,21.2,24.7,79.8,22.0,,2.5,2019,4,20,Saturday,Spring,Saturday
2019-04-21,368.0,25.2,27.6,22.0,5.7,368.0,19.0,24.1,81.6,23.0,,2.6,2019,4,21,Sunday,Spring,Sunday
2019-04-22,373.0,17.2,18.6,18.0,5.4,373.0,7.6,8.9,93.9,20.0,,2.7,2019,4,22,Monday,Spring,Monday
2019-04-23,410.0,47.4,62.3,20.0,5.0,410.0,14.1,16.6,71.3,21.0,,2.4,2019,4,23,Tuesday,Spring,Tuesday
2019-04-24,388.0,49.5,71.0,24.0,4.8,388.0,12.8,14.4,72.4,24.0,,2.3,2019,4,24,Wednesday,Spring,Wednesday
2019-04-25,368.0,56.5,76.3,48.0,4.5,368.0,12.6,14.5,72.4,49.0,,5.1,2019,4,25,Thursday,Spring,Thursday
2019-04-26,318.0,62.6,96.9,55.0,5.0,318.0,10.1,11.9,75.3,57.0,,5.3,2019,4,26,Friday,Spring,Friday
2019-04-27,323.0,37.1,54.9,27.0,4.9,323.0,10.0,11.8,51.0,25.0,,2.0,2019,4,27,Saturday,Spring,Saturday
2019-04-28,315.0,21.9,29.9,8.0,4.0,315.0,8.9,10.5,48.9,7.0,,1.8,2019,4,28,Sunday,Spring,Sunday
2019-04-29,372.0,44.1,74.1,16.0,4.0,372.0,15.6,26.8,49.7,11.0,,2.9,2019,4,29,Monday,Spring,Monday
2019-04-30,410.0,39.3,62.3,15.0,3.7,410.0,33.0,54.1,30.0,14.0,,2.0,2019,4,30,Tuesday,Spring,Tuesday
2019-05-01,289.0,22.5,30.8,17.0,3.4,289.0,11.9,14.8,67.0,17.0,,1.9,2019,5,1,Wednesday,Spring,Wednesday
2019-05-02,274.0,59.2,99.7,25.0,3.5,274.0,15.2,20.5,63.0,19.0,,2.0,2019,5,2,Thursday,Spring,Thursday
2019-05-03,253.0,57.7,81.9,19.0,3.5,253.0,9.3,11.9,79.3,16.0,,2.2,2019,5,3,Friday,Spring,Friday
2019-05-04,332.0,33.8,40.7,14.0,3.2,332.0,21.7,29.4,51.1,13.0,,2.1,2019,5,4,Saturday,Spring,Saturday
2019-05-05,349.0,17.2,19.9,10.0,2.9,349.0,12.1,17.0,47.6,9.0,,2.0,2019,5,5,Sunday,Spring,Sunday
2019-05-06,279.0,21.8,28.8,8.0,2.6,279.0,10.7,13.6,61.1,9.0,,2.0,2019,5,6,Monday,Spring,Monday
2019-05-07,297.0,24.6,27.0,15.0,2.3,297.0,13.0,15.7,65.3,19.0,,2.6,2019,5,7,Tuesday,Spring,Tuesday
2019-05-08,304.0,47.3,55.1,19.0,2.4,304.0,19.1,23.1,64.7,18.0,,2.9,2019,5,8,Wednesday,Spring,Wednesday
2019-05-09,328.0,45.2,80.7,19.0,2.7,328.0,14.6,17.7,55.6,17.0,,3.4,2019,5,9,Thursday,Spring,Thursday
2019-05-10,323.0,41.4,62.2,14.0,2.5,323.0,15.6,18.3,59.0,13.0,,2.2,2019,5,10,Friday,Spring,Friday
2019-05-11,361.0,47.3,76.3,17.0,2.6,361.0,20.2,25.8,55.4,16.0,,2.2,2019,5,11,Saturday,Spring,Saturday
2019-05-12,268.0,23.1,24.8,12.0,2.4,268.0,20.4,30.5,63.2,12.0,,2.2,2019,5,12,Sunday,Spring,Sunday
2019-05-13,278.0,18.9,22.7,54.0,2.3,278.0,13.5,19.9,59.2,70.0,,2.7,2019,5,13,Monday,Spring,Monday
2019-05-14,334.0,25.2,30.2,15.0,2.0,334.0,16.1,22.7,44.7,20.0,,2.4,2019,5,14,Tuesday,Spring,Tuesday
2019-05-15,363.0,38.0,102.6,12.0,2.6,363.0,14.5,26.9,26.5,8.0,,2.6,2019,5,15,Wednesday,Spring,Wednesday
2019-05-16,318.0,30.0,47.5,11.0,2.4,318.0,14.4,20.4,48.4,9.0,,2.2,2019,5,16,Thursday,Spring,Thursday
2019-05-17,340.0,39.3,65.3,14.0,2.4,340.0,15.4,20.0,57.3,13.0,,2.3,2019,5,17,Friday,Spring,Friday
2019-05-18,329.0,36.6,46.8,15.0,2.5,329.0,13.1,16.1,66.6,14.0,,2.2,2019,5,18,Saturday,Spring,Saturday
2019-05-19,292.0,23.9,28.2,13.0,2.7,292.0,9.9,13.5,73.1,14.0,,2.7,2019,5,19,Sunday,Spring,Sunday
2019-05-20,295.0,47.9,68.7,15.0,3.0,295.0,9.1,11.2,81.9,12.0,,3.6,2019,5,20,Monday,Spring,Monday
2019-05-21,281.0,60.0,96.5,12.0,2.8,281.0,3.9,5.7,84.1,8.0,,2.1,2019,5,21,Tuesday,Spring,Tuesday
2019-05-22,337.0,44.7,84.8,11.0,2.9,337.0,6.1,8.2,55.9,9.0,,2.1,2019,5,22,Wednesday,Spring,Wednesday
2019-05-23,373.0,38.0,78.3,13.0,2.7,373.0,12.4,15.3,40.8,9.0,,2.2,2019,5,23,Thursday,Spring,Thursday
2019-05-24,377.0,25.5,38.2,10.0,2.7,377.0,11.5,15.3,44.3,9.0,,2.2,2019,5,24,Friday,Spring,Friday
2019-05-25,343.0,31.7,49.4,17.0,2.6,343.0,12.7,16.1,64.1,14.0,,2.2,2019,5,25,Saturday,Spring,Saturday
2019-05-26,344.0,43.9,57.9,19.0,2.7,344.0,10.4,12.7,72.8,16.0,,2.3,2019,5,26,Sunday,Spring,Sunday
2019-05-27,363.0,46.6,75.2,25.0,2.7,363.0,18.8,22.9,44.5,30.0,,3.6,2019,5,27,Monday,Spring,Monday
2019-05-28,352.0,37.3,66.3,17.0,2.7,352.0,10.7,14.0,51.2,14.0,,2.2,2019,5,28,Tuesday,Spring,Tuesday
2019-05-29,336.0,35.9,55.5,15.0,2.7,336.0,9.7,12.9,60.1,13.0,,2.4,2019,5,29,Wednesday,Spring,Wednesday
2019-05-30,313.0,22.2,32.9,11.0,2.3,313.0,14.8,22.6,37.7,9.0,,2.2,2019,5,30,Thursday,Spring,Thursday
2019-05-31,309.0,21.7,28.2,11.0,2.4,309.0,10.1,14.1,49.9,11.0,,2.4,2019,5,31,Friday,Spring,Friday
2019-06-01,282.0,21.6,23.9,15.0,2.3,282.0,11.1,14.2,70.4,17.0,,3.0,2019,6,1,Saturday,Summer,Saturday
2019-06-02,297.0,20.7,23.8,14.0,2.3,297.0,15.1,19.8,58.4,14.0,,2.4,2019,6,2,Sunday,Summer,Sunday
2019-06-03,336.0,33.3,42.1,15.0,2.1,336.0,29.2,45.6,55.4,15.0,,2.5,2019,6,3,Monday,Summer,Monday
2019-06-04,439.0,38.7,49.5,14.0,1.7,403.0,21.2,34.4,64.8,15.0,,2.4,2019,6,4,Tuesday,Summer,Tuesday
2019-06-05,472.0,41.7,52.0,13.0,1.9,413.0,7.3,9.0,71.5,13.0,,2.3,2019,6,5,Wednesday,Summer,Wednesday
2019-06-06,491.0,41.0,58.5,16.0,1.9,422.0,9.3,11.4,68.9,15.0,,2.9,2019,6,6,Thursday,Summer,Thursday
2019-06-07,561.0,55.8,83.4,25.0,2.2,454.0,8.5,10.8,74.7,22.0,,3.0,2019,6,7,Friday,Summer,Friday
2019-06-08,520.0,34.5,39.2,24.0,2.3,474.0,13.5,15.9,68.4,26.0,,3.3,2019,6,8,Saturday,Summer,Saturday
2019-06-09,427.0,11.9,13.4,20.0,2.2,455.0,13.4,17.2,82.5,24.0,,3.2,2019,6,9,Sunday,Summer,Sunday
2019-06-10,394.0,17.9,20.2,19.0,2.0,433.0,14.8,21.5,70.3,20.0,,2.4,2019,6,10,Monday,Summer,Monday
2019-06-11,477.0,47.4,61.9,23.0,2.1,419.0,7.9,9.9,81.6,21.0,,2.7,2019,6,11,Tuesday,Summer,Tuesday
2019-06-12,485.0,42.8,58.1,27.0,2.0,469.0,14.4,17.6,66.2,28.0,,2.6,2019,6,12,Wednesday,Summer,Wednesday
2019-06-13,510.0,50.4,66.0,28.0,2.0,470.0,14.4,17.2,72.9,28.0,,2.6,2019,6,13,Thursday,Summer,Thursday
2019-06-14,541.0,49.4,66.8,38.0,2.1,526.0,18.4,21.9,60.3,41.0,,3.0,2019,6,14,Friday,Summer,Friday
2019-06-15,465.0,34.8,42.8,35.0,1.9,487.0,9.6,12.6,70.2,36.0,,2.5,2019,6,15,Saturday,Summer,Saturday
2019-06-16,426.0,25.6,29.4,29.0,1.9,444.0,7.0,9.7,81.6,34.0,,2.5,2019,6,16,Sunday,Summer,Sunday
2019-06-17,497.0,23.3,26.3,15.0,2.4,425.0,11.5,14.0,76.2,15.0,,2.3,2019,6,17,Monday,Summer,Monday
2019-06-18,503.0,32.0,36.0,17.0,2.2,440.0,16.7,22.6,76.6,22.0,,2.4,2019,6,18,Tuesday,Summer,Tuesday
2019-06-19,561.0,38.4,51.9,22.0,2.2,444.0,13.0,16.2,66.8,20.0,,2.2,2019,6,19,Wednesday,Summer,Wednesday
2019-06-20,560.0,47.1,57.7,23.0,2.2,440.0,15.9,30.9,61.9,21.0,,2.6,2019,6,20,Thursday,Summer,Thursday
2019-06-21,681.0,52.3,79.8,26.0,2.6,394.0,15.3,19.8,49.4,20.0,,2.6,2019,6,21,Friday,Summer,Friday
2019-06-22,527.0,17.6,27.7,20.0,2.2,354.0,10.1,14.3,69.4,18.0,,2.2,2019,6,22,Saturday,Summer,Saturday
2019-06-23,480.0,14.7,17.1,16.0,2.0,342.0,7.5,9.6,63.1,19.0,,2.2,2019,6,23,Sunday,Summer,Sunday
2019-06-24,395.0,24.1,28.3,20.0,2.1,347.0,12.2,15.6,62.4,19.0,,2.3,2019,6,24,Monday,Summer,Monday
2019-06-25,304.0,28.4,32.5,26.0,2.1,379.0,21.1,26.9,64.6,26.0,,2.4,2019,6,25,Tuesday,Summer,Tuesday
2019-06-26,427.0,48.3,73.5,35.0,2.3,428.0,17.7,22.4,74.0,32.0,,2.4,2019,6,26,Wednesday,Summer,Wednesday
2019-06-27,391.0,48.5,74.2,29.0,2.4,384.0,12.4,15.3,63.3,27.0,,2.2,2019,6,27,Thursday,Summer,Thursday
2019-06-28,345.0,22.1,25.2,15.0,2.5,260.0,10.1,12.7,77.2,13.0,,2.5,2019,6,28,Friday,Summer,Friday
2019-06-29,360.0,22.4,26.6,15.0,2.5,268.0,10.1,12.4,69.5,15.0,,2.6,2019,6,29,Saturday,Summer,Saturday
2019-06-30,327.0,43.7,59.9,20.0,2.1,313.0,6.3,8.3,71.8,19.0,,2.4,2019,6,30,Sunday,Summer,Sunday
2019-07-01,359.0,55.8,72.5,30.0,2.2,310.0,6.4,8.6,76.8,28.0,,3.0,2019,7,1,Monday,Summer,Monday
2019-07-02,271.0,32.3,44.1,31.0,2.0,262.0,12.7,15.9,86.2,34.0,,2.6,2019,7,2,Tuesday,Summer,Tuesday
2019-07-03,292.0,24.4,27.3,20.0,2.1,192.0,18.2,30.4,92.0,20.0,,2.6,2019,7,3,Wednesday,Summer,Wednesday
2019-07-04,335.0,32.4,35.9,21.0,2.1,189.0,13.0,16.1,87.9,22.0,,3.2,2019,7,4,Thursday,Summer,Thursday
2019-07-05,349.0,49.2,67.2,28.0,1.9,266.0,8.4,10.8,90.0,28.0,,2.6,2019,7,5,Friday,Summer,Friday
2019-07-06,330.0,41.9,50.8,24.0,1.8,276.0,8.0,10.7,88.0,25.0,,2.5,2019,7,6,Saturday,Summer,Saturday
2019-07-07,309.0,26.6,30.2,19.0,2.1,271.0,4.7,6.7,96.4,20.0,,2.4,2019,7,7,Sunday,Summer,Sunday
2019-07-08,341.0,29.4,33.4,17.0,2.3,219.0,8.7,10.9,78.4,19.0,,2.5,2019,7,8,Monday,Summer,Monday
2019-07-09,381.0,48.0,56.7,21.0,2.4,245.0,11.4,14.9,76.1,22.0,,2.4,2019,7,9,Tuesday,Summer,Tuesday
2019-07-10,360.0,33.3,37.2,17.0,2.8,243.0,15.0,19.7,70.1,18.0,,2.6,2019,7,10,Wednesday,Summer,Wednesday
2019-07-11,436.0,39.3,56.7,18.0,2.9,270.0,17.2,24.1,47.2,15.0,,2.3,2019,7,11,Thursday,Summer,Thursday
2019-07-12,431.0,51.1,67.7,18.0,2.7,272.0,10.9,16.4,52.4,17.0,,2.4,2019,7,12,Friday,Summer,Friday
2019-07-13,436.0,37.2,45.1,17.0,2.9,320.0,7.0,9.1,58.3,13.0,,2.2,2019,7,13,Saturday,Summer,Saturday
2019-07-14,377.0,15.4,18.1,11.0,2.8,310.0,8.3,10.9,58.5,10.0,,2.2,2019,7,14,Sunday,Summer,Sunday
2019-07-15,325.0,25.7,29.7,13.0,2.4,275.0,9.5,12.2,73.6,11.0,,2.5,2019,7,15,Monday,Summer,Monday
2019-07-16,322.0,41.3,47.2,18.0,2.3,268.0,12.8,16.6,79.9,17.0,,2.4,2019,7,16,Tuesday,Summer,Tuesday
2019-07-17,321.0,33.1,37.3,20.0,2.4,281.0,11.5,14.7,73.1,21.0,,2.8,2019,7,17,Wednesday,Summer,Wednesday
2019-07-18,326.0,40.9,50.7,21.0,2.3,278.0,11.0,13.7,73.5,19.0,,2.3,2019,7,18,Thursday,Summer,Thursday
2019-07-19,384.0,56.9,77.5,25.0,2.2,327.0,18.3,26.1,74.6,21.0,,2.3,2019,7,19,Friday,Summer,Friday
2019-07-20,342.0,37.1,41.5,24.0,2.2,342.0,9.9,12.5,74.3,22.0,,2.7,2019,7,20,Saturday,Summer,Saturday
2019-07-21,308.0,35.9,40.9,24.0,2.1,333.0,7.1,10.2,79.1,20.0,,2.8,2019,7,21,Sunday,Summer,Sunday
2019-07-22,383.0,27.5,30.9,16.0,2.2,347.0,22.8,28.1,64.9,15.0,,2.6,2019,7,22,Monday,Summer,Monday
2019-07-23,503.0,30.0,44.3,19.0,2.4,349.0,18.3,23.9,61.1,17.0,,2.6,2019,7,23,Tuesday,Summer,Tuesday
2019-07-24,408.0,24.3,28.8,17.0,2.1,319.0,15.8,22.4,62.3,14.0,,2.6,2019,7,24,Wednesday,Summer,Wednesday
2019-07-25,443.0,32.9,44.7,20.0,2.0,327.0,15.8,20.2,59.4,17.0,,2.5,2019,7,25,Thursday,Summer,Thursday
2019-07-26,471.0,48.5,68.9,26.0,2.1,345.0,11.4,15.5,72.0,25.0,,2.6,2019,7,26,Friday,Summer,Friday
2019-07-27,446.0,22.9,26.1,14.0,2.3,347.0,23.1,40.9,67.3,13.0,,2.3,2019,7,27,Saturday,Summer,Saturday
2019-07-28,434.0,21.2,24.5,17.0,2.3,353.0,22.3,47.7,61.6,16.0,,2.4,2019,7,28,Sunday,Summer,Sunday
2019-07-29,466.0,37.5,52.8,20.0,2.2,385.0,11.7,14.6,51.9,16.0,,2.2,2019,7,29,Monday,Summer,Monday
2019-07-30,449.0,44.3,65.5,30.0,2.2,408.0,9.5,11.0,61.5,24.0,,2.3,2019,7,30,Tuesday,Summer,Tuesday
2019-07-31,368.0,28.6,34.7,27.0,2.0,421.0,14.2,16.6,64.0,22.0,,2.4,2019,7,31,Wednesday,Summer,Wednesday
2019-08-01,352.0,24.9,29.2,24.0,2.0,428.0,14.0,16.3,64.9,20.0,,2.5,2019,8,1,Thursday,Summer,Thursday
