Date,Station1_CO,Station1_NO2,Station1_NOx,Station1_PM10,Station1_SO2,Station2_CO,Station2_NO2,Station2_NOx,Station2_O3,Station2_PM10,Station2_PM2.5,Station2_SO2,Year,Month,Day,WeekDay,Season,WorkDay
2014-01-01,1057.0,31.3,67.6,56.0,8.5,1121.0,19.9,27.5,9.3,42.0,,8.5,2014,1,1,Wednesday,Winter,Wednesday
2014-01-02,1030.0,37.0,89.1,60.0,13.5,1212.0,25.9,44.4,9.9,52.0,,13.5,2014,1,2,Thursday,Winter,Thursday
2014-01-03,1319.0,49.1,196.1,69.0,12.6,1292.0,26.3,60.5,7.5,56.0,,12.6,2014,1,3,Friday,Winter,Friday
2014-01-04,1001.0,36.9,94.8,46.0,14.7,952.0,21.6,27.3,7.6,35.0,,14.7,2014,1,4,Saturday,Winter,Saturday
2014-01-05,1155.0,37.3,102.6,39.0,12.0,1001.0,23.4,36.6,12.5,28.0,,12.0,2014,1,5,Sunday,Winter,Sunday
2014-01-06,1624.0,49.6,204.2,65.0,11.6,1153.0,25.6,97.0,6.6,42.0,,11.6,2014,1,6,Monday,Winter,Monday
2014-01-07,1005.0,31.9,103.8,38.0,7.5,775.0,18.1,25.8,4.9,27.0,,7.5,2014,1,7,Tuesday,Winter,Tuesday
2014-01-08,939.0,28.0,84.2,27.0,7.627272727272727,740.0,14.7,23.5,49.17460725506998,21.0,,7.627272727272727,2014,1,8,Wednesday,Winter,Wednesday
2014-01-09,708.0,29.8,80.1,23.0,7.754545454545455,776.0,13.8,18.1,49.17460725506998,19.0,,7.754545454545455,2014,1,9,Thursday,Winter,Thursday
2014-01-10,430.0,29.4,85.0,17.0,7.881818181818182,767.0,12.9,17.6,49.17460725506998,15.0,,7.881818181818182,2014,1,10,Friday,Winter,Friday
2014-01-11,714.0,45.2,143.8,32.0,8.00909090909091,1238.0,26.3,49.7,49.17460725506998,39.0,,8.00909090909091,2014,1,11,Saturday,Winter,Saturday
2014-01-12,304.0,17.8,30.7,17.0,8.136363636363637,686.0,11.3,14.8,49.17460725506998,12.0,,8.136363636363637,2014,1,12,Sunday,Winter,Sunday
2014-01-13,1266.0,54.9,237.6,67.0,8.263636363636364,1427.0,27.7,73.3,49.17460725506998,49.0,,8.263636363636364,2014,1,13,Monday,Winter,Monday
2014-01-14,675.0,39.7,100.1,46.0,8.39090909090909,1091.0,27.5,35.3,49.17460725506998,33.0,,8.39090909090909,2014,1,14,Tuesday,Winter,Tuesday
2014-01-15,704.0,40.1,132.0,36.0,8.51818181818182,1001.0,24.9,39.5,49.17460725506998,29.0,,8.51818181818182,2014,1,15,Wednesday,Winter,Wednesday
2014-01-16,781.0,36.8,126.2,38.0,8.645454545454546,1051.0,22.8,38.2,49.17460725506998,27.0,,8.645454545454546,2014,1,16,Thursday,Winter,Thursday
2014-01-17,624.0,41.3,117.5,31.0,8.772727272727273,893.0,15.5,20.0,49.17460725506998,18.0,,8.772727272727273,2014,1,17,Friday,Winter,Friday
2014-01-18,718.0,44.6,113.7,29.0,8.9,1147.0,23.9,31.1,49.17460725506998,27.0,,8.9,2014,1,18,Saturday,Winter,Saturday
2014-01-19,595.0,16.8,19.4,25.0,9.0,990.0,16.8,19.4,49.17460725506998,21.0,,9.0,2014,1,19,Sunday,Winter,Sunday
2014-01-20,619.0,18.8,22.0,24.0,5.7,914.0,18.8,22.0,49.17460725506998,17.0,,5.7,2014,1,20,Monday,Winter,Monday
2014-01-21,1033.0,37.1,58.2,42.0,6.4,1211.0,37.1,58.2,49.17460725506998,32.0,,6.4,2014,1,21,Tuesday,Winter,Tuesday
2014-01-22,685.0,22.7,38.9,19.0,9.3,945.0,22.7,38.9,49.17460725506998,16.0,,9.3,2014,1,22,Wednesday,Winter,Wednesday
2014-01-23,902.0,25.5,34.7,31.0,10.8,902.0,25.5,34.7,49.17460725506998,25.0,,10.8,2014,1,23,Thursday,Winter,Thursday
2014-01-24,817.0,26.5,43.2,39.0,6.3,817.0,26.5,43.2,49.17460725506998,31.0,,6.3,2014,1,24,Friday,Winter,Friday
2014-01-25,289.0,21.7,30.8,27.0,7.1,553.0,21.7,30.8,49.17460725506998,29.0,,9.3,2014,1,25,Saturday,Winter,Saturday
2014-01-26,475.0,27.2,31.5,43.0,7.7,874.0,27.2,31.5,49.17460725506998,39.0,,9.5,2014,1,26,Sunday,Winter,Sunday
2014-01-27,733.0,39.1,47.1,68.0,9.0,1060.0,39.1,47.1,49.17460725506998,59.0,,11.3,2014,1,27,Monday,Winter,Monday
2014-01-28,889.0,27.7,32.0,85.0,11.4,1103.0,27.7,32.0,49.17460725506998,69.0,,14.4,2014,1,28,Tuesday,Winter,Tuesday
2014-01-29,929.0,35.4,42.9,82.0,7.4,1248.0,35.4,42.9,49.17460725506998,72.0,,9.4,2014,1,29,Wednesday,Winter,Wednesday
2014-01-30,893.0,35.4,43.9,67.0,9.0,1105.0,35.4,43.9,49.17460725506998,51.0,,10.3,2014,1,30,Thursday,Winter,Thursday
2014-01-31,1139.0,63.1,101.6,66.0,5.8,1311.0,63.1,101.6,49.17460725506998,57.0,,6.5,2014,1,31,Friday,Winter,Friday
2014-02-01,1400.0,61.4,79.8,117.0,8.2,1668.0,61.4,79.8,49.17460725506998,96.0,,8.2,2014,2,1,Saturday,Winter,Saturday
2014-02-02,2261.0,72.0,109.8,140.0,6.4,2121.0,72.0,109.8,49.17460725506998,111.0,,8.0,2014,2,2,Sunday,Winter,Sunday
2014-02-03,3453.0,94.6,226.8,248.0,7.4,3022.0,94.6,226.8,49.17460725506998,186.0,,7.0,2014,2,3,Monday,Winter,Monday
2014-02-04,1814.0,58.3,112.2,125.0,7.7,2096.0,58.3,112.2,49.17460725506998,121.0,,7.5,2014,2,4,Tuesday,Winter,Tuesday
2014-02-05,1699.0,79.4,110.4,128.0,8.7,1865.0,79.4,110.4,49.17460725506998,110.0,,10.3,2014,2,5,Wednesday,Winter,Wednesday
2014-02-06,1412.0,50.1,64.4,91.0,14.2,1208.0,50.1,64.4,49.17460725506998,65.0,,14.2,2014,2,6,Thursday,Winter,Thursday
2014-02-07,959.0,29.9,35.7,62.0,19.4,700.0,29.9,35.7,45.1,38.0,,19.4,2014,2,7,Friday,Winter,Friday
2014-02-08,938.0,45.4,101.4,45.0,11.3,640.0,25.9,31.5,34.8,31.0,,11.3,2014,2,8,Saturday,Winter,Saturday
2014-02-09,888.0,36.4,81.8,33.0,11.6,546.0,22.8,28.3,43.2,21.0,,11.6,2014,2,9,Sunday,Winter,Sunday
2014-02-10,620.0,31.4,67.6,18.0,3.8,269.0,12.5,14.8,55.4,7.0,,3.8,2014,2,10,Monday,Winter,Monday
2014-02-11,801.0,39.6,83.0,28.0,6.1,389.0,28.1,37.3,34.9,18.0,,6.1,2014,2,11,Tuesday,Winter,Tuesday
2014-02-12,997.0,41.1,119.5,55.0,5.6,621.0,35.6,59.7,25.8,38.0,,5.6,2014,2,12,Wednesday,Winter,Wednesday
2014-02-13,967.0,40.3,113.1,33.0,3.2,511.0,19.7,34.7,36.8,18.0,,3.2,2014,2,13,Thursday,Winter,Thursday
2014-02-14,797.0,33.0,68.0,29.0,4.2,490.0,22.9,28.7,36.6,19.0,,4.2,2014,2,14,Friday,Winter,Friday
2014-02-15,1047.0,36.2,71.3,42.0,5.6,868.0,24.0,35.5,38.1,33.0,,5.6,2014,2,15,Saturday,Winter,Saturday
2014-02-16,1239.0,37.3,97.8,49.0,7.7,1116.0,22.6,50.9,52.5,45.0,,7.7,2014,2,16,Sunday,Winter,Sunday
2014-02-17,833.0,33.0,53.5,21.0,4.6,578.0,32.6,42.8,34.3,15.0,,4.6,2014,2,17,Monday,Winter,Monday
2014-02-18,1075.0,45.5,113.3,40.0,7.5,760.0,25.4,48.0,39.2,29.0,,7.5,2014,2,18,Tuesday,Winter,Tuesday
2014-02-19,1040.0,42.4,97.0,53.0,11.3,848.0,28.6,46.3,31.9,43.0,,11.3,2014,2,19,Wednesday,Winter,Wednesday
2014-02-20,1308.0,40.5,112.3,55.0,6.3,1100.0,34.0,84.1,33.3,40.0,,6.3,2014,2,20,Thursday,Winter,Thursday
2014-02-21,778.0,33.0,73.0,51.0,13.7,1109.0,34.2,58.2,23.4,40.0,,5.9,2014,2,21,Friday,Winter,Friday
2014-02-22,720.0,33.8,80.1,40.0,13.8,945.0,27.2,47.4,24.0,32.0,,9.1,2014,2,22,Saturday,Winter,Saturday
2014-02-23,322.0,13.4,19.8,20.0,11.9,564.0,16.5,22.4,47.6,16.0,,5.7,2014,2,23,Sunday,Winter,Sunday
2014-02-24,514.0,28.9,73.8,31.0,11.3,788.0,24.0,46.2,32.3,28.0,,4.3,2014,2,24,Monday,Winter,Monday
2014-02-25,702.0,39.0,126.2,52.0,14.7,872.0,21.5,41.9,23.4,36.0,,10.4,2014,2,25,Tuesday,Winter,Tuesday
2014-02-26,766.0,39.7,91.0,51.0,16.1,926.0,25.3,43.2,34.7,40.0,,10.7,2014,2,26,Wednesday,Winter,Wednesday
2014-02-27,1073.0,48.4,127.1,75.0,12.0,1091.0,41.2,66.1,24.7,58.0,,6.1,2014,2,27,Thursday,Winter,Thursday
2014-02-28,720.0,48.9,102.8,53.0,13.5,710.0,26.3,35.1,47.1,43.0,,11.8,2014,2,28,Friday,Winter,Friday
2014-03-01,740.0,38.8,68.1,45.0,14.6,644.0,21.6,28.0,62.5,36.0,,12.9,2014,3,1,Saturday,Spring,Saturday
2014-03-02,497.0,14.9,21.7,28.0,7.3,523.0,24.6,36.6,59.5,24.0,,4.6,2014,3,2,Sunday,Spring,Sunday
2014-03-03,579.0,34.4,69.7,28.0,6.9,490.0,26.1,32.6,45.3,19.0,,6.3,2014,3,3,Monday,Spring,Monday
2014-03-04,607.0,28.7,64.2,23.0,4.7,551.0,25.5,35.1,37.9,20.0,,3.9,2014,3,4,Tuesday,Spring,Tuesday
2014-03-05,508.0,15.2,32.8,20.0,4.6,464.0,17.1,29.2,28.4,18.0,,4.2,2014,3,5,Wednesday,Spring,Wednesday
2014-03-06,447.0,13.0,27.8,17.0,8.1,560.0,14.7,24.1,30.9,17.0,,4.1,2014,3,6,Thursday,Spring,Thursday
2014-03-07,451.0,19.3,39.6,17.0,11.8,906.0,20.1,31.3,28.0,17.0,,3.9,2014,3,7,Friday,Spring,Friday
2014-03-08,391.0,15.1,24.6,20.0,10.8,866.0,15.8,22.7,39.4,20.0,,3.5,2014,3,8,Saturday,Spring,Saturday
2014-03-09,349.0,11.4,17.1,21.0,9.8,795.0,29.3,43.7,47.5,19.0,,3.0,2014,3,9,Sunday,Spring,Sunday
2014-03-10,802.0,42.7,87.6,44.0,10.9,1157.0,36.4,67.1,54.2,37.0,,3.7,2014,3,10,Monday,Spring,Monday
2014-03-11,515.0,34.2,50.1,35.0,9.3,1011.0,34.7,53.1,64.7,35.0,,4.5,2014,3,11,Tuesday,Spring,Tuesday
2014-03-12,448.0,22.9,32.9,39.0,9.9,877.0,19.9,24.8,80.2,37.0,,6.0,2014,3,12,Wednesday,Spring,Wednesday
2014-03-13,673.0,41.6,97.7,39.0,9.2,1078.0,31.7,57.9,65.4,38.0,,4.6,2014,3,13,Thursday,Spring,Thursday
2014-03-14,1065.0,76.3,167.5,78.0,10.0,1234.0,34.8,52.7,68.7,57.0,,5.5,2014,3,14,Friday,Spring,Friday
2014-03-15,457.0,20.9,29.3,40.0,6.5,828.0,11.2,14.2,72.9,29.0,,3.8,2014,3,15,Saturday,Spring,Saturday
2014-03-16,345.0,12.5,20.2,10.0,5.4,730.0,8.2,11.9,48.0,7.0,,2.7,2014,3,16,Sunday,Spring,Sunday
2014-03-17,387.0,20.8,44.9,16.0,4.0,671.0,10.8,15.1,56.1,8.0,,2.1,2014,3,17,Monday,Spring,Monday
2014-03-18,551.0,43.0,107.4,47.0,4.2,640.0,15.1,21.7,48.7,18.0,,3.1,2014,3,18,Tuesday,Spring,Tuesday
2014-03-19,668.0,39.1,92.1,72.0,3.8,638.0,18.4,22.9,47.5,19.0,,3.3,2014,3,19,Wednesday,Spring,Wednesday
2014-03-20,550.0,41.2,101.5,81.0,4.3,619.0,13.4,17.6,49.7,15.0,,4.0,2014,3,20,Thursday,Spring,Thursday
2014-03-21,591.0,58.9,137.2,102.0,6.8,591.0,58.9,137.2,49.17460725506998,102.0,,6.8,2014,3,21,Friday,Spring,Friday
2014-03-22,526.0,40.8,67.8,68.0,7.0,452.0,13.9,18.0,72.8,24.0,,7.4,2014,3,22,Saturday,Spring,Saturday
2014-03-23,480.0,28.8,44.8,40.0,7.5,444.0,10.6,13.7,72.7,27.0,,9.2,2014,3,23,Sunday,Spring,Sunday
2014-03-24,479.0,33.8,72.0,30.0,4.6,450.0,11.2,14.6,58.1,13.0,,4.8,2014,3,24,Monday,Spring,Monday
2014-03-25,818.0,43.2,121.5,86.0,5.3,811.0,19.0,37.9,40.1,27.0,,4.2,2014,3,25,Tuesday,Spring,Tuesday
2014-03-26,797.0,37.0,67.5,70.0,5.1,808.0,36.4,59.9,41.1,27.0,,6.1,2014,3,26,Wednesday,Spring,Wednesday
2014-03-27,482.0,23.1,38.6,52.0,3.3,486.0,20.8,26.9,56.8,18.0,,4.9,2014,3,27,Thursday,Spring,Thursday
2014-03-28,316.0,20.8,35.4,45.0,4.4,460.0,21.3,30.6,62.8,24.0,,5.0,2014,3,28,Friday,Spring,Friday
2014-03-29,257.0,20.2,28.9,43.0,5.4,447.0,18.6,23.8,84.3,29.0,,5.7,2014,3,29,Saturday,Spring,Saturday
2014-03-30,421.0,39.9,82.6,40.0,5.5,598.0,25.4,40.9,72.9,39.0,,5.8,2014,3,30,Sunday,Spring,Sunday
2014-03-31,800.0,72.4,184.2,81.0,5.8,949.0,37.2,75.3,57.5,54.0,,6.0,2014,3,31,Monday,Spring,Monday
2014-04-01,412.0,39.9,62.3,44.0,4.1,412.0,39.9,62.3,49.17460725506998,44.0,,4.1,2014,4,1,Tuesday,Spring,Tuesday
2014-04-02,439.0,34.9,51.1,43.0,4.5,631.0,44.2,61.9,69.9,40.0,,6.2,2014,4,2,Wednesday,Spring,Wednesday
2014-04-03,482.0,62.1,127.4,53.0,6.4,482.0,62.1,127.4,49.17460725506998,53.0,,6.4,2014,4,3,Thursday,Spring,Thursday
2014-04-04,454.0,45.3,94.5,51.0,4.2,659.0,25.2,31.8,55.4,40.0,,7.4,2014,4,4,Friday,Spring,Friday
2014-04-05,342.0,22.8,32.4,36.0,3.2,643.0,32.0,43.9,69.7,31.0,,6.4,2014,4,5,Saturday,Spring,Saturday
2014-04-06,428.0,29.6,51.9,20.0,2.7,531.0,11.2,13.9,58.5,17.0,,4.6,2014,4,6,Sunday,Spring,Sunday
2014-04-07,601.0,42.6,108.3,34.0,3.7,761.0,24.5,42.2,57.9,27.0,,5.1,2014,4,7,Monday,Spring,Monday
2014-04-08,771.0,73.9,161.4,54.0,4.0,889.0,21.0,40.6,67.5,35.0,,5.2,2014,4,8,Tuesday,Spring,Tuesday
2014-04-09,464.0,40.4,79.6,19.0,3.6,613.0,21.8,29.3,49.0,19.0,,4.2,2014,4,9,Wednesday,Spring,Wednesday
2014-04-10,476.0,35.5,88.7,20.0,5.2,606.0,18.4,34.0,56.7,13.0,,4.0,2014,4,10,Thursday,Spring,Thursday
2014-04-11,190.0,21.8,38.8,14.0,5.0,537.0,18.4,24.5,54.5,14.0,,4.4,2014,4,11,Friday,Spring,Friday
2014-04-12,256.0,19.1,29.5,16.0,5.1,504.0,16.7,24.1,47.9,16.0,,5.0,2014,4,12,Saturday,Spring,Saturday
2014-04-13,437.0,36.7,69.8,28.0,5.5,653.0,21.0,32.6,47.4,24.0,,5.6,2014,4,13,Sunday,Spring,Sunday
2014-04-14,308.0,39.2,72.7,25.0,4.6,480.0,19.4,25.0,62.4,18.0,,5.2,2014,4,14,Monday,Spring,Monday
2014-04-15,278.0,28.9,48.5,13.0,4.1,504.0,23.9,30.4,55.4,13.0,,4.1,2014,4,15,Tuesday,Spring,Tuesday
2014-04-16,249.0,17.4,29.1,31.0,4.3,466.0,15.1,21.2,58.9,38.0,,4.4,2014,4,16,Wednesday,Spring,Wednesday
2014-04-17,236.0,17.5,28.4,22.0,4.3,513.0,22.9,32.1,62.2,25.0,,4.6,2014,4,17,Thursday,Spring,Thursday
2014-04-18,312.0,26.9,38.5,23.0,3.8,595.0,36.2,54.5,62.8,24.0,,4.7,2014,4,18,Friday,Spring,Friday
2014-04-19,275.0,18.7,25.8,23.0,3.6,544.0,15.5,20.0,83.3,24.0,,4.8,2014,4,19,Saturday,Spring,Saturday
2014-04-20,337.0,20.6,30.9,12.0,3.7,499.0,9.7,12.8,78.3,10.0,,4.2,2014,4,20,Sunday,Spring,Sunday
2014-04-21,388.0,22.6,32.3,13.0,3.9,570.0,12.4,15.1,68.1,12.0,,5.1,2014,4,21,Monday,Spring,Monday
2014-04-22,438.0,43.0,77.0,22.0,4.0,515.0,19.8,28.4,55.7,18.0,,5.1,2014,4,22,Tuesday,Spring,Tuesday
2014-04-23,400.0,35.7,62.2,22.0,3.7,488.0,22.4,30.0,57.2,16.0,,3.9,2014,4,23,Wednesday,Spring,Wednesday
2014-04-24,365.0,28.9,45.5,19.0,3.2,508.0,18.3,26.1,54.9,16.0,,3.7,2014,4,24,Thursday,Spring,Thursday
2014-04-25,367.0,29.5,48.2,17.0,3.2,573.0,9.8,12.5,57.4,13.0,,4.1,2014,4,25,Friday,Spring,Friday
2014-04-26,416.0,26.8,45.2,17.0,3.6,634.0,15.4,20.7,43.2,13.0,,4.0,2014,4,26,Saturday,Spring,Saturday
2014-04-27,379.0,16.1,25.3,22.0,3.3,692.0,12.0,14.9,51.0,18.0,,4.7,2014,4,27,Sunday,Spring,Sunday
2014-04-28,457.0,30.1,54.7,24.0,3.1,724.0,19.7,31.1,49.17460725506998,20.0,,4.9,2014,4,28,Monday,Spring,Monday
2014-04-29,542.0,41.9,78.6,24.0,3.2,758.0,25.6,32.6,49.8,19.0,,4.7,2014,4,29,Tuesday,Spring,Tuesday
2014-04-30,576.0,46.7,82.3,24.0,3.1,750.0,26.8,33.6,60.9,18.0,,4.0,2014,4,30,Wednesday,Spring,Wednesday
2014-05-01,570.0,40.1,62.7,23.0,3.0,806.0,18.8,23.1,49.17460725506998,20.0,,4.5,2014,5,1,Thursday,Spring,Thursday
2014-05-02,522.0,33.7,51.1,22.0,2.7,748.0,17.1,24.8,67.6,17.0,,4.3,2014,5,2,Friday,Spring,Friday
2014-05-03,495.0,19.7,28.5,20.0,3.1,705.0,14.0,18.1,67.7,16.0,,7.9,2014,5,3,Saturday,Spring,Saturday
2014-05-04,440.0,7.3,13.4,62.0,2.4,804.0,6.2,10.1,72.5,72.0,,3.9,2014,5,4,Sunday,Spring,Sunday
2014-05-05,489.0,19.8,28.3,22.0,2.7,761.0,12.7,16.8,88.3,19.0,,4.3,2014,5,5,Monday,Spring,Monday
2014-05-06,648.0,52.0,88.0,25.0,3.1,748.0,16.1,19.9,82.7,18.0,,4.5,2014,5,6,Tuesday,Spring,Tuesday
2014-05-07,585.0,42.2,63.3,26.0,3.3,692.0,12.0,15.4,75.8,19.0,,6.5,2014,5,7,Wednesday,Spring,Wednesday
2014-05-08,488.0,55.8,105.5,17.0,3.0,708.0,9.9,12.9,69.8,11.0,,4.3,2014,5,8,Thursday,Spring,Thursday
2014-05-09,238.0,38.0,70.1,17.0,3.0,733.0,16.1,25.0,49.17460725506998,12.0,,4.9,2014,5,9,Friday,Spring,Friday
2014-05-10,171.0,29.1,46.2,16.0,2.5,709.0,13.3,17.9,49.17460725506998,11.0,,5.2,2014,5,10,Saturday,Spring,Saturday
2014-05-11,174.0,28.2,40.4,16.0,2.4,736.0,9.6,12.4,69.0,15.0,,5.5,2014,5,11,Sunday,Spring,Sunday
2014-05-12,205.0,34.0,56.7,14.0,2.3,756.0,9.3,12.2,73.6,7.0,,5.0,2014,5,12,Monday,Spring,Monday
2014-05-13,268.0,43.4,86.6,17.0,2.4,715.0,13.4,18.4,67.0,9.0,,5.1,2014,5,13,Tuesday,Spring,Tuesday
2014-05-14,179.0,18.3,30.4,14.0,2.1,823.0,15.1,20.3,65.3,12.0,,5.2,2014,5,14,Wednesday,Spring,Wednesday
2014-05-15,171.0,15.0,24.5,9.0,2.1,851.0,9.0,12.6,76.4,8.0,,5.2,2014,5,15,Thursday,Spring,Thursday
2014-05-16,313.0,33.3,65.7,13.0,2.5,846.0,15.0,19.6,53.9,8.0,,5.8,2014,5,16,Friday,Spring,Friday
2014-05-17,310.0,30.6,47.5,11.0,2.0,826.0,9.4,12.8,63.4,8.0,,4.6,2014,5,17,Saturday,Spring,Saturday
2014-05-18,361.0,29.5,52.3,16.0,2.0,828.0,8.1,12.3,57.8,11.0,,4.3,2014,5,18,Sunday,Spring,Sunday
2014-05-19,458.0,46.8,84.7,23.0,2.4,812.0,19.2,29.7,74.4,14.0,,5.1,2014,5,19,Monday,Spring,Monday
2014-05-20,434.0,45.9,72.1,26.0,2.3,782.0,24.3,29.2,71.9,17.0,,5.0,2014,5,20,Tuesday,Spring,Tuesday
2014-05-21,432.0,45.9,74.2,27.0,2.4,771.0,24.7,29.1,72.7,18.0,,5.0,2014,5,21,Wednesday,Spring,Wednesday
2014-05-22,342.0,48.1,80.3,31.0,3.6,727.0,15.3,17.6,77.7,22.0,,5.4,2014,5,22,Thursday,Spring,Thursday
2014-05-23,253.0,45.8,68.2,33.0,4.6,547.0,16.9,19.1,62.1,24.0,,4.6,2014,5,23,Friday,Spring,Friday
2014-05-24,211.0,27.6,40.5,33.0,4.5,602.0,14.9,16.9,61.2,30.0,,5.2,2014,5,24,Saturday,Spring,Saturday
2014-05-25,197.0,22.3,30.8,23.0,4.1,611.0,10.6,11.9,63.4,21.0,,4.0,2014,5,25,Sunday,Spring,Sunday
2014-05-26,222.0,31.2,44.5,21.0,4.4,540.0,24.9,39.0,56.1,16.0,,3.7,2014,5,26,Monday,Spring,Monday
2014-05-27,237.0,34.1,56.3,23.0,4.5,493.0,8.7,10.2,55.0,17.0,,4.0,2014,5,27,Tuesday,Spring,Tuesday
2014-05-28,277.0,43.9,75.1,19.0,4.3,417.0,7.7,9.7,68.1,10.0,,4.1,2014,5,28,Wednesday,Spring,Wednesday
2014-05-29,284.0,38.9,67.0,17.0,4.1,490.0,9.4,11.7,57.6,9.0,,4.6,2014,5,29,Thursday,Spring,Thursday
2014-05-30,197.0,15.0,26.8,19.0,3.8,484.0,6.6,10.4,46.7,19.0,,4.2,2014,5,30,Friday,Spring,Friday
2014-05-31,197.0,10.4,17.5,16.0,3.7,486.0,6.1,8.9,61.3,16.0,,4.4,2014,5,31,Saturday,Spring,Saturday
2014-06-01,221.0,9.9,15.9,10.0,3.6,467.0,9.6,13.2,66.1,9.0,,5.2,2014,6,1,Sunday,Summer,Sunday
2014-06-02,263.0,20.9,31.4,12.0,3.7,452.0,11.5,14.6,63.2,9.0,,4.5,2014,6,2,Monday,Summer,Monday
2014-06-03,317.0,30.5,54.9,17.0,4.0,612.0,11.7,15.2,70.5,11.0,,3.8,2014,6,3,Tuesday,Summer,Tuesday
2014-06-04,293.0,34.0,51.0,17.0,3.8,672.0,20.3,28.2,74.8,14.0,,4.2,2014,6,4,Wednesday,Summer,Wednesday
2014-06-05,370.0,42.9,83.6,27.0,4.1,570.0,28.5,38.3,49.17460725506998,20.0,,4.9,2014,6,5,Thursday,Summer,Thursday
2014-06-06,276.0,31.3,42.9,22.0,3.9,500.0,17.3,21.1,84.8,21.0,,4.4,2014,6,6,Friday,Summer,Friday
2014-06-07,256.0,17.8,24.4,22.0,3.8,559.0,13.4,16.3,94.8,19.0,,5.3,2014,6,7,Saturday,Summer,Saturday
2014-06-08,261.0,13.2,19.3,20.0,3.6,586.0,14.7,17.4,79.3,20.0,,5.2,2014,6,8,Sunday,Summer,Sunday
2014-06-09,264.0,16.3,22.7,24.0,3.8,645.0,19.7,23.8,70.3,21.0,,5.2,2014,6,9,Monday,Summer,Monday
2014-06-10,364.0,28.0,66.6,37.0,4.9,737.0,21.1,28.8,84.7,26.0,,5.8,2014,6,10,Tuesday,Summer,Tuesday
2014-06-11,275.0,19.6,27.3,23.0,2.7,668.0,15.6,17.8,98.6,19.0,,5.7,2014,6,11,Wednesday,Summer,Wednesday
2014-06-12,274.0,20.0,27.9,20.0,2.7,274.0,20.0,27.9,49.17460725506998,20.0,,2.7,2014,6,12,Thursday,Summer,Thursday
2014-06-13,288.0,18.9,26.5,23.0,2.6,288.0,8.8,9.5,96.0,18.0,,2.6,2014,6,13,Friday,Summer,Friday
2014-06-14,280.0,13.6,21.1,15.0,2.8,280.0,15.7,17.0,70.2,14.0,,2.8,2014,6,14,Saturday,Summer,Saturday
2014-06-15,266.0,9.4,15.7,13.0,2.8,266.0,10.1,11.3,66.4,13.0,,2.8,2014,6,15,Sunday,Summer,Sunday
2014-06-16,253.0,17.4,28.5,15.0,2.8,253.0,10.4,11.8,64.1,14.0,,2.8,2014,6,16,Monday,Summer,Monday
2014-06-17,266.0,24.9,36.2,20.0,2.8,266.0,18.4,20.0,65.9,20.0,,2.8,2014,6,17,Tuesday,Summer,Tuesday
2014-06-18,267.0,21.3,30.5,20.0,3.0,267.0,25.2,31.1,66.9,18.0,,3.0,2014,6,18,Wednesday,Summer,Wednesday
2014-06-19,286.0,22.2,31.9,20.0,3.0,344.0,18.3,21.2,72.4,20.0,,5.5,2014,6,19,Thursday,Summer,Thursday
2014-06-20,293.0,23.4,39.5,22.0,2.9,333.0,13.8,15.4,58.6,20.0,,5.0,2014,6,20,Friday,Summer,Friday
2014-06-21,272.0,13.5,21.3,12.0,3.0,264.0,10.5,11.5,57.1,14.0,,4.7,2014,6,21,Saturday,Summer,Saturday
2014-06-22,301.0,18.1,31.4,14.0,3.1,238.0,11.6,12.2,59.2,14.0,,3.9,2014,6,22,Sunday,Summer,Sunday
2014-06-23,396.0,35.1,64.5,20.0,3.2,227.0,17.4,19.3,71.1,16.0,,3.6,2014,6,23,Monday,Summer,Monday
2014-06-24,391.0,32.6,52.3,16.0,3.4,273.0,23.4,26.6,57.8,18.0,,2.8,2014,6,24,Tuesday,Summer,Tuesday
2014-06-25,437.0,33.8,62.6,19.0,3.2,268.0,20.0,25.7,54.0,15.0,,2.3,2014,6,25,Wednesday,Summer,Wednesday
2014-06-26,355.0,23.4,39.4,15.0,3.2,242.0,13.8,15.7,61.1,12.0,,4.2,2014,6,26,Thursday,Summer,Thursday
2014-06-27,313.0,20.8,31.7,11.0,3.5,257.0,30.5,45.7,55.9,10.0,,5.5,2014,6,27,Friday,Summer,Friday
2014-06-28,367.0,31.3,52.3,17.0,3.5,268.0,17.4,19.1,65.2,16.0,,4.8,2014,6,28,Saturday,Summer,Saturday
2014-06-29,303.0,21.0,29.9,23.0,2.9,270.0,6.9,7.6,88.9,23.0,,7.3,2014,6,29,Sunday,Summer,Sunday
2014-06-30,371.0,35.2,55.1,25.0,3.1,301.0,9.2,10.0,73.7,22.0,,5.8,2014,6,30,Monday,Summer,Monday
2014-07-01,307.0,20.0,31.5,11.0,3.4,346.0,9.4,10.9,64.4,9.0,,3.3,2014,7,1,Tuesday,Summer,Tuesday
2014-07-02,343.0,31.1,48.8,16.0,3.5,337.0,14.1,16.5,72.3,13.0,,3.3,2014,7,2,Wednesday,Summer,Wednesday
2014-07-03,319.0,21.7,31.5,12.0,3.7,347.0,20.5,24.3,68.1,11.0,,2.9,2014,7,3,Thursday,Summer,Thursday
2014-07-04,367.0,32.8,49.5,19.0,3.6,300.0,24.6,32.2,66.4,16.0,,3.4,2014,7,4,Friday,Summer,Friday
2014-07-05,357.0,25.2,35.3,18.0,3.7,205.0,17.7,19.2,74.9,17.0,,4.8,2014,7,5,Saturday,Summer,Saturday
